issueID,issuer,name1,typeID,typeShort,typeLong,expmat
21423,2605982,"Allied Sustainability and Environmental Consultants Group Limited",0,O,"Ordinary shares",NULL
4607,27517,"ALLTRONICS HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3363,15445,"Almana Limited",0,O,"Ordinary shares",NULL
5842,56499,"Alpha Professional Holdings Limited",0,O,"Ordinary shares",NULL
28716,15227665,"Alphamab Oncology",0,O,"Ordinary shares",NULL
21376,2528044,"Altus Holdings Limited (KY)",0,O,"Ordinary shares",NULL
3097,15144,"ALUMINUM CORPORATION OF CHINA LIMITED",6,H,H-share,NULL
28129,17145700,"AM Group Holdings Limited",0,O,"Ordinary shares",NULL
26094,8431368,"Amasse Capital Holdings Limited",0,O,"Ordinary shares",NULL
1101,4877,"AMCO United Holding Limited",0,O,"Ordinary shares",NULL
13711,2404341,"Amgen Inc.",0,O,"Ordinary shares",NULL
14415,2420054,"Amrita Global Development Limited",0,O,"Ordinary shares",NULL
3551,20788,"AMS PUBLIC TRANSPORT HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
21717,2648793,"AMUNDI FTSE China A50 Index ETF",10,Unit,Unit,NULL
21718,2648793,"AMUNDI FTSE China A50 Index ETF",10,Unit,Unit,NULL
19671,2554128,"AMUNDI Hang Seng HK 35 Index ETF",10,Unit,Unit,NULL
19672,2554128,"AMUNDI Hang Seng HK 35 Index ETF",10,Unit,Unit,NULL
26470,2699244,"Amuse Group Holding Limited",0,O,"Ordinary shares",NULL
3513,20540,"AMVIG Holdings Limited",0,O,"Ordinary shares",NULL
22088,2638317,"ANACLE SYSTEMS LIMITED",0,O,"Ordinary shares",NULL
28210,151677,"ANALOGUE HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
26603,2542939,"Anchorstone Holdings Limited",0,O,"Ordinary shares",NULL
32480,25711146,"ANE (CAYMAN) INC.",0,O,"Ordinary shares",NULL
945,4757,"Angang Steel Company Limited",6,H,H-share,NULL
31282,22709400,"Angelalign Technology Inc.",0,O,"Ordinary shares",NULL
946,4758,"Anhui Conch Cement Company Limited",6,H,H-share,NULL
36061,30977216,"Anhui Conch Material Technology Co., Ltd.",6,H,H-share,NULL
947,4759,"ANHUI EXPRESSWAY COMPANY LIMITED",6,H,H-share,NULL
4791,37001,"Anhui Tianda Oil Pipe Company Limited",6,H,H-share,NULL
4885,40183,"ANTA Sports Products Limited",0,O,"Ordinary shares",NULL
34313,40183,"ANTA Sports Products Limited",0,O,"Ordinary shares",NULL
30024,25184693,"Antengene Corporation Limited",0,O,"Ordinary shares",NULL
4938,41865,"Anton Oilfield Services Group",0,O,"Ordinary shares",NULL
2358,9753,"Anxian Yuan China Holdings Limited",0,O,"Ordinary shares",NULL
3332,18149,"Anxin-China Holdings Limited",0,O,"Ordinary shares",NULL
2857,12684,"AOM International Group Company Limited",0,O,"Ordinary shares",NULL
11548,2127135,"Aowei Holding Limited",0,O,"Ordinary shares",NULL
19585,2450417,"AP Rentals Holdings Limited",0,O,"Ordinary shares",NULL
4821,7592,"APAC Resources Limited",1,Wrnt,Warrant,2010-02-04
35882,7592,"APAC Resources Limited",1,Wrnt,Warrant,2027-12-15
31693,7592,"APAC Resources Limited",1,Wrnt,Warrant,2022-10-06
1917,7592,"APAC Resources Limited",0,O,"Ordinary shares",NULL
26086,1935342,"Apex Ace Holding Limited",0,O,"Ordinary shares",NULL
3265,16489,"Apollo Future Mobility Group Limited",0,O,"Ordinary shares",NULL
13709,2404340,"Applied Materials, Inc.",0,O,"Ordinary shares",NULL
35894,31458676,"APT Electronics Co., Ltd.",6,H,H-share,NULL
948,4760,"APT SATELLITE HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
32904,27747141,"Aquila Acquisition Corporation",7,A,A-share,NULL
32905,27747141,"Aquila Acquisition Corporation",1,Wrnt,Warrant,NULL
29444,24384240,"Archosaur Games Inc.",0,O,"Ordinary shares",NULL
1122,4892,"Ares Asia Limited",0,O,"Ordinary shares",NULL
32889,27063311,"Arrail Group Limited",0,O,"Ordinary shares",NULL
3426,18197,"Art Group Holdings Limited (KY)",0,O,"Ordinary shares",NULL
1287,4997,"Arta TechFin Corporation Limited",0,O,"Ordinary shares",NULL
11666,2134491,"ArtGo Holdings Limited",0,O,"Ordinary shares",NULL
4980,45237,"Artini Holdings Limited",0,O,"Ordinary shares",NULL
388,2666,"ARTS OPTICAL INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
28539,22008577,"Ascentage Pharma Group International",0,O,"Ordinary shares",NULL
26712,15003720,"Ascletis Pharma Inc.",0,O,"Ordinary shares",NULL
6173,1063,"ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED",1,Wrnt,Warrant,2013-09-12
236,1063,"ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
4827,1063,"ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED",1,Wrnt,Warrant,2009-02-28
5068,48252,"Asia Cassava Resources Holdings Limited",0,O,"Ordinary shares",NULL
4981,45247,"Asia Cement (China) Holdings Corporation",0,O,"Ordinary shares",NULL
866,4439,"Asia Coal Limited",0,O,"Ordinary shares",NULL
951,4762,"ASIA COMMERCIAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1097,4873,"ASIA ENERGY LOGISTICS GROUP LIMITED",0,O,"Ordinary shares",NULL
1333,1124,"ASIA FINANCIAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
24303,2686325,"Asia Grocery Distribution Limited",0,O,"Ordinary shares",NULL
452,3410,"ASIA ORIENT HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
25401,6714319,"Asia Pioneer Entertainment Holdings Limited",0,O,"Ordinary shares",NULL
402,378,"ASIA SATELLITE TELECOMMUNICATIONS HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1318,3390,"ASIA STANDARD HOTEL GROUP LIMITED",0,O,"Ordinary shares",NULL
453,3402,"ASIA STANDARD INTERNATIONAL GROUP LIMITED",0,O,"Ordinary shares",NULL
1197,4948,"ASIA TELE-NET AND TECHNOLOGY CORPORATION LIMITED",0,O,"Ordinary shares",NULL
4712,32986,"Asia Television Holdings Limited",0,O,"Ordinary shares",NULL
29156,12789321,"Asia-express Logistics Holdings Limited",0,O,"Ordinary shares",NULL
6887,66066,"Asia-Pac Financial Investment Company Limited",0,O,"Ordinary shares",NULL
27364,17034802,"AsiaInfo Technologies Limited",0,O,"Ordinary shares",NULL
2377,9806,"Asian Capital Resources (Holdings) Limited",0,O,"Ordinary shares",NULL
5509,29973,"ASIAN CITRUS HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
13346,2302819,"Asiaray Media Group Limited",0,O,"Ordinary shares",NULL
952,4763,"Asiasec Properties Limited",0,O,"Ordinary shares",NULL
950,4761,"ASMPT Limited",0,O,"Ordinary shares",NULL
75,988,"ASSOCIATED INTERNATIONAL HOTELS LIMITED",0,O,"Ordinary shares",NULL
20658,2423995,"Astrum Financial Holdings Limited",0,O,"Ordinary shares",NULL
32584,26983480,"Asymchem Laboratories (Tianjin) Co., Ltd.",6,H,H-share,NULL
25794,11799982,"Atlinks Group Limited",0,O,"Ordinary shares",NULL
35895,31317187,"AuGroup (SHENZHEN) Cross-Border Business Co., Ltd.",6,H,H-share,NULL
4789,36977,"AUPU Group Holding Company Limited",0,O,"Ordinary shares",NULL
5263,51676,"Ausnutria Dairy Corporation Ltd",0,O,"Ordinary shares",NULL
12884,2267867,"Austar Lifesciences Limited",0,O,"Ordinary shares",NULL
33869,28166657,"AUSTASIA GROUP LTD.",0,O,"Ordinary shares",NULL
20805,2434394,"AUSUPREME INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1312,1586,"AUTO ITALIA HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
13028,2354254,"Autohome Inc.",0,O,"Ordinary shares",NULL
953,4764,"AUTOMATED SYSTEMS HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
35256,30198077,"Autostreets Development Limited",0,O,"Ordinary shares",NULL
11713,2099244,"AUX International Holdings Limited",0,O,"Ordinary shares",NULL
862,4374,"AV CONCEPT HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
25604,6723212,"AV Promotions Holdings Limited",0,O,"Ordinary shares",NULL
973,4784,"AVIC International Holdings Limited",6,H,H-share,NULL
1157,1055,"AVIC Joy Holdings (HK) Limited",0,O,"Ordinary shares",NULL
3418,18186,"AviChina Industry & Technology Company Limited",6,H,H-share,NULL
26078,12109612,"B & S International Holdings Ltd.",0,O,"Ordinary shares",NULL
32720,26875196,"B.Duck Semk Holdings International Limited",0,O,"Ordinary shares",NULL
27289,18725349,"BabyTree Group",0,O,"Ordinary shares",NULL
12244,2178740,"Baguio Green Group Limited",0,O,"Ordinary shares",NULL
13065,2236573,"BAIC Motor Corporation Limited",6,H,H-share,NULL
7114,132350,"Baidu, Inc.",7,A,A-share,NULL
34317,132350,"Baidu, Inc.",7,A,A-share,NULL
12688,2286021,"Baijin Life Science Holdings Limited",0,O,"Ordinary shares",NULL
12141,2181464,"BAIOO Family Interactive Limited",0,O,"Ordinary shares",NULL
30791,25414342,"Bairong Inc.",8,B,B-share,NULL
35424,28340382,"Baiwang Co., Ltd.",6,H,H-share,NULL
26677,12630170,"Baiying Holdings Group Limited",0,O,"Ordinary shares",NULL
12575,2000318,"Bamboos Health Care Holdings Limited",0,O,"Ordinary shares",NULL
4744,465,"BANK OF CHINA LIMITED",6,H,H-share,NULL
11449,48862,"Bank of Chongqing Co., Ltd.",6,H,H-share,NULL
4596,5606,"Bank of Communications Co., Ltd.",6,H,H-share,NULL
27,377,"BANK OF EAST ASIA, LIMITED (THE)",0,O,"Ordinary shares",NULL
25797,2106541,"Bank of Gansu Co., Ltd.",6,H,H-share,NULL
28793,23285879,"BANK OF GUIZHOU CO., LTD.",6,H,H-share,NULL
17482,2387425,"BANK OF JINZHOU CO., LTD.",6,H,H-share,NULL
26633,12085828,"Bank of Jiujiang Co., Ltd.",6,H,H-share,NULL
17346,1920674,"Bank of Qingdao Co., Ltd.",6,H,H-share,NULL
19394,2504749,"BANK OF TIANJIN CO., LTD.",6,H,H-share,NULL
17976,2479432,"Bank of Zhengzhou Co., Ltd.",6,H,H-share,NULL
26207,12661057,"Bao Shen Holdings Limited",0,O,"Ordinary shares",NULL
3437,18207,"BAOYE GROUP COMPANY LIMITED",6,H,H-share,NULL
27321,22471617,"Baozun Inc.",7,A,A-share,NULL
22293,2675990,"Bar Pacific Group Holdings Limited",0,O,"Ordinary shares",NULL
25018,2543585,"Basetrophy Group Holdings Limited",0,O,"Ordinary shares",NULL
20631,2545313,"Basic House New Life Group Limited",0,O,"Ordinary shares",NULL
34865,30232674,"BaTeLab Co., Ltd.",6,H,H-share,NULL
4577,25483,"BAUHAUS INTERNATIONAL (HOLDINGS) LIMITED",0,O,"Ordinary shares",NULL
5143,49815,"BaWang International (Group) Holding Limited",0,O,"Ordinary shares",NULL
4523,23269,"Bay Area Gold Group Limited",0,O,"Ordinary shares",NULL
3087,15014,"Baytacare Pharmaceutical Co., Ltd.",6,H,H-share,NULL
13132,2324407,"BBI Life Sciences Corporation",0,O,"Ordinary shares",NULL
5158,50200,"BBMG Corporation",6,H,H-share,NULL
12519,2245254,"Be Friends Holding Limited",0,O,"Ordinary shares",NULL
1631,6611,"Beautiful China Holdings Company Limited",0,O,"Ordinary shares",NULL
34000,28293795,"Beauty Farm Medical and Health Industry Inc.",0,O,"Ordinary shares",NULL
26727,17998448,"BeiGene, Ltd.",0,O,"Ordinary shares",NULL
32452,26983482,"Beijing Airdoc Technology Co., Ltd.",6,H,H-share,NULL
2782,12428,"BEIJING BEIDA JADE BIRD UNIVERSAL SCI-TECH COMPANY LIMITED",6,H,H-share,NULL
35864,31233691,"Beijing Biostar Pharmaceuticals Co., Ltd.",6,H,H-share,NULL
9208,152468,"Beijing Capital Grand Limited",0,O,"Ordinary shares",NULL
2605,11291,"Beijing Capital International Airport Company Limited",6,H,H-share,NULL
32484,26628168,"Beijing Capital Jiaye Property Services Co., Limited",6,H,H-share,NULL
3438,18208,"Beijing Capital Land Co., Ltd.",6,H,H-share,NULL
13611,2267057,"Beijing Chunlizhengda Medical Instruments Co., Ltd.",6,H,H-share,NULL
12531,2216276,"BEIJING Digital Telecom Co., Ltd.",6,H,H-share,NULL
2764,12367,"Beijing Energy International Holding Co., Ltd.",0,O,"Ordinary shares",NULL
957,4768,"BEIJING ENTERPRISES ENVIRONMENT GROUP LIMITED",0,O,"Ordinary shares",NULL
353,2768,"BEIJING ENTERPRISES HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
28863,23218081,"Beijing Enterprises Urban Resources Group Limited",0,O,"Ordinary shares",NULL
827,3998,"Beijing Enterprises Water Group Limited",0,O,"Ordinary shares",NULL
34543,27174046,"Beijing Fourth Paradigm Technology Co., Ltd.",6,H,H-share,NULL
7006,67070,"Beijing Gas Blue Sky Holdings Limited",0,O,"Ordinary shares",NULL
3459,15987,"Beijing Health (Holdings) Limited (KY)",0,O,"Ordinary shares",NULL
960,4771,"Beijing Jingcheng Machinery Electric Company Limited",6,H,H-share,NULL
4768,36170,"Beijing Jingkelong Company Limited",6,H,H-share,NULL
6997,67015,"Beijing Jingneng Clean Energy Co., Limited",6,H,H-share,NULL
34197,28228851,"BEIJING LUZHU BIOTECHNOLOGY CO., LTD.",6,H,H-share,NULL
4547,23916,"BEIJING MEDIA CORPORATION LIMITED",6,H,H-share,NULL
958,4769,"Beijing North Star Company Limited",6,H,H-share,NULL
1361,5143,"Beijing Properties (Holdings) Limited",0,O,"Ordinary shares",NULL
36076,28822508,"Beijing Saimo Technology Co., Ltd.",6,H,H-share,NULL
33972,27758657,"Beijing SinoHytec Co., Ltd.",6,H,H-share,NULL
7308,135713,"Beijing Sports and Entertainment Industry Group Limited",0,O,"Ordinary shares",NULL
9474,1037544,"BEIJING TONG REN TANG CHINESE MEDICINE COMPANY LIMITED",0,O,"Ordinary shares",NULL
34611,28200506,"Beijing UBOX Online Technology Corp.",6,H,H-share,NULL
12524,2208677,"BEIJING URBAN CONSTRUCTION DESIGN & DEVELOPMENT GROUP CO., LIMITED",6,H,H-share,NULL
3422,18189,"BeijingWest Industries International Limited",0,O,"Ordinary shares",NULL
34147,27591305,"Beisen Holding Limited",0,O,"Ordinary shares",NULL
1189,4941,"Bel Global Resources Holdings Limited",0,O,"Ordinary shares",NULL
4863,30051,"BELLE INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
28549,15003721,"Beng Soon Machinery Holdings Limited",0,O,"Ordinary shares",NULL
6901,66261,"Best Food Holding Company Limited",0,O,"Ordinary shares",NULL
28618,22633225,"Best Linking Group Holdings Limited",0,O,"Ordinary shares",NULL
27468,16830861,"Best Mart 360 Holdings Limited",0,O,"Ordinary shares",NULL
12249,2203537,"Best Pacific International Holdings Limited",0,O,"Ordinary shares",NULL
25450,9980773,"Bestway Global Holding Inc.",0,O,"Ordinary shares",NULL
6186,60826,"Besunyen Holdings Company Limited",0,O,"Ordinary shares",NULL
31603,26625787,"BetterLife Holding Limited",0,O,"Ordinary shares",NULL
26678,2489242,"BExcellent Group Holdings Limited",0,O,"Ordinary shares",NULL
25141,2682477,"BGMC International Limited",0,O,"Ordinary shares",NULL
25197,4498077,"BHCC Holding Limited",0,O,"Ordinary shares",NULL
9331,153115,"BII Railway Transportation Technology Holdings Company Limited",0,O,"Ordinary shares",NULL
29752,25162044,"Bilibili Inc.",51,"Z ord","Z ordinary",NULL
6834,65723,"Billion Industrial Holdings Limited",0,O,"Ordinary shares",NULL
3383,16952,"Bingo Group Holdings Limited",0,O,"Ordinary shares",NULL
2986,11144,"Binhai Investment Company Limited",0,O,"Ordinary shares",NULL
27703,22517962,"Binjiang Service Group Co. Ltd.",0,O,"Ordinary shares",NULL
33390,27010394,"Biocytogen Pharmaceuticals (Beijing) Co., Ltd.",6,H,H-share,NULL
4703,32533,"Biosino Bio-Technology and Science Incorporation",6,H,H-share,NULL
3081,14936,"Bison Finance Group Limited",0,O,"Ordinary shares",NULL
35512,30248658,"Black Sesame International Holding Limited",0,O,"Ordinary shares",NULL
3320,16832,"Blockchain Group Company Limited",0,O,"Ordinary shares",NULL
36068,31794571,"Bloks Group Limited",0,O,"Ordinary shares",NULL
5038,46544,"Bloomage BioTechnology Corporation Limited (KY)",0,O,"Ordinary shares",NULL
30181,150954,"Blue Moon Group Holdings Limited",0,O,"Ordinary shares",NULL
5039,878,"Blue River Holdings Limited",1,Wrnt,Warrant,2009-09-25
449,878,"Blue River Holdings Limited",0,O,"Ordinary shares",NULL
33264,26873617,"BoardWare Intelligence Technology Limited",0,O,"Ordinary shares",NULL
20180,2540157,"BOC AVIATION LIMITED",0,O,"Ordinary shares",NULL
3299,17251,"BOC HONG KONG (HOLDINGS) LIMITED (HK)",0,O,"Ordinary shares",NULL
34295,17251,"BOC HONG KONG (HOLDINGS) LIMITED (HK)",0,O,"Ordinary shares",NULL
34134,28955871,"BOCHK Greater Bay Area Climate Transition ETF",10,Unit,Unit,NULL
34135,28955871,"BOCHK Greater Bay Area Climate Transition ETF",10,Unit,Unit,NULL
10534,26705,"BOCOM International Holdings Company Limited",0,O,"Ordinary shares",NULL
1295,5003,"BOE Varitronix Limited",0,O,"Ordinary shares",NULL
6235,61202,"Boer Power Holdings Limited",0,O,"Ordinary shares",NULL
11283,2082587,"Boill Healthcare Holdings Limited",0,O,"Ordinary shares",NULL
26711,2609267,"Bojun Education Company Limited",0,O,"Ordinary shares",NULL
9630,153045,"BOLINA HOLDING CO., LTD.",0,O,"Ordinary shares",NULL
26784,14888907,"Boltek Holdings Limited",0,O,"Ordinary shares",NULL
3430,18201,"BONJOUR HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
27896,22464058,"BONNY INTERNATIONAL HOLDING LIMITED",0,O,"Ordinary shares",NULL
25404,2241864,"Bortex Global Limited",0,O,"Ordinary shares",NULL
26660,2696101,"BOSA Technology Holdings Limited",0,O,"Ordinary shares",NULL
35038,31381178,"Bosera 20+ Year US Treasury Bond Accumulating ETF",10,Unit,Unit,NULL
35036,31375043,"Bosera 20+ Year US Treasury Bond Distributing ETF",10,Unit,Unit,NULL
35037,31375043,"Bosera 20+ Year US Treasury Bond Distributing ETF",10,Unit,Unit,NULL
35440,32028408,"Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF",10,Unit,Unit,NULL
35441,32028408,"Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF",10,Unit,Unit,NULL
35442,32028408,"Bosera China Reform Hong Kong Central-SOEs High Dividend Yield Index ETF",10,Unit,Unit,NULL
35162,31707240,"Bosera HashKey Bitcoin ETF",10,Unit,Unit,NULL
35163,31707240,"Bosera HashKey Bitcoin ETF",10,Unit,Unit,NULL
35160,31707209,"Bosera HashKey Ether ETF",10,Unit,Unit,NULL
35161,31707209,"Bosera HashKey Ether ETF",10,Unit,Unit,NULL
34062,28851073,"Bosera HKD Money Market ETF",10,Unit,Unit,NULL
33648,28767631,"Bosera RMB Money Market ETF",10,Unit,Unit,NULL
33649,28767631,"Bosera RMB Money Market ETF",10,Unit,Unit,NULL
11587,2172142,"Bosera STAR 50 Index ETF",10,Unit,Unit,NULL
11588,2172142,"Bosera STAR 50 Index ETF",10,Unit,Unit,NULL
33033,28238603,"Bosera SZSE ChiNext Daily (2x) Leveraged Product",10,Unit,Unit,NULL
34446,30318373,"Bosera USD Money Market ETF",10,Unit,Unit,NULL
34447,30318373,"Bosera USD Money Market ETF",10,Unit,Unit,NULL
34448,30318373,"Bosera USD Money Market ETF",10,Unit,Unit,NULL
6184,60814,"Boshiwa International Holding Limited",0,O,"Ordinary shares",NULL
4919,41248,"Bosideng International Holdings Limited",0,O,"Ordinary shares",NULL
966,4777,"BOSSINI INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
11459,2134492,"Boyaa Interactive International Limited",0,O,"Ordinary shares",NULL
6449,62627,"Bracell Limited (BM)",0,O,"Ordinary shares",NULL
6973,66822,"Bradaverse Education (Int'l) Investments Group Limited (BM)",0,O,"Ordinary shares",NULL
36056,30332622,"BrainAurora Medical Technology Limited",0,O,"Ordinary shares",NULL
16174,2356055,"Brainhole Technology Limited",0,O,"Ordinary shares",NULL
1228,1827,"Branded Lifestyle Holdings Limited",0,O,"Ordinary shares",NULL
29902,22709402,"Bright Future Technology Holdings Limited",0,O,"Ordinary shares",NULL
6132,59853,"Bright Smart Securities & Commodities Group Limited",0,O,"Ordinary shares",NULL
1042,4831,"Brightoil Petroleum (Holdings) Limited",0,O,"Ordinary shares",NULL
24973,2667651,"Brightstar Technology Group Co., Ltd",0,O,"Ordinary shares",NULL
31547,26841275,"Brii Biosciences Limited",0,O,"Ordinary shares",NULL
2245,9192,"BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1301,5008,"Brockman Mining Limited",0,O,"Ordinary shares",NULL
32309,26812432,"Broncus Holding Corporation",0,O,"Ordinary shares",NULL
28233,23147750,"Budweiser Brewing Company APAC Limited",0,O,"Ordinary shares",NULL
238,1833,"BUILD KING HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
970,4781,"BURWILL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
33715,24457820,"Buyang International Holding Inc",0,O,"Ordinary shares",NULL
34321,18226,"BYD COMPANY LIMITED",6,H,H-share,NULL
3452,18226,"BYD COMPANY LIMITED",6,H,H-share,NULL
4944,41990,"BYD Electronic (International) Company Limited",0,O,"Ordinary shares",NULL
28686,22209149,"Byte Metaverse Holdings Limited",0,O,"Ordinary shares",NULL
2179,8379,"C C Land Holdings Limited",0,O,"Ordinary shares",NULL
11660,2092128,"C Cheng Holdings Limited",0,O,"Ordinary shares",NULL
10173,152905,"C&D International Investment Group Limited",0,O,"Ordinary shares",NULL
1224,4958,"C&D Newin Paper & Pulp Corporation Limited",0,O,"Ordinary shares",NULL
