date,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ROCTEC SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,OCBC BANK (HONG KONG) LTD
2024-09-10,84.49638197720402,5.807457708679415,4.59227813854199,2.877972678616679,1.4212289759216552,0.8046805210362366,0.0
2024-09-12,84.39323500200045,5.800368390980173,4.586672222783231,2.874459461014085,1.4194940440049546,0.9257708792170989,0.0
2024-09-19,84.39215626122447,5.800294248853747,4.587891825838424,2.8744227187724887,1.4194758995872592,0.9257590457236132,0.0
2024-10-03,84.38406658435646,5.7997382433161295,4.597037855026674,2.8741471818978894,1.419339831238513,0.9256703041643342,0.0
2024-10-04,84.38391689145621,5.799793839073056,4.597081921808388,2.8741747332082053,1.419353436899483,0.9256791775546604,0.0
2024-10-09,84.38636151617656,5.79888590849319,4.596362270149938,2.8737247946061513,1.4191312437621482,0.9255342668120089,0.0
2024-10-10,84.38528313894274,5.798811804260789,4.597581437668284,2.8736880711435075,1.4191131086180613,0.9255224393666193,0.0
2024-11-15,84.39606815169644,5.79955293182402,4.585388360123768,2.874055348011518,1.4192944809190842,0.9256407274251659,0.0
2024-11-18,84.36291302906398,5.797274568709729,4.62287213418019,2.872926271034324,1.4187369089421307,0.9252770880696426,0.0
2024-11-19,84.3638317075866,5.797052385219896,4.622375581030663,2.8728161646770407,1.4186825351301182,0.925241626355685,0.0
2024-11-27,84.36410114900238,5.797070899860239,4.622070963736289,2.8728253398844608,1.4186870661219317,0.9252445813946953,0.0
2024-12-03,83.77068187555419,5.756294152942177,4.589559196814455,2.852617812005668,1.408707984539097,0.9187363870350662,0.7034025911093464
2024-12-05,83.76450328739065,5.758485604896378,4.591306466534097,2.8537038188553203,1.4092442871990365,0.9190861548887008,0.7036703802358089
2024-12-06,83.76739547489265,5.757572297166987,4.59026107169321,2.8532512155262544,1.4090207781398134,0.9189403859232417,0.7035587766578356
2024-12-09,83.76945483332403,5.756841859544604,4.589678725660843,2.8528892362185942,1.4088420219325177,0.9188238040383845,0.7034695192810275
2024-12-10,83.77476889972671,5.750863374888668,4.589969880205942,2.8530702143910194,1.4089313943663044,0.918882091283022,0.7035141451383303
2024-12-16,83.77530034344903,5.75089985675879,4.589998997692154,2.853088313471144,1.4089403322333323,0.9188879204142195,0.7028842359813292
2025-01-10,83.79508757860249,5.751757313972796,4.568477032624909,2.8535137079689648,1.4091504047579921,0.9190249262908382,0.7029890357820151
2025-01-13,83.79524179927951,5.751702575021794,4.5684335548446775,2.8534865513386487,1.4091369940018095,0.9190161800142373,0.7029823454993268
2025-02-24,83.79710260788131,5.7518303008615534,4.566314342871392,2.8535499176134618,1.4091682861633126,0.9190365882519397,0.702997956357024
2025-03-04,83.81837486283935,5.753290427725459,4.542088091250467,2.854274303534858,1.4095260095944233,0.9192698896431888,0.7031764154122562
2025-03-05,83.82158480543052,5.75497049034215,4.535479197865477,2.8551078021415055,1.4099376161325812,0.919538332718615,0.703381755369158
2025-03-06,83.80956552541069,5.754842625003016,4.547757163479301,2.85504436665943,1.4099062897944623,0.9195179021914807,0.7033661274616227
2025-03-07,83.81439070721846,5.755609902277483,4.541379695658357,2.8554250218402717,1.4100942687064464,0.9196404989740151,0.7034599053249629
2025-03-10,83.82796223307216,5.756541871214242,4.525922694509902,2.8558873824704714,1.4103225962127663,0.9197894104521351,0.7035738120683229
2025-03-13,83.81944625223099,5.764528624862458,4.527050236289165,2.8555972563408862,1.4101793232536095,0.9196959701633738,0.7035023368595225
2025-03-17,83.83754478016203,5.765773317913907,4.506435451472308,2.8562138448417,1.4104838130947004,0.9198945534748643,0.70365423904049
2025-03-19,83.8692360178445,5.752070148064664,4.486220825111401,2.857293515674931,1.4110169868402496,0.9202422807015314,0.7039202257627178
2025-03-24,83.88499390502253,5.754497229469073,4.468803180187099,2.8569214360897623,1.410833242813866,0.9201224458423615,0.70382856057531
2025-03-25,83.87939927030295,5.754113438417837,4.468187546368283,2.8567308962671625,1.410739148551277,0.9270480807341688,0.7037816193583137
2025-03-26,83.82429239217201,5.7528162381954235,4.466862724303632,2.899269514900232,1.4104211132610702,0.9427150574678337,0.7036229596998045
2025-03-27,83.81630840133421,5.759570551484992,4.466119781034088,2.90153328206942,1.4102867752437207,0.9426252669289974,0.7035559419045666
2025-04-01,83.8165745098587,5.759588837554259,4.465816470373089,2.901542494151831,1.4102912527653393,0.942628259671385,0.7035581756253921
2025-04-07,83.81684062007292,5.759607123739639,4.465513157786122,2.9015517062927385,1.4102957303153894,0.9426312524327761,0.7035604093604013
2025-04-14,83.81710673197692,5.759625410041134,4.465209843273167,2.901560918492141,1.4103002078938713,0.9426342452131706,0.7035626431095945
2025-04-15,83.81737284557069,5.7596436964587445,4.464906526834206,2.9015701307500397,1.4103046855007852,0.9426372380125688,0.7035648768729716
