date,SPDB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES,CMB INTERNATIONAL SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,PRUDENTIAL BROKERAGE LTD,FIRST SHANGHAI SECURITIES LTD,REALINK FINANCIAL TRADE LTD
2024-12-04,70.80894746699128,6.196741267908981,5.788229234947092,4.6376065174641825,4.042396291787621,2.468630021537597,2.4048365951868154,2.262618222680026,1.3899943814963949
2024-12-05,70.8085330524098,6.196705001024201,5.78819535890908,4.63757937553039,4.042372633365522,2.468615573698534,2.4048225207034797,2.2626049805401927,1.3905715038188045
2024-12-13,70.80811864267906,6.196668734563928,5.78816148326759,4.637552233914295,4.042348975220348,2.468601126028584,2.4048084463848864,2.262591738555359,1.3911486193859517
2024-12-16,70.80480353945012,6.1963786181630915,5.787890492409612,4.637335112422019,4.042159720027623,2.468485550756698,2.4046958577665416,2.262485808256376,1.3957653007479194
2024-12-19,70.79900285567156,6.202893122981134,5.7874163194607,4.6369551987266515,4.041828566078367,2.4682833200692853,2.404498853049951,2.263470811291606,1.3956509526707552
2024-12-23,70.79900285567156,6.179485979120828,5.7874163194607,4.6369551987266515,4.041828566078367,2.4682833200692853,2.404498853049951,2.2868779551519123,1.3956509526707552
2025-01-02,70.6761690568683,6.168764786634343,5.7773753541490205,4.628910243304028,4.034816134591232,2.637497444285422,2.400327131465958,2.282910301720361,1.3932295469813358
2025-01-08,70.68525323814143,6.169557673095237,5.778117934366656,4.629505208485479,4.035334739400454,2.62498320314554,2.400635651396622,2.2832037297780476,1.3934086221905435
2025-01-15,70.69723140930499,6.170603153084717,5.7785127443991255,4.630289714492736,4.036018558556453,2.607313567146213,2.4010424579569225,2.283590636577185,1.3953977584816577
2025-01-27,70.75511421453385,6.175655286150391,5.783243856509586,4.552206510169947,4.039323017181889,2.609448284735137,2.4030082926886323,2.285460308548838,1.3965402294817362
2025-02-03,70.75759702435258,6.172362972840199,5.780522609773786,4.552366247923831,4.039464757760778,2.6095398507497602,2.4030926146864107,2.2855405057664866,1.3995134161461622
2025-02-06,70.75801084292958,6.172399071274424,5.779971576786539,4.552392871972723,4.039488382157708,2.609555112376964,2.4031066689280474,2.285553872516624,1.3995216010573903
2025-02-13,70.75387287496272,6.172038105931683,5.779633560822704,4.552126645496704,4.039252150622525,2.6094025041374995,2.402966133908782,2.2854202120505036,1.4052878120668784
2025-02-17,70.76256316676024,6.161098633726371,5.779758562605278,4.552685757065319,4.039748268762867,2.6097230020587685,2.403261276436459,2.2857009170877784,1.405460415496912
2025-02-18,70.76339092493595,6.160000935814802,5.779826172400481,4.5527390129493375,4.039795524465709,2.6097535297764574,2.403289389029911,2.285727654497175,1.4054768561301718
2025-02-25,70.763804811286,6.1536032005053425,5.779859977891246,4.552765641358577,4.0398191527317175,2.609768793903131,2.4033034455732776,2.285741023436449,1.411333953314266
2025-02-28,55.06291955853908,4.76868813289339,4.497439981795425,3.5426100807827967,3.1434747980430084,2.0307202184548867,1.8700648537945157,1.7785868699510752,1.1027420639435659
2025-03-10,70.78326293249711,6.120777412447492,5.780864233644969,4.554017528053075,4.0409299930964275,2.610486409323333,2.4039642886395285,2.286369540034869,1.4193276622632016
2025-03-14,70.79858855748469,6.100451170057757,5.782115876387596,4.555003540309792,4.041804914301096,2.6110516183019388,2.404484782519647,2.286864572909901,1.4196349677275892
2025-03-17,70.83589482374019,6.103665712328526,5.785162676596467,4.498855379715338,4.0439346834583345,2.6124274732287662,2.4057517901158674,2.288069602281044,1.4262378585354716
2025-03-21,70.83382122198543,6.103487037774292,5.7849933256832395,4.498723683286106,4.04381630406782,2.6123509988056486,2.405681365775977,2.2880026228893935,1.4291234397320904
2025-03-31,55.06291955853908,4.74456707247696,4.496984867447947,3.4970986460348166,3.1434747980430084,2.0307202184548867,1.8700648537945157,1.7785868699510752,1.1113892365456821
2025-04-08,70.91478175242807,6.110463105697823,5.632762632686435,4.503865563950319,4.048438241827805,2.615336822793639,2.408430973746989,2.2906177282558366,1.475303178613086
2025-04-09,70.91270352960484,6.110284032963297,5.634942032892963,4.503733574032612,4.048319598626138,2.615260177945538,2.4083603924648624,2.290550599599095,1.4758460618706555
2025-04-10,70.89151261242786,6.108458090411039,5.6332581372864965,4.5023877186300645,4.076406996162072,2.614478657018135,2.407640699616207,2.28986611197375,1.4759909764743795
2025-04-14,70.89192799887498,6.1084938827169175,5.632705198518726,4.5024141002203155,4.076430881732527,2.614493976468382,2.407654807106361,2.2898795293676466,1.4759996249941405
2025-04-16,70.8902664822931,6.108350716010031,5.632573183022008,4.502308575714252,4.0763353411301475,2.6144326997445333,2.4075983781376706,2.289825860735463,1.4783087632127874
2025-04-29,70.89358959334349,6.108637056135005,5.632837220203914,4.502519629673034,4.0765264268135475,2.61455525606469,2.403023555607641,2.2899332005156454,1.4783780616430329
