date,SORRENTO SECURITIES LTD,GRANSING SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,SUNHIGH FINANCIAL HOLDINGS LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,LUK FOOK SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD
2024-05-20,22.398143472487725,30.1735524949308,37.62986814445125,4.790731394231893,2.5094822874594747,1.6948587336219956,0.0,0.0,0.8033634728168652
2024-05-22,22.398725498942824,30.17433656910275,37.62824742678808,4.790855883675143,2.5095474975551997,1.694902775335624,0.0,0.0,0.8033843486003788
2024-05-24,22.42203138670119,30.205732984996846,37.57202041809049,4.795840772190193,2.5121586832811493,1.6966663227234065,0.0,0.0,0.7955494320167243
2024-05-30,22.423975733421436,30.208352302437326,37.12435580922848,4.796256647857986,2.512376527392253,1.6968134506772945,0.0,0.0,1.2378695289852244
2024-06-07,22.42203138670119,30.205732984996846,37.129807654789644,4.795840772190193,2.5121586832811493,1.6966663227234065,0.0,0.0,1.2377621953175737
2024-06-11,22.418143704632286,30.200495712580334,37.1407085100794,4.7950092371765365,2.511723108372757,1.696372143345722,0.0,0.0,1.2375475838129641
2024-06-20,22.418143704632286,29.333562203779657,37.1407085100794,5.661942745977211,2.511723108372757,1.696372143345722,0.0,0.0,1.2375475838129641
2024-06-24,22.417171994753545,29.332290746492756,37.147767612941365,5.661697330220599,2.5116142382455413,1.691964134781512,0.0,0.0,1.237493942564677
2024-06-27,22.418338056717015,29.333816508464377,37.14969990836433,5.661991831681666,2.5065432373831906,1.6920521447687478,0.0,0.0,1.2375583126206675
2024-07-09,22.085082578264092,28.92012776275854,36.625785376001836,5.582141932219412,2.471193976654322,1.6681894834189617,1.427373606921822,0.0,1.2201052837610182
2024-07-11,22.085082578264092,28.937222057452217,36.625785376001836,5.582141932219412,2.471193976654322,1.6681894834189617,1.4102793122281474,0.0,1.2201052837610182
2024-07-12,22.083195095040427,28.93474896182401,36.63120160057295,5.581664859099498,2.4709827781153613,1.6680469129914937,1.4101587838790648,0.0,1.2200010084771908
2024-07-18,25.70671172788964,33.68250143510776,26.236329665890995,6.497531216702764,2.8764334910874085,1.9387634295742628,1.6415444047710244,0.0,1.420184628976144
2024-07-24,27.941712958407184,36.61093634935242,19.82314482493125,7.0624416734883235,3.126517300332738,2.107324025602568,1.7842640883870362,0.0,1.5436587794984813
2024-08-05,27.944734824274242,36.64734045602071,19.857733350204565,6.944241665233694,3.1268554297783706,2.107551930404012,1.8277166195678152,0.0,1.5438257245166014
2024-08-06,27.25535619070323,35.74327413918317,19.367855841297583,6.77293169001048,3.0497179175740228,2.0555599798953312,1.8248204055004096,2.424743298927206,1.505740536908575
2024-08-09,27.184386961812397,35.747044771364386,19.401546619321824,6.773646180633026,3.0500396386474438,2.055776825184334,1.856660532302465,2.4249990901308474,1.5058993806032774
2024-08-12,27.20447595827239,35.773461488315775,19.341985149463415,6.778651839003588,3.0522935881512416,2.0572960241797604,1.8580325863021825,2.4267911407739446,1.5070122255377076
2024-08-13,27.20447595827239,35.82624650497209,19.341985149463415,6.778651839003588,3.0522935881512416,2.0572960241797604,1.8052475696458705,2.4267911407739446,1.5070122255377076
2024-08-16,27.207348238932322,35.8300290823359,19.344027299069776,6.779367537060314,3.0526158529085237,2.057513235920618,1.7948800518614754,2.4270473642450394,1.507171337666033
2024-08-20,27.210221126173856,35.83381245852201,19.33551064713842,6.780083386261487,3.052938185723178,2.0577304935332617,1.7950695774247825,2.4273036418265996,1.5073304833963983
2024-08-21,27.21884342931021,35.84516738254545,19.30994989640751,6.782231841210641,3.053905592727031,2.0583825417472723,1.7956383943401477,2.428072799405538,1.5078081223062123
2024-08-26,27.221718744800683,36.04966415373978,19.322553435128615,6.782948295468651,3.054228197986877,2.058599982992452,1.795828080096045,2.2064917072356556,1.5079674025512377
2024-08-28,27.2140298572113,36.053472732487904,19.32459482630659,6.783664901110731,3.054550871411992,2.0588174701821425,1.7960178059318241,2.20672481890594,1.508126716451576
2024-08-29,27.161205804095662,36.053472732487904,19.32459482630659,6.783664901110731,3.054550871411992,2.0588174701821425,1.8488418590474662,2.20672481890594,1.508126716451576
2024-08-30,27.143999531219563,36.0306333234263,19.312352945213398,6.779367537060314,3.0526158529085237,2.057513235920618,1.8476706416221071,2.2053268872503864,1.5705200453787909
2024-09-10,27.143999531219563,35.639982959197624,19.312352945213398,6.779367537060314,3.0526158529085237,2.057513235920618,2.238321005850781,2.2053268872503864,1.5705200453787909
2024-09-12,27.149732532788562,35.64751037158168,19.295311152730616,6.780799386654994,3.0532605866167657,2.0579477970322255,2.238793754821459,2.205792667633643,1.5708517501400565
2024-09-20,33.02054151777023,32.774772474278805,17.74035342886978,6.234352827863023,2.8072064497054923,1.8921032663600785,2.058375330177481,2.028033712692554,1.444260992282549
2024-09-23,33.017335759779854,32.771590576468746,17.748339503814663,6.233747573513028,2.806933915576942,1.8919195738800056,2.0581754953819686,2.027836823575041,1.444120778009754
2024-09-26,33.007722219445355,32.76204858888608,17.723760686415194,6.231932515382081,2.806116630602467,1.8913687103801324,2.05757622373618,2.0272463855325213,1.492228039619989
2024-09-27,32.99771406615818,32.75211492542092,17.74870737039017,6.230042953434286,2.8052657980247435,1.8907952352445203,2.0569523534154626,2.026631711413466,1.4917755864982425
2024-10-03,33.00059579200067,32.75497520282642,17.750257384084982,6.230587029782807,2.8055107849025918,1.8822272529234079,2.057131989275744,2.0268086993394863,1.4919058648638945
2024-10-04,32.9909919960111,32.74544288706237,17.7741936109718,6.228773811406193,2.804694328333306,1.88167948928129,2.0565333250554634,2.026218859768679,1.4914716921097995
2024-10-15,32.992592240478615,32.74218067133548,17.77505575706895,6.229075941176414,2.8048303714259935,1.8817707610803531,2.0566330782267555,2.026317142521762,1.4915440366856776
2024-10-23,32.992592240478615,32.81978946674027,17.77505575706895,6.229075941176414,2.8048303714259935,1.8817707610803531,1.9790242828219722,2.026317142521762,1.4915440366856776
2024-10-25,32.99579319518274,32.871483859200104,17.767078259570333,6.229680288655113,2.805102497208238,1.8819533312441608,1.9307060854109444,2.026513736634226,1.4916887468941342
2024-10-28,32.99579319518274,32.68714508722619,17.767078259570333,6.229680288655113,2.805102497208238,1.8819533312441608,2.1150448573848535,2.026513736634226,1.4916887468941342
2024-10-29,32.99659353091048,32.687937936481134,17.767509212311026,6.229831393848369,2.805170536904547,1.8819989793205691,2.1150961592570385,2.024137322133026,1.491724928833806
2024-10-31,32.94808215111101,32.687937936481134,17.767509212311026,6.278342773647842,2.805170536904547,1.8819989793205691,2.1150961592570385,2.024137322133026,1.491724928833806
2024-11-01,32.938379875151114,32.687937936481134,17.77721148827092,6.278342773647842,2.805170536904547,1.8819989793205691,2.1150961592570385,2.024137322133026,1.491724928833806
2024-11-13,32.93198957013676,32.68159621917457,17.793163356569007,6.27712472572137,2.8046263117357304,1.8816338567019049,2.1146858139503304,2.0237446235568237,1.4914355224535012
2024-11-18,32.79939346130417,32.55000828459592,17.72152164115188,6.251850749743854,2.7933338711477234,2.2766939100249406,2.1061713235112967,2.0155962952639648,1.4854304632562472
2024-12-05,32.81365953237158,32.5641658857717,17.72922960341812,6.254569987439633,2.7945488295757746,2.2776841562975574,2.1070874011155,2.0164729773289958,1.442581626681139
2024-12-06,32.81841764757913,32.568887823377274,17.731800414421723,6.25547692573905,2.7804536404971323,2.2780144298414573,2.107392937430247,2.0167653741806664,1.4427908069333228
2024-12-16,32.82135250652335,32.57180036756993,17.73338611954627,6.256036335476686,2.780702288659375,2.2692754270510975,2.107581395663603,2.0169457278455005,1.4429198316641867
2025-01-08,32.81500752493087,32.56550362907552,17.74928979538181,6.25482692659012,2.780164726874491,2.2688367336483783,2.107173960742769,2.0165558144952302,1.442640888260818
2025-01-09,32.81183595399846,32.56235617269811,17.757239327663843,6.254222397480914,2.7798960239150796,2.268617450546604,2.106970302350238,2.0163609143477914,1.442501456998959
2025-01-20,32.792819395302246,32.54348420350037,17.81456367041741,6.25059767536882,2.778284896272534,2.257643241655969,2.1057491782265534,2.0151923041629116,1.4416654350931792
2025-02-07,32.808664996071556,32.55920932466531,17.77485139080425,6.253617985215911,2.779627372890938,2.2587341424734793,2.106766683321076,2.016166051870915,1.4423620526865624
2025-02-10,32.82817609892607,32.5785720778304,17.737072908467468,6.257336971762208,2.7812803994793773,2.260077397195367,2.108019563968724,2.017365052903555,1.4320995294668257
2025-02-11,32.796462527991224,32.54709963618659,17.81654278720103,6.25129208826581,2.778593551054634,2.257894055524535,2.105983117357358,2.0154161828379764,1.4307160535808474
2025-02-12,32.79392808913223,32.544584467546215,17.824825690235755,6.250809002092297,2.776446882130086,2.257719570412644,2.105820371590358,2.0152604358854975,1.4306054909749175
2025-02-17,32.765442619913024,32.51631558323987,17.703177991865854,6.245379422965932,2.774035204212615,2.2557584695297677,2.10399121342385,2.013509939910783,1.622389554938299
2025-02-25,32.696019361934496,32.44742017439609,17.665668585781344,6.232146743893536,2.768157592124246,2.2509789796268223,2.0995332872334895,2.0092437249958106,1.8308315500141572
2025-02-27,32.690037515069584,32.44148380958984,17.662436592214277,6.231006551656402,2.767651148369404,2.250567155441033,2.099149170547204,2.0088761270890387,1.8487919300232254
2025-03-05,32.69318558265667,32.44460794132602,17.69302764980509,6.231606600822792,2.7679176746121015,2.212263678525755,2.099351319702316,2.0090695829031913,1.8489699696460762
2025-03-14,32.71523904420863,32.46649372275266,17.63750679376631,6.2358101831329575,2.769784796611019,2.2137559794780075,2.100767454679315,2.010424817580147,1.8502172077909562
2025-03-19,32.723122492688915,32.474317230636956,17.622479194498904,6.237312837239967,2.770452236507028,2.2094699970890614,2.1012736802941014,2.010909273171362,1.8506630578737038
2025-03-20,32.735743916009206,32.486842688893475,17.590705895285353,6.239718590716502,2.7715208096688158,2.2103221974300573,2.1020841489355546,2.011684887943487,1.8513768651175526
2025-04-01,32.71051079811845,32.461801427159195,17.65422800245889,6.2349089381480844,2.769384487014701,2.2086184536346694,2.10046383637194,2.010134256252734,1.849949800841342
2025-04-03,32.71066838430195,32.46195781516022,17.56759623880269,6.23493897545047,2.768916068722112,2.208629093876733,2.1004739555682312,2.010143940277166,1.9366755278404333
2025-04-07,32.73274544646395,32.48386701775327,17.511961016659903,6.239147056242956,2.7707848636807593,2.2101197403296116,2.101891606028379,2.0115006252645444,1.937982627576625
2025-04-08,32.73590174541324,32.48699931826575,17.5136496310246,6.239748674378846,2.771052040333211,2.2006902197652787,2.1020942837499437,2.0116945869143668,1.938169500154764
