date,CHONG HING BANK LTD,THE BANK OF EAST ASIA LTD,HANG SENG BANK LTD,SHANGHAI COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2025-04-02,33.57315224269351,23.879618257943932,14.004893783607821,8.691300514282874,5.8844474640013225,6.088494241010818,4.358090961842768,1.4411649310604513,1.0918573397865747,0.9869802637699279
2025-04-03,33.57296675586764,23.8794863264958,14.004816408588763,8.691804981683479,5.8844149532774495,6.0884606029579205,4.3580668840185135,1.4411569688319812,1.0918513074321865,0.9869748108462645
2025-04-08,33.57229227559609,23.879006588064012,14.004535052090159,8.691630363484649,5.886640566633634,6.088003452878466,4.357979330536668,1.4411280160155455,1.0918293721599275,0.9869549825408521
2025-04-09,33.51842151889496,23.84068986713205,13.982063101282915,8.677683603436101,6.041668252482086,6.073888678856447,4.351320727422049,1.4388155538193794,1.0900774013983263,0.9853712952756822
2025-04-10,33.507892066033804,23.833200569940892,13.97767078602297,8.674957602141712,6.071518446056438,6.071646441104214,4.349953806654097,1.4383635653347395,1.089734965266405,0.9850617514447324
2025-04-11,33.49971950027806,23.82738765880808,13.974261635922275,8.672841782343435,6.094761686361074,6.0698314589733915,4.348892854104492,1.4380127488526044,1.0894691792049473,0.9848214951516393
2025-04-14,33.49490738865823,23.823964942118696,13.972254284583222,8.671595960487599,6.108584890036082,6.068625488763722,4.348268151624924,1.4378061836048517,1.089312680960338,0.9846800291623421
2025-04-15,33.4937884910647,23.82316910241887,13.971787541340325,8.671306285769601,6.112055383416032,6.068088716227468,4.348122897699771,1.4377581536801793,1.0892762924633292,0.9846471359197296
2025-04-16,33.49322907030005,23.822771202507397,13.971554181412351,8.671161455667919,6.113289476432605,6.062976698389636,4.3480502743762885,1.437734139921153,1.0946028108700894,0.9846306901225087
2025-04-17,33.493488639211044,23.822955826413466,13.971662459449567,8.671228656233483,6.113336853766354,6.062689638731999,4.348083971296711,1.4377452822055892,1.0941703517876782,0.9846383209041043
2025-04-24,33.47861467301196,23.812376401751518,13.96545784943102,8.667377890989926,6.15503054143278,6.059997287339959,4.346153051089607,1.437106800649942,1.0936844468106288,0.9842010574926628
2025-04-25,33.47403212895332,23.80911696987037,13.963546261197186,8.666191502561185,6.1678760164151125,6.0591677964892865,4.345558150791709,1.4369100898452902,1.093534743568344,0.9840663403081986
2025-04-28,33.472802879344535,23.808242639953736,13.963033485093227,8.665873258482518,6.177330898828498,6.058945288796915,4.345398571102108,1.4308481891944511,1.0934945862562357,0.9840302029477759
2025-04-29,33.47257938911534,23.808083677777084,13.962940257120504,8.665815398433937,6.182297232224498,6.058237157539543,4.34536955787229,1.4261648962658346,1.0944888008472102,0.9840236328037582
