date,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD
2025-01-13,35.35067873303168,20.798319327731093,15.433096315449257,10.540562378797674,7.053975436328377,7.009534583063995,3.8138332255979317
2025-01-22,35.35639243575238,20.80168094391466,15.43559075480847,10.526103119443995,7.055115564894134,7.010667528689186,3.814449652497171
2025-02-04,35.747844915635085,21.031989214364504,15.724966294889079,9.41700371777587,7.133227111165584,7.088286963271642,3.856681782898231
2025-02-05,35.76245555237667,21.040585278129726,15.731393305268321,9.379981199166224,7.136142559365677,7.091184043814117,3.8582580618792663
2025-02-07,35.47393172788454,20.87083434687424,16.4112543582259,9.304305521770859,7.078569691072732,7.033973891186249,3.8271304629854863
2025-02-14,35.543098545779515,20.952148834186367,16.44325290437891,9.086847022503859,7.092371435534975,7.047688683077423,3.8345925745389553
2025-02-17,35.5445423894057,20.952999959377667,16.439858634277126,9.087216151440062,7.092659544217411,7.047974976642157,3.834748344639883
2025-02-18,35.52866655838883,20.943641383790805,16.477180445021926,9.083157381841806,7.089491635536787,7.044827026149099,3.8330355692707485
2025-02-19,35.946101388546545,21.419768301700763,16.670774792539646,7.661654753101635,7.296031550406705,7.127598389614658,3.8780708240900497
2025-02-25,35.90185458723125,21.39340226489414,16.77334646315444,7.65222386344986,7.287050713934022,7.118824881010996,3.873297226325291
2025-02-26,35.90332772557548,21.394280086988633,16.769931475934513,7.6525378523655165,7.287349718928235,7.119116983299824,3.8734561569078
2025-03-05,35.86653549762256,21.474831939662238,16.75274635186096,7.64469585177898,7.2798819478603045,7.111821610100017,3.869486801114937
2025-03-11,35.9401955146636,21.329992606588352,16.787151893534872,7.643966154604452,7.29483282674772,7.126427339193296,3.8774336646677074
2025-03-20,35.755148741418765,21.220169990192876,16.700719189277542,7.604609349460607,7.257273618829683,7.0897352075841775,4.372343903236351
2025-03-24,35.747844915635085,21.21583527393063,16.697307676594352,7.6030559300567875,7.255791150876332,7.108714303223435,4.371450749683376
2025-03-25,35.59515092343992,21.043853225937678,16.951427874054186,7.570580099259621,7.346839150597999,7.139370270929948,4.352778455780652
2025-03-26,34.97202238209432,20.675459632294167,18.4052757793765,7.438049560351718,7.218225419664269,7.014388489208632,4.276578737010392
2025-03-27,34.8605577689243,20.60956175298805,18.53784860557769,7.557768924302789,7.195219123505976,6.9760956175298805,4.2629482071713145
2025-03-28,34.846674631620864,20.601354042214258,18.530465949820787,7.554759060135405,7.232178414974114,6.973317403424931,4.2612504978096375
2025-03-31,34.82032711210156,20.526085399339408,19.08949818934299,7.549046917903618,7.369970949898523,6.96804488837598,3.677026543037924
2025-04-01,34.827256806241046,20.530170355039008,19.073395956057954,7.550549275593059,7.3714376691609615,6.9694316191689225,3.677758318739054
2025-04-03,34.827256806241046,20.51026906543544,19.053494666454387,7.550549275593059,7.4112402483680935,6.9694316191689225,3.677758318739054
2025-04-07,34.81340017506167,20.541895440439244,19.045913901488024,7.54754515795337,7.408291557253123,6.966658709318055,3.6762950584865126
2025-04-08,34.76913295716443,20.515775252324563,19.148851625208614,7.537948025113248,7.398871493284591,6.95780020662799,3.6716204402765635
2025-04-09,34.77466020189174,20.542882123837533,19.08035927191797,7.570940306811859,7.400047690962562,6.958906287258565,3.6722041173197684
2025-04-10,34.782954364763874,20.531881062172047,19.076959771028783,7.572746064557164,7.401812688821751,6.960566067737319,3.6730799809190655
2025-04-14,34.791252485089466,20.536779324055665,19.057654075546722,7.574552683896621,7.403578528827037,6.962226640159046,3.673956262425447
2025-04-16,34.80509148766905,20.54494828957836,19.025457438345267,7.577565632458234,7.406523468575974,6.964996022275259,3.6754176610978515
2025-04-17,34.80786060943591,20.53862678017344,19.026971119420796,7.578168509825761,7.407112737687963,6.9655501630996906,3.6757100803564327
2025-04-22,34.81340017506167,20.541895440439244,19.014084507042252,7.57937455239914,7.408291557253123,6.966658709318055,3.6762950584865126
2025-04-23,34.81478534198067,20.542712768073848,19.01484104563721,7.5796761230255045,7.4046074881629735,6.966935901006645,3.6764413321131584
2025-04-24,34.791252485089466,20.528827037773357,19.069582504970178,7.574552683896621,7.399602385685884,6.962226640159046,3.673956262425447
2025-04-29,34.78986919009184,20.528010814679337,19.068824301220626,7.574251520814282,7.403284163651545,6.961949823068665,3.6738101864736987
2025-04-30,34.78986919009184,20.528010814679337,19.033040435767962,7.574251520814282,7.43906802910421,6.961949823068665,3.6738101864736987
