date,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-10-08,2.8636666666666666,2.371,2.725,1.746,0.836,0.9780000000000001,11.519666666666668
2024-10-09,2.905666666666667,2.458333333333333,2.725,1.746,0.836,0.8536666666666667,11.524666666666667
2024-10-10,2.857333333333333,2.467,2.725,1.7393333333333334,0.8386666666666667,0.8536666666666667,11.481
2024-10-14,2.857333333333333,2.467,2.7183333333333333,1.7426666666666666,0.9173333333333333,0.8486666666666667,11.551333333333332
2024-10-18,2.857333333333333,2.4996666666666667,2.6149999999999998,1.6903333333333332,1.0206666666666666,0.8486666666666667,11.531666666666666
2024-10-21,2.857333333333333,2.4996666666666667,2.6149999999999998,1.6903333333333332,1.0273333333333334,0.8486666666666667,11.538333333333334
2024-10-22,2.857333333333333,2.503,2.6149999999999998,1.677,1.0273333333333334,0.8486666666666667,11.528333333333334
2024-10-24,2.857333333333333,2.503,2.6133333333333333,1.677,1.0273333333333334,0.8486666666666667,11.526666666666667
2024-10-29,2.854,2.5446666666666666,2.6133333333333333,1.677,1.0723333333333334,0.8486666666666667,11.61
2024-10-30,2.854,2.551333333333333,2.6133333333333333,1.677,1.0756666666666665,0.8453333333333334,11.616666666666667
2024-10-31,2.8606666666666665,2.551333333333333,2.6133333333333333,1.677,1.076,0.8453333333333334,11.623666666666667
2024-11-08,2.8606666666666665,2.551333333333333,2.6133333333333333,1.6766666666666665,1.0763333333333334,0.8453333333333334,11.623666666666667
2024-11-13,2.8606666666666665,2.551333333333333,2.6133333333333333,1.6766666666666665,1.0766666666666667,0.8453333333333334,11.623999999999999
2024-11-18,2.8606666666666665,2.551333333333333,2.6229999999999998,1.6766666666666665,1.0766666666666667,0.8453333333333334,11.633666666666667
2024-11-20,2.8606666666666665,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.0766666666666667,0.8453333333333334,11.638666666666667
2024-11-26,2.8543333333333334,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.083,0.8453333333333334,11.638666666666667
2024-11-27,2.8543333333333334,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.0886666666666667,0.8453333333333334,11.644333333333332
2024-11-28,2.8543333333333334,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.1186666666666667,0.8453333333333334,11.674333333333333
2024-12-05,2.8543333333333334,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.1283333333333332,0.8453333333333334,11.684
2024-12-12,2.846,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.1366666666666667,0.8453333333333334,11.684
2024-12-20,2.846,2.5563333333333333,2.6229999999999998,1.6766666666666665,1.145,0.8453333333333334,11.692333333333334
2024-12-27,2.846,2.5563333333333333,2.611666666666667,1.6766666666666665,1.145,0.8453333333333334,11.681
2025-01-03,2.837666666666667,2.5563333333333333,2.612,1.6766666666666665,1.1563333333333334,0.8453333333333334,11.684333333333333
2025-01-17,2.837666666666667,2.56,2.612,1.6766666666666665,1.1563333333333334,0.8453333333333334,11.688
2025-02-04,2.837666666666667,2.5633333333333335,2.612,1.6766666666666665,1.1563333333333334,0.8453333333333334,11.691333333333333
2025-02-06,2.837666666666667,2.566666666666667,2.603666666666667,1.6766666666666665,1.1563333333333334,0.8453333333333334,11.686333333333334
2025-02-07,2.889666666666667,2.5646666666666667,2.603666666666667,1.6766666666666665,1.1563333333333334,0.8453333333333334,11.736333333333333
2025-02-10,2.889666666666667,2.5636666666666663,2.604,1.6793333333333333,1.1563333333333334,0.8453333333333334,11.738333333333333
2025-02-11,2.889666666666667,2.5636666666666663,2.604,1.6820000000000002,1.1563333333333334,0.8453333333333334,11.741
2025-02-12,2.889666666666667,2.566,2.6043333333333334,1.6813333333333333,1.158,0.8453333333333334,11.744666666666667
2025-02-17,2.889666666666667,2.5776666666666666,2.596,1.6813333333333333,1.158,0.8453333333333334,11.748
2025-02-18,2.889666666666667,2.5776666666666666,2.596,1.6813333333333333,1.1576666666666668,0.8453333333333334,11.747666666666666
2025-02-19,2.889666666666667,2.5776666666666666,2.596,1.6840000000000002,1.1576666666666668,0.8453333333333334,11.750333333333334
2025-02-28,2.888,2.5786666666666664,2.596,1.6840000000000002,1.162,0.8453333333333334,11.754000000000001
2025-03-07,2.888,2.579,2.596,1.6840000000000002,1.162,0.8453333333333334,11.754333333333333
2025-03-13,2.888,2.579,2.5926666666666667,1.6840000000000002,1.162,0.8453333333333334,11.751000000000001
2025-03-18,2.879666666666667,2.587666666666667,2.5923333333333334,1.6840000000000002,1.162,0.8453333333333334,11.751000000000001
2025-03-19,2.876333333333333,2.587666666666667,2.5923333333333334,1.6840000000000002,1.162,0.8453333333333334,11.747666666666666
2025-03-31,2.876333333333333,2.6043333333333334,2.5923333333333334,1.6840000000000002,1.162,0.8453333333333334,11.764333333333333
2025-04-02,2.897666666666667,2.6043333333333334,2.5923333333333334,1.6840000000000002,1.1406666666666667,0.8453333333333334,11.764333333333333
2025-04-09,2.873666666666667,2.6043333333333334,2.5673333333333335,1.6840000000000002,1.1906666666666665,0.8453333333333334,11.765333333333333
2025-04-15,2.873666666666667,2.6043333333333334,2.5673333333333335,1.6840000000000002,1.1906666666666665,0.8403333333333334,11.760333333333334
2025-04-24,2.873666666666667,2.6073333333333335,2.5673333333333335,1.6840000000000002,1.1906666666666665,0.8403333333333334,11.763333333333334
