date,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-06-18,0.0,11270031.0,1982100.0,0.0,409292.0,158000.0,0.0,0.0,629100.0,0.0
2024-06-21,0.0,11265731.0,1979800.0,1406400.0,0.0,158100.0,0.0,0.0,630400.0,0.0
2024-06-27,0.0,11272831.0,1980900.0,0.0,410792.0,158200.0,0.0,0.0,615900.0,0.0
2024-07-12,0.0,11270891.0,1985300.0,1404600.0,387250.0,146900.0,0.0,0.0,614000.0,0.0
2024-07-16,8595200.0,11270591.0,1981000.0,0.0,386950.0,145300.0,0.0,0.0,0.0,0.0
2024-07-18,8600200.0,11270492.0,1980700.0,0.0,386350.0,0.0,0.0,0.0,613900.0,0.0
2024-07-19,8608000.0,11270993.0,1981000.0,0.0,387250.0,146000.0,0.0,0.0,612100.0,0.0
2024-07-22,0.0,11497293.0,1982600.0,0.0,391450.0,143800.0,0.0,0.0,611200.0,0.0
2024-07-23,8609400.0,11498644.0,1982900.0,0.0,391250.0,144900.0,0.0,0.0,611300.0,187500.0
2024-07-24,8605400.0,0.0,0.0,1405500.0,392650.0,145100.0,0.0,0.0,613100.0,0.0
2024-07-25,8608900.0,11499844.0,1983000.0,1405700.0,0.0,145800.0,0.0,0.0,619700.0,0.0
2024-07-29,8610300.0,11502645.0,0.0,1406400.0,0.0,143900.0,0.0,0.0,621700.0,0.0
2024-07-30,8612300.0,11503444.0,2089500.0,0.0,0.0,144200.0,0.0,0.0,621500.0,187500.0
2024-08-05,8610800.0,11501758.0,0.0,0.0,392050.0,145500.0,0.0,0.0,621300.0,0.0
2024-08-06,8613300.0,11498958.0,2088800.0,0.0,0.0,145200.0,0.0,0.0,619500.0,0.0
2024-08-07,8616000.0,11500558.0,0.0,0.0,392550.0,146300.0,0.0,0.0,621300.0,0.0
2024-08-08,8614100.0,11501958.0,2123300.0,1407400.0,392650.0,146200.0,0.0,1217000.0,0.0,0.0
2024-08-09,8613600.0,11503458.0,0.0,0.0,0.0,147600.0,0.0,1234000.0,0.0,201900.0
2024-08-12,8614900.0,11503758.0,2124300.0,0.0,0.0,147900.0,0.0,0.0,621200.0,0.0
2024-08-21,8612000.0,11504858.0,2123400.0,0.0,0.0,147600.0,0.0,0.0,631800.0,0.0
2024-08-22,8592500.0,11495558.0,2123900.0,0.0,411600.0,148100.0,0.0,1268000.0,630900.0,0.0
2024-08-23,8591700.0,11499858.0,2125100.0,0.0,412000.0,147900.0,0.0,0.0,0.0,0.0
2024-08-26,8587600.0,11510558.0,0.0,0.0,392250.0,146800.0,0.0,0.0,630500.0,0.0
2024-08-27,8583100.0,11508858.0,2125600.0,0.0,0.0,147000.0,0.0,0.0,630800.0,0.0
2024-09-05,0.0,11519920.0,2122000.0,0.0,392850.0,148900.0,0.0,0.0,620700.0,0.0
2024-09-09,8630400.0,11519220.0,2135000.0,0.0,391950.0,148700.0,0.0,0.0,611600.0,0.0
2024-09-10,8630600.0,11518920.0,2135200.0,0.0,391450.0,149200.0,0.0,0.0,0.0,0.0
2024-09-11,8631000.0,11520020.0,2135400.0,1407500.0,0.0,149800.0,0.0,0.0,0.0,0.0
2024-09-13,8629900.0,11509620.0,0.0,0.0,390450.0,149700.0,0.0,0.0,616900.0,0.0
2024-09-16,8631400.0,11510320.0,2133000.0,0.0,0.0,149900.0,0.0,0.0,616500.0,0.0
2024-09-17,8637600.0,11513220.0,0.0,0.0,409580.0,151300.0,0.0,0.0,615500.0,0.0
2024-09-19,8636600.0,11531220.0,2132900.0,0.0,0.0,155000.0,0.0,0.0,616600.0,0.0
2024-09-20,0.0,11528720.0,2133700.0,1408500.0,404580.0,154500.0,0.0,0.0,616800.0,0.0
2024-09-23,8635900.0,11514120.0,2133600.0,1409900.0,399580.0,151700.0,0.0,0.0,616100.0,0.0
2024-09-25,8635200.0,11505020.0,2126800.0,1410200.0,402780.0,155200.0,0.0,0.0,616000.0,0.0
2024-09-26,8635900.0,11501420.0,2124800.0,0.0,409280.0,156200.0,0.0,0.0,608600.0,0.0
2024-09-27,8627200.0,11504820.0,2121200.0,1411100.0,0.0,156800.0,0.0,0.0,609900.0,0.0
2024-09-30,8628300.0,11508420.0,2121700.0,0.0,403380.0,157100.0,0.0,0.0,610100.0,0.0
2024-10-02,8631000.0,11539120.0,2117600.0,0.0,403680.0,157400.0,0.0,0.0,610800.0,0.0
2024-10-03,8627200.0,11543720.0,2118700.0,0.0,405180.0,154800.0,0.0,0.0,616200.0,0.0
2024-10-04,8623100.0,11547220.0,2109100.0,0.0,401880.0,153400.0,0.0,0.0,620400.0,0.0
2024-10-07,8613900.0,11549420.0,2105200.0,0.0,379650.0,154100.0,0.0,0.0,624100.0,0.0
2024-10-08,8632500.0,11546720.0,2104200.0,0.0,379750.0,154600.0,0.0,0.0,625600.0,0.0
2024-10-09,8633000.0,11545720.0,2103700.0,0.0,381750.0,154500.0,0.0,0.0,573900.0,0.0
2024-10-10,8634500.0,11547720.0,2102100.0,0.0,0.0,155500.0,0.0,0.0,575000.0,0.0
2024-10-14,8651000.0,11576720.0,0.0,1413100.0,381850.0,155700.0,0.0,0.0,579000.0,0.0
2024-10-15,8650000.0,11632020.0,2093000.0,0.0,384050.0,154300.0,0.0,0.0,585100.0,207900.0
2024-10-16,8652000.0,11630420.0,2093400.0,0.0,384650.0,154500.0,0.0,0.0,584600.0,0.0
2024-10-17,8654000.0,11631420.0,2093100.0,0.0,387550.0,155800.0,0.0,0.0,587200.0,0.0
2024-10-18,8649100.0,11630620.0,2092700.0,0.0,408795.0,162000.0,0.0,0.0,587100.0,0.0
2024-10-21,8648300.0,11633420.0,2089600.0,0.0,433495.0,165700.0,0.0,0.0,587600.0,0.0
2024-10-22,8653400.0,11630920.0,2090100.0,0.0,433695.0,172300.0,0.0,0.0,586600.0,0.0
2024-10-23,8658300.0,11633220.0,2085900.0,0.0,433795.0,174400.0,0.0,0.0,588200.0,0.0
2024-10-24,8655700.0,11634120.0,2085400.0,0.0,433595.0,169600.0,0.0,0.0,589000.0,0.0
2024-10-25,8666000.0,11640120.0,2083900.0,0.0,433895.0,177400.0,0.0,0.0,594800.0,0.0
2024-10-28,8671800.0,11637520.0,2083300.0,1417000.0,434095.0,180500.0,0.0,0.0,595800.0,0.0
2024-10-29,8659300.0,11610520.0,0.0,1417100.0,454395.0,177700.0,0.0,0.0,596800.0,0.0
2024-10-30,8660800.0,11616320.0,2083800.0,0.0,429850.0,178400.0,0.0,0.0,596400.0,0.0
2024-10-31,8661100.0,11617120.0,2086200.0,0.0,430350.0,181300.0,0.0,0.0,645400.0,0.0
2024-11-01,8646600.0,11615520.0,2086300.0,0.0,430450.0,186900.0,0.0,0.0,649900.0,0.0
2024-11-05,0.0,11632920.0,2083300.0,0.0,429850.0,191200.0,0.0,0.0,651100.0,0.0
2024-11-06,8651400.0,11650220.0,2084400.0,0.0,429750.0,201100.0,0.0,0.0,650300.0,0.0
2024-11-07,8650100.0,11654020.0,2089100.0,0.0,449799.0,200900.0,0.0,0.0,0.0,0.0
2024-11-08,8658500.0,11659620.0,2091100.0,0.0,449699.0,199800.0,0.0,0.0,650500.0,0.0
2024-11-11,8637900.0,11670020.0,2088900.0,0.0,449799.0,201800.0,0.0,0.0,651200.0,0.0
2024-11-12,8616300.0,11677420.0,0.0,0.0,449899.0,198600.0,0.0,0.0,0.0,203127.0
2024-11-13,8621700.0,11649620.0,2089700.0,0.0,0.0,199500.0,0.0,0.0,597900.0,0.0
2024-11-14,8575800.0,11608020.0,2088300.0,0.0,429850.0,197100.0,0.0,0.0,596600.0,0.0
2024-11-15,8572300.0,11611215.0,2084600.0,0.0,430550.0,198000.0,0.0,0.0,621600.0,0.0
2024-11-18,8565000.0,11614615.0,2081400.0,0.0,430750.0,200400.0,0.0,0.0,611900.0,0.0
2024-11-19,8571600.0,11613915.0,2080700.0,1417400.0,0.0,201300.0,0.0,0.0,612700.0,0.0
2024-11-20,8572400.0,11612015.0,2078300.0,1418400.0,0.0,203000.0,0.0,0.0,616000.0,0.0
2024-11-21,8580700.0,11602415.0,2076400.0,0.0,0.0,207500.0,0.0,0.0,617200.0,743127.0
2024-11-22,8580800.0,11602915.0,2076000.0,0.0,431350.0,212900.0,0.0,0.0,616500.0,0.0
2024-11-25,8582600.0,11603615.0,2077000.0,0.0,0.0,209700.0,0.0,0.0,615800.0,0.0
2024-11-26,8587700.0,11606215.0,0.0,0.0,431550.0,209800.0,0.0,0.0,621100.0,743120.0
2024-11-27,8589000.0,11598815.0,2056300.0,1417800.0,432750.0,213600.0,0.0,0.0,621600.0,0.0
2024-11-28,8587000.0,11599815.0,2055800.0,0.0,433650.0,204800.0,0.0,0.0,624100.0,0.0
2024-12-06,0.0,11552616.0,2045100.0,0.0,0.0,206800.0,0.0,0.0,625500.0,728720.0
2024-12-10,8578900.0,11488916.0,0.0,1419800.0,436350.0,212500.0,0.0,0.0,0.0,0.0
2024-12-13,8572600.0,11408616.0,2045600.0,1418700.0,0.0,204700.0,0.0,0.0,625700.0,0.0
2024-12-16,8572700.0,11382016.0,2044000.0,0.0,0.0,201600.0,0.0,0.0,619400.0,0.0
2024-12-17,8573400.0,11368266.0,0.0,1421700.0,436650.0,200600.0,0.0,0.0,0.0,0.0
2024-12-18,8573900.0,11370766.0,0.0,1423700.0,0.0,198100.0,0.0,0.0,616900.0,0.0
2024-12-19,0.0,11370866.0,2044500.0,1422900.0,0.0,198400.0,0.0,0.0,617700.0,0.0
2024-12-23,8574700.0,11375566.0,2045200.0,1422500.0,438550.0,198600.0,0.0,0.0,615800.0,0.0
2024-12-27,8574600.0,11368566.0,0.0,0.0,429450.0,200600.0,0.0,0.0,617900.0,0.0
2025-01-02,8578700.0,11359465.0,2045300.0,1425500.0,0.0,200200.0,0.0,0.0,616500.0,0.0
2025-01-03,8582300.0,11343765.0,2047300.0,1430500.0,432350.0,203000.0,0.0,0.0,0.0,0.0
2025-01-07,8580000.0,11341265.0,0.0,1425300.0,0.0,199200.0,0.0,0.0,617200.0,0.0
2025-01-08,8589600.0,11170467.0,0.0,1423300.0,432650.0,200200.0,9898500.0,0.0,617400.0,0.0
2025-01-09,8589900.0,11020367.0,0.0,0.0,0.0,211300.0,9899300.0,0.0,619300.0,0.0
2025-01-10,8592200.0,10861667.0,0.0,1422400.0,433250.0,211400.0,9895900.0,0.0,604200.0,0.0
2025-01-13,8591900.0,10862567.0,2047900.0,0.0,433350.0,214600.0,9737200.0,0.0,602800.0,0.0
2025-01-14,8591000.0,10861767.0,2047600.0,0.0,0.0,214100.0,0.0,0.0,595800.0,0.0
2025-01-15,8590000.0,10861967.0,2044721.0,0.0,433550.0,214900.0,0.0,0.0,592800.0,0.0
2025-01-16,8592600.0,10870267.0,2044821.0,0.0,433450.0,213800.0,0.0,0.0,595400.0,0.0
2025-01-22,8593700.0,10926467.0,2045421.0,0.0,433650.0,213400.0,0.0,0.0,0.0,607516.0
2025-01-24,8597100.0,10922667.0,2030221.0,0.0,433750.0,214000.0,0.0,0.0,585700.0,607511.0
2025-01-27,0.0,10792567.0,2025221.0,0.0,433850.0,213600.0,0.0,0.0,584900.0,613297.0
2025-02-03,8598100.0,10800867.0,2031921.0,1422800.0,0.0,213500.0,0.0,0.0,584300.0,607497.0
2025-02-04,0.0,10824567.0,2031701.0,1423400.0,434650.0,208000.0,0.0,0.0,584000.0,0.0
2025-02-05,8597500.0,10855267.0,0.0,0.0,434750.0,208100.0,0.0,0.0,590500.0,0.0
2025-02-06,8599300.0,10886267.0,2032401.0,1422600.0,435150.0,211100.0,0.0,0.0,592800.0,607480.0
2025-02-07,8597700.0,10889867.0,2031501.0,0.0,437150.0,209500.0,0.0,0.0,595000.0,607470.0
2025-02-10,8602400.0,10898667.0,2031351.0,0.0,0.0,211600.0,0.0,0.0,595300.0,607453.0
2025-02-11,0.0,10905067.0,2031253.0,1423800.0,438550.0,217300.0,0.0,0.0,595000.0,607452.0
2025-02-12,8596600.0,10905567.0,2026653.0,0.0,438450.0,219600.0,0.0,0.0,594100.0,0.0
2025-02-13,8594800.0,10917167.0,2021556.0,0.0,438550.0,228000.0,0.0,0.0,594300.0,607439.0
2025-02-14,8593400.0,10919267.0,2022556.0,1422700.0,440050.0,236100.0,0.0,0.0,593200.0,607432.0
2025-02-17,8594300.0,10924067.0,2030756.0,0.0,440350.0,239800.0,0.0,0.0,592700.0,0.0
2025-02-18,8582600.0,10922967.0,2054356.0,0.0,440550.0,241700.0,0.0,0.0,591000.0,607424.0
2025-02-19,8577700.0,10923967.0,2054556.0,1419700.0,440850.0,244700.0,0.0,0.0,593400.0,0.0
2025-02-20,8556400.0,10921167.0,2059856.0,1419800.0,441150.0,271600.0,0.0,0.0,595800.0,0.0
2025-02-21,8557500.0,10920867.0,2078356.0,0.0,441350.0,270800.0,0.0,0.0,594600.0,0.0
2025-02-24,8555000.0,10921667.0,2080056.0,0.0,441650.0,271300.0,0.0,0.0,593900.0,0.0
2025-02-25,8552200.0,10936667.0,2086256.0,0.0,442050.0,273800.0,0.0,0.0,595000.0,0.0
2025-02-26,8553800.0,10938967.0,2084756.0,0.0,442150.0,274000.0,0.0,0.0,590300.0,0.0
2025-02-27,8555300.0,10918367.0,2085656.0,0.0,442250.0,276300.0,0.0,0.0,591900.0,607422.0
2025-02-28,8553500.0,10919867.0,2086656.0,0.0,436350.0,280000.0,0.0,0.0,589200.0,0.0
2025-03-03,8554200.0,10924867.0,2086654.0,0.0,0.0,251800.0,0.0,0.0,593500.0,0.0
2025-03-04,8541000.0,10923167.0,2083554.0,1416100.0,456661.0,251900.0,0.0,0.0,587300.0,0.0
2025-03-05,8497900.0,10918767.0,2078554.0,0.0,481061.0,254200.0,0.0,0.0,587900.0,0.0
2025-03-06,8490600.0,10806267.0,2070654.0,1408600.0,516961.0,259400.0,0.0,0.0,586000.0,0.0
2025-03-07,8488800.0,10796867.0,2066354.0,1408500.0,0.0,259300.0,0.0,0.0,578800.0,0.0
2025-03-10,8489600.0,10793967.0,2064954.0,0.0,517061.0,261100.0,0.0,0.0,577800.0,0.0
2025-03-11,8487100.0,10794767.0,2065554.0,0.0,517161.0,257500.0,0.0,0.0,579300.0,0.0
2025-03-12,8485300.0,10777867.0,2064554.0,0.0,0.0,257800.0,0.0,0.0,579400.0,0.0
2025-03-13,8485500.0,10765567.0,2065481.0,1405800.0,534697.0,258900.0,0.0,0.0,577900.0,0.0
2025-03-14,8489900.0,10763367.0,2063981.0,1403700.0,535297.0,261000.0,0.0,0.0,579900.0,0.0
2025-03-17,8487700.0,10766767.0,2054981.0,1402100.0,534997.0,259500.0,0.0,0.0,580200.0,0.0
2025-03-18,8283400.0,10766567.0,2057681.0,1407100.0,559297.0,0.0,0.0,0.0,578400.0,607408.0
2025-03-19,8287300.0,10769867.0,2055785.0,0.0,559197.0,258500.0,0.0,0.0,579100.0,0.0
2025-03-20,8282100.0,10772567.0,2051785.0,1404100.0,557097.0,255200.0,0.0,0.0,0.0,0.0
2025-03-21,8288600.0,10737367.0,2101685.0,1403700.0,556997.0,257800.0,0.0,0.0,0.0,607394.0
2025-03-24,8286200.0,10740467.0,2111485.0,0.0,551997.0,265600.0,0.0,0.0,580700.0,0.0
2025-03-25,8283900.0,10755067.0,2110985.0,1401200.0,540597.0,264400.0,0.0,0.0,584100.0,0.0
2025-03-26,8281100.0,10754967.0,0.0,0.0,0.0,264700.0,0.0,0.0,589300.0,607385.0
2025-03-28,7975100.0,10754567.0,2111515.0,0.0,565657.0,267100.0,0.0,0.0,0.0,0.0
2025-03-31,7976800.0,10754467.0,2111915.0,0.0,580657.0,266300.0,0.0,0.0,589600.0,0.0
2025-04-01,7978000.0,10759267.0,2113415.0,0.0,589357.0,273200.0,0.0,0.0,586000.0,607371.0
2025-04-02,7981500.0,10765867.0,2098415.0,1400600.0,589557.0,309300.0,0.0,0.0,597900.0,607356.0
2025-04-03,7978800.0,10769767.0,2113215.0,1400100.0,590157.0,325400.0,0.0,0.0,605600.0,0.0
2025-04-07,7977700.0,10773567.0,2115215.0,1400200.0,0.0,328100.0,0.0,0.0,607400.0,0.0
2025-04-08,7975500.0,10797267.0,2116015.0,0.0,0.0,355600.0,0.0,0.0,609300.0,0.0
2025-04-09,7983600.0,8758781.0,2111945.0,1402400.0,606057.0,373500.0,0.0,0.0,621400.0,0.0
2025-04-10,7986200.0,8745781.0,2125745.0,1403400.0,605357.0,383800.0,0.0,0.0,622700.0,0.0
2025-04-11,7992500.0,7024681.0,2127645.0,1403500.0,647357.0,403900.0,0.0,0.0,619700.0,0.0
2025-04-14,7995000.0,7057081.0,2122745.0,1403400.0,647457.0,417900.0,0.0,0.0,620300.0,0.0
2025-04-15,7998200.0,7079981.0,2137623.0,1404200.0,657857.0,439300.0,0.0,0.0,0.0,607327.0
2025-04-16,8004500.0,7097529.0,2133723.0,1425200.0,651257.0,514600.0,0.0,0.0,624100.0,607319.0
2025-04-17,8005200.0,7117129.0,2157023.0,0.0,633757.0,523100.0,0.0,0.0,627200.0,0.0
2025-04-22,8005800.0,7142829.0,2159143.0,1425100.0,632957.0,568600.0,0.0,0.0,622900.0,0.0
2025-04-23,8006900.0,7154629.0,2155084.0,1416300.0,692412.0,541400.0,0.0,0.0,621800.0,607293.0
2025-04-24,8012800.0,7181430.0,2168484.0,1406300.0,718814.0,623200.0,0.0,0.0,626400.0,607251.0
2025-04-25,8012500.0,7175531.0,2174484.0,1408300.0,670850.0,594270.0,0.0,0.0,625500.0,0.0
2025-04-28,8012600.0,7158131.0,2173984.0,1408100.0,673050.0,622580.0,0.0,0.0,628100.0,0.0
2025-04-29,8013000.0,7152131.0,2176084.0,1409600.0,676450.0,641580.0,0.0,0.0,629800.0,0.0
2025-04-30,8015000.0,7120031.0,2172484.0,1407800.0,677250.0,660800.0,0.0,0.0,630600.0,0.0
2025-05-02,8015500.0,7130631.0,2178184.0,1406600.0,677150.0,660500.0,0.0,0.0,0.0,0.0
