date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,ZHESHANG INTERNATIONAL FINANCIAL,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,LEADING SECURITIES COMPANY LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2025-04-09,89.28693549243198,4.591130064056389,1.356132731186655,1.0311140768935962,0.7565870993785747,0.8128602919246686,0.6017077969412971,0.5992042373133616,0.46981828427377326,0.49450992559969864
2025-04-10,89.32685029098946,4.478081104534214,1.2853556299386342,1.2076425617714919,0.7569253237951293,0.8105482203142698,0.6100600658127698,0.5994721053535765,0.4431417230413656,0.4819229744490911
2025-04-11,89.17744725541755,4.713707107073208,1.4194825019045703,0.9520247733282704,0.7556593333263301,0.8106701052793936,0.6102331293718983,0.5984694622290428,0.4959650152858199,0.46634131678392604
2025-04-14,89.17204318205518,4.725411718387453,1.4357623319637476,0.877241067606753,0.755613541048126,0.8107914569959135,0.6069570754256625,0.5984331955161176,0.5336468780049607,0.48409955299608826
2025-04-15,89.15545650452601,4.597948276371496,1.5191842003002352,0.9216494938315336,0.7554729911886094,0.8738760680959616,0.6124120758082291,0.59832188239507,0.5096221263238734,0.45605638115898084
2025-04-16,89.14484576779786,4.6379055416040575,1.5274110593587573,0.8630838230458583,0.7553830794173169,0.8721814257572433,0.6117711049293137,0.5982506737868514,0.5216900962719744,0.4674774280307663
2025-04-17,89.11552110836153,4.608836802844186,1.583300927390407,0.9240761517884589,0.7551345922349443,0.8718945171529743,0.6018587958566548,0.5980538761244037,0.48530075884382107,0.4560224694026173
2025-04-22,89.078794430289,4.736308110809992,1.5833863742413028,0.8296333226441176,0.7548233828661887,0.8725002176922103,0.6053005739266127,0.5978074035469529,0.49554577995160204,0.4459004040320307
2025-04-23,89.11860833794869,4.609450801320997,1.5874447883116223,0.8477799663860043,0.7551607523676174,0.8728901830405564,0.6059686566716159,0.5980745945087899,0.5310917733027867,0.4735301461413246
2025-04-24,89.14870737843508,4.491136403940537,1.6375201217798219,0.8320171906435166,0.75541580139142,0.8740371590890423,0.6075935922299193,0.5982765890391099,0.5424060999965149,0.5128896634550455
2025-04-25,89.31165668806825,4.356489230291523,1.5443840831934634,1.041988570459328,0.7567965783756582,0.8733012482963148,0.6183227816404565,0.5993701411501884,0.5009942694642544,0.3966964090605653
2025-04-28,89.20671253429119,4.323230471252132,1.5795774023880886,1.0972710711211233,0.7559073173380269,0.9288956580659816,0.6332862687181784,0.5986658613887914,0.5008589470863116,0.37559446835017996
2025-04-29,89.16469699344736,4.582571718747477,1.6658834908087956,0.9612641518061134,0.7555512919463999,0.7064009672465702,0.6478751470837673,0.5983838952761931,0.5409888166874092,0.37638352694991
2025-04-30,87.65624529249361,4.526607577814799,1.6308299899340166,0.8805618910077858,0.7427691856877076,0.6995894774424946,0.6369146615936859,0.5882606824454575,0.5425477274099205,0.39403578520275917
2025-05-02,89.2026273468854,4.641537021120864,1.6827362330282152,0.8305535717315775,0.755872700850489,0.7067014677726764,0.6486055137778506,0.5986384457138075,0.5544218538788415,0.37830584524028005
