date,INTERACTIVE BROKERS HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD
2024-10-23,38.307182434881675,28.540728082440058,16.236859820827508,9.126922479415878,2.27072652892134,0.0,5.517580653513542
2024-10-29,38.31710349114265,28.54811975551642,16.215166269553507,9.129286232259402,2.271314617217445,0.0,5.519009634310577
2024-11-21,38.3180958794126,28.54885913340758,16.215586231902826,9.129522674885395,2.2713734428012744,0.0,5.516562637590324
2024-11-22,38.28260588006735,28.553296205154773,16.21810646289341,9.130941587877219,2.2717264603030696,0.0,5.543323403704183
2024-12-04,38.18011987234374,28.600710931216106,16.24503775200436,9.14610414882852,2.275498819439039,0.0,5.552528476168236
2024-12-05,38.1811105345096,28.59885832900882,16.24545926310327,9.146341463414634,2.275557861961598,0.0,5.552672548002076
2024-12-27,38.18011987234374,28.600710931216106,16.24503775200436,9.14610414882852,2.275498819439039,0.0,5.552528476168236
2025-01-03,38.14481165139282,28.617046133077185,16.25431605181858,9.151327916093356,2.276798463096134,0.0,5.5556997845219245
2025-01-10,38.156698782039626,28.62596411042148,16.259381411171994,9.154179759524242,2.2515386812787286,0.0,5.552237255563924
2025-01-13,38.17751909785376,28.64158395260614,16.268253390843423,9.159174764849555,2.1982019435638933,0.0,5.55526685028322
2025-01-23,38.21970484306797,28.64009561421742,16.267408023279984,9.158698815215132,2.198087715651632,0.0,5.5160049885678655
2025-01-24,38.18993717223116,28.61778908562231,16.2547380445506,9.229451165688769,2.1963757204423904,0.0,5.51170881146477
2025-02-12,38.30790063017551,28.70423415447112,16.303838341753032,9.25733034737774,2.1665538253215977,0.0,5.260142700900994
2025-02-13,38.29970055982294,28.70199192813436,16.30256477021221,9.256607212602527,2.1663845853404506,0.0,5.272750943887514
2025-02-26,38.30069784397458,28.702739297989794,16.30298927195084,9.256848244974481,2.166440995729612,0.0,5.27028434538069
2025-03-06,38.31466527741599,28.68976295910393,16.308934618390207,9.260224016671009,2.1672310497525396,0.0,5.259182078666319
2025-03-10,38.32265124277005,28.69574279610234,16.31233390651868,9.262154134750665,2.1676827679641497,0.0,5.239435151894117
2025-03-13,38.31266930610544,28.68826838924776,16.308085017712024,9.259741612836008,2.167118149614503,0.0,5.264117524484267
2025-03-14,38.31366726576542,28.689015654710744,16.308509806986013,9.259982808470735,2.1671745982131227,0.0,5.261649865853976
2025-03-20,38.306850742380824,28.68976295910393,16.308934618390207,9.260224016671009,2.1672310497525396,0.0,5.266996613701485
2025-03-31,38.35680751173709,28.72717788210746,16.330203442879498,9.402712571726656,2.170057381324987,0.0,5.0130412102243085
2025-04-01,36.48588299508758,27.325956433285363,15.533667444052995,8.94407780479333,2.0642088026596537,4.8776857043616335,4.76852081575944
2025-04-08,36.38657957244655,27.251583531274743,15.491389548693588,9.191904196357878,2.058590657165479,4.864410134600158,4.755542359461599
2025-04-11,30.44833729216152,27.251583531274743,15.491389548693588,9.191904196357878,7.996832937450514,4.864410134600158,4.755542359461599
2025-04-30,30.455872890164827,27.258327971093404,15.495223481661139,9.194179082314507,7.998812057615205,4.865614017720141,4.731970499430778
