date,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2025-03-26,57.1745359375,2.5303125,2.5425,1.766875,1.5665624999999999,1.4615625,1.336875,0.56875,0.5059374999999999,0.47875,69.9326609375
2025-03-27,57.1189109375,2.5303125,2.548125,1.7881250000000002,1.5721875,1.4771875,1.336875,0.56875,0.5059374999999999,0.47875,69.9251609375
2025-03-28,57.1189109375,2.5303125,2.546875,1.7881250000000002,1.5721875,1.4771875,1.3303125,0.5696875,0.5215624999999999,0.47875,69.9339109375
2025-03-31,57.1110984375,2.5303125,2.5378125000000002,1.7881250000000002,1.571875,1.4778125,1.3303125,0.5703125,0.5378125,0.47875,69.9342234375
2025-04-01,57.1114109375,2.5615625,2.4725,1.7881250000000002,1.62875,1.4778125,1.3303125,0.5703125,0.53,0.47875,69.9495359375
2025-04-02,57.1367234375,2.5615625,2.479375,1.7881250000000002,1.5650000000000002,1.4778125,1.3459375,0.5728125,0.53,0.47875,69.93609843750001
2025-04-03,57.1835984375,2.5615625,2.4631250000000002,1.7881250000000002,1.52625,1.5090625,1.3521874999999999,0.5728125,0.53,0.47875,69.96547343750001
2025-04-07,57.1835984375,2.5615625,2.483125,1.7881250000000002,1.48625,1.5121875,1.3521874999999999,0.5725,0.5378125,0.47875,69.9560984375
2025-04-08,57.189223437500004,2.5928125,2.473125,1.7881250000000002,1.48625,1.5109375,1.3521874999999999,0.57875,0.5221875,0.47875,69.9723484375
2025-04-09,57.5042234375,2.613125,2.4290625,1.7881250000000002,1.4859375,1.4853125,1.3434375,0.581875,0.5225,0.47875,70.23234843750001
2025-04-10,57.510785937499996,2.613125,2.426875,1.7881250000000002,1.48625,1.4853125,1.3403125,0.581875,0.5225,0.47875,70.2339109375
2025-04-11,57.512035937499995,2.613125,2.410625,1.7881250000000002,1.4921875,1.4975,1.3434375,0.581875,0.5225,0.47875,70.2401609375
2025-04-14,57.558910937499995,2.613125,2.3987499999999997,1.7881250000000002,1.491875,1.494375,1.3434375,0.581875,0.5225,0.47875,70.2717234375
2025-04-15,57.602973437500005,2.600625,2.3859375,1.7881250000000002,1.51875,1.4784375,1.3434375,0.5825,0.5225,0.47875,70.3020359375
2025-04-16,57.602973437500005,2.600625,2.3690625,1.7881250000000002,1.518125,1.4768750000000002,1.333125,0.5809375,0.526875,0.47875,70.2754734375
2025-04-17,57.602973437500005,2.600625,2.38125,1.7881250000000002,1.51,1.4768750000000002,1.333125,0.5768749999999999,0.526875,0.47875,70.2754734375
2025-04-22,57.627348437500004,2.600625,2.3834375000000003,1.7881250000000002,1.51,1.4768750000000002,1.3403125,0.5746875,0.5325,0.47875,70.3126609375
2025-04-23,57.72609843749999,2.600625,2.3868750000000003,1.7881250000000002,1.509375,1.4721875,1.3403125,0.5653125,0.5246875,0.47875,70.39234843749999
2025-04-24,57.7314109375,2.600625,2.3871875,1.7881250000000002,1.5090625,1.4721875,1.3403125,0.565,0.5240625,0.47875,70.3967234375
2025-04-25,57.744848437499996,2.600625,2.3868750000000003,1.7881250000000002,1.5084375,1.4721875,1.3403125,0.565,0.5240625,0.47875,70.4092234375
2025-04-28,57.7210984375,2.600625,2.39125,1.7881250000000002,1.54,1.4721875,1.3403125,0.5665625,0.5278125,0.47875,70.4267234375
2025-04-29,57.7726609375,2.600625,2.398125,1.7881250000000002,1.54,1.4771875,1.254375,0.5665625,0.525625,0.47875,70.4020359375
2025-04-30,57.949223437499995,2.600625,2.399375,1.7881250000000002,1.5271875000000001,1.4881250000000001,1.18875,0.5665625,0.513125,0.47875,70.4998484375
2025-05-02,57.949223437499995,2.600625,2.4003125,1.7881250000000002,1.5275,1.4881250000000001,1.18875,0.5653125,0.513125,0.47875,70.4998484375
