date,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD
2024-06-11,0.0,31.985810073288633,30.582410728208327,0.0,20.96132855138001,16.47045064712303,0.0,0.0,0.0
2024-06-12,0.0,32.01855244182874,30.5764508711073,0.0,20.937755778150212,16.467240908913748,0.0,0.0,0.0
2024-06-24,0.0,32.09650387808395,30.5764508711073,0.0,20.859804341895,16.467240908913748,0.0,0.0,0.0
2024-07-02,0.0,32.13547959621156,30.5764508711073,0.0,20.820828623767394,16.467240908913748,0.0,0.0,0.0
2024-07-03,0.0,32.15496745527536,30.5764508711073,0.0,20.80134076470359,16.467240908913748,0.0,0.0,0.0
2024-07-10,0.0,32.17445531433917,30.5764508711073,0.0,20.781852905639788,16.467240908913748,0.0,0.0,0.0
2024-07-19,55.76400123920002,14.21637809369729,13.49351141096692,0.0,9.254414650098102,7.271694606037658,0.0,0.0,0.0
2024-07-22,55.759202849914814,14.24096924639028,13.492350319238646,0.0,9.236408694305332,7.271068890150928,0.0,0.0,0.0
2024-08-02,52.32389134717871,13.363586447466167,12.661089758082749,0.0,8.83692387196796,6.492038370853654,0.0,3.5044087723264754,2.8180614321242854
2024-08-05,52.32389134717871,13.37166112205678,12.661089758082749,0.0,8.828849197377346,6.492038370853654,0.0,3.5044087723264754,2.8180614321242854
2024-08-07,52.340040696359935,13.37166112205678,12.661089758082749,0.0,8.812699848196118,6.492038370853654,0.0,3.5044087723264754,2.8180614321242854
2024-08-12,49.87918802037644,12.742970589593241,12.065807901257369,0.0,8.436831494221032,6.002123828431599,4.847869246040907,3.339643258383736,2.685565661695677
2024-08-14,49.886900457014484,12.74100974040962,12.06395125178882,0.0,8.435533260498254,6.00120024004801,4.847123270808008,3.3391293643344055,2.685152415098404
2024-08-15,49.886900457014484,12.74870358687122,12.06395125178882,0.0,8.427839414036653,6.00120024004801,4.847123270808008,3.3391293643344055,2.685152415098404
2024-08-22,49.87538844958617,12.745761668871728,12.061167348696964,0.0,8.448970800898433,5.999815390295684,4.846004738315744,3.3383588197286236,2.684532783606658
2024-08-26,49.87538844958617,12.753453739884927,12.061167348696964,0.0,8.441278729885235,5.999815390295684,4.846004738315744,3.3383588197286236,2.684532783606658
2024-08-29,49.89073897386969,12.757378966483026,12.06487950509372,0.0,8.413099012034102,6.001661998707334,4.847496229725155,3.33938629158844,2.685359022498538
2024-09-02,49.917625140499176,12.764253930127643,12.071381280120713,0.0,8.363742744083638,6.004896300060049,4.8501085500485015,3.3411858900334117,2.686806165026868
2024-09-04,45.49728447731451,11.63394473525408,11.002427831651627,8.820186086980929,7.658194984352415,5.473146497887927,4.420618325217172,3.0453148462607182,2.4488822150806238
2024-09-09,45.49728447731451,11.640961589738552,11.002427831651627,8.820186086980929,7.651178129867943,5.473146497887927,4.420618325217172,3.0453148462607182,2.4488822150806238
2024-09-12,45.459659386558286,11.665518162768786,11.088922328322107,8.83879224267653,7.667318266837301,5.344058953408244,4.429943606114729,3.051738928656813,2.4540481246572066
2024-09-13,45.45646304421195,11.671729103386209,11.088142648216898,8.83817077286534,7.666779165260435,5.343683203959951,4.42963212959838,3.051524355945551,2.453875576555293
2024-10-04,45.437294425234036,11.666807230609203,11.083466869078745,8.806330999971888,7.733828118411065,5.341429816423491,4.427764189929999,3.0502375530628885,2.4528407972786823
2024-10-08,45.41495145903873,11.668095030698119,11.078016775081839,8.802000646276184,7.772173595403009,5.338803265099681,4.425586917122104,3.0487376540174496,2.45163465726288
2024-10-09,45.411761400354024,11.667275434800933,11.147481104773679,8.801382371947964,7.708409429350116,5.3384282543339605,4.425276052934731,3.0485235031328144,2.4514624483717795
2024-10-15,45.41814196594166,11.668914741752374,11.134996908896758,8.802619007474851,7.709492497049402,5.339178328556174,4.425897824987354,3.0489518349912887,2.451806890350138
2024-10-16,45.62635750754563,11.713350822261713,11.24086767651124,8.483540661758484,7.576655101407577,5.359510310005359,4.442751967504443,3.095822402753096,2.4611435502524612
2024-10-22,45.62635750754563,11.713350822261713,11.233815689261235,8.483540661758484,7.583707088657583,5.359510310005359,4.442751967504443,3.095822402753096,2.4611435502524612
2024-10-24,45.6102753535325,11.70922215799343,11.229856049177322,8.480550425084948,7.616281528895907,5.357621216180016,4.4411860081492245,3.094731202503983,2.4602760584826653
2024-10-25,45.6102753535325,11.70922215799343,11.229856049177322,8.480550425084948,7.5598855160940115,5.357621216180016,4.4411860081492245,3.1511272153058782,2.4602760584826653
2024-11-11,45.59420453264178,11.705096403202164,11.155429022437705,8.477562295636487,7.662927049272748,5.3557334536024355,4.439621152328335,3.150016912842485,2.459409178035855
2024-11-18,45.5332385603896,11.68944501527158,11.140512618407532,8.599940884203415,7.6526806198713535,5.348572072008671,4.4336847439019245,3.1458048897208895,2.456120596225034
2024-11-19,45.530034341046,11.688622417384451,11.139728649439846,8.599335697798795,7.659179192703935,5.348195687665372,4.4333727410910315,3.145583516297923,2.455947756572651
2024-11-21,45.57814503289798,11.70097355481353,11.151499781619398,8.608422446708088,7.561604463417727,5.353847020865914,4.438057398875692,3.1489073925356106,2.458542908266058
2024-11-25,45.6006315017902,11.706746356178286,11.044233317357842,8.612669504665783,7.62876716190691,5.35648839897381,4.440246962307237,3.1504609399227537,2.459755856897184
2024-12-11,45.61670685449187,11.71087327439119,11.048126683305837,8.615705684109592,7.596204013142124,5.35837669388158,4.441812259401836,3.1515715554803503,2.4606229817956202
2024-12-23,45.61349087730183,11.710047657990469,11.047347790530441,8.615098276980344,7.602718479456303,5.357998928400214,4.441499111700177,3.1513493697301262,2.4604495079100985
2024-12-27,45.56922773337844,11.705921321549889,11.04345497343087,8.61206252554724,7.663467095155539,5.356110899685681,4.439934035265762,3.1502389107361832,2.459582505250398
2025-01-20,45.55317590035507,11.701797892126473,11.039564898833342,8.609028912810686,7.695992785887393,5.354224201093389,4.4383700614326775,3.149129234064138,2.4587161133968327
2025-01-23,45.549966890682896,11.70097355481353,11.038787212759063,8.608422446708088,7.702495174493146,5.353847020865914,4.438057398875692,3.1489073925356106,2.458542908266058
2025-02-03,45.485784815630396,11.648456456793413,10.989242184103118,8.569785544973842,7.976492699552576,5.329817523878985,4.418138210583895,3.1347742541761923,2.4475083103075868
2025-02-04,45.447538433510374,11.638661939263141,10.98000196196589,8.562579704864275,8.053869977717673,5.325335986658632,4.414423252098603,3.132138402679485,2.445450341241924
2025-02-11,45.447538433510374,11.638661939263141,10.98000196196589,8.562579704864275,7.878694451840744,5.325335986658632,4.414423252098603,3.3073139285564137,2.445450341241924
2025-02-13,45.57527720392934,11.671374566100313,11.01086330227525,8.586646429725818,7.774358109532442,5.340303835181359,4.426830810742443,3.1620220076731735,2.452323734839861
2025-02-17,45.56567189344124,11.668914741752374,11.00854268532569,8.5848367335469,7.7937953127634465,5.339178328556174,4.425897824987354,3.161355589276682,2.451806890350138
2025-02-18,45.56567189344124,11.668914741752374,10.987466981397178,8.5848367335469,7.814871016691957,5.339178328556174,4.425897824987354,3.161355589276682,2.451806890350138
2025-02-19,45.56567189344124,11.668914741752374,10.987466981397178,8.5848367335469,7.744618670263587,5.339178328556174,4.425897824987354,3.2316079357050524,2.451806890350138
2025-02-28,45.58168299436378,11.673015025229455,10.977272407831673,8.377022221597539,7.761395420748592,5.341054436589034,4.427453019804068,3.4084360549285284,2.4526684189073324
2025-04-01,45.56567189344124,11.668914741752374,10.973416512111504,8.374079694261788,7.7937953127634465,5.339178328556174,4.425897824987354,3.4072388017759794,2.451806890350138
2025-04-11,45.39346602838666,11.624814534867445,10.931944794378657,8.342431622854903,8.142269253380364,5.319000027994737,4.409171075837742,3.3943618599703256,2.442540802329162
2025-04-16,45.39346602838666,11.624814534867445,10.931944794378657,8.342431622854903,8.184261358864534,5.277007922510569,4.409171075837742,3.3943618599703256,2.442540802329162
2025-04-24,45.39664319610286,11.625628175875246,10.932709940227053,8.343015524168148,8.177835015468176,5.2773772694822005,4.4094796813975945,3.3945994372664026,2.4427117600123185
2025-04-28,45.39982080860119,11.626441930787323,10.933475193190727,8.343599507223654,8.171407772426925,5.277746668159929,4.409788330160152,3.3948370478217047,2.442882741628402
2025-05-02,45.39346602838666,11.624814534867445,10.931944794378657,8.342431622854903,8.184261358864534,5.277007922510569,4.409171075837742,3.3943618599703256,2.442540802329162
