date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),DAH SING SECURITIES LTD
2024-03-19,43889970.0,33971301.0,28504290.0,13007766.0,8087630.0,10790650.0,10469730.0,6108750.0,4587850.0,0.0
2024-03-20,43883970.0,34191101.0,28512090.0,12968366.0,8053930.0,10797350.0,10370130.0,6114550.0,4551850.0,3809950.0
2024-03-21,43872970.0,34227001.0,28581090.0,13086166.0,8086730.0,10832250.0,10379030.0,6133950.0,0.0,0.0
2024-03-22,43888470.0,34294701.0,28591290.0,13398866.0,8190430.0,10815150.0,10380030.0,6149950.0,0.0,0.0
2024-03-25,44253770.0,34729101.0,28606090.0,13936466.0,8431830.0,11086250.0,10428530.0,6181450.0,4639850.0,3882950.0
2024-03-26,44250270.0,34661701.0,28575190.0,13512266.0,8367230.0,11081150.0,10405530.0,6188450.0,4713850.0,3880950.0
2024-03-27,43936770.0,34910301.0,28906290.0,13234866.0,8376830.0,11117250.0,0.0,6227050.0,0.0,3976950.0
2024-03-28,43824270.0,35013201.0,28981390.0,13829666.0,8345530.0,11095250.0,10374530.0,6223050.0,0.0,0.0
2024-04-02,43752470.0,34637001.0,28987390.0,13126466.0,8335280.0,11081050.0,10364530.0,6214650.0,4658850.0,3884950.0
2024-04-03,43661970.0,34432001.0,28863890.0,13327266.0,8193480.0,11051650.0,10367530.0,6211150.0,0.0,0.0
2024-04-05,43657470.0,34698601.0,28941690.0,14042566.0,8255680.0,11055450.0,10374030.0,6191150.0,0.0,3871950.0
2024-04-08,43526170.0,34778301.0,29021290.0,13273366.0,8095680.0,11279350.0,10394030.0,6190150.0,4633850.0,3862750.0
2024-04-09,43528670.0,34589001.0,29003090.0,13244066.0,8253580.0,11501550.0,10438030.0,6209650.0,4638850.0,3855750.0
2024-04-10,43674970.0,34639501.0,29117090.0,14154466.0,8585180.0,11651350.0,10438530.0,6259650.0,4686850.0,3888750.0
2024-04-11,43730370.0,34652801.0,29147590.0,14174866.0,8548680.0,11658150.0,10430530.0,6263150.0,4706850.0,0.0
2024-04-12,43900970.0,34714501.0,29272090.0,14346066.0,8570180.0,11754350.0,10459530.0,6276550.0,4708850.0,3983750.0
2024-04-15,43861070.0,34431401.0,28812590.0,13445066.0,8229880.0,11527350.0,10461530.0,6264550.0,4646850.0,3986250.0
2024-04-16,44123770.0,34597401.0,28858290.0,13463066.0,8396380.0,11764550.0,10574030.0,6276050.0,4691850.0,4020550.0
2024-04-17,44059870.0,34293801.0,28735790.0,13389566.0,8106380.0,11549850.0,10512530.0,6279550.0,4659050.0,3913050.0
2024-04-18,43753370.0,33985301.0,28619390.0,13353666.0,7942780.0,11383650.0,10990030.0,6298450.0,4643850.0,3842250.0
2024-04-19,43712270.0,34094001.0,28658190.0,13430866.0,7940780.0,10995650.0,10981030.0,6308250.0,4634750.0,3857250.0
2024-04-22,43074970.0,33701001.0,28627490.0,13308266.0,7855440.0,10965450.0,10888030.0,6287550.0,4569750.0,3815250.0
2024-04-23,42702070.0,33082501.0,28500990.0,13239066.0,7792740.0,10674150.0,10897830.0,6128350.0,4464750.0,3761050.0
2024-04-24,41968670.0,32840901.0,28391890.0,13250466.0,7718440.0,10492750.0,10865230.0,6053050.0,4443750.0,3723450.0
2024-04-25,41866070.0,32557301.0,28196100.0,13244166.0,7608440.0,10599050.0,10805230.0,6041950.0,4393750.0,3763450.0
2024-04-26,41926170.0,32773801.0,28211300.0,14210966.0,7622640.0,10550250.0,10869730.0,6143650.0,0.0,3806450.0
2024-04-29,0.0,32752701.0,28231900.0,13299066.0,7604740.0,10498250.0,10839530.0,6155350.0,4436750.0,3795750.0
2024-04-30,42935370.0,33431901.0,28464300.0,14426666.0,7846340.0,10608350.0,10875530.0,6182450.0,4578750.0,3821850.0
2024-05-02,42658670.0,34139601.0,28552300.0,14440766.0,7978940.0,10705350.0,10904630.0,6204550.0,4588750.0,3847150.0
2024-05-03,42764570.0,34005101.0,28952000.0,14447566.0,7963040.0,10671750.0,11006430.0,6227950.0,4663750.0,3900650.0
2024-05-06,42485670.0,33451801.0,28786100.0,13439666.0,7849740.0,10448450.0,10826330.0,6205150.0,4672750.0,3882650.0
2024-05-07,42838470.0,33712101.0,28698000.0,13434466.0,7840140.0,10472750.0,10806330.0,6198050.0,0.0,3907650.0
2024-05-08,42946270.0,33380501.0,28803700.0,14484366.0,8090340.0,10655250.0,10842730.0,0.0,4786750.0,3954650.0
2024-05-09,41970870.0,33810401.0,28977200.0,14580766.0,8234940.0,10868350.0,10869530.0,6237350.0,4813750.0,4051650.0
2024-05-10,42233670.0,34167701.0,29060800.0,14691166.0,8418940.0,11000650.0,10855430.0,6275850.0,4898750.0,4062150.0
2024-05-13,42271770.0,33898701.0,29025580.0,14747566.0,8364340.0,10985750.0,10864430.0,6309850.0,4899750.0,4077150.0
2024-05-14,42378870.0,34383001.0,29058880.0,14689566.0,8426540.0,11020150.0,10878430.0,6317950.0,4917750.0,4100850.0
2024-05-16,42771170.0,34461001.0,30205880.0,14711766.0,8473340.0,11063950.0,10989430.0,6342950.0,4923750.0,4137850.0
2024-05-17,43022970.0,34663601.0,30225880.0,14793266.0,8654940.0,11197950.0,11009430.0,6350450.0,4982350.0,4140850.0
2024-05-20,43683470.0,35259201.0,31579380.0,14901866.0,8530440.0,11350050.0,11134050.0,6425450.0,4977050.0,4248550.0
2024-05-21,43959470.0,35707001.0,31800380.0,15005866.0,8652440.0,11413550.0,11226550.0,6490350.0,5062050.0,4287650.0
2024-05-22,44272770.0,35779601.0,31825380.0,15005266.0,8652740.0,11402950.0,11259950.0,6450350.0,5172050.0,4303150.0
2024-05-23,44774270.0,36378701.0,31927380.0,15280866.0,8813140.0,11826650.0,11349050.0,6503350.0,5223050.0,4313350.0
2024-05-24,44906370.0,36642801.0,31906880.0,15316666.0,8815440.0,11933350.0,11373050.0,6574650.0,5221050.0,4315350.0
2024-05-27,44664570.0,36780601.0,32663880.0,15343466.0,8717940.0,12123750.0,11329550.0,6517950.0,5157050.0,4293950.0
2024-05-28,45401170.0,0.0,32820780.0,15530666.0,0.0,12115550.0,11460930.0,6541850.0,5167050.0,4323950.0
2024-05-29,45718470.0,36899201.0,32803780.0,15458666.0,8942040.0,12162250.0,11329550.0,6541650.0,5142050.0,4373950.0
2024-05-30,45711170.0,37177501.0,32772780.0,15457966.0,8916440.0,12188050.0,11222450.0,6539650.0,5100050.0,0.0
2024-05-31,45696470.0,37265301.0,32810780.0,14717966.0,8946140.0,12550050.0,11230450.0,6566650.0,5095050.0,4370450.0
2024-06-03,46343470.0,37332501.0,32831080.0,14761766.0,9086840.0,12509750.0,11456850.0,6575150.0,5013050.0,4354750.0
2024-06-04,46884370.0,37304301.0,32879380.0,14965366.0,9162540.0,12019250.0,11361850.0,6574150.0,5287050.0,4360750.0
2024-06-05,46249370.0,36998301.0,32787880.0,14943466.0,9044240.0,11925750.0,11401550.0,6564150.0,5339050.0,4271750.0
2024-06-06,46301870.0,38526301.0,32783180.0,14945966.0,9118540.0,11908550.0,11411250.0,6560150.0,0.0,4277750.0
2024-06-07,46320170.0,38532701.0,32748480.0,14959166.0,9138140.0,11906850.0,11416250.0,6561250.0,0.0,4279750.0
2024-06-11,45791370.0,38729701.0,32695280.0,15073766.0,9283340.0,12183050.0,11326850.0,6545150.0,5387050.0,4346150.0
2024-06-12,45927870.0,39325701.0,32736480.0,15051966.0,9384040.0,12294450.0,11244750.0,6465150.0,5396050.0,4368150.0
2024-06-13,46221870.0,39361301.0,33060180.0,14966466.0,9360540.0,12200050.0,11144750.0,6457150.0,5403050.0,4372750.0
2024-06-14,46207870.0,39710901.0,33256180.0,15014566.0,9509140.0,12384150.0,11097850.0,6464450.0,0.0,4428750.0
2024-06-17,46575770.0,38396001.0,33439480.0,15154566.0,9627840.0,12394150.0,11109850.0,6530450.0,5407850.0,4461250.0
2024-06-18,46838970.0,38413901.0,33508080.0,15223166.0,9717640.0,12167950.0,11051850.0,6491450.0,5409850.0,0.0
2024-06-19,46980670.0,38649101.0,33564280.0,15309166.0,9787040.0,12208250.0,11151850.0,6511450.0,5651250.0,4468250.0
2024-06-20,47374070.0,38892101.0,33719880.0,15387866.0,9844640.0,12199850.0,11085850.0,6488950.0,5673250.0,4469250.0
2024-06-21,47633070.0,39205301.0,33746180.0,15407066.0,9866940.0,12170550.0,11091850.0,6505950.0,5676250.0,4484750.0
2024-06-24,48055770.0,39284001.0,33523580.0,15411466.0,9893840.0,12206150.0,11115350.0,6507450.0,5677250.0,4475750.0
2024-06-25,48237870.0,39364001.0,33576780.0,15573416.0,9905540.0,12255450.0,11028850.0,6496450.0,5777550.0,4525550.0
2024-06-26,49353270.0,39446501.0,33700980.0,15598416.0,10006440.0,12216950.0,10993750.0,6481450.0,5783550.0,4550250.0
2024-06-27,49716570.0,39271501.0,33604580.0,15544516.0,10121940.0,12212050.0,10966750.0,6492450.0,5789850.0,4541250.0
2024-06-28,49866670.0,39364001.0,33732780.0,15557516.0,9959540.0,12237750.0,10955750.0,6496450.0,0.0,4565850.0
2024-07-02,49526370.0,39364301.0,33460280.0,15553116.0,9997840.0,12224350.0,10947750.0,6502450.0,0.0,4563850.0
2024-07-03,49540970.0,39324001.0,33375380.0,15587616.0,9954040.0,12227650.0,10937750.0,6545450.0,5786350.0,4565450.0
2024-07-04,49428770.0,39119451.0,33101580.0,15678616.0,10028540.0,12199150.0,10954150.0,6542250.0,0.0,4560850.0
2024-07-05,49456770.0,39163151.0,33100680.0,15628816.0,10031240.0,12195150.0,10916150.0,6677050.0,5751350.0,4562850.0
2024-07-08,48264770.0,39222451.0,33466680.0,15641416.0,10204440.0,12275250.0,11040150.0,6665250.0,0.0,4570850.0
2024-07-09,48231870.0,39372851.0,33483680.0,15614016.0,10115740.0,12191150.0,11048850.0,6666250.0,5776350.0,4583850.0
2024-07-10,48546370.0,38346351.0,33542530.0,15610716.0,10168740.0,12283250.0,11013850.0,6667550.0,0.0,0.0
2024-07-11,48709570.0,38298451.0,33559530.0,15525016.0,10420540.0,12260250.0,11019850.0,0.0,5781350.0,4582350.0
2024-07-12,48874470.0,38294451.0,33694230.0,15550516.0,10490840.0,12289450.0,11038350.0,6666550.0,0.0,4601350.0
2024-07-15,48949270.0,38634251.0,33989330.0,15451816.0,10708840.0,12443450.0,11023950.0,6657550.0,5792350.0,4592350.0
2024-07-16,48876870.0,38650951.0,33794630.0,15480816.0,10477170.0,12265150.0,11057550.0,6658350.0,5902350.0,4578350.0
2024-07-17,48730870.0,38741711.0,33993630.0,15485616.0,10174870.0,12153650.0,11054450.0,6691650.0,0.0,4574350.0
2024-07-18,48784870.0,38862111.0,34145330.0,0.0,10229170.0,12239450.0,11056450.0,6718350.0,5922350.0,0.0
2024-07-19,48793460.0,38638111.0,34126330.0,15496616.0,10339270.0,12221850.0,11062450.0,6729250.0,0.0,4572350.0
2024-07-22,48727860.0,38294811.0,33666430.0,15523116.0,10161870.0,12196650.0,11028350.0,6658150.0,5957350.0,4545650.0
2024-07-23,49165060.0,38065611.0,33521230.0,15561916.0,10086470.0,12079050.0,11043250.0,6772950.0,6011350.0,4503650.0
2024-07-24,48867060.0,37978411.0,33542530.0,15347416.0,10046470.0,12097850.0,11057050.0,6762950.0,5961350.0,4455550.0
2024-07-25,48795260.0,37999811.0,33515530.0,15364116.0,10213170.0,12114450.0,11063450.0,6772950.0,5957350.0,4469550.0
2024-07-26,48737060.0,38254911.0,33572430.0,15113016.0,10161970.0,12159450.0,11095450.0,6775450.0,5960350.0,4483550.0
2024-07-29,48401860.0,38246511.0,33903330.0,15213016.0,9872870.0,11862350.0,11084450.0,6783650.0,5892350.0,4442650.0
2024-07-30,47940760.0,37743411.0,33825330.0,15180716.0,9706070.0,11925250.0,10777950.0,6694050.0,5823250.0,4414850.0
2024-07-31,48164660.0,37668711.0,33799330.0,15169716.0,9646370.0,11685050.0,10808950.0,6647550.0,5805250.0,4413650.0
2024-08-01,48198460.0,37595611.0,33831330.0,15173216.0,9631370.0,11644450.0,10748950.0,6636350.0,5827250.0,4424650.0
2024-08-02,48024860.0,37284011.0,33729030.0,15168716.0,9523370.0,11620450.0,10675950.0,6638350.0,5812250.0,4334550.0
2024-08-05,47795260.0,37684911.0,33921830.0,15283516.0,9680770.0,11727650.0,10709550.0,6740350.0,5874250.0,4270550.0
2024-08-06,47196930.0,41308811.0,35781930.0,15251116.0,9709870.0,11408150.0,10560150.0,6574950.0,5578950.0,4176350.0
2024-08-07,46092930.0,40069011.0,28733730.0,14839916.0,9543520.0,11141750.0,10572750.0,6837950.0,5461250.0,4014050.0
2024-08-08,46731630.0,39642911.0,28301230.0,15023016.0,9529420.0,11214250.0,10603850.0,6847550.0,5356850.0,4068850.0
2024-08-09,47246730.0,39868411.0,28360930.0,14982816.0,9400720.0,11204150.0,10623850.0,6855850.0,5333950.0,4082850.0
2024-08-12,46557830.0,40074011.0,28583530.0,14889316.0,9261210.0,11220450.0,10634350.0,6747450.0,5202850.0,4065950.0
2024-08-13,47862630.0,40575611.0,30741730.0,15260216.0,9504210.0,11471750.0,10721350.0,6837850.0,5331950.0,4160250.0
2024-08-14,47968330.0,40606411.0,31816730.0,15188216.0,9658210.0,11545650.0,10737350.0,6843850.0,5317950.0,0.0
2024-08-15,48168430.0,40715911.0,28912830.0,15353616.0,9818710.0,11492150.0,10819450.0,6845850.0,5320950.0,4161250.0
2024-08-16,48354930.0,40980111.0,29024830.0,15538516.0,9933310.0,11704350.0,11044850.0,6902450.0,5531950.0,4189250.0
2024-08-19,48662530.0,40903311.0,29106430.0,15698716.0,9903710.0,11705150.0,11070350.0,6905350.0,5574950.0,4247750.0
2024-08-20,49250930.0,41262911.0,29048330.0,16177816.0,9986610.0,11953450.0,11079250.0,6969250.0,5608950.0,4323550.0
2024-08-21,49605630.0,41317911.0,29163430.0,16375116.0,10182610.0,12000950.0,11142750.0,6960050.0,5614950.0,4371750.0
2024-08-22,50247430.0,41842711.0,29254630.0,16536516.0,10450110.0,12095250.0,11096650.0,7105550.0,5682950.0,4439250.0
2024-08-23,50396730.0,42039611.0,29341030.0,16526516.0,10528110.0,12107150.0,11152250.0,7186750.0,5860950.0,4454250.0
2024-08-26,50508130.0,42237411.0,31408430.0,16737616.0,10871510.0,12122250.0,11165750.0,7196750.0,5909950.0,4551750.0
2024-08-27,50838930.0,42443911.0,29595130.0,16719116.0,10631310.0,12159350.0,11178550.0,7090650.0,6000950.0,4567850.0
2024-08-28,51153430.0,43402711.0,31864830.0,17079416.0,10717810.0,12282950.0,11439250.0,7102050.0,6008950.0,4568350.0
2024-08-29,51382430.0,42744611.0,29737730.0,16742116.0,11180510.0,12182150.0,11394750.0,7099150.0,5980950.0,0.0
2024-08-30,51598930.0,42954811.0,33014930.0,16817116.0,11164910.0,12283050.0,11451150.0,7087650.0,6002950.0,4615350.0
2024-09-02,52453030.0,43453211.0,29689230.0,16590316.0,11149410.0,12016850.0,11280950.0,7083150.0,6042950.0,4532150.0
2024-09-03,52668230.0,43598511.0,29716030.0,16930126.0,11131210.0,12062750.0,11305050.0,7119450.0,5877950.0,4546150.0
2024-09-04,52904130.0,43547611.0,29730030.0,16892126.0,11421510.0,12154150.0,11294650.0,7124450.0,5897950.0,4567150.0
2024-09-05,52888930.0,43588111.0,29758630.0,16646626.0,11478710.0,12218450.0,0.0,7125450.0,5797950.0,4579150.0
2024-09-09,52234330.0,42648911.0,30333430.0,16050026.0,11301210.0,12033650.0,11250450.0,7087350.0,5529950.0,4493450.0
2024-09-10,52281530.0,42733611.0,30203930.0,15999826.0,11296810.0,11977250.0,11253450.0,7101050.0,5531050.0,4511450.0
2024-09-11,51829530.0,42153011.0,30122630.0,15875426.0,10182410.0,11900650.0,11060950.0,6975450.0,5529550.0,4482050.0
2024-09-12,51850930.0,42237311.0,30169630.0,15876826.0,10143810.0,11889750.0,10753650.0,6974950.0,5499550.0,4541050.0
2024-09-13,52036130.0,42365011.0,30229530.0,15960026.0,11271810.0,11936950.0,10790650.0,7000950.0,5495150.0,4511050.0
2024-09-16,52747530.0,42793311.0,30261530.0,16519026.0,11061110.0,12081950.0,10754850.0,7095450.0,5622250.0,4585050.0
2024-09-17,52993330.0,42965281.0,30532030.0,16851126.0,11484310.0,12127350.0,10891250.0,7194650.0,5831250.0,4605550.0
2024-09-19,53346330.0,43330081.0,31453820.0,16960126.0,11634310.0,12211350.0,10948250.0,7203550.0,5825250.0,4658550.0
2024-09-20,53681330.0,43464381.0,31588520.0,17150826.0,11567310.0,12226950.0,11038150.0,7219150.0,0.0,4712150.0
2024-09-23,54887630.0,43835581.0,33176520.0,17288626.0,11372810.0,12506850.0,11383650.0,7320050.0,5899650.0,4706950.0
2024-09-24,55662330.0,44273381.0,32187420.0,17483026.0,11990810.0,13202750.0,11620950.0,7399550.0,5918750.0,4829150.0
2024-09-25,55914630.0,44697581.0,32279920.0,17530626.0,11913610.0,13183050.0,11806450.0,7513950.0,5869950.0,4886550.0
2024-09-26,56391930.0,44831381.0,32547420.0,17608826.0,11683210.0,13378950.0,11817450.0,7420450.0,5935950.0,4881550.0
2024-09-27,56193030.0,45225681.0,32798020.0,17712326.0,11969910.0,13397650.0,11844250.0,7454350.0,5903450.0,4910550.0
2024-09-30,57056530.0,45690631.0,32924420.0,17826626.0,12355660.0,13666950.0,11904750.0,7600950.0,6014950.0,4984150.0
2024-10-02,57301030.0,45654631.0,32986320.0,17822226.0,12491760.0,13234950.0,11677750.0,7594950.0,6076950.0,4992250.0
2024-10-03,57593830.0,45896731.0,33217120.0,17906626.0,13180360.0,13387950.0,11686550.0,7631950.0,6148450.0,5033450.0
2024-10-04,57934130.0,45813831.0,33455020.0,18151526.0,12814060.0,13672950.0,11818140.0,7648450.0,6087550.0,4972350.0
2024-10-07,57589430.0,46968531.0,33552820.0,18368226.0,13124360.0,13703650.0,11829440.0,7635850.0,6082550.0,4982150.0
2024-10-08,57873030.0,47301931.0,33797620.0,18572826.0,13260460.0,13694850.0,11866940.0,7667150.0,6255550.0,5019250.0
2024-10-09,58230730.0,47183131.0,33940620.0,18639826.0,13411460.0,13516650.0,11755140.0,7707150.0,6213550.0,5020250.0
2024-10-10,57194530.0,47240931.0,34184220.0,18593826.0,12981260.0,13556950.0,11741040.0,7785150.0,5926150.0,5025250.0
2024-10-14,57477430.0,47305031.0,34208320.0,18711926.0,13049760.0,13558150.0,11665640.0,7702150.0,5776250.0,4952250.0
2024-10-15,58047730.0,47508131.0,34447520.0,18866926.0,13307460.0,13833250.0,11703940.0,7743050.0,5804350.0,4955250.0
2024-10-16,57932830.0,47270631.0,34496120.0,18884626.0,13238460.0,14165950.0,11696040.0,7736550.0,5829350.0,4954150.0
2024-10-17,57899330.0,47631011.0,34686820.0,18928126.0,13074060.0,14157950.0,11722040.0,7779050.0,5887350.0,5035150.0
2024-10-18,57978830.0,47439911.0,34397820.0,18961126.0,13115060.0,13962950.0,11724040.0,7790050.0,5837350.0,5013150.0
2024-10-21,58111430.0,47644511.0,34436820.0,18842126.0,13281560.0,14072150.0,11757040.0,7792450.0,5835350.0,5010250.0
2024-10-22,58100130.0,47698811.0,34459320.0,18845626.0,13323860.0,14193250.0,11748440.0,7829950.0,5887350.0,5024250.0
2024-10-23,58465530.0,47755911.0,34545120.0,18908626.0,13402760.0,14198250.0,11819140.0,7834050.0,0.0,5044250.0
2024-10-24,58632630.0,47296011.0,34532620.0,18987726.0,13805050.0,14200350.0,11835140.0,0.0,5947850.0,5054250.0
2024-10-25,59213830.0,47482011.0,34562420.0,18993526.0,13927850.0,14422350.0,11860140.0,7846250.0,5958350.0,0.0
2024-10-28,59131230.0,47310011.0,34516420.0,18899226.0,14066850.0,14491850.0,11813140.0,7848250.0,5964350.0,5084250.0
2024-10-29,59182280.0,47743011.0,34717620.0,18979226.0,14087050.0,14539650.0,11916440.0,7843050.0,5982350.0,5109950.0
2024-10-30,59638080.0,48013711.0,35505020.0,19053326.0,14197150.0,14667550.0,11943240.0,7890750.0,6012850.0,5140650.0
2024-10-31,59661580.0,47804611.0,35513020.0,19061226.0,13867950.0,14682650.0,11890240.0,7883750.0,6100350.0,5163850.0
2024-11-01,59833880.0,48288811.0,35587820.0,19359426.0,14038850.0,14839550.0,12047140.0,7963350.0,6186350.0,5208850.0
2024-11-04,60358580.0,48061011.0,35630120.0,19381326.0,14040950.0,14776150.0,11997240.0,7973350.0,6206350.0,5211850.0
2024-11-05,60483380.0,47948411.0,35714820.0,19224526.0,13950850.0,14562750.0,11972140.0,7972050.0,6144850.0,5284650.0
2024-11-06,60674980.0,48362911.0,35792620.0,19444926.0,13962050.0,14565250.0,12005240.0,7990050.0,6188850.0,5234650.0
2024-11-07,60717480.0,49096911.0,35880420.0,19467226.0,14211650.0,14715550.0,12023840.0,7989650.0,6189850.0,0.0
2024-11-08,61254080.0,49902311.0,35577220.0,19547826.0,14621420.0,15075550.0,12265440.0,8017650.0,6297850.0,5341450.0
2024-11-11,61814980.0,50315911.0,35901820.0,19457826.0,14953820.0,15186350.0,12305640.0,8044750.0,6335850.0,5421150.0
2024-11-12,62506680.0,51080211.0,36222620.0,19709526.0,14492220.0,15663250.0,12407740.0,8137050.0,6570350.0,5500150.0
2024-11-13,62684080.0,51296711.0,36299320.0,19761726.0,14450220.0,15867650.0,12413440.0,8136550.0,6620350.0,5552150.0
2024-11-14,62871380.0,51968611.0,36378820.0,19758076.0,14293320.0,15874050.0,12469040.0,8142550.0,6660350.0,5543750.0
2024-11-15,63271880.0,52626411.0,36783020.0,19877276.0,14291020.0,15891950.0,12552540.0,8152550.0,0.0,5693250.0
2024-11-18,63326280.0,52661411.0,36806220.0,19973176.0,14547620.0,15873450.0,12569140.0,8141550.0,6670350.0,0.0
2024-11-19,63187980.0,52560411.0,36570020.0,19986176.0,14279220.0,15839350.0,12597840.0,8144750.0,6635350.0,5527750.0
2024-11-20,62796980.0,51331811.0,36526320.0,19813276.0,13983120.0,15429350.0,12485340.0,8081450.0,6552350.0,5507250.0
2024-11-21,62639080.0,51453411.0,35918820.0,19907776.0,13929420.0,15265250.0,12425540.0,0.0,0.0,5517150.0
2024-11-22,62551980.0,51648811.0,35860820.0,19933076.0,13918520.0,15307450.0,12473540.0,8097450.0,6553350.0,5519650.0
2024-11-25,63018980.0,51536811.0,35847820.0,19941776.0,14232120.0,15349250.0,12454640.0,8099450.0,6557350.0,5502650.0
2024-11-26,62869480.0,51533811.0,36045720.0,19957376.0,13975520.0,15419750.0,12444340.0,0.0,0.0,5516650.0
2024-11-27,62666080.0,51381711.0,36029720.0,19960376.0,13909820.0,15424050.0,12433340.0,8107450.0,0.0,5513650.0
2024-11-28,62731880.0,51388111.0,35931520.0,19887776.0,14027620.0,15440450.0,12455340.0,8054450.0,6742350.0,0.0
2024-11-29,62564180.0,51403611.0,35932320.0,19918176.0,14119220.0,15435850.0,0.0,0.0,6752350.0,5507650.0
2024-12-02,62385080.0,51386611.0,35938220.0,19927676.0,14109720.0,15355050.0,12450340.0,8044450.0,0.0,0.0
2024-12-03,62364080.0,51356611.0,35703920.0,19921276.0,14001420.0,15400050.0,12412340.0,0.0,0.0,5497650.0
2024-12-04,62382580.0,51372711.0,35719620.0,19932276.0,13998430.0,15388150.0,0.0,8054450.0,6750850.0,5516650.0
2024-12-05,62515680.0,52295331.0,35801620.0,20000676.0,14097730.0,15552950.0,12497340.0,8066750.0,6679350.0,5541550.0
2024-12-06,62713480.0,52648431.0,36012720.0,20127476.0,14199630.0,15616850.0,12485340.0,8100750.0,6759350.0,5574150.0
2024-12-09,62870080.0,52847251.0,36087120.0,20149076.0,14257230.0,15754850.0,12513340.0,8120950.0,6789850.0,0.0
2024-12-10,62755980.0,53095851.0,36252820.0,20125676.0,14409930.0,15899650.0,12518340.0,8132850.0,6784850.0,0.0
2024-12-11,62698680.0,53273571.0,36354820.0,20022176.0,14455730.0,15986950.0,12582040.0,8149050.0,6850850.0,5595150.0
2024-12-12,62031980.0,53218711.0,36371620.0,20054676.0,14437130.0,15902850.0,12620640.0,0.0,6853150.0,5590150.0
2024-12-13,62015980.0,53079811.0,36372620.0,20032976.0,14473330.0,15856550.0,12634440.0,8152750.0,0.0,5597150.0
2024-12-16,62177380.0,53370861.0,36576320.0,19940576.0,14848530.0,15997650.0,12637940.0,8267450.0,6873150.0,5597850.0
2024-12-17,62052180.0,53126661.0,36626520.0,19860876.0,14634130.0,15945550.0,12684440.0,8189450.0,6571150.0,5582550.0
2024-12-18,62219730.0,53207411.0,36756120.0,19942276.0,14662830.0,15938350.0,12700540.0,8198250.0,0.0,5589550.0
2024-12-19,62312630.0,53371211.0,36905920.0,19894876.0,14780230.0,15969150.0,12754540.0,8253950.0,6619150.0,5611650.0
2024-12-20,62403130.0,53461211.0,36902920.0,19816776.0,14845230.0,16005150.0,12759540.0,8253750.0,6627650.0,0.0
2024-12-23,62429130.0,52541811.0,36292220.0,19552576.0,14922780.0,15744350.0,12663140.0,8200950.0,6638650.0,5669150.0
2024-12-27,62349630.0,51393511.0,36182620.0,19472376.0,14888280.0,15568650.0,12632740.0,8202850.0,6546550.0,5622150.0
2024-12-30,62762730.0,52106211.0,36156820.0,19599776.0,14570580.0,15635850.0,12629140.0,8232550.0,6632250.0,5504150.0
2025-01-02,62853130.0,52754811.0,36213820.0,19740176.0,14712180.0,15714550.0,12664340.0,8242550.0,6652250.0,5593150.0
2025-01-03,62814700.0,52191101.0,36148820.0,19601976.0,14613080.0,15602450.0,12650440.0,8236750.0,6634750.0,5461650.0
