date,SEAZEN RESOURCES SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,KAM FAI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CAITONG INTERNATIONAL SECURITIES CO LTD
2025-02-17,24.829083889648516,15.02453148877986,16.721627925681652,15.032574599855225,7.77768840987694,9.402396847100459,4.206547092415346,3.8043915386471485,3.2011582079948524
2025-02-18,24.636871508379887,15.64245810055866,16.59217877094972,14.956105347166801,7.7174780526735836,9.329608938547485,4.1739824421388665,3.7749401436552277,3.176376695929769
2025-02-20,25.07581803671189,15.841979249800477,16.59217877094972,14.956105347166801,7.7174780526735836,8.691141260973662,4.1739824421388665,3.7749401436552277,3.176376695929769
2025-02-21,25.065815715995214,15.83566015157559,16.585560430793777,14.950139609094535,7.714399680893498,8.72756282409254,4.172317510969286,3.7734343837255686,3.175109692859992
2025-03-06,25.063816209317167,15.834396936821953,16.584237396298658,14.948947032546267,7.713784301212508,8.734843650287173,4.1719846841097645,3.7731333758774728,3.174856413529036
2025-03-10,24.95036925275947,16.19947589930914,16.509171762090048,14.833637735249741,7.686810132613357,8.68736599698245,4.216628285555467,3.7560549511633448,3.160485984276979
2025-03-12,24.95036925275947,16.19947589930914,16.485349003414594,14.833637735249741,7.686810132613357,8.711188755657904,4.216628285555467,3.7560549511633448,3.160485984276979
2025-03-13,25.26599968238844,16.674606955693186,15.690011116404637,14.832459901540416,7.6861997776719075,8.718437351119581,4.21629347308242,3.7557567095442272,3.160235032555185
2025-03-17,25.213946117274165,16.64025356576862,15.863708399366086,14.80190174326466,7.670364500792393,8.700475435816164,4.207606973058637,3.7480190174326466,3.1537242472266245
2025-03-19,25.205956907477823,16.666666666666664,15.858681875792142,14.797211660329532,7.667934093789606,8.697718631178706,4.206273764258555,3.746831432192649,3.1527249683143217
2025-03-27,25.18201962646407,16.745805634694523,15.843621399176955,14.783159227603674,7.660652105096549,8.68945868945869,4.202279202279202,3.743273187717632,3.1497309275087053
2025-03-28,25.086723431094292,17.06086408073163,15.783664459161148,14.727215389467045,7.631661936297698,8.656575212866603,4.186376537369915,3.7291075370545568,3.137811415957111
2025-04-09,25.08870141133801,17.06220925648506,15.784908933217693,14.728376567058266,7.632263660017347,8.657257746589924,4.178822045257431,3.7294015611448397,3.1380588188914293
2025-04-11,25.08870141133801,17.06220925648506,15.784908933217693,14.728376567058266,7.624379090120634,8.665142316486635,4.178822045257431,3.7294015611448397,3.1380588188914293
2025-04-23,22.549869904596704,17.06220925648506,15.784908933217693,14.728376567058266,10.171095166758654,8.657257746589924,4.178822045257431,3.7294015611448397,3.1380588188914293
2025-04-25,22.551648005046523,17.06355464437786,15.786153603532565,14.729537927771643,10.171897177101403,8.65005519634127,4.179151553382747,3.729695631603848,3.1383062608421386
2025-05-02,22.310126582278482,17.12025316455696,15.83860759493671,14.77848101265823,10.205696202531646,8.662974683544304,4.193037974683545,3.7420886075949364,3.14873417721519
