date,UBS SECURITIES HONG KONG LTD,REALINK FINANCIAL TRADE LTD,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-12-04,0.0,29.216181491768324,17.14063141756771,13.851158198760865,13.058854971865456,13.143758751590443,7.625918558868341,5.963496609578861
2024-12-09,0.0,29.218248430385792,17.14184405492125,13.852138117843918,13.059778838375827,13.13761398831072,7.626458064880359,5.963918505282136
2024-12-12,0.0,29.147851418192523,17.092266211587724,14.115404329090811,13.022007192154742,13.071400526043945,7.60440073301344,5.9466695899168185
2024-12-13,0.0,29.183122293577558,17.092266211587724,14.115404329090811,13.092548942924811,12.965587899888838,7.60440073301344,5.9466695899168185
2024-12-17,0.0,28.997939295377734,17.07680064154306,14.325223129533631,13.233102158272155,12.687055856030657,7.701580355778972,5.978298563463788
2024-12-18,0.0,28.985297310900048,17.098627125097334,14.300928168582239,13.250015870195858,12.674868611110046,7.654617957165668,6.0356449569488095
2024-12-19,0.0,29.05764318830842,17.07437891592159,14.337372993352762,13.231225522055517,12.628531145354726,7.643762654220711,6.0270855807862755
2024-12-20,0.0,29.099925003554215,17.065908282649428,14.330260194151636,13.224661484810563,12.615178934772652,7.639970568395384,6.024095531666119
2024-12-27,0.0,29.104050311305595,17.06832760585092,14.332291702255217,13.226536259351255,12.602790955090592,7.6410536375030285,6.02494952864339
2024-12-30,0.0,29.128826741085877,17.082857962137066,14.344492856910776,13.166853977461127,12.599331356508037,7.647558506305546,6.030078599591572
2025-01-02,0.0,29.122628679675344,17.079223054227526,14.369811423531964,13.164052320866398,12.589557757350484,7.645931251020461,6.028795513327823
2025-01-03,0.0,29.061764546944964,17.176084366203195,14.367773297245117,13.155093517467767,12.56649704751478,7.644846798830324,6.0279404257938545
2025-01-06,0.0,29.059703721499968,17.203231144060254,14.36675445089286,13.154160664563797,12.544332357916273,7.644304688086131,6.027512972980715
2025-01-07,0.0,29.105109502115127,17.102270297972968,14.389202501533735,13.174714037682664,12.535523787567643,7.656248912464643,6.0369309606632156
2025-01-08,0.0,29.10924433737117,17.104699942506045,14.391246712424108,13.176585711523552,12.523098093039057,7.657336602168405,6.037788600967666
2025-01-09,0.0,28.46892976482569,17.27650778067043,14.535799320447795,13.25154064406075,12.634536858295759,7.734250576230367,6.0984350554692135
2025-01-10,84.35039623126555,4.462638794758226,2.7081739460125527,2.2785549894607273,2.0547482555502214,1.9771491750157637,1.2123801967614334,0.9559584111755273
2025-01-13,84.35229357913728,4.462739175771214,2.7082348627159982,2.2786062424678626,2.0547944743281263,1.9749442838035793,1.2124074676112317,0.9559799141647004
2025-01-15,84.33522052050509,4.461835909192733,2.727926894078017,2.2781450483932657,2.0566274893935255,1.9722956422368634,1.2121620741204049,0.9557864220800967
2025-01-16,84.35419101236748,4.462839561300172,2.7082957821599836,2.278657497780783,2.057090110286798,1.9704898782956208,1.2124347396878996,0.9560014181212566
2025-01-20,84.3560885309619,4.462939951345406,2.708356704344692,2.278708755399646,2.057136383823273,1.9682847380882975,1.2124620129915193,0.956022923045261
2025-01-21,84.35134489453198,4.475060350333232,2.7082044040217195,2.278580615676081,2.061519382297264,1.9569273585575582,1.212393832032979,0.9559691625491951
2025-01-22,84.34375618582918,4.483654296781388,2.707960759129567,2.2783756220915707,2.063583053572573,1.9545021658175687,1.2122847584475387,0.9558831583306195
2025-01-24,84.33047923068061,4.482948503256271,2.725524748405619,2.2780169720584915,2.065506997863499,1.949696932667013,1.2120939268899575,0.9557326881785378
2025-01-27,84.2215765121148,4.586084431880599,2.744463847090153,2.275075185844783,2.062839642841494,1.9449332537184287,1.2105286526854275,0.9544984738243167
2025-02-03,84.21495673171815,4.59582962764393,2.7262825154946153,2.274896365894601,2.0806431224100175,1.942534680548071,1.2104335056438202,0.954423450646797
2025-02-10,84.21117446726083,4.60123722306149,2.7261600726191557,2.2747941956863302,2.0805496765087708,1.941324636688083,1.2103791426208608,0.954380585554482
2025-02-12,84.20928346243119,4.604502226362719,2.7260988553057013,2.2747431140236207,2.0805029567057103,1.940158267778403,1.2103519629405048,0.9543591544521607
2025-02-14,84.20077499156264,4.604036989378786,2.7359273696942457,2.2745132749284127,2.08141540558602,1.938839572965409,1.2102296694831338,0.9542627264013578
2025-02-17,84.19699400083087,4.603830247562131,2.741417572432754,2.274411139127256,2.0813219407413293,1.9376298987936438,1.2101753247676121,0.9542198757444066
2025-02-18,84.19510363279966,4.611584988514032,2.736865677214511,2.2743600746663657,2.0812752114666546,1.9364638092396989,1.2101481542400503,0.9541984518590378
2025-02-19,84.2083379918636,4.620169208897464,2.726068247679962,2.2747175740525547,2.06363815454521,1.9423820101411984,1.2103383735580722,0.9543484392619307
2025-02-20,84.19604880620463,4.619494951234411,2.738019000257771,2.274385606610186,2.0667047886324545,1.9409759440277519,1.2101617393513233,0.95420916368147
2025-02-21,84.20644711441938,4.620065464138288,2.7260070344903435,2.2746664958309046,2.066960029034894,1.9412156567742473,1.2103111957086452,0.9543270096032918
2025-02-24,84.21212000152433,4.620376712394137,2.726190682306917,2.2748197373780124,2.0682220909428914,1.941346434139219,1.2103927329188042,0.9465316083956883
2025-02-25,84.21306555702124,4.620428591180683,2.726221292682065,2.274845279643272,2.068245313476262,1.9402454061767684,1.2104063235219384,0.9465422362977682
2025-02-26,84.21401113375228,4.62048047113226,2.7262519037446236,2.274870822482128,2.0682685365311353,1.939144353488786,1.2104199144302736,0.9465528644385164
2025-02-28,84.22063076548503,4.621966590188617,2.726466200431963,2.2671891510181768,2.068431112518812,1.9381738529151438,1.2105150593351137,0.9466272681071437
2025-03-18,84.23008918769382,4.622485661478485,2.7267723970043147,2.26744376834914,2.0574328794530086,1.9383915200882378,1.2106510065776983,0.9467335793552873
2025-03-20,84.21495673171815,4.632883714551394,2.7262825154946153,2.2670364080657452,2.013272055305538,1.9369204249560308,1.2620846570905881,0.946563492817941
2025-03-21,84.21590235091956,4.632935735522115,2.726313127932064,2.2670618637952376,1.99757456943622,1.9358193102063979,1.277818920752343,0.9465741214360501
2025-03-24,84.26983777103992,4.57298222327879,2.7280591739854794,2.2752552830809702,1.9797529919944046,1.924699679223836,1.3022325299214048,0.9471803474751892
2025-03-25,84.26889094022852,4.563942280759033,2.7280285223247,2.275229718989917,1.986472169468727,1.9235544836395928,1.3067121793507521,0.9471697052387653
2025-04-01,84.30299025913293,4.442146338103402,2.7291324162234467,2.2761503883247447,2.0715778595962986,1.923208823073785,1.3072409390724335,0.9475529764729677
2025-04-02,84.28404278686439,4.447890579464397,2.7285190315663357,2.275638813394493,2.082349985787652,1.9272716623452752,1.3069471308532323,0.947340009724226
2025-04-10,84.28404278686439,4.447890579464397,2.7285190315663357,2.275638813394493,2.0834737580411806,1.926147890091747,1.3069471308532323,0.947340009724226
2025-04-14,84.28498995819542,4.431083790951648,2.7285496942507232,2.275664386679454,2.1003539450389628,1.9250457509682362,1.3069618181275087,0.9473506557880395
2025-04-17,84.28593715081504,4.431133587361018,2.728580357624284,2.275689960539199,2.1003775487643273,1.923943587073101,1.3069765057318956,0.9473613020911332
2025-04-23,84.28688436472395,4.431183384889622,2.728611021687041,2.275715534973747,2.100401153020214,1.9228413984055066,1.3069911936664038,0.9473719486335155
2025-04-24,84.29067343326687,4.4268871435532615,2.7287336848304955,2.27581783846036,2.1004955753493393,1.9229278386377047,1.3070499487058755,0.9474145371960905
2025-04-25,84.30299025913293,4.41404571602532,2.7291324162234467,2.2750263634416212,2.1008025065575047,1.923208823073785,1.3072409390724335,0.9475529764729677
2025-04-28,84.24522708290233,4.417760804750002,2.7272624545977635,2.273467548643276,2.099363067398361,1.9780538043952103,1.3063452366957162,0.9525200006173409
2025-04-29,84.24806604403159,4.426896018446801,2.727354360007316,2.273544161719443,2.0994338133664225,1.9657642441192433,1.306389258932664,0.9525520993765255
2025-04-30,84.25279807113542,4.427144667382364,2.7275075494555647,2.2736718616548854,2.095058311258084,1.9647513010761457,1.3064626359212608,0.9526056021162762
