date,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,GLOBAL MASTERMIND SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-06-04,0.0,53.37279828017041,0.0,19.713241011400555,11.977388192642609,10.439650177939717,0.0,4.496922337846709
2024-06-05,0.0,53.37059250028574,0.0,19.71242630668419,11.981025972799854,10.439218730252742,0.0,4.49673648997747
2024-06-07,0.0,53.368386902713574,0.0,19.711611669304936,11.984663452286684,10.438787318225852,0.0,4.496550657468959
2024-06-14,0.0,53.35736164874908,0.0,19.707539492173186,12.002846340969029,10.436630792837995,0.0,4.4956217252707065
2024-06-26,0.0,53.35295282255993,0.0,19.705911092388188,12.01011739305322,10.435768432148782,0.0,4.4952502598498825
2024-07-09,0.0,53.3441373555824,0.0,19.702655099995887,12.024655893050726,10.434044138231917,0.0,4.494507513139064
2024-07-12,0.0,53.33752766686414,0.0,19.70021381171961,12.035556615571613,10.432751291684102,0.0,4.4939506141605365
2024-07-15,0.0,53.33752766686414,0.0,19.691953374183356,12.043817053107867,10.432751291684102,0.0,4.4939506141605365
2024-07-17,0.0,53.32871729610188,0.0,19.688700628549118,12.041827637807378,10.447546140710559,0.0,4.493208296831069
2024-07-18,0.0,53.31330614892295,0.0,19.683010908665853,12.025962712544471,10.485810398438144,0.0,4.491909831428582
2024-07-19,0.0,53.31330614892295,0.0,19.683010908665853,12.02183436938199,10.489938741600625,0.0,4.491909831428582
2024-07-25,0.0,53.311105283553125,0.0,19.682198359975636,12.021338087293024,10.493633871546674,0.0,4.491724397631534
2024-07-29,0.0,53.29130566918504,0.0,19.674888439549655,12.037506589392233,10.506243119718366,0.0,4.490056182154706
2024-08-08,0.0,53.28690775197084,0.0,19.67326475010408,12.044765780345003,10.505376081711084,0.0,4.489685635868998
2024-08-13,0.0,53.28470906555932,0.0,19.67245300587457,12.048394926536043,10.504942616370101,0.0,4.489500385659969
2024-08-16,0.0,53.28470906555932,0.0,19.67245300587457,12.03601654033798,10.504942616370101,0.0,4.50187877185803
2024-08-22,0.0,53.28470906555932,0.0,19.67245300587457,12.027764282872607,10.504942616370101,0.0,4.5101310293234045
2024-08-26,0.0,53.27811409483761,0.0,19.67001817505963,12.018024387935116,10.503642434944641,0.0,4.530200907222996
2024-08-27,0.0,53.27179068617895,0.0,19.66920669871822,12.017528590606688,10.503209112653895,0.0,4.5382649118422425
2024-08-30,0.0,53.24543133616736,0.0,19.659474202454366,11.949731113793485,10.498012032516748,0.0,4.6473513150680485
2024-09-02,0.0,53.21251880895977,0.0,19.647322117978053,11.921740353774112,10.491522910389737,0.0,4.726895808898321
2024-09-04,0.0,53.155566711493606,0.0,19.626294054859493,11.954261717844373,10.480294082122724,0.0,4.783583433679797
2024-09-05,0.0,53.11402490558024,0.0,19.610955836327257,11.961372218931672,10.472103588264618,0.0,4.84154345089622
2024-09-09,0.0,53.10528753462326,0.0,19.607729792052368,11.979967315521451,10.466268351183148,0.0,4.840747006619778
2024-09-10,0.0,53.118394669311975,0.0,19.612569256581335,11.954129160184873,10.468851573971987,0.0,4.846055339949826
2024-09-11,0.0,53.115953354358716,0.0,19.610149225741655,11.952654118294609,10.467559803203272,0.0,4.85368349840175
2024-09-12,0.0,53.115953354358716,0.0,19.610149225741655,11.940314935151289,10.467559803203272,0.0,4.86602268154507
2024-09-17,0.0,53.10940008821551,0.0,19.607729792052368,11.918279011637644,10.466268351183148,0.0,4.898322756911331
2024-09-24,0.0,53.10950422164101,0.0,19.607686247715687,11.914139999374195,10.466245107966435,0.0,4.902424423302671
2024-09-30,0.0,53.0766038659674,0.0,19.607686247715687,11.914139999374195,10.466245107966435,0.0,4.935324778976285
2024-10-04,0.0,53.04763981565902,0.0,19.619789336104425,11.921494150581351,10.472705528030257,0.0,4.938371169624952
2024-10-07,0.0,53.00682830817243,0.0,19.65714017672203,11.902090516208107,10.488243124702555,0.0,4.945697874194881
2024-10-08,0.0,53.00295463476853,0.0,19.65876052577186,11.903071612180641,10.489107676444503,0.0,4.946105550834471
2024-10-09,0.0,52.99421794876764,0.0,19.655520094760725,11.917592976249319,10.487378715468079,0.0,4.94529026475424
2024-10-10,0.0,52.9947113851516,0.0,19.658760606795994,11.911314717156776,10.489107719675653,0.0,4.9461055712199835
2024-10-15,0.0,52.99495696948227,0.0,19.65864351066854,11.911258751608772,10.489058436395382,0.0,4.946082331845041
2024-10-16,0.0,53.043052797027265,0.0,19.676484806937587,11.831313391710104,10.498577831721185,0.0,4.950571172603848
2024-10-17,0.0,53.043052797027265,0.0,19.676484806937587,11.835438640798575,10.494452582632716,0.0,4.950571172603848
2024-10-18,0.0,53.043052797027265,0.0,19.676484806937587,11.823062893533166,10.494452582632716,0.0,4.962946919869258
2024-10-24,43.51884645492649,29.959253941652374,0.0,11.113478088560267,6.677925577059544,5.927373205777167,0.0,2.8031227320241547
2024-10-25,43.518858622708,29.95926231819922,0.0,11.113453236068406,6.6779274441940375,5.927374863058735,0.0,2.803123515771605
2024-10-29,43.519872628409836,29.955300305338362,0.0,11.11371218369031,6.68041307984974,5.927512973112589,0.0,2.8031888295991703
2024-10-30,43.518858622708,29.954602351886862,0.0,11.113453236068406,6.680257427350217,5.927374863058735,0.0,2.8054534989277835
2024-10-31,43.49858842703749,29.94065010979869,0.0,11.108276816493083,6.677145899854614,5.924614012887357,0.0,2.8507247339287716
2024-11-01,43.488460408635916,29.93367886162185,0.0,11.105690414587285,6.6755912228182055,5.923234552037831,0.0,2.8733445402989144
2024-11-05,43.48846030737931,29.91272382398383,0.0,11.10569038872929,6.67326285163313,5.923234538246435,0.0,2.8966280900280035
2024-11-06,43.47833700425278,29.905760699318794,0.0,11.10310519096786,6.671709440401445,5.921855719628888,0.0,2.919231945430238
2024-11-08,43.47732493315088,29.90506456514556,0.0,11.102846737386622,6.673881898512141,5.921717873072272,0.0,2.919163992732521
2024-11-11,43.476312909165046,29.904368463380237,0.0,11.102588295837458,6.671398844936312,5.9215800329329795,0.0,2.923751453747962
2024-11-12,43.4753130757352,29.903652814839845,0.0,11.102332967402427,6.671245421447919,5.921443853177193,0.0,2.926011867397414
2024-11-14,43.44396512516448,29.95419590863933,0.0,11.094327610788305,6.6664351082627675,5.917174185724923,0.0,2.9239020614201974
2024-11-15,43.436892811196664,29.949319616212776,0.0,11.09252154709455,6.658373084200927,5.916210919284507,0.0,2.9466820220105774
2024-11-18,43.44295465360081,29.97210655251166,0.0,11.094069565682696,6.659302294503328,5.917036557029321,0.0,2.914530376672185
2024-11-26,43.45205059022637,29.978382009232096,0.0,11.096392403861953,6.697919096816126,5.860115288831959,0.0,2.915140611031493
2024-11-27,43.45002894182288,29.97698723620516,0.0,11.09587613354368,6.697607469694623,5.859842641337605,0.0,2.919657577396058
2024-11-29,43.446996821914766,29.974895319997103,0.0,11.09510181813488,6.701792354784226,5.8594337176622036,0.0,2.9217799675068155
2024-12-05,43.44901818816383,29.976289898360424,0.0,11.095618016399103,6.695125423081834,5.859706327104097,0.0,2.9242421468907054
2024-12-10,43.41165333305932,29.950511186312834,0.0,11.086076117024476,6.691692059045461,5.938339918383681,0.0,2.9217273861742283
2024-12-12,43.40862656661184,29.948422963557338,0.0,11.08530316873412,6.693549579313034,5.937925882827817,0.0,2.926171838955858
2024-12-16,43.40862656661184,29.948422963557338,0.0,11.08530316873412,6.691225497939257,5.937925882827817,0.0,2.928495920329635
2024-12-18,34.748680065741574,23.973763980696912,19.949828377042326,8.873804211496829,5.3563374947794795,4.753319860047692,0.0,2.3442660101951867
2024-12-19,34.74803360250793,23.97331797362683,19.94945723113006,8.873639123552355,5.358098242180258,4.753231429450575,0.0,2.344222397551985
2024-12-20,34.74803360250793,23.97331797362683,19.94945723113006,8.873639123552355,5.356237845663289,4.753231429450575,0.0,2.3460827940689546
2024-12-23,34.74803360250793,23.97331797362683,19.94945723113006,8.873639123552355,5.35437744914632,4.753231429450575,0.0,2.347943190585924
2025-01-06,34.755146021294465,23.978224964309568,19.953540595846892,8.875455428852653,5.335004862150644,4.754204347023474,0.0,2.348423780522306
2025-01-07,34.756439501176665,23.979117360261046,19.954283205396674,8.87578574606771,5.329620874963375,4.7543812839200985,0.0,2.3503720282144274
2025-01-09,34.74480164710958,23.97108818717826,19.94760170869302,8.928620480339298,5.324115856545031,4.734187091022137,0.0,2.3495850291126694
2025-01-16,34.75255935033392,23.9764403716578,19.952055542554703,8.93061403288833,5.293673747340425,4.735244124498212,0.0,2.359412830726609
2025-02-10,34.75126615923408,23.975548174942688,19.95131309879996,8.930281712311103,5.297197901546545,4.735067919474128,0.0,2.3593250336914964
2025-02-11,34.75126615923408,23.975548174942688,19.95131309879996,8.930281712311103,5.295337331959716,4.735067919474128,0.0,2.3611856032783254
2025-02-12,34.75126615923408,23.975548174942688,19.95131309879996,8.930281712311103,5.293476762372887,4.735067919474128,0.0,2.3630461728651535
2025-02-13,34.75126615923408,23.975548174942688,19.95131309879996,8.930281712311103,5.293476762372887,4.7332073498873,0.0,2.3649067424519825
2025-02-19,34.75061959977457,23.975102101484573,19.95094189764273,8.930115561296901,5.29523881035686,4.733119286909339,0.0,2.3648627425350246
2025-02-21,34.75061959977457,23.975102101484573,19.95094189764273,8.930115561296901,5.29337827538658,4.733119286909339,0.0,2.3667232775053058
2025-02-24,32.76800467478043,22.607259001070616,18.8126877994564,8.420628806883332,4.998394565281086,4.463082290502374,5.698247418480103,2.2316954435456626
2025-02-28,32.78986459143036,22.622340566223926,18.825237962072,8.426246306199674,5.0105068368324215,4.466059664554913,5.6265598391805955,2.2331842335061167
2025-03-03,32.854463817468286,22.666908779906834,18.862325513895787,8.442846831897718,5.134714031338404,4.557531965935831,5.243625235662893,2.2375838238942483
2025-03-04,32.87528194457069,22.681271594975748,18.874277566809415,8.448196615093972,5.278778035025584,4.595622433748458,4.963566895349429,2.283004914426703
2025-03-05,32.856775640586854,22.668503749894324,18.86365277220794,8.689720417434007,5.2546968097540265,4.603590280667145,4.737362092484709,2.325698236970995
2025-03-06,32.89091286176373,22.69205565695678,18.883251551282694,8.698748780749387,5.3112243271805015,4.6823338883217405,4.513358364874328,2.3281145688708325
2025-03-07,32.861400262997904,22.67169436334993,18.866307849270854,8.954851536561284,5.306458632984593,4.709801453462758,4.303460320163601,2.326025581209081
2025-03-10,32.90481949389552,22.701650102439693,18.89123559337601,8.96668343548854,5.313469970018021,4.716024437119974,4.177018046882225,2.3290989207800066
2025-03-11,32.90192130918263,22.69965059062664,18.88957169455977,8.965893669574069,5.313001971175408,4.715609059976457,4.176650144245615,2.337701560659406
2025-03-17,32.89612647108181,22.695652623490258,18.886244776087892,8.96431455503677,5.312066220768524,4.714778525163838,4.175914533362523,2.354902295008391
2025-03-18,32.89033367384875,22.6916560643867,18.88291902931409,8.962735996643389,5.31113079992095,4.713948282854943,4.175179181552163,2.3720969714790154
2025-03-20,32.88685897467698,22.689258804470917,18.880924143407416,8.961789128434232,5.303526705790349,4.7134502778071194,4.17473809476393,2.389453870649054
2025-03-31,32.88801712615702,22.69005783482786,18.881589058541387,8.95858310505749,5.3037134760534625,4.713616267797817,4.174885113337728,2.389538018227237
2025-04-03,32.87354609302685,22.680073998545076,18.87328098390837,8.954641245248332,5.301379792842024,4.71154223284118,4.1730481250949305,2.4324875284932306
2025-04-07,32.86429131315359,22.67368895289859,18.867967652012318,8.952120274941864,5.310444563079978,4.710215808058616,4.171873300763871,2.4493981350911675
2025-04-09,32.86891805163169,22.67688102626841,18.87062394394654,8.953380582640026,5.29711386912284,4.710878927080768,4.172460630231665,2.449742969078057
2025-04-17,32.86602384522847,22.674891385685015,18.868962329147855,8.952592210738887,5.296647442425905,4.710464120121374,4.172093232611389,2.4583254340411065
2025-04-22,32.85619531350352,22.66811049577897,18.863319596222745,8.995651765952903,5.279231514578451,4.70905546338024,4.170845574820801,2.457590275762377
2025-04-25,32.8538835720457,22.66651558162949,18.861992384793467,8.995018837492106,5.28589600891003,4.708724137168,4.1705521167214235,2.4574173612397856
2025-04-28,32.89264820190678,22.693260032855036,18.88424784057956,8.899968558036768,5.279805471915973,4.714280008451679,4.175472993389369,2.46031689286483
2025-04-29,32.881067096242155,22.68527000904479,18.87759892413184,8.99541961720785,5.214570681712372,4.712620167183338,4.174002859588058,2.4594506448896034
2025-04-30,32.890331328179165,22.69166157785557,18.882917682623926,8.980344715870007,5.205474270561383,4.713947946666043,4.175178883787145,2.460143594456757
2025-05-02,32.905976562845474,22.702455521121497,18.891899887010418,8.996948890211314,5.1462883326233975,4.7161902719589825,4.177164928037015,2.463075606191901
