date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-10-24,60.83323536206198,12.558608036431766,10.431387905336358,10.075578589180559,0.0,3.5105571632610957,2.5906329437282385
2024-10-25,60.85521006803284,12.556625007511593,10.429740768660558,10.073987635495897,0.0,3.4942126426102083,2.5902238776889086
2024-10-28,60.82028417664832,12.534457793359758,10.411328313320947,10.056203219608234,0.0,3.5920753486990713,2.585651148363665
2024-10-29,60.80494934250118,12.531297436021942,10.408703268155545,10.05366771339332,0.0,3.616383020966838,2.5849992189611757
2024-10-30,60.80724907463527,12.527989241735316,10.409096940539763,10.054047957813486,0.0,3.6165197978630026,2.5850969874131637
2024-10-31,60.80207492194184,12.526923221971803,10.408211219547766,10.053192448312359,0.0,3.6247211694310133,2.5848770187952153
2024-11-04,60.934871326656626,12.483881752625054,10.372449468938894,10.010170644303122,0.0,3.616977966118657,2.581648841357649
2024-11-05,60.84906375875787,12.466302138394218,10.357843141844002,10.011755819521442,0.0,3.7407852623491897,2.574249879133276
2024-11-06,60.64942286539651,12.766840523403882,10.32316819313413,9.965423810010469,0.0,3.7313880065868914,2.5637566014681203
2024-11-07,60.54155664393813,12.744134440111424,10.304808230353544,9.947700102828575,0.0,3.8963632524841003,2.565437330284226
2024-11-08,60.54080104369001,12.74397538455225,10.304679619262464,9.94757594869243,0.0,3.8975626919402004,2.5654053118626527
2024-11-11,60.539667678681184,12.745296865386907,10.304486708645058,9.948013745990576,0.0,3.8974897269133333,2.5650452743829413
2024-11-12,60.54439031285776,12.748475362046854,10.305290550538619,9.976248920140053,0.0,3.8525485914801982,2.5730462629365176
2024-11-13,56.11638216453636,11.816095789139839,9.551597098629932,16.560275966480976,0.0,3.5707864584943523,2.384862522718538
2024-11-14,56.120277555660515,11.817205253232286,9.552260135075338,16.561425519419437,0.0,3.5638034655825948,2.3850280710298324
2024-11-18,56.06060759060595,11.910965735363444,9.542103680879496,16.543816560144116,0.0,3.560014246471166,2.38249218653583
2024-11-19,55.956489909794094,12.076298049824292,9.524381759052057,16.511360474834582,0.0,3.5534024660618884,2.378067340433091
2024-11-20,55.956489909794094,12.097927330752315,9.524381759052057,16.48973119390656,0.0,3.5534024660618884,2.378067340433091
2024-11-22,55.968018608944114,12.100256138733197,9.52644226001092,16.472529973999688,0.0,3.554171207737072,2.378581810575003
2024-11-25,55.9680874694064,12.099818842194177,9.526552178437935,16.472720038090173,0.0,3.5542122166360754,2.3786092552352454
2024-11-26,55.96864067197236,12.099774703856987,9.526744541788865,16.47189881298064,0.0,3.55428398448651,2.378657284914642
2024-11-27,55.96751055714464,12.101838035110335,9.526552178437935,16.47127775743577,0.0,3.5542122166360754,2.3786092552352454
2024-11-28,56.06015669064968,12.128781663252429,9.542076111243578,16.312338888349952,0.0,3.574161343612266,2.3824853028921016
2024-11-29,56.033605786296484,12.170109959040415,9.537556845420642,16.30490191709643,0.0,3.5724685688934796,2.381356923252547
2024-12-02,56.00676841174214,12.230985987852723,9.533234483877532,16.297512636785665,0.0,3.5422723602283996,2.3892261195135442
2024-12-03,56.004505147309224,12.233955488564867,9.532849240608728,16.29685404530214,0.0,3.542129215046631,2.389706863168403
2024-12-04,55.997647211721514,12.232331309847812,9.531583660489204,16.294690476575735,0.0,3.54165896232342,2.4020883790423198
2024-12-05,55.996585162081644,12.232225400128419,9.53150113432757,16.294549394221747,0.0,3.541628298004625,2.4035106112359954
2024-12-06,55.996585162081644,12.233379824053124,9.53150113432757,16.29339497029704,0.0,3.541628298004625,2.4035106112359954
2024-12-09,55.99642355305403,12.246620354708398,9.53147362592459,16.280360715049326,0.0,3.541618076683026,2.403503674580633
2024-12-11,55.99642355305403,12.246620354708398,9.53147362592459,8.982113726241083,7.298246988808243,3.541618076683026,2.403503674580633
2024-12-12,55.99561552190809,12.247886640292645,9.531336086291383,8.98198411389825,7.298141674745246,3.5415669709599924,2.4034689919043974
2024-12-13,55.99532692092443,12.247886640292645,9.531336086291383,8.982272714881907,7.298141674745246,3.5415669709599924,2.4034689919043974
2024-12-16,55.99435731932834,12.247674558837133,9.53117104397106,8.982117180010697,7.298015301881552,3.543237221957085,2.4034273740141403
2024-12-17,55.99326075182635,12.249229380833274,9.531033513070195,8.981987571732581,7.297909994504908,3.5431860944928033,2.4033926935398955
2024-12-18,55.99277598010919,12.249989098899043,9.530950996434795,8.981909808561085,7.29784681153767,3.543155418722467,2.4033718857357527
2024-12-19,55.99255656629955,12.249841916519234,9.531061018932846,8.982013493088973,7.29793105573711,3.5431963198676195,2.4033996295546762
2024-12-20,55.991783209123724,12.250890221630616,9.530978501821172,8.981935729468638,7.297867872405189,3.543165643920228,2.4033788216304344
2024-12-23,55.992106384538374,12.250383748121237,9.531033513070195,8.981987571732581,7.297909994504908,3.5431860944928033,2.4033926935398955
2024-12-27,55.99453031906732,12.246585010433572,9.531446117680392,8.98237640778858,7.298225925752491,3.5433394813123305,2.4034967379653094
2024-12-30,55.99469192216456,12.246331749560152,9.53147362592459,8.982402331389329,7.298246988808243,3.5433497075724927,2.403503674580633
2025-01-02,56.0027732665049,12.24809918180019,9.532849240608728,8.983698702237202,7.299300296630339,3.5438610958509558,2.389418216367682
2025-01-03,56.00299260352123,12.248246411915261,9.53273917682211,8.983594978799218,7.299216020816251,3.5438201793566724,2.3893906287692555
2025-01-22,56.05282479129109,12.170163765637882,9.541221531541678,8.991588697902786,7.305710957718947,3.5469735164265415,2.3915167394810757
2025-02-26,56.04472912157292,12.168406037519283,9.539843499684858,8.990290049126193,7.30465579906833,3.5609041586133676,2.391171334415044
2025-04-10,56.033399111859424,12.165946070975352,9.537914923684745,9.008688583902384,7.30317908890389,3.560184285766478,2.390687934907719
