date,EMPEROR SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,LUK FOOK SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,WEBULL SECURITIES LTD
2024-11-06,77.58300428229799,6.296646460152383,5.571436516322785,5.565875090373171,0.0,1.8541794116011348,1.1300817529614593,1.0766920638451698,0.9220844224459152
2024-11-07,77.58300428229799,6.296646460152383,5.571436516322785,5.562538234803403,0.0,1.8541794116011348,1.1300817529614593,1.080028919414938,0.9220844224459152
2024-11-18,77.41165764006037,6.2827399449525,5.5591316700701405,5.5558021841427685,0.0,1.8367664032673356,1.356210601083193,1.077643611826334,0.9200479445973542
2024-11-29,77.4159535621927,6.277539151377928,5.559440171367052,5.556110500671483,0.0,1.8368683337217948,1.3562858633281167,1.0777034151322435,0.9200990022086816
2024-12-04,77.42024996115168,6.277887539680778,5.55974870690612,5.550869092281395,0.0,1.8369702754900439,1.3563611339267876,1.0777632250760318,0.9201500654871578
2024-12-05,77.42196865426453,6.278026905829597,5.559872130710828,5.550992318962837,0.0,1.8370110553656263,1.3541712915686188,1.0777871509124006,0.9201704923855615
2024-12-18,77.42454683701673,6.278235966655196,5.560057276693048,5.551177169243748,0.0,1.8370722285739656,1.3508863457247833,1.077823041658804,0.9202011344337266
2024-12-27,77.42540626942545,6.278305656691235,5.560118994760678,5.551238788739899,0.0,1.8370926205487965,1.3497913151585117,1.077835005772134,0.9202113489032946
2025-01-03,77.42540626942545,6.273865553680845,5.560118994760678,5.555678891750289,0.0,1.8370926205487965,1.3497913151585117,1.077835005772134,0.9202113489032946
2025-01-08,77.42282802943691,6.273656636067976,5.559933844668169,5.559933844668169,0.0,1.8370314459823955,1.3486363787725744,1.0777991142289463,0.9201807061748677
2025-01-27,77.41681280383582,6.273169215742858,5.559501875735311,5.567271193589203,0.0,1.8368887211702811,1.3485315989256144,1.0777153765899354,0.9201092144109748
2025-02-11,77.40822124561637,6.272473032361167,5.569982687441737,5.566653349314157,0.0,1.8366848670484308,1.348381941669996,1.0775957739601367,0.9200071025880056
2025-02-17,77.40822124561637,6.272473032361167,5.567763128690016,5.566653349314157,0.0,1.838904425800151,1.348381941669996,1.0775957739601367,0.9200071025880056
2025-02-25,77.4056441499928,6.263386268047186,5.57867518948852,5.5675777652006975,0.0,1.8388432044922374,1.3483370509704697,1.0775598983475936,0.9199764734605098
2025-03-04,75.70685856316413,6.125926649517545,5.456242605798139,5.44104718179154,2.198994931240706,1.7984869699239143,1.3187457262869982,1.0539111936005556,0.8997861786764786
2025-03-07,75.69864232768631,6.125261821299502,5.455650456355881,5.440456681462509,2.209608977350423,1.798291785594131,1.3186026068176637,1.0537968158188902,0.8996885276146859
2025-03-12,75.69617780478805,6.12506240097237,5.455472836585419,5.441364790658303,2.20953703904673,1.8004037071603758,1.3185596770342718,1.0537625073253314,0.899659236429145
2025-03-24,75.69617780478805,6.126147635274456,5.455472836585419,5.440279556356217,2.20953703904673,1.8004037071603758,1.3185596770342718,1.0537625073253314,0.899659236429145
2025-04-02,75.71918626109989,6.1084695716363795,5.457131071017607,5.431077530992857,2.2102086454330316,1.8009509542109035,1.3189604637530126,1.054082806834712,0.8999326950216028
2025-04-09,75.67482532656338,6.219893243067309,5.453933949572538,5.424640888773164,2.208913769908432,1.8031506314281995,1.3181877359718785,0.9970489953565074,0.8994054593585904
2025-04-23,75.66661604217744,6.2192185025276085,5.4533423010999975,5.43707014384587,2.208674144626934,1.8029550237573497,1.315875116617127,0.9969408344362239,0.8993078909114577
2025-04-28,75.66579521169847,6.219151036525173,5.453283143312759,5.438095961294382,2.2086501849581808,1.8029354653244092,1.3158608420207631,0.9969300196348568,0.8992981352310079
2025-04-30,75.66004989695195,6.21867881548975,5.452869074736956,5.445276060310229,2.2084824818310014,1.8027985681744223,1.315760928517193,0.9968543225946415,0.8992298513938605
