date,KINGSTON SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,VMS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,CEPA ALLIANCE SECURITIES LTD
2025-04-10,51.02740889264231,12.925392220053885,9.464345335763934,8.82021975392845,5.41128872430952,3.385962744674431,2.6296196443014495,2.232577430764479,2.1691792794256544,1.934005974135884
2025-04-11,51.03032448946432,12.926130749273723,9.464886108179819,8.815009936630545,5.411597913753975,3.3861562113315085,2.6297698951341757,2.2327049954557547,2.1693032216823886,1.9341164790937935
2025-04-14,51.03032448946432,12.926130749273723,9.464886108179819,8.82643750814661,5.411597913753975,3.3861562113315085,2.618342323618112,2.2327049954557547,2.1693032216823886,1.9341164790937935
2025-04-15,51.036156682768286,12.927608060930204,9.465967838424245,8.827446270882255,5.412216398653536,3.386543210978866,2.6072126931971393,2.232960168575944,2.169551148691483,1.934337526898042
2025-04-16,51.0419902093331,12.92908571030556,9.46704981595618,8.828455264224774,5.412835024941018,3.3983604829967082,2.584650334600774,2.233215400029647,2.1697991323776034,1.9345586252346312
2025-04-17,51.047825069615996,12.930563697515614,9.468132040860434,8.823748742982582,5.413453792664913,3.3987489662538826,2.579230053388633,2.233470689836869,2.170047172760187,1.9347797741208916
2025-04-22,51.047854156088924,12.930571065204454,9.468137435694905,8.823753770654744,5.413456877189611,3.398693923954441,2.579231523004724,2.233471962443188,2.170048409228504,1.9347808765365078
2025-04-24,51.05369035719851,12.93204939204984,9.469219909289954,8.83619537712391,5.414075787103761,3.399082489969175,2.556660793498299,2.2337273109149494,2.170296506609739,1.9350020762418647
2025-04-25,51.04498569644649,12.929844475970345,9.467605406081274,8.851835086730592,5.413152686487866,3.398502945968804,2.5562248825051914,2.233250190892594,2.169926470777086,1.9346721581397595
2025-04-30,37.00131091106139,9.372540494616178,6.8628447326226985,6.416487294664121,3.9238672090710027,2.4593519641304193,1.848804383901527,1.6271165547599702,1.572928719714668,1.4023983954076569
