date,BNP PARIBAS,FORTUNE (HK) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,EMPEROR SECURITIES LTD,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2025-02-13,80.83339637118125,7.411521877735392,4.802187233214822,2.8295708743529615,1.245339701957055,0.9081772696326875,0.8031382041777884,0.6021375233690307,0.5645309443790052
2025-02-18,80.83304696263347,7.411489840864342,4.802166475392652,2.829990900976254,1.2453343188807986,0.9081733439668718,0.8031347325513792,0.6021349205834614,0.5645285041507542
2025-02-20,80.82807269300841,7.411073386742971,4.8018966400338865,2.829399649458736,1.2452643431241397,0.9146058139710792,0.8030896041390668,0.6021010864185791,0.564496783103133
2025-02-21,80.8270246088879,7.4109772885919964,4.801834374642061,2.830659644406216,1.2452481959893587,0.9145939544302265,0.8030791906102839,0.6020932790743411,0.5644894633676162
2025-02-26,80.81829163146192,7.4101765675747515,4.801315559166668,2.8355399778291113,1.2451136528159839,0.9201134907480838,0.8029924217049976,0.6020282257454583,0.5644284729530283
2025-02-27,80.81759307479045,7.410112517368127,4.801274058771796,2.83551546870712,1.2451028906180783,0.9201055377042309,0.8029854810025651,0.6028873767484274,0.5644235942892087
2025-02-28,80.81759307479045,7.410112517368127,4.801274058771796,2.8260075674250658,1.2451028906180783,0.9201055377042309,0.8029854810025651,0.6123952780304814,0.5644235942892087
2025-03-03,80.81820873139182,7.410208593093285,4.801336309633141,2.824747659189182,1.2451190339847051,0.9201174673215679,0.8029958921012086,0.612835400968522,0.5644309123165653
2025-03-05,80.81855801540739,7.410240618888637,4.801357060278975,2.8243276825170445,1.2451244151999394,0.9201214439294243,0.8029993625274167,0.6128380495499876,0.5644333517011874
2025-03-10,80.81646235659939,7.410048468268735,4.803825600667276,2.824254446526081,1.2450921286062187,0.9200975847978616,0.802978540420116,0.612822158404588,0.5644187157097262
2025-03-20,80.81960588556895,7.410336697935642,4.804012455727495,2.8204745882846147,1.245140559124728,0.9201333739592316,0.8030097739860274,0.6128459954317474,0.5644406699815671
2025-03-21,80.81925659249592,7.410304671309813,4.8039916933363,2.820462398516729,1.2451351777699504,0.9201293972482556,0.8034384920077535,0.6128433467816,0.564438230533688
2025-03-24,80.82100308805383,7.410464807207331,4.804095507086965,2.8205233484098358,1.2451620850090006,0.9179882917594991,0.8034558542282999,0.6128565902612853,0.5644504279839482
2025-03-25,80.8175101724179,7.410144542333033,4.803887884072252,2.8247232432455793,1.2451082716937751,0.9179486182150566,0.8034211305375661,0.6128301038742704,0.5644260336105763
2025-04-03,80.81576382781488,7.409984420276546,4.803784079294526,2.826823054533354,1.2450813667803995,0.9179287827287638,0.8034037698176892,0.6128168615392594,0.5644138372145788
2025-04-09,80.81576382781488,7.409984420276546,4.803784079294526,2.840652490054691,1.2450813667803995,0.9179287827287638,0.8034037698176892,0.5989874260179221,0.5644138372145788
2025-04-10,80.8230989823637,7.410656979420365,4.804220089510502,2.8426391551176797,1.2451943752309618,0.9072068703956225,0.8034766898834981,0.5990417924575192,0.5644650656201444
2025-04-16,80.82589367721077,7.410913224542545,4.8043862094600875,2.839279655431003,1.245237431465477,0.9072382397244139,0.803504472438154,0.5990625060781505,0.5644845836493971
2025-04-30,80.8150653111056,7.409920373391532,4.817139708503949,2.838899272880495,1.2450706051406162,0.9071166956578108,0.8033968257398143,0.5989822487764297,0.5644089588037642
