date,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CHINA SECURITIES (INTERNATIONAL)
2024-12-11,44.10876132930513,0.0,29.003021148036257,12.084592145015106,7.734138972809667,6.646525679758309,0.4229607250755287
2024-12-12,45.482866043613704,0.0,29.906542056074763,12.461059190031152,7.975077881619938,3.7383177570093453,0.43613707165109034
2024-12-13,46.34920634920635,0.0,30.476190476190478,12.698412698412698,8.126984126984127,1.9047619047619049,0.4444444444444444
2024-12-30,46.34920634920635,0.0,30.476190476190478,12.698412698412698,8.126984126984127,1.9047619047619049,0.4444444444444444
2025-01-02,52.394366197183096,0.0,27.042253521126757,11.267605633802818,7.211267605633803,1.6901408450704223,0.39436619718309857
2025-01-09,32.200357781753134,37.567084078711986,17.173524150268335,7.155635062611807,4.579606440071556,1.073345259391771,0.25044722719141327
2025-02-17,36.135957066189626,37.567084078711986,13.237924865831843,7.155635062611807,4.579606440071556,1.073345259391771,0.25044722719141327
2025-03-10,40.07155635062612,37.567084078711986,9.30232558139535,7.155635062611807,4.579606440071556,1.073345259391771,0.25044722719141327
2025-03-17,41.71322160148976,39.10614525139665,5.58659217877095,7.4487895716946,4.767225325884543,1.1173184357541899,0.260707635009311
2025-04-02,40.79601990049751,34.82587064676617,12.271973466003317,6.633499170812604,4.2454394693200666,0.9950248756218906,0.23217247097844113
2025-04-03,40.07155635062612,37.567084078711986,9.30232558139535,7.155635062611807,4.579606440071556,1.073345259391771,0.25044722719141327
2025-04-09,36.2657091561939,37.70197486535009,12.926391382405743,7.1813285457809695,4.596050269299821,1.0771992818671454,0.2513464991023339
2025-04-11,37.43572163181351,35.99588618443607,11.312992800822762,6.856359273225918,4.388069934864587,3.7709976002742542,0.23997257456290708
2025-04-14,38.90274314214464,37.406483790523694,7.837548984681154,7.125044531528323,4.5600285001781256,3.918774492340577,0.24937655860349126
