date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,IFAST SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD
2025-02-10,94.64923789427861,1.6122823670723572,1.0540295974735536,0.7618034184416889,0.0,1.922646722733786
2025-02-14,94.74470991000442,1.5130393733192655,1.0550927896613012,0.7625718441529098,0.0,1.9245860828621058
2025-02-18,94.3582850633186,1.5068683057375516,1.0507894985343194,0.7594616260917261,0.40785902141963065,1.9167364848981658
2025-02-19,94.3221202239809,1.5068683057375516,1.0507894985343194,0.7594616260917261,0.40785902141963065,1.9529013242358668
2025-02-25,94.32591053664751,1.5069288588931908,1.0468132473111367,0.7594921448821682,0.4078754111404237,1.9529798011255755
2025-03-03,94.32591053664751,1.4868364741079483,1.0468132473111367,0.7594921448821682,0.4078754111404237,1.973072185910818
2025-03-10,94.32401534223675,1.4868066006176275,1.0467922147591675,0.7594768851803556,0.4098764142243189,1.9730325429817706
2025-03-19,94.30506758589104,1.4865079317250924,1.0465819357145583,0.7593243218811958,0.40979407847556604,1.9927241463125565
2025-03-20,94.30506758589104,1.4865079317250924,1.0264939906912462,0.7593243218811958,0.40979407847556604,2.0128120913358685
2025-03-21,94.20652027617461,1.4865377932145576,1.026514611260323,0.7593395754528416,0.40980231056185107,2.111285433335811
2025-03-24,93.8802596835832,1.4813895433917015,1.02295953604481,0.7567097937865719,0.408383063313388,2.4502983798803277
2025-03-25,93.86146976468633,1.4810930466684413,1.0227547930372616,0.7565583400549606,0.40830132637886757,2.4698227291741306
2025-03-26,93.79764026313526,1.4800858449790086,1.0220592794382075,0.7560438505433315,0.40802366537259166,2.536147096531599
2025-04-09,93.79013661699443,1.4799674407163042,1.0219775164946372,0.755983368365896,0.40799102419746763,2.543944033231269
2025-04-10,93.72453088869837,1.4789322109436986,1.0212626483678784,0.7554545618063758,0.407705636530425,2.6121140536532623
2025-04-11,93.25857443707109,1.4715796214063133,1.0161853872143594,0.7516987795832247,0.40369008533173184,3.0982716893932913
2025-04-15,92.34042385613387,1.4570916057740209,1.0061808250682767,0.7442981445710539,0.39971567023260296,4.052289898220182
2025-04-16,96.00786961497438,1.514962299958441,1.0461428855118422,0.773859120789582,0.41559100931292364,0.24157506945283244
