date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-04-19,448294.0,211869.0,234413.0,271325.0,200932.0,128315.0,122735.0,48415.0,0.0,0.0
2024-04-22,450764.0,216402.0,234308.0,270165.0,200857.0,0.0,122755.0,48520.0,0.0,0.0
2024-04-23,454479.0,217052.0,229848.0,268385.0,200657.0,128885.0,124790.0,49385.0,0.0,0.0
2024-04-24,451239.0,219139.0,0.0,263505.0,200422.0,128755.0,124800.0,49595.0,0.0,0.0
2024-04-25,448024.0,219169.0,229428.0,263590.0,200547.0,128060.0,124195.0,49090.0,123790.0,0.0
2024-04-26,449349.0,220900.0,228498.0,263905.0,200697.0,0.0,124180.0,49800.0,0.0,0.0
2024-04-29,446349.0,221576.0,228448.0,263270.0,200267.0,0.0,124130.0,49910.0,0.0,0.0
2024-04-30,452034.0,215680.0,228443.0,262285.0,200247.0,130995.0,124140.0,49985.0,0.0,0.0
2024-05-02,451119.0,217460.0,208503.0,262415.0,200207.0,128060.0,124240.0,49580.0,0.0,0.0
2024-05-03,451489.0,216870.0,208998.0,261675.0,200237.0,0.0,124440.0,49795.0,0.0,0.0
2024-05-06,449529.0,221965.0,209143.0,262685.0,200332.0,0.0,124205.0,49930.0,0.0,0.0
2024-05-07,447929.0,224984.0,209066.0,263480.0,200127.0,0.0,124315.0,49955.0,126790.0,0.0
2024-05-08,448139.0,226894.0,209076.0,263385.0,200012.0,128160.0,124135.0,50270.0,0.0,0.0
2024-05-09,448029.0,222511.0,210131.0,263260.0,200082.0,0.0,124145.0,50450.0,129825.0,0.0
2024-05-10,447749.0,217221.0,212201.0,263195.0,199952.0,0.0,124795.0,50850.0,0.0,0.0
2024-05-13,444579.0,217652.0,212211.0,260455.0,199922.0,0.0,0.0,50775.0,129830.0,0.0
2024-05-14,444655.0,212816.0,212010.0,258790.0,199762.0,127250.0,124350.0,50110.0,144830.0,0.0
2024-05-16,444610.0,213847.0,212330.0,258880.0,199477.0,126650.0,124185.0,50435.0,147650.0,0.0
2024-05-17,444285.0,215580.0,212430.0,259005.0,199537.0,125450.0,124200.0,50335.0,149650.0,0.0
2024-05-20,443820.0,211299.0,212150.0,259055.0,199712.0,129765.0,123920.0,50065.0,150230.0,0.0
2024-05-21,443875.0,220833.0,211155.0,258800.0,199702.0,125450.0,123900.0,50035.0,157650.0,0.0
2024-05-22,444305.0,223212.0,215155.0,260360.0,199802.0,124775.0,124045.0,51920.0,157785.0,0.0
2024-05-23,444220.0,223087.0,215030.0,260220.0,199852.0,0.0,123790.0,51595.0,0.0,0.0
2024-05-24,445475.0,222118.0,215050.0,260615.0,199402.0,0.0,123765.0,51615.0,0.0,0.0
2024-05-27,445775.0,221263.0,215200.0,260760.0,200267.0,0.0,123565.0,51990.0,157780.0,0.0
2024-05-28,445980.0,214747.0,215210.0,262745.0,200287.0,0.0,123725.0,51635.0,0.0,0.0
2024-05-29,446285.0,217884.0,214840.0,262865.0,200427.0,124830.0,123925.0,51690.0,157785.0,0.0
2024-05-30,446920.0,215535.0,215120.0,263170.0,200662.0,124775.0,0.0,51935.0,157790.0,0.0
2024-05-31,447990.0,211165.0,215145.0,263275.0,201127.0,126915.0,0.0,51815.0,0.0,0.0
2024-06-03,448210.0,219070.0,215195.0,263735.0,0.0,124840.0,123935.0,51685.0,0.0,0.0
2024-06-04,449140.0,219010.0,0.0,263380.0,201062.0,0.0,123925.0,51770.0,0.0,0.0
2024-06-05,450335.0,219200.0,211775.0,263755.0,201262.0,124875.0,124175.0,51880.0,0.0,0.0
2024-06-06,450255.0,222082.0,211797.0,263845.0,201252.0,0.0,124040.0,51540.0,157785.0,0.0
2024-06-07,450250.0,222792.0,211772.0,264105.0,201312.0,0.0,124190.0,51935.0,0.0,0.0
2024-06-11,450295.0,221679.0,211692.0,263995.0,200572.0,0.0,124050.0,51880.0,0.0,0.0
2024-06-12,450240.0,221689.0,211792.0,264165.0,200582.0,0.0,124250.0,51845.0,0.0,0.0
2024-06-13,442745.0,222925.0,212042.0,265080.0,200927.0,124955.0,124445.0,53345.0,0.0,0.0
2024-06-14,442485.0,222885.0,0.0,265300.0,0.0,0.0,124645.0,53275.0,0.0,0.0
2024-06-17,442071.0,221405.0,212057.0,265235.0,0.0,0.0,124805.0,53260.0,0.0,0.0
2024-06-18,440966.0,220065.0,212037.0,265380.0,200907.0,0.0,122705.0,53470.0,0.0,0.0
2024-06-19,441711.0,219795.0,0.0,265655.0,200822.0,0.0,122785.0,53510.0,0.0,0.0
2024-06-20,441396.0,218875.0,0.0,267640.0,201777.0,0.0,122800.0,53460.0,0.0,0.0
2024-06-21,441341.0,218710.0,212007.0,268915.0,203117.0,0.0,122750.0,53205.0,0.0,0.0
2024-06-24,441796.0,220384.0,211957.0,268445.0,203107.0,0.0,122770.0,53240.0,0.0,0.0
2024-06-25,441786.0,220969.0,211972.0,268405.0,203162.0,0.0,122565.0,52985.0,0.0,0.0
2024-06-26,441921.0,220860.0,211987.0,268805.0,203197.0,0.0,122570.0,53235.0,0.0,0.0
2024-06-27,441961.0,221235.0,0.0,268800.0,203227.0,125055.0,0.0,53285.0,0.0,0.0
2024-06-28,441826.0,220772.0,0.0,268935.0,203182.0,124955.0,123990.0,53550.0,0.0,0.0
2024-07-02,441976.0,219690.0,212122.0,269380.0,203227.0,125255.0,124210.0,54320.0,0.0,0.0
2024-07-03,436301.0,219675.0,212187.0,269035.0,0.0,131030.0,124230.0,54250.0,0.0,0.0
2024-07-04,0.0,229601.0,212117.0,269020.0,203217.0,131260.0,0.0,54135.0,157780.0,0.0
2024-07-05,438576.0,228286.0,212022.0,267690.0,203237.0,128685.0,124200.0,53945.0,0.0,0.0
2024-07-08,470589.0,229109.0,225022.0,267835.0,203202.0,129155.0,124245.0,53940.0,0.0,430.0
2024-07-09,470909.0,220046.0,0.0,267260.0,203117.0,130430.0,124210.0,53840.0,0.0,0.0
2024-07-10,471424.0,221879.0,225012.0,266655.0,197472.0,130680.0,124250.0,53730.0,0.0,0.0
2024-07-11,471464.0,222213.0,224962.0,266535.0,0.0,0.0,124285.0,53990.0,0.0,0.0
2024-07-12,471525.0,222159.0,234932.0,266655.0,197527.0,130685.0,124310.0,54085.0,0.0,0.0
2024-07-15,472125.0,221154.0,234922.0,266800.0,197562.0,0.0,124860.0,54120.0,157775.0,0.0
2024-07-16,466925.0,221734.0,234862.0,266410.0,197592.0,129525.0,124875.0,53340.0,157765.0,390.0
2024-07-17,466875.0,221749.0,0.0,266500.0,197572.0,129705.0,124845.0,53530.0,0.0,0.0
2024-07-18,464365.0,224121.0,235587.0,266380.0,197502.0,0.0,0.0,53300.0,0.0,0.0
2024-07-19,463625.0,228061.0,235772.0,267945.0,197712.0,129525.0,123725.0,53350.0,0.0,340.0
2024-07-22,463716.0,224431.0,235622.0,267420.0,197847.0,0.0,123765.0,53835.0,0.0,0.0
2024-07-23,464191.0,218891.0,236097.0,269715.0,197912.0,0.0,123865.0,53465.0,0.0,0.0
2024-07-24,464376.0,216556.0,235932.0,270110.0,197847.0,0.0,123940.0,53495.0,0.0,0.0
2024-07-25,464526.0,222701.0,0.0,270150.0,197782.0,0.0,0.0,53655.0,0.0,0.0
2024-07-26,436341.0,222791.0,233822.0,270155.0,0.0,158100.0,123800.0,54755.0,0.0,0.0
2024-07-29,436666.0,223001.0,233692.0,266995.0,197867.0,0.0,123825.0,55045.0,0.0,0.0
2024-07-30,436701.0,223641.0,233667.0,267240.0,195672.0,0.0,125125.0,55490.0,157775.0,0.0
2024-07-31,436706.0,224536.0,0.0,267285.0,0.0,0.0,125175.0,56220.0,0.0,0.0
2024-08-01,436836.0,224086.0,233657.0,267280.0,195572.0,0.0,125155.0,55285.0,0.0,0.0
2024-08-02,437521.0,228676.0,233827.0,267215.0,195547.0,0.0,125105.0,55165.0,0.0,0.0
2024-08-05,437091.0,228984.0,233817.0,266745.0,195067.0,161865.0,125015.0,55740.0,0.0,0.0
2024-08-06,440856.0,234140.0,233762.0,265615.0,195032.0,159050.0,124925.0,55625.0,155755.0,0.0
2024-08-07,440541.0,232970.0,233355.0,266265.0,195322.0,161100.0,124970.0,54700.0,0.0,0.0
2024-08-08,441026.0,222630.0,233420.0,266810.0,195437.0,0.0,125010.0,55285.0,0.0,0.0
2024-08-09,439796.0,224740.0,233410.0,267250.0,195837.0,0.0,125125.0,55575.0,153755.0,0.0
2024-08-12,438646.0,225400.0,233635.0,267245.0,195922.0,0.0,0.0,55805.0,0.0,0.0
2024-08-13,438466.0,225026.0,233645.0,267355.0,195942.0,161415.0,124980.0,55515.0,0.0,0.0
2024-08-14,438382.0,226642.0,233615.0,266920.0,195772.0,161100.0,125215.0,55495.0,0.0,0.0
2024-08-15,437382.0,232496.0,233605.0,266560.0,195702.0,161120.0,125185.0,55420.0,153775.0,0.0
2024-08-16,437142.0,231506.0,232405.0,266175.0,195632.0,161270.0,125020.0,55125.0,152765.0,0.0
2024-08-19,437202.0,232502.0,232430.0,0.0,0.0,0.0,125025.0,54950.0,0.0,0.0
2024-08-20,437407.0,232357.0,232600.0,266230.0,195662.0,161220.0,125075.0,55015.0,0.0,0.0
2024-08-21,436862.0,233627.0,232965.0,265930.0,195362.0,0.0,124710.0,54820.0,0.0,0.0
2024-08-22,436237.0,233402.0,233115.0,265380.0,195387.0,161270.0,124770.0,54880.0,0.0,0.0
2024-08-23,435822.0,234987.0,233360.0,265250.0,195282.0,160555.0,124810.0,54700.0,151765.0,0.0
2024-08-26,436772.0,235347.0,229020.0,265915.0,195297.0,160240.0,125400.0,55080.0,0.0,0.0
2024-08-27,437692.0,240645.0,228880.0,266585.0,195227.0,0.0,125415.0,55425.0,0.0,0.0
2024-08-28,437832.0,240535.0,227485.0,266250.0,0.0,161395.0,125140.0,55780.0,151265.0,0.0
2024-08-29,438639.0,239703.0,227835.0,266230.0,195257.0,0.0,0.0,55835.0,0.0,0.0
2024-08-30,438789.0,240791.0,227600.0,266450.0,0.0,0.0,0.0,55935.0,151215.0,0.0
2024-09-02,439584.0,240846.0,227530.0,266305.0,195432.0,0.0,125110.0,55820.0,0.0,0.0
2024-09-03,439854.0,241751.0,227425.0,265645.0,0.0,0.0,0.0,55920.0,0.0,0.0
2024-09-04,439164.0,241221.0,226785.0,265890.0,195482.0,161375.0,125105.0,55970.0,0.0,0.0
2024-09-05,438509.0,238786.0,223483.0,265105.0,195432.0,161360.0,125180.0,0.0,0.0,0.0
2024-09-09,437665.0,237316.0,223478.0,265180.0,195112.0,161220.0,125270.0,56080.0,0.0,0.0
2024-09-10,0.0,237281.0,222578.0,265315.0,195087.0,160540.0,125350.0,56180.0,151265.0,0.0
2024-09-11,437790.0,237311.0,221948.0,264225.0,194852.0,161540.0,125570.0,57115.0,0.0,0.0
2024-09-12,438225.0,231515.0,219723.0,264075.0,194592.0,0.0,0.0,56360.0,0.0,0.0
2024-09-13,438141.0,232114.0,219288.0,263670.0,194782.0,0.0,125520.0,55935.0,0.0,0.0
2024-09-16,438136.0,232119.0,220178.0,263905.0,194777.0,0.0,0.0,55985.0,0.0,0.0
2024-09-17,438186.0,234579.0,221478.0,261540.0,194387.0,0.0,125390.0,55875.0,151255.0,0.0
2024-09-19,436241.0,236049.0,221253.0,261330.0,192820.0,161940.0,125305.0,56060.0,149755.0,0.0
2024-09-20,436186.0,234971.0,220858.0,262270.0,194177.0,0.0,125345.0,55780.0,0.0,0.0
2024-09-23,436916.0,235016.0,221038.0,264350.0,192175.0,162810.0,125530.0,55920.0,147790.0,0.0
2024-09-24,434118.0,235424.0,221043.0,263805.0,192195.0,162665.0,125490.0,56615.0,147810.0,0.0
2024-09-25,427038.0,234009.0,221108.0,263950.0,192285.0,162585.0,125540.0,57210.0,147830.0,0.0
2024-09-26,426418.0,234324.0,221553.0,264135.0,192295.0,163585.0,125725.0,58435.0,0.0,0.0
2024-09-27,423158.0,237759.0,221298.0,264465.0,192120.0,163480.0,125760.0,58445.0,147990.0,0.0
2024-09-30,423513.0,237964.0,220963.0,264205.0,189535.0,0.0,125005.0,58550.0,0.0,0.0
2024-10-02,420838.0,237129.0,220348.0,264520.0,189540.0,162205.0,123830.0,59640.0,147985.0,0.0
2024-10-03,420513.0,235714.0,216673.0,264625.0,189060.0,0.0,123870.0,59240.0,147965.0,0.0
2024-10-04,421468.0,235514.0,216483.0,265120.0,188365.0,156460.0,125340.0,60055.0,147950.0,0.0
2024-10-07,422903.0,235599.0,216468.0,264975.0,189375.0,146565.0,125430.0,60325.0,147980.0,0.0
2024-10-08,425003.0,237078.0,216618.0,264960.0,189255.0,135140.0,125500.0,60680.0,0.0,0.0
2024-10-09,431048.0,235078.0,217168.0,264425.0,189055.0,0.0,125320.0,60580.0,0.0,0.0
2024-10-10,433668.0,233508.0,216363.0,264750.0,189100.0,0.0,125620.0,60090.0,0.0,0.0
2024-10-14,433083.0,230273.0,216198.0,264765.0,189150.0,0.0,125405.0,59955.0,148050.0,0.0
2024-10-15,434089.0,230453.0,216368.0,264875.0,189195.0,135390.0,125460.0,59875.0,0.0,0.0
2024-10-16,437494.0,234547.0,217068.0,264500.0,189265.0,140390.0,125675.0,61275.0,148055.0,0.0
2024-10-17,437624.0,234817.0,217578.0,264585.0,189305.0,140465.0,0.0,61245.0,0.0,0.0
2024-10-18,440179.0,241207.0,218428.0,264405.0,189205.0,140140.0,125765.0,61735.0,0.0,0.0
2024-10-21,441684.0,240407.0,220148.0,264590.0,189375.0,140240.0,125740.0,62580.0,0.0,0.0
2024-10-22,444704.0,239710.0,220598.0,264585.0,189370.0,140190.0,125840.0,63760.0,147940.0,0.0
2024-10-23,450104.0,244830.0,221018.0,271640.0,189185.0,140360.0,125920.0,64030.0,147845.0,0.0
2024-10-24,451379.0,263960.0,221108.0,272070.0,189050.0,141510.0,125990.0,64270.0,147890.0,0.0
2024-10-25,445589.0,264948.0,220753.0,271860.0,188950.0,142510.0,126150.0,64950.0,148355.0,0.0
2024-10-28,442799.0,238383.0,220963.0,269875.0,188750.0,0.0,126400.0,64972.0,148560.0,0.0
2024-10-29,442995.0,237127.0,221013.0,270545.0,188595.0,0.0,126380.0,64897.0,149195.0,0.0
2024-10-30,440685.0,237682.0,221038.0,269855.0,188535.0,142490.0,126495.0,64492.0,142765.0,0.0
2024-10-31,444030.0,237767.0,221148.0,269835.0,188195.0,0.0,126550.0,65232.0,142915.0,0.0
2024-11-01,451910.0,239645.0,221028.0,268540.0,187955.0,144130.0,126345.0,66207.0,143280.0,0.0
2024-11-04,457705.0,213742.0,220198.0,268705.0,187030.0,152290.0,126595.0,66347.0,143440.0,0.0
2024-11-05,453485.0,214174.0,220183.0,268395.0,187280.0,142490.0,126045.0,66817.0,0.0,0.0
2024-11-06,451425.0,214469.0,220008.0,268120.0,187315.0,0.0,126005.0,67312.0,0.0,0.0
2024-11-07,451655.0,215215.0,217489.0,266430.0,187445.0,0.0,125825.0,67287.0,0.0,0.0
2024-11-08,445385.0,215776.0,216199.0,265695.0,189685.0,135490.0,126210.0,66977.0,0.0,0.0
2024-11-11,446015.0,217298.0,215434.0,264240.0,188675.0,136060.0,126280.0,67522.0,0.0,440.0
2024-11-12,443285.0,216381.0,215574.0,263975.0,188555.0,0.0,126380.0,66007.0,0.0,0.0
2024-11-13,441160.0,215813.0,215509.0,263175.0,188345.0,0.0,125850.0,64827.0,0.0,0.0
2024-11-14,444131.0,213908.0,215244.0,262225.0,187715.0,135660.0,125820.0,64662.0,0.0,0.0
2024-11-15,445091.0,214670.0,216319.0,262855.0,187730.0,135560.0,125880.0,65362.0,143450.0,0.0
2024-11-18,467349.0,213674.0,209279.0,261945.0,187408.0,0.0,125890.0,65907.0,146340.0,385.0
2024-11-19,469189.0,213654.0,209274.0,262805.0,187383.0,135735.0,126220.0,65837.0,0.0,0.0
2024-11-20,467634.0,215396.0,209394.0,262785.0,187453.0,135560.0,126055.0,67217.0,0.0,0.0
2024-11-21,470794.0,215171.0,209729.0,262600.0,187658.0,135935.0,126270.0,68637.0,0.0,0.0
2024-11-22,472859.0,215226.0,210234.0,263630.0,187673.0,0.0,126535.0,69557.0,0.0,0.0
2024-11-25,471629.0,216031.0,210489.0,263545.0,187568.0,0.0,126510.0,69087.0,0.0,0.0
2024-11-26,472649.0,216156.0,209919.0,262760.0,188933.0,137590.0,126080.0,69632.0,146290.0,335.0
2024-11-27,477054.0,214174.0,210099.0,261565.0,189073.0,140290.0,125450.0,68542.0,146240.0,285.0
2024-11-28,485209.0,214419.0,209939.0,262080.0,188883.0,137590.0,125545.0,67592.0,0.0,335.0
2024-11-29,481419.0,214799.0,209869.0,262155.0,188783.0,0.0,125555.0,67751.0,0.0,0.0
2024-12-02,484874.0,214294.0,209874.0,262185.0,188673.0,0.0,125480.0,67711.0,0.0,0.0
2024-12-03,482339.0,214916.0,0.0,261140.0,188523.0,138015.0,125580.0,68256.0,0.0,345.0
2024-12-04,481534.0,214446.0,209989.0,256820.0,188518.0,137590.0,125375.0,68626.0,0.0,355.0
2024-12-05,481649.0,214496.0,209953.0,257005.0,188288.0,137560.0,125350.0,68416.0,0.0,0.0
2024-12-06,481504.0,214481.0,0.0,257065.0,188238.0,0.0,125400.0,68091.0,0.0,0.0
2024-12-09,481454.0,212993.0,209973.0,257740.0,0.0,0.0,125455.0,67561.0,0.0,0.0
2024-12-10,480654.0,213655.0,209983.0,257495.0,188148.0,0.0,125465.0,68316.0,0.0,85355.0
2024-12-11,479864.0,213535.0,209873.0,257530.0,0.0,0.0,0.0,67796.0,151160.0,85365.0
2024-12-12,475894.0,213934.0,209663.0,257300.0,188038.0,0.0,125535.0,67276.0,151215.0,0.0
2024-12-13,474860.0,213949.0,0.0,259115.0,188203.0,0.0,125555.0,67471.0,0.0,85360.0
2024-12-16,479165.0,215770.0,209648.0,258925.0,187778.0,0.0,125605.0,66721.0,0.0,85310.0
2024-12-17,488106.0,215360.0,209583.0,258895.0,188408.0,139720.0,0.0,67571.0,0.0,0.0
2024-12-18,498786.0,215067.0,209543.0,259400.0,188448.0,137560.0,125540.0,68131.0,151210.0,85340.0
2024-12-19,492321.0,214922.0,209498.0,260125.0,188133.0,0.0,125370.0,68391.0,0.0,0.0
2024-12-20,491596.0,214492.0,209463.0,260140.0,188083.0,0.0,125375.0,68776.0,0.0,0.0
2024-12-23,501931.0,212554.0,209588.0,260525.0,188563.0,137670.0,125470.0,69806.0,0.0,85370.0
2024-12-27,502691.0,212744.0,209468.0,261285.0,188578.0,137850.0,125655.0,69971.0,0.0,85390.0
2024-12-30,501096.0,212669.0,209268.0,261240.0,188613.0,0.0,125685.0,70426.0,151220.0,0.0
2025-01-02,499721.0,212609.0,208973.0,261235.0,0.0,137855.0,125695.0,70381.0,0.0,0.0
2025-01-03,491974.0,217906.0,207848.0,261275.0,188508.0,137850.0,126180.0,70766.0,0.0,0.0
2025-01-06,492469.0,219571.0,207683.0,260575.0,188388.0,138100.0,126345.0,70596.0,0.0,0.0
2025-01-07,493459.0,219156.0,207773.0,259975.0,188368.0,138000.0,126190.0,70511.0,0.0,85340.0
2025-01-08,494479.0,219196.0,207803.0,260385.0,188448.0,0.0,126140.0,70541.0,151105.0,0.0
2025-01-09,494634.0,219386.0,207603.0,260300.0,0.0,0.0,126065.0,70611.0,0.0,0.0
2025-01-10,495674.0,219376.0,207608.0,260130.0,188433.0,0.0,125895.0,70896.0,0.0,0.0
2025-01-13,491849.0,217292.0,207398.0,259940.0,188413.0,0.0,126055.0,71131.0,0.0,85315.0
2025-01-14,494055.0,212069.0,208333.0,257875.0,188233.0,0.0,126155.0,69641.0,0.0,85290.0
2025-01-15,498230.0,215744.0,208083.0,257593.0,188163.0,138600.0,126055.0,70861.0,151065.0,0.0
2025-01-16,498555.0,211686.0,208048.0,257944.0,188098.0,138150.0,124895.0,70321.0,151050.0,0.0
2025-01-17,498295.0,212465.0,207973.0,257519.0,188088.0,0.0,124745.0,69986.0,151030.0,0.0
2025-01-20,495855.0,211641.0,207938.0,257269.0,188093.0,138155.0,0.0,69681.0,0.0,0.0
2025-01-21,495845.0,214071.0,207988.0,257089.0,188263.0,138160.0,124640.0,69546.0,151035.0,0.0
2025-01-22,489447.0,210209.0,208013.0,256464.0,188473.0,0.0,124620.0,68991.0,0.0,0.0
2025-01-23,486298.0,209564.0,207963.0,256359.0,188503.0,137970.0,0.0,69301.0,150985.0,0.0
2025-01-24,483473.0,207429.0,207903.0,258239.0,188358.0,0.0,124625.0,68636.0,150995.0,0.0
2025-01-27,482653.0,205091.0,207868.0,256774.0,188258.0,0.0,124725.0,68411.0,0.0,85260.0
2025-02-03,480083.0,205076.0,207713.0,258944.0,188013.0,137890.0,124590.0,68546.0,0.0,0.0
2025-02-04,480183.0,204856.0,207033.0,256544.0,186973.0,0.0,0.0,66981.0,151250.0,0.0
2025-02-05,478163.0,205786.0,206728.0,255289.0,187123.0,138690.0,124240.0,68026.0,150995.0,0.0
2025-02-06,477408.0,205944.0,206836.0,257139.0,187103.0,0.0,124285.0,68951.0,0.0,0.0
2025-02-07,476628.0,206644.0,206696.0,256569.0,186643.0,139190.0,123795.0,68206.0,0.0,0.0
2025-02-10,477113.0,207119.0,205991.0,256149.0,186123.0,139215.0,124150.0,68961.0,150875.0,0.0
2025-02-11,482633.0,208029.0,206061.0,256089.0,186043.0,0.0,126230.0,69906.0,150925.0,0.0
2025-02-12,476313.0,208301.0,205731.0,255319.0,186558.0,139340.0,126195.0,71241.0,151475.0,0.0
2025-02-13,474608.0,205886.0,206581.0,255578.0,185998.0,0.0,126035.0,72496.0,151540.0,0.0
2025-02-14,480648.0,203276.0,206691.0,255574.0,186023.0,139625.0,126260.0,72111.0,146305.0,0.0
2025-02-17,477248.0,202334.0,206836.0,256564.0,185788.0,139610.0,126240.0,72471.0,145935.0,0.0
2025-02-18,476898.0,204868.0,208581.0,256214.0,185618.0,139710.0,126195.0,72586.0,0.0,0.0
2025-02-19,489871.0,206064.0,206761.0,251924.0,185038.0,139070.0,125970.0,71811.0,146385.0,0.0
2025-02-20,489378.0,204487.0,209836.0,251254.0,184858.0,138970.0,126100.0,72156.0,0.0,0.0
2025-02-21,489828.0,213952.0,208621.0,250249.0,184668.0,0.0,126115.0,72671.0,146055.0,0.0
2025-02-24,492615.0,214649.0,208456.0,249577.0,183543.0,0.0,125655.0,72411.0,147055.0,0.0
2025-02-25,498265.0,213629.0,208326.0,249718.0,182968.0,140970.0,125485.0,72766.0,146935.0,0.0
2025-02-26,496535.0,215761.0,207791.0,245618.0,184678.0,140975.0,125550.0,72891.0,0.0,0.0
2025-02-27,494630.0,216151.0,207386.0,245203.0,186238.0,0.0,125265.0,73721.0,0.0,0.0
2025-02-28,494475.0,216714.0,202841.0,244673.0,185868.0,141020.0,125305.0,72241.0,146985.0,0.0
2025-03-03,494245.0,216889.0,202666.0,244719.0,185783.0,141065.0,125135.0,72436.0,147090.0,0.0
2025-03-04,487960.0,219339.0,201926.0,242940.0,184328.0,141085.0,124000.0,71376.0,145255.0,0.0
2025-03-05,480035.0,217364.0,198941.0,228475.0,180143.0,147565.0,122840.0,72931.0,145280.0,0.0
2025-03-06,477473.0,217670.0,197745.0,224440.0,177813.0,146610.0,122775.0,73971.0,145305.0,0.0
2025-03-07,475568.0,215440.0,205445.0,223045.0,176878.0,148000.0,122485.0,74126.0,145340.0,85265.0
2025-03-10,471803.0,213397.0,205100.0,221099.0,175908.0,150500.0,121955.0,73766.0,145530.0,0.0
2025-03-11,470871.0,215501.0,204555.0,220739.0,175423.0,148500.0,121745.0,73141.0,0.0,0.0
