date,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD
2024-11-18,49898638.0,7300800.0,552808526.0,4584000.0,166900659.0,217546800.0,104484829.0,4678200.0,145509677.0,5004663.0
2024-11-19,54403838.0,6221400.0,554267529.0,4791600.0,166570659.0,217550400.0,106150083.0,0.0,139765483.0,4994005.0
2024-11-20,53985638.0,6090000.0,555205419.0,4822800.0,0.0,0.0,107182088.0,4743000.0,139312478.0,5319805.0
2024-11-21,54083438.0,6115200.0,555706419.0,4836000.0,166531059.0,217551600.0,107126298.0,4743600.0,138825278.0,4873405.0
2024-11-22,54389438.0,6127800.0,556468246.0,4828800.0,165332259.0,0.0,107574498.0,4733400.0,139409678.0,4965205.0
2024-11-25,53423438.0,6129000.0,557398846.0,4830000.0,335759859.0,217577400.0,109825286.0,4774800.0,139543478.0,4692200.0
2024-11-26,55165020.0,6201000.0,558854246.0,4923600.0,337247859.0,217588200.0,107874286.0,4785600.0,138376878.0,4476200.0
2024-11-27,53434319.0,6193200.0,560928946.0,5010600.0,336748659.0,217579800.0,109519686.0,4803600.0,137025678.0,4759400.0
2024-11-28,53736698.0,7213200.0,562833746.0,4990800.0,338308059.0,0.0,108916286.0,4762200.0,137052078.0,4793000.0
2024-11-29,54005450.0,7207200.0,562781546.0,4993800.0,338339259.0,217570200.0,108900086.0,4750200.0,136834278.0,4587800.0
2024-12-02,54465050.0,0.0,562602746.0,0.0,0.0,0.0,108830486.0,4762200.0,136936878.0,4751000.0
2024-12-03,55123250.0,7193400.0,562507346.0,4991400.0,333125259.0,217533600.0,113682086.0,4770600.0,136497678.0,5078000.0
2024-12-04,54753050.0,7262400.0,563644946.0,5191200.0,332875659.0,217519200.0,113763096.0,4762800.0,134912479.0,5051600.0
2024-12-05,56878250.0,7351200.0,564997646.0,4996200.0,332914859.0,217527000.0,107895748.0,4947000.0,135433879.0,4762748.0
2024-12-06,57482143.0,7254000.0,565300646.0,5160600.0,0.0,217524600.0,108366211.0,4827000.0,136316479.0,4661600.0
2024-12-09,57724543.0,7270800.0,555531245.0,4966200.0,332874659.0,217514400.0,110884212.0,4835400.0,136552279.0,4379000.0
2024-12-10,59360143.0,7561200.0,551787237.0,4965000.0,333017259.0,217510200.0,105016612.0,4966800.0,137183479.0,1823400.0
2024-12-11,61055743.0,8665200.0,553016815.0,4772400.0,332874659.0,217534800.0,93180490.0,5045400.0,137247679.0,3662322.0
2024-12-12,64924843.0,7888800.0,548936097.0,4971600.0,332892059.0,217547400.0,91866680.0,5190600.0,136351278.0,4092031.0
2024-12-13,64915424.0,8077200.0,493507697.0,38696945.0,299880314.0,217578600.0,133960600.0,5165400.0,145859678.0,1370083.0
2024-12-16,68227424.0,8378400.0,486822117.0,38704745.0,299152314.0,217582800.0,133222990.0,5313600.0,138280878.0,63458.0
2024-12-17,68952824.0,8513400.0,484631295.0,38710145.0,0.0,217592400.0,130559317.0,5358600.0,136747878.0,1156200.0
2024-12-18,70095224.0,8761800.0,491468894.0,38861945.0,0.0,0.0,119891917.0,4284200.0,134306478.0,756600.0
2024-12-19,71235724.0,8872800.0,520452070.0,38849345.0,299052936.0,0.0,85504885.0,4307000.0,132787278.0,570480.0
2024-12-20,72285682.0,9019800.0,514759323.0,38869145.0,298848714.0,216817800.0,82736262.0,4308200.0,135173678.0,1247080.0
2024-12-23,73105382.0,8971200.0,514677649.0,39948545.0,298742514.0,216457800.0,85149946.0,4789400.0,134588878.0,1478088.0
2024-12-27,74561282.0,9690000.0,527656920.0,40003745.0,298636314.0,216459600.0,57608640.0,4867400.0,135317478.0,1105800.0
2024-12-30,74571982.0,10541400.0,496573875.0,39203345.0,298637136.0,216464400.0,63624543.0,7433600.0,151756878.0,31200.0
2025-01-02,75722982.0,9448800.0,486758976.0,39763745.0,298636314.0,216465000.0,63724864.0,7866800.0,148603278.0,793200.0
2025-01-03,76776482.0,10143000.0,479976128.0,39463745.0,298637306.0,216460200.0,66595390.0,8047400.0,147844878.0,119400.0
2025-01-06,77180980.0,10234200.0,478252700.0,39569945.0,298636706.0,0.0,65787524.0,7845800.0,147416478.0,676800.0
2025-01-07,77899180.0,10360800.0,478080500.0,39615545.0,298636314.0,0.0,62554614.0,7863800.0,145436478.0,2401800.0
2025-01-08,77954980.0,10281600.0,475869349.0,39540545.0,300757314.0,216463200.0,59984912.0,7800200.0,146385078.0,1932600.0
2025-01-09,76806280.0,10041000.0,481272709.0,39600545.0,298423914.0,216464400.0,63765864.0,8082200.0,146912478.0,350148.0
2025-01-10,77220880.0,10098000.0,478157823.0,39480545.0,298549906.0,216457800.0,61616004.0,7006400.0,146314878.0,872748.0
2025-01-13,77130880.0,10068000.0,468859860.0,39500945.0,298431572.0,0.0,70286863.0,7047200.0,146601078.0,1006548.0
2025-01-14,77249030.0,10158000.0,471356681.0,39519545.0,298423914.0,216426000.0,67784539.0,5936800.0,145911078.0,292030.0
2025-01-15,77173430.0,10211400.0,467866451.0,39527945.0,0.0,0.0,67357991.0,5968000.0,145699878.0,291430.0
2025-01-16,73195432.0,10124400.0,469782298.0,39593345.0,298211514.0,0.0,73546419.0,5753800.0,144091878.0,304630.0
2025-01-17,73063032.0,10217400.0,467744417.0,39536345.0,0.0,216427200.0,71946715.0,4763400.0,142726606.0,361630.0
2025-01-20,75554032.0,10315800.0,454836529.0,39539945.0,0.0,0.0,78066315.0,4901400.0,146609478.0,229030.0
2025-01-21,71352532.0,10215600.0,453173249.0,39556145.0,0.0,216428400.0,81237589.0,5029200.0,146120278.0,1055830.0
2025-01-22,71464282.0,10340400.0,456543749.0,39619145.0,298464114.0,0.0,82898082.0,4939200.0,139765078.0,3900430.0
2025-01-23,69935082.0,10323000.0,455231149.0,39684545.0,298354314.0,0.0,83160333.0,5998800.0,142096878.0,9391200.0
2025-01-24,69184682.0,10360200.0,463670908.0,0.0,298363314.0,0.0,74811101.0,6367800.0,143118078.0,6431208.0
2025-01-27,68995282.0,10227600.0,469545348.0,39739145.0,298036914.0,216430800.0,79445897.0,5695800.0,141690678.0,2998212.0
2025-02-03,68636142.0,10448400.0,465928415.0,39787745.0,295714114.0,216382200.0,85572177.0,5886600.0,142682911.0,4413012.0
2025-02-04,70190142.0,10377000.0,466748615.0,39753545.0,296870514.0,0.0,86098857.0,5880600.0,143078911.0,6472632.0
2025-02-05,70028042.0,10851000.0,468536753.0,39722345.0,296765514.0,0.0,91207498.0,5865000.0,142671511.0,6847783.0
2025-02-06,69081242.0,11271600.0,469521313.0,39307745.0,298065114.0,216377400.0,91237027.0,5706000.0,142527311.0,4369955.0
2025-02-07,66588667.0,11080800.0,478263513.0,39348545.0,298945144.0,216376200.0,75107197.0,4458000.0,163359911.0,3382955.0
2025-02-10,53775798.0,10978800.0,472522280.0,40153145.0,295043314.0,216368400.0,89247185.0,8246400.0,187408511.0,7266000.0
2025-02-11,49645461.0,10656600.0,488627707.0,37681145.0,293315293.0,216444600.0,102145787.0,5268000.0,186103311.0,8153400.0
2025-02-12,46844617.0,9940200.0,492528439.0,37416545.0,293095708.0,216529800.0,106689267.0,6601200.0,170479098.0,3197000.0
2025-02-13,43508522.0,9993600.0,498080559.0,37853945.0,293781133.0,216646200.0,106140936.0,8214400.0,157079098.0,8354891.0
2025-02-14,40963418.0,8259600.0,501038947.0,37840145.0,294721114.0,216629400.0,109206806.0,6683800.0,163029698.0,9307800.0
2025-02-17,38070274.0,6378000.0,501583747.0,37577945.0,293017714.0,216585000.0,118901640.0,10506400.0,169357498.0,10443752.0
2025-02-18,32512665.0,7477800.0,505141152.0,37388945.0,292874314.0,216582000.0,134120962.0,6328000.0,175446038.0,6580070.0
2025-02-19,31379702.0,6892200.0,506623382.0,37394345.0,292636715.0,216545400.0,138914085.0,3674200.0,171150038.0,5920200.0
2025-02-20,31562202.0,6819000.0,507039682.0,37269545.0,292305466.0,215518800.0,136981032.0,3326000.0,177988688.0,3272802.0
2025-02-21,35696067.0,6966600.0,510423962.0,37233545.0,292256914.0,215385000.0,136813922.0,4104800.0,163423108.0,1534811.0
2025-02-24,36953688.0,7272000.0,504298090.0,37345745.0,0.0,215369400.0,138013303.0,4290200.0,162636508.0,2289611.0
2025-02-25,33911078.0,6549000.0,504727533.0,37219145.0,295867114.0,215412600.0,135991724.0,6325800.0,166033308.0,2614800.0
2025-02-26,39716464.0,6730800.0,502053850.0,37260545.0,305888114.0,214828200.0,125091961.0,2071400.0,163645908.0,7236000.0
2025-02-27,38123502.0,7239600.0,498559183.0,37398545.0,296400008.0,214829400.0,145432411.0,3411200.0,163527768.0,8934572.0
2025-02-28,37483702.0,7783800.0,496492634.0,37246145.0,298133914.0,214828200.0,149198463.0,3155600.0,161338368.0,11114467.0
2025-03-03,39793931.0,6117000.0,482304333.0,37937945.0,297042114.0,214831800.0,160424490.0,2587600.0,159409968.0,11124267.0
2025-03-04,41608923.0,5944200.0,473020302.0,38306345.0,298206914.0,214824600.0,163347758.0,2937400.0,159609368.0,15782667.0
2025-03-05,939040169.0,5421600.0,472052325.0,38386745.0,297494926.0,215152200.0,170820995.0,2972800.0,160700168.0,4973390.0
2025-03-06,938409369.0,5704200.0,474766524.0,38551745.0,301259114.0,215143200.0,175988806.0,3221800.0,159239163.0,1716067.0
2025-03-07,938664397.0,5875800.0,477465517.0,38527145.0,297808514.0,215146200.0,174524044.0,1977400.0,159799763.0,2015400.0
2025-03-10,942276530.0,5724600.0,481286249.0,38581145.0,297135914.0,215158200.0,211665503.0,1841800.0,121243163.0,557400.0
2025-03-11,941714737.0,5749200.0,543442025.0,38544545.0,297140114.0,215170200.0,172788413.0,1799200.0,104549473.0,127800.0
2025-03-12,943559549.0,5720400.0,533054234.0,38662145.0,297189314.0,215186400.0,176830916.0,2008600.0,102232473.0,2473191.0
2025-03-13,939001653.0,5526000.0,527888379.0,38541545.0,297406166.0,215179800.0,182894582.0,1954000.0,106773598.0,1956052.0
2025-03-14,944201095.0,5487000.0,512581347.0,38702345.0,297243566.0,215193600.0,182388546.0,1952200.0,105133943.0,1352663.0
2025-03-17,949298718.0,5140800.0,501929785.0,39007745.0,303874088.0,215187600.0,170397126.0,1784200.0,108308276.0,2562872.0
2025-03-18,950523933.0,5353800.0,499608305.0,39351545.0,296564766.0,215197200.0,175051724.0,2182000.0,106906051.0,3942113.0
2025-03-19,950108036.0,5269800.0,494070793.0,39481145.0,296403566.0,214481400.0,179509872.0,2085400.0,105510251.0,3874634.0
2025-03-20,953922784.0,5770200.0,469206831.0,39520145.0,295930313.0,214530600.0,174779042.0,4318600.0,108804851.0,2860313.0
2025-03-21,953499678.0,6125400.0,469816852.0,39799745.0,295949966.0,214494600.0,170378747.0,2870800.0,104709851.0,6206574.0
2025-03-24,958939240.0,5584200.0,459785098.0,40085945.0,297096566.0,214465800.0,155899247.0,2876200.0,108162900.0,5008426.0
2025-03-25,961196531.0,5438400.0,458408340.0,40318145.0,295933766.0,214459800.0,159749822.0,3197400.0,107463517.0,1338853.0
2025-03-26,961402403.0,5659200.0,456694499.0,40342745.0,297230966.0,214467000.0,149284753.0,3246000.0,108229518.0,2343252.0
2025-03-27,1025123147.0,1094829417.0,460861024.0,40445345.0,295740566.0,214483200.0,149982658.0,3189000.0,171306636.0,1608452.0
2025-03-28,1360990079.0,1094808417.0,464529418.0,53140938.0,295742366.0,214484400.0,150327636.0,3100600.0,310897020.0,881485.0
2025-03-31,1450173048.0,1094954217.0,470591545.0,53402538.0,352174950.0,242320316.0,144592568.0,2560000.0,440582276.0,3767392.0
2025-04-01,1725294646.0,1095007617.0,465679191.0,96000179.0,349159067.0,293642686.0,217770843.0,48450885.0,445311076.0,4178332.0
2025-04-02,2168752428.0,1094926017.0,458302172.0,96165779.0,349173467.0,304753516.0,223309151.0,102176587.0,445504276.0,8602025.0
2025-04-03,2147593879.0,1094803617.0,461054941.0,298620855.0,349250867.0,332555233.0,224899233.0,102696787.0,466740197.0,284601502.0
2025-04-07,2136960099.0,1095132417.0,466761897.0,297393855.0,349374467.0,332612233.0,240897867.0,103107787.0,465809997.0,280783500.0
2025-04-08,2135890116.0,1094885217.0,533147286.0,709454955.0,349584467.0,332618233.0,247400888.0,130050226.0,467432397.0,281024379.0
2025-04-09,2135481478.0,1095288417.0,543842951.0,709826355.0,359137862.0,626286638.0,242097387.0,163571807.0,461707428.0,279471896.0
2025-04-10,2132209360.0,1095250617.0,577985699.0,709903755.0,350784467.0,626294438.0,257556607.0,194533588.0,460404628.0,277908017.0
2025-04-11,2111427872.0,1095805617.0,574875674.0,709959555.0,352715267.0,626331638.0,440975421.0,195198388.0,460154083.0,276522759.0
2025-04-14,2113683778.0,1095773217.0,574108877.0,709221555.0,348653867.0,626284838.0,430781922.0,414038108.0,459773101.0,276612258.0
2025-04-15,2224879959.0,1095070017.0,573901202.0,709108155.0,350269902.0,626283038.0,433806604.0,413837708.0,462551101.0,276867617.0
2025-04-16,2226450583.0,1095292017.0,573032041.0,709271355.0,349403460.0,626311238.0,447922088.0,411127508.0,459190773.0,277067480.0
2025-04-17,2226224748.0,1095297417.0,572081853.0,709625355.0,348455267.0,626262638.0,452260346.0,411221108.0,459827301.0,277069014.0
2025-04-22,2224780769.0,1095321417.0,569910251.0,710492355.0,351518353.0,626307638.0,450766460.0,411458908.0,456440101.0,276899329.0
2025-04-23,2226395769.0,1095386817.0,572079002.0,710901555.0,345242267.0,626256638.0,448036639.0,410617708.0,457810920.0,276938365.0
2025-04-24,2230900589.0,1095601617.0,572058527.0,712946955.0,346710767.0,626250038.0,438193767.0,412150108.0,457475392.0,277789280.0
2025-04-25,2227534556.0,1095414417.0,594932326.0,713032155.0,347309277.0,626227238.0,439933019.0,414621508.0,459675192.0,282464714.0
2025-04-28,2240564172.0,1127038978.0,610576600.0,716147955.0,295234199.0,623684623.0,491246408.0,376694908.0,358570906.0,318102279.0
2025-04-29,2245089179.0,1120008778.0,675485898.0,717543555.0,664708568.0,589878974.0,459417597.0,367523308.0,356844399.0,327004958.0
2025-04-30,2246162537.0,1114780978.0,723001053.0,718276755.0,663982328.0,589029374.0,488194139.0,360113908.0,337631863.0,303408162.0
2025-05-02,2219782471.0,1111538578.0,765831559.0,716156955.0,658456129.0,587096574.0,542004652.0,339591508.0,326829243.0,307888423.0
