date,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ORIENT SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-11-05,38.14124947526553,18.706366570718277,16.110080142120335,8.798033909548302,8.15195717749048,3.9913467493272217,1.8673605858685494,2.336214151096035,0.0709815427376934,1.8264096958275726
2024-11-06,38.342974014177386,18.659865299131404,16.065343613973507,8.7790473616049,7.151950122675546,4.037435109222625,2.741535505722983,2.32972665325583,0.07078443212393004,1.821337888111892
2024-11-07,38.751993900753824,18.674609251715847,16.078037524711878,8.799607206540975,6.767979191897018,3.972509525678684,2.7300785629149806,2.3315674692938706,0.07084036191196556,1.82277700458096
2024-11-08,38.87554097842643,18.631966482141603,16.04132392925556,8.765921595059435,6.657380495296876,3.8873230331868243,2.9250067018944215,2.3262434224557413,0.07067860060339681,1.8186147616797104
2024-11-11,38.89185142471952,18.626529666710574,16.04132392925556,8.765921595059435,6.657380495296876,4.072174757841863,2.721126123230777,2.3262434224557413,0.07883382374994259,1.8186147616797104
2024-11-12,39.247525743326186,18.74030129562099,16.14401721831525,8.819303429566787,5.674070786440574,4.363617600951165,2.6017556981219796,2.508019994013773,0.07113107061111616,1.8302571630321811
2024-11-13,39.21673174819261,18.691721140640862,16.10216736509806,8.83191464306842,5.662090710486101,4.502385384241959,2.595011212372184,2.501518497688796,0.07094667878199451,1.8255126194290126
2024-11-14,39.25422154921112,18.701395780463095,16.11756046451186,8.818507023627795,5.656578159973575,4.452062965116816,2.5974919508135534,2.5039098604194954,0.07101450128407191,1.8272577445786198
2024-11-18,39.252077344059614,18.70037424373175,16.116680066052442,8.818025325419491,5.656269177562211,4.457282133163462,2.597350066567679,2.503773087960134,0.07101062221951593,1.8271579332636985
2024-11-19,39.31543002705727,18.725085395074885,16.142692317945496,8.867820196669204,5.512205561881066,4.42617796482559,2.60154217833692,2.507814166890791,0.07112523305652989,1.8301069582622498
2024-11-20,39.30467789484388,18.72816890128208,16.138277553514246,8.903682720205271,5.488819361108811,4.433171990212945,2.5953610232647044,2.5071283204058235,0.07110578145930696,1.829606453702937
2024-11-21,39.27782327640072,18.715373024126475,16.127251199674404,9.012384053611235,5.485069167555758,4.46840462827786,2.5935877628352837,2.42069329935123,0.0710571989817886,1.8283563891852528
2024-11-22,39.282117549082415,18.717419189326108,16.129014403652654,9.048901867903043,5.485668854114705,4.422427606356548,2.5938713216516467,2.4209579554914913,0.07106496771648346,1.8285562847049015
2024-11-25,39.31758115945972,18.73431713940656,16.143575560694817,9.081692770850234,5.490621276108202,4.393591315111994,2.5962130498389056,2.3410715118403798,0.0711291246531207,1.8302070920360674
2024-11-26,39.31005322571661,18.730730176679224,16.14048463384698,9.079953946145404,5.4895700152738325,4.4036909439914655,2.6039216016645184,2.340623278996209,0.07111550592781249,1.8298566717579443
2024-11-27,39.357419611693054,18.753299644852543,16.159933002960695,9.104587313691287,5.49618463598409,4.27481027243207,2.6070591795998275,2.343443597376899,0.0712011960815079,1.83206154532803
2024-11-28,39.30096382702687,18.725096295270596,16.135629853737118,9.123707466253435,5.3265898924046615,4.353147386400524,2.794545621169181,2.3399192597800997,0.07109411560704373,1.8293062823504715
2024-11-29,39.27840931194142,18.71435010928068,16.126369742240847,9.159463739313804,5.32353300421711,4.331519410515462,2.8230028713327897,2.338576398458028,0.07651895488607754,1.8282564578137817
2024-12-02,39.26553263685392,18.708214967607372,16.121083020422184,9.181048299581574,5.321787785762144,4.338295176483719,2.8220774038461474,2.3378097409233227,0.07649386961054416,1.8276570989090732
2024-12-03,39.256467535697325,18.702594620401307,16.116239902889617,9.268416521803264,5.320189007088456,4.274176486700941,2.8212295915412597,2.3371074129637357,0.07647088921893057,1.8271080316951627
2024-12-04,39.355950050356725,18.697820890086454,16.11447949063826,9.272865722051227,5.319607871168164,4.164477414543865,2.8209214224418444,2.3423137353162744,0.08465495072187529,1.8269084526753088
2024-12-05,39.355950050356725,18.697820890086454,16.11447949063826,9.275596526913223,5.319607871168164,4.161746609681869,2.8209214224418444,2.3423137353162744,0.08465495072187529,1.8269084526753088
2024-12-06,39.38822881273961,18.679457307066365,16.098653069811395,9.307408581864305,5.314383355362243,4.1712998718423355,2.7908696984268864,2.340013292233071,0.08457180904323898,1.8251142016105444
2024-12-09,39.42156834624325,18.68434650542446,16.112279516076246,9.399930081826543,5.318881629777414,4.032848135103307,2.793231985247585,2.325611366602947,0.08464339349235105,1.8266590402058986
2024-12-10,39.394842345410844,18.6665078344981,16.096896497351057,9.467334709239271,5.313803487008958,4.037181294031447,2.7905651782393037,2.323391015152101,0.08456258115876678,1.8249150579101605
2024-12-11,39.49685270551806,18.727811269093017,16.14976096725382,9.5039003342174,5.331254764312904,3.7439201835626554,2.799729786392249,2.328284573950025,0.0875770803172551,1.8309083353826143
2024-12-12,39.523894793868166,18.74063353446993,16.16081813340743,9.513145973829031,5.334904884575101,3.67527841637566,2.8016466616634133,2.329878667474954,0.087637041225053,1.8321618931112642
2024-12-13,39.548217690070224,18.731399734434575,16.152855448326527,9.54404370572344,5.332276294414519,3.643357160095341,2.8002662470154274,2.3287307002153343,0.0875938610992118,1.8312591586053968
2024-12-16,39.52765980678549,18.72166281196393,16.144458900102173,9.588328472736787,5.329504480155742,3.6441991619956102,2.798810617658791,2.327520183617297,0.08754832821611075,1.8303072367680653
2024-12-17,39.51742187621472,18.715518390663433,16.1391603132113,9.61526645867179,5.327755344879784,3.643003141365438,2.797892052264897,2.3267562950280625,0.08751959498775827,1.829706532712821
2024-12-18,39.6017466238259,18.71142434996155,16.135629853737118,9.654178944244453,5.206276773685049,3.6504093975155154,2.79728001023099,2.3262473144710527,0.08750044997789999,1.8293062823504715
2024-12-19,39.71917177475823,18.72166281196393,16.144458900102173,9.6758768009529,5.209125528858589,3.6770297850766513,2.607298649686048,2.327520183617297,0.08754832821611075,1.8303072367680653
