date,KINGSWAY FINANCIAL SERVICES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA INDUSTRIAL SECURITIES,BOCI SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-04-17,55.23080156431659,12.086836332691657,17.66917667384583,0.0,8.58328364665173,0.0,0.0,0.0,3.218876779404139,3.2110250030900613
2024-04-23,55.17799818361786,12.075280718754476,17.74788901703476,0.0,8.575077602538618,0.0,0.0,0.0,3.215799373840737,3.2079551042135472
2024-04-24,55.19926193274374,12.041397482060422,17.75472845797128,0.0,8.578382149729121,0.0,0.0,0.0,3.2170386350204736,3.209191342474966
2024-04-25,55.185101439323326,12.038308452898674,17.775827175340904,0.0,8.576181502116533,0.0,0.0,0.0,3.21621335488394,3.2083680754366255
2024-04-29,55.17738059562636,12.036624195816298,17.787331004634215,0.0,8.57498162470093,0.0,0.0,0.0,3.2157633805256167,3.2079191986965863
2024-05-07,55.16065951013561,12.032976588408594,17.719001115205334,0.0,8.665626855173084,0.0,0.0,0.0,3.214788867893387,3.2069470631839945
2024-05-10,55.17364962890342,12.035810307156737,17.69962426298239,0.0,8.667667576278413,0.0,0.0,0.0,3.2155459380513256,3.2077022866277094
2024-05-13,55.17390692075453,12.035866433875459,17.699240470788784,0.0,8.667707996302292,0.0,0.0,0.0,3.2155609331399653,3.2077172451389675
2024-05-14,55.172877767747806,12.03564193014135,17.700775618086706,0.0,8.667546318468627,0.0,0.0,0.0,3.2155009536245145,3.2076574119309935
2024-05-16,55.172877767747806,12.03564193014135,17.710102064809085,0.0,8.667546318468627,0.0,0.0,0.0,3.206174506902135,3.2076574119309935
2024-05-17,55.169790539074924,12.034968469187952,17.776724041528304,0.0,8.667061321154721,0.0,0.0,0.0,3.1533036282109634,3.198152000843138
2024-05-22,55.16850429576123,12.034687882700805,17.778641017066874,0.0,8.666859254959348,0.0,0.0,0.0,3.153230111243287,3.1980774382684563
2024-05-27,55.16850429576123,12.034687882700805,17.783303870781282,0.0,8.666859254959348,0.0,0.0,0.0,3.153230111243287,3.193414584554049
2024-05-28,55.159502271609405,12.032724143564451,17.703477579077,0.0,8.758686912594365,0.0,0.0,0.0,3.152715588437566,3.1928935047172127
2024-05-29,55.15307405278875,12.042975738937413,17.701414438129774,0.0,8.757666186269123,0.0,0.0,0.0,3.152348174939489,3.19252140893545
2024-05-30,55.164645925648855,12.045502520744261,17.68414706391638,0.0,8.759503664984486,0.0,0.0,0.0,3.153009580906748,3.1931912437992698
2024-05-31,15.8914474139909,3.469984564779036,5.091639759305315,0.0,2.5233768753338413,0.0,0.0,0.0,0.908297064361149,0.9198723182606094
2024-06-06,55.360263136307864,12.042414375824631,17.495490697094873,0.0,8.757257962350252,0.0,0.0,0.0,3.1522012335171676,3.192372594905214
2024-06-11,55.542055094318286,12.042414375824631,17.313698739084455,0.0,8.757257962350252,0.0,0.0,0.0,3.1522012335171676,3.192372594905214
2024-06-12,49.16509636313978,10.622344861441308,15.11167248388027,11.779897633059617,7.724581733662296,0.0,0.0,0.0,2.7804863319019586,2.815920592914771
2024-06-13,49.32545099060551,10.622344861441308,14.951317856414537,11.779897633059617,7.724581733662296,0.0,0.0,0.0,2.7804863319019586,2.815920592914771
2024-06-17,49.675163353448916,10.570130757388165,14.639155750305607,11.786779406807144,7.729094406475015,0.0,0.0,0.0,2.782110681997373,2.8175656435777796
2024-06-18,49.860376433034276,10.564046201886772,14.474484659367501,11.779994503656036,7.724645255847543,0.0,0.0,0.0,2.7805091969028015,2.815943749305073
2024-06-20,49.130309772776926,10.579488555306217,15.135945785883104,11.797214310814027,7.752407823793941,0.0,0.0,0.0,2.784573700681375,2.82006005074441
2024-06-24,49.29403200512974,10.578835148052814,14.974430530520449,11.796485694741488,7.751929021867275,0.0,0.0,0.0,2.7844017206613434,2.8198858790268866
2024-06-25,49.461895517529314,10.577310844959445,14.811715571087769,11.794785940526236,7.750812047340096,0.0,0.0,0.0,2.784000516549871,2.8194795620072726
2024-06-26,49.4623027756608,10.57739793615977,14.81101414989922,11.794883056142877,7.750875865784555,0.0,0.0,0.0,2.784023439384441,2.819502776968329
2024-06-28,49.461284642906584,10.577180210847988,14.81276768121349,11.794640270099814,7.750716321643866,0.0,0.0,0.0,2.7839661330057828,2.819444740282474
2024-07-03,49.77518623543981,10.57739793615977,14.498130690120215,11.794883056142877,7.750875865784555,0.0,0.0,0.0,2.784023439384441,2.819502776968329
2024-07-05,49.774981317435014,10.577354390380336,14.49848269025906,11.79483449813465,7.75084395643096,0.0,0.0,0.0,2.7840119779199712,2.8194911694400147
2024-07-12,49.93553927395412,10.577354390380336,14.337924733739948,11.79483449813465,7.75084395643096,0.0,0.0,0.0,2.7840119779199712,2.8194911694400147
2024-07-19,49.93348357700925,10.576918952305144,14.34145118542099,11.794348940041244,7.75052487734474,0.0,0.0,0.0,2.783897368465448,2.8193750994131883
2024-07-22,45.506066506648146,18.505732388769207,13.069847819431951,10.748587697479413,7.063314538949404,0.0,0.0,0.0,2.5370594983963897,2.5693915503254914
2024-07-25,45.50708870880505,18.505385256559247,13.069602654038759,10.748386074494547,7.063182044653366,0.0,0.0,0.0,2.537011908003749,2.569343353445283
2024-08-06,45.507259434666686,18.505454681959392,13.146560147522585,10.748426398486387,7.044450381861014,0.0,0.0,0.0,2.5370214259394444,2.5108275295644944
2024-08-07,45.50640581816826,18.505107560167755,13.148189327792368,10.748224781552741,7.04431824340348,0.0,0.0,0.0,2.5369738369751134,2.5107804319402787
2024-08-08,45.50213821599037,18.503372146528598,13.15633431243167,10.747216810330634,7.043657625467679,0.0,0.0,0.0,2.536735918930889,2.510544970320163
2024-08-14,45.50111411056951,18.502955695687774,13.159789331683177,10.746974925368168,7.04349909559986,0.0,0.0,0.0,2.5351783749888206,2.510488466102687
2024-08-22,45.50111411056951,18.502955695687774,13.16729158293998,10.746974925368168,7.04349909559986,0.0,0.0,0.0,2.5276761237320193,2.510488466102687
2024-08-27,45.500602075145856,18.502747477297,13.16826873313752,10.746853986969922,7.043419833341915,0.0,0.0,0.0,2.5276476791600526,2.5104602149477326
2024-08-28,45.490363786194564,18.49858409337622,13.187807119758938,10.744435790475416,7.041834962721083,0.0,0.0,0.0,2.527078922129902,2.5098953253438783
2024-08-29,45.4937760371928,18.49997167981838,13.181295301273439,10.74524173504697,7.042363173673493,0.0,0.0,0.0,2.527268479364819,2.5100835936300947
2024-09-02,45.4937760371928,18.49997167981838,13.19067160296196,10.74524173504697,7.042363173673493,0.0,0.0,0.0,2.527268479364819,2.500707291941572
2024-09-03,45.46223223443289,18.474026721906416,13.263979894117206,10.737791357975155,7.037480243869372,0.0,0.0,0.0,2.5255161592591135,2.4989733884398535
2024-09-04,45.45967654583629,18.472988192623845,13.268855815219274,10.737187726134449,7.037084627395564,0.0,0.0,0.0,2.5253741857454624,2.498832907045119
2024-09-05,45.45541770331404,18.471257569935656,13.27698113226779,10.736181823868264,7.03642536544033,0.0,0.0,0.0,2.525137598691087,2.4985988064828373
2024-09-09,45.44179476799726,18.46572175572893,13.302971919201525,10.73296420278093,7.034316557019728,0.0,0.0,0.0,2.5243808179175065,2.4978499793541222
2024-09-12,45.440603149648666,18.465237529853248,13.305245371866778,10.732682752694197,7.034132096420803,0.0,0.0,0.0,2.52431462118129,2.497784478335014
2024-09-13,45.43890094612865,18.46454582265434,13.308492954563015,10.732280706746419,7.033868598060638,0.0,0.0,0.0,2.5242200604374623,2.4976909114094767
2024-09-16,45.4167838998566,18.455558342635044,13.350689399300766,10.727056849125455,7.030444914960573,0.0,0.0,0.0,2.5229914151420196,2.4964751789795394
2024-09-23,45.4142333183772,18.432058109782478,13.378019355585618,10.726454423542256,7.030050089060272,0.0,0.0,0.0,2.522849725338745,2.4963349783134303
2024-09-24,45.41253308987302,18.431368046154866,13.411212913062448,10.726052844076369,7.029786896429376,0.0,0.0,0.0,2.5227552743109207,2.466290936092994
2024-09-26,45.41049298370582,18.430540038002437,13.455534287187126,10.725570988406401,7.029471091284282,0.0,0.0,0.0,2.5226419424123616,2.4257486690015644
2024-09-27,45.40369395344218,18.425909000901285,13.470363598114657,10.723965115469255,7.028418612362633,0.0,0.0,0.0,2.5222642429472413,2.425385476762747
2024-09-30,16.292377245621083,6.611837813108368,4.829591484092422,3.8481204945409435,2.5153179842457973,0.0,0.0,0.0,0.9050735079259316,0.8703101380691396
2024-10-02,45.556115974078324,18.429271897885805,13.328686631662649,10.725922337224077,7.012854364632001,0.0,0.0,0.0,2.521320662713298,2.4258281318038475
2024-10-03,45.634191799664535,18.46460688729966,13.143394099871317,10.744304835901726,7.024873264455376,0.0,0.0,0.0,2.5248917604105077,2.463737352396878
2024-10-04,46.6958475323089,19.14265059868131,10.652058336025554,10.994265498564268,7.375186612786758,0.0,0.0,0.0,2.622006453376739,2.5179849682564663
2024-10-07,46.542248878444994,19.19825319369568,10.869458006099176,10.958101589565004,7.331803008628834,0.0,0.0,0.0,2.6095569577947777,2.4905783657715324
2024-10-08,45.25717721584982,18.685374202778796,10.71811132108205,10.655538946634554,6.943405059330226,0.0,0.0,2.6695007449690813,2.637923529500107,2.4329689798553633
2024-10-09,45.182565907547165,18.8068056109351,10.631378090885086,10.64539830695318,6.8409876692869895,0.0,0.0,2.665099786815038,2.675903733607414,2.5518608939700282
2024-10-10,45.15356094349722,18.81328605382603,10.685779752563837,10.63856448977196,6.892256529920828,0.0,0.0,2.663388925071058,2.6623117101176637,2.4908515952314088
2024-10-14,45.163616249616425,18.815619848337857,10.671457533919433,10.640933605748163,6.893791375629833,0.0,0.0,2.6639820386682245,2.66290458382841,2.487694764251656
2024-10-15,45.15272320342451,18.829634829124856,10.668883677140348,10.649498991536973,6.849456448458284,0.0,0.0,2.6633395108590863,2.6622623158914056,2.524201023564536
2024-10-16,45.16277813639075,18.833827947558326,10.59888616470703,10.65187049852231,6.901086351982502,0.0,0.0,2.663932602445775,2.662855167600576,2.5247631307927296
2024-10-17,45.14518494137999,18.7949561530186,10.676377521828329,10.64772105416475,6.898398028478357,0.0,0.0,2.6628948654485334,2.661817850318908,2.512649585362531
2024-10-18,45.23665136947673,18.794001682833894,10.534437346757619,10.669293875573267,6.9123745317992284,0.0,0.0,2.6682900251329156,2.6672108279161635,2.5177403405101795
2024-10-21,45.25431594005853,18.80134059849609,10.501361208315425,10.673460154221607,6.9150737618286024,0.0,0.0,2.6693319722279094,2.668252353592798,2.5168640112590355
2024-10-22,45.29980253311758,18.809070299673913,10.459798477742153,10.684188398113529,6.92202432863408,0.0,0.0,2.672015005097549,2.670934301302437,2.4821666563187637
2024-10-25,45.300645739796394,18.809420410111755,10.55120135957823,10.684387272689381,6.9202917830963955,0.0,0.0,2.6720647417580246,2.57977583381163,2.482212859158191
2024-10-28,45.29980253311758,18.809070299673913,10.552866320931294,10.684188398113529,6.920162971770297,0.0,0.0,2.672015005097549,2.5797278149770775,2.4821666563187637
2024-10-29,45.29305800956495,18.78207584878096,10.603405375407213,10.68259766799414,6.906105095634076,0.0,0.0,2.671617178459747,2.5793437286448078,2.4817970955141035
2024-10-31,16.34408846343603,6.77754876110627,3.827602692145635,3.8548362371143132,2.478650029795198,0.0,0.0,0.9640582778923936,0.9307612232690712,0.8955613301450104
2024-11-01,45.30992308547749,18.789069440048696,10.633418419573463,10.68657538176599,6.845376342944134,0.0,0.0,2.672611967253086,2.5803041589999176,2.4827212039372206
2024-11-04,45.300645739796394,18.768469796871482,10.670330416277205,10.684387272689381,6.8421133396376925,0.0,0.0,2.6720647417580246,2.57977583381163,2.482212859158191
2024-11-05,45.300645739796394,18.761024230827797,10.67777598232089,10.684387272689381,6.8421133396376925,0.0,0.0,2.6720647417580246,2.57977583381163,2.482212859158191
2024-11-07,45.29643002028065,18.759278312757676,10.797761487452302,10.683392973839915,6.7298035090263095,0.0,0.0,2.671816076969804,2.5795357575135727,2.4819818621597665
2024-11-11,45.35400015995513,18.783120683385434,10.811485055440464,10.696971183544871,6.611260430972546,0.0,0.0,2.6752118594777583,2.5828142550417192,2.4851363721820814
2024-11-12,45.362453833499934,18.78662172783245,10.7948609299691,10.69896502536665,6.612492724424193,0.0,0.0,2.675710500559988,2.5832956738462785,2.485599584501406
2024-11-13,45.34892946805557,18.781020682998218,10.800959426690945,10.695775235118294,6.610521275339195,0.0,0.0,2.6749127640273547,2.603022620118643,2.48485852765178
2024-11-14,45.33997401611277,18.77731182966615,10.818574345732445,10.693663046314002,6.60921583756387,0.0,0.0,2.674384525478166,2.6025085783484414,2.4843678207841635
2024-11-15,45.49544284093633,18.773814253991475,10.671271694863012,10.691671179955108,6.607984765046577,0.0,0.0,2.6738863784406197,2.6020238193595437,2.483905067407336
2024-11-18,45.05923483851638,19.55260681025553,10.568956082163705,10.589159978025611,6.544627741696783,0.0,0.0,2.648249291229151,2.5770757467259773,2.460089511386863
2024-11-20,45.064222910980035,19.554771290410873,10.570126069159533,10.579262167939303,6.545352234190724,0.0,0.0,2.6485424533170963,2.577361029878589,2.460361844123845
2024-11-22,45.064888070750484,19.553583897698743,10.570282086997535,10.579418320628523,6.545448845309442,0.0,0.0,2.6485815464995914,2.5773990724045723,2.4603981597111058
2024-11-25,45.06505436376121,19.55365605197397,10.577332242850938,10.572077200916619,6.54547299853475,0.0,0.0,2.6485913199755364,2.5774085832115428,2.46040723877543
2024-11-26,45.05507895490248,19.549327737794496,10.60081572692457,10.569737010850186,6.544024120457135,0.0,0.0,2.648005039060325,2.5731487965223656,2.459862613488447
2024-11-27,45.03846308369244,19.54211813746821,10.633785269240773,10.565838995510518,6.541610748546507,0.0,0.0,2.6470284807740416,2.5721998444841265,2.458955440283379
2024-11-28,45.034311030641625,19.54031656819438,10.642023855531413,10.564864940868507,6.541007683676925,0.0,0.0,2.6467844537374448,2.571962715828298,2.458728751521405
2024-11-29,45.030159743067884,19.53851533105985,10.650260922947215,10.563891065804281,6.540404729989047,0.0,0.0,2.6465404716899408,2.5717256308897705,2.4585021045520206
2024-12-02,44.967982142962214,19.511536568385125,10.773634954431387,10.549304455452527,6.531373745596568,0.0,0.0,2.6428861312201066,2.568174594678233,2.4551074072738417
2024-12-04,44.96980357459967,19.512326884701476,10.809052999886005,10.549731755855449,6.531638299401505,0.0,0.0,2.642993181529776,2.540661519953947,2.4437917840721703
2024-12-05,44.97063154685048,19.51268614055596,10.811093187161218,10.549925994754732,6.5317585582159605,0.0,0.0,2.6430418436283265,2.5370259503065857,2.44383677852674
2024-12-09,44.96980357459967,19.512326884701476,10.81273527973098,10.549731755855449,6.531638299401505,0.0,0.0,2.642993181529776,2.536979240108971,2.4437917840721703
2024-12-10,44.97063154685048,19.510844966734886,10.812934360982291,10.549925994754732,6.5317585582159605,0.0,0.0,2.6430418436283265,2.5370259503065857,2.44383677852674
2024-12-11,45.307471006708504,19.499453891761632,10.499579670709434,10.544761674142455,6.528561180777164,0.0,0.0,2.6417480416169243,2.5357840443997994,2.4426404898840843
2024-12-12,45.40618899251035,19.4944313824063,10.41224454222475,10.542045640942135,6.526879607550071,0.0,0.0,2.641067601829887,2.535130897949812,2.4420113345866974
2024-12-13,45.604478799095936,19.484824077961424,10.235728428421314,10.536850278227647,6.523663011064913,0.0,0.0,2.639766022932173,2.533881527097877,2.4408078551987122
2024-12-16,45.785000237162826,19.48339096401029,10.058454954762432,10.536075290110006,6.523183193929473,0.0,0.0,2.639571867444802,2.533695159443108,2.4406283331370644
2024-12-17,45.94522091484393,19.473365066045798,9.994469072859868,10.53065356367645,6.446314033440048,0.0,0.0,2.6382135783121847,2.5323913530785673,2.4393724177431535
2024-12-19,45.947247530743205,19.469813084894714,9.99490992284436,10.531118064434459,6.446598376452265,0.0,0.0,2.638329948317095,2.5325030553291414,2.439480016984764
2024-12-20,46.24131016430507,19.469813084894714,9.70084728928249,10.531118064434459,6.446598376452265,0.0,0.0,2.638329948317095,2.5325030553291414,2.439480016984764
2024-12-30,46.24640991721496,19.47196032586998,9.701917153523278,10.53227949562667,6.436280778822255,0.0,0.0,2.6386209182481672,2.5327823540726206,2.4397490566220714
2025-01-03,46.24717412709148,19.472282094941846,9.700425001227224,10.532453538801638,6.43638713668545,0.0,0.0,2.6386645207714707,2.5328242076412226,2.4397893728396682
2025-01-07,46.24037448177426,19.46941911759757,9.768837226102878,10.530904969624476,6.380305177245404,0.0,0.0,2.63827656230285,2.5324518106983196,2.4394306546542404
2025-01-08,46.2386748828524,19.398867609487276,9.841989634066929,10.530517898478685,6.380070664443077,0.0,0.0,2.6381795905103176,2.5323587285722473,2.4393409915890714
2025-01-13,46.24164926296281,19.400115474096896,9.84262273651393,10.531195291658072,6.380481073161221,0.0,0.0,2.6383492958256536,2.532521626783621,2.433065238997795
2025-01-16,46.2371631410813,19.398418417525043,9.850950457942139,10.530274058266288,6.379922930228966,0.0,0.0,2.638118501941086,2.5323000903460757,2.4328524026691087
2025-01-17,46.238522734286015,19.396048346457423,9.851240122886802,10.530583698566016,6.380110530403227,0.0,0.0,2.638196075212127,2.532374552050931,2.432923940137458
2025-01-20,46.24362192099977,19.390835340188282,9.848650516415203,10.531745011888944,6.3808141293273515,0.0,0.0,2.6384870156137548,2.532653822449432,2.4331922431172575
2025-01-22,46.252123065264726,19.39440003261066,9.832077644399478,10.533681103397102,6.381987139121738,0.0,0.0,2.638972058909007,2.533119410018559,2.433639546278728
2025-01-23,17.04123331963116,7.083991124048077,3.524283562869789,3.7684404936169846,2.360012626235506,1.6503129480691368,1.2092412562588453,0.9440962822682468,0.9062273355515343,0.8654125600985201
2025-01-24,43.292388457084726,17.996519959358636,8.978325146326254,9.573531836990641,5.995492313394581,4.192536296141278,3.0720160461616257,2.398428695050053,2.30222455765162,2.198536691840578
2025-01-27,43.29672879856736,17.99665328573812,8.97087057664376,9.574491645373783,5.996093400212009,4.192956624976255,3.072324035606321,2.3986691530134334,2.302455370529034,2.198757109339929
2025-02-03,43.29674674045153,17.996660743434752,8.970832854761722,9.57449561298115,5.996095884954304,4.192958362510342,3.0723253087575157,2.3986701470064045,2.3024563246516365,2.198758020490644
2025-02-05,43.29964078736784,17.997863678630804,8.97477459103117,9.575135592693023,5.99649667679462,4.193238628792056,3.0725306695352903,2.398830479236071,2.3026102257441656,2.1888786701749563
2025-02-07,43.29819371555024,17.997262190931764,8.977816649486751,9.574815592143041,5.996296274177241,4.193098490967956,3.0724279857148296,2.3987503104420904,2.3025332726262175,2.1888055179598758
2025-02-11,43.29747021591162,17.996961462158257,8.979337602466735,9.574655599888718,5.996196077891551,4.193028425568397,3.072376646378322,2.3987102280544943,2.3024947979960384,2.188768943685863
2025-02-14,43.29539376153515,17.996098366249765,8.983702759411063,9.574196419815967,5.995908513109451,4.1928273368631785,3.072229301743596,2.398595191025169,2.302384375253641,2.1886639749930143
2025-02-18,43.301181880495484,17.99850424708641,8.971534879413035,9.57547638479637,5.996710100269977,4.193387871860033,3.0726400250822,2.3989158568765943,2.3026921787749526,2.1889565753449416
2025-02-19,43.4673271712613,17.67715695402613,9.012668479520764,9.61221719045299,6.0197192907811585,4.2094777709576325,3.084429649480787,2.4081204225548123,2.311527537187169,2.1973555337772575
2025-02-20,43.45260282171955,17.671168901508665,9.044831568897774,9.608961097773866,6.0176801396129385,4.20805183046114,3.083384813663831,2.407304683259396,2.309402953021229,2.1966111900816045
2025-02-25,43.44021877053603,17.66613259422353,9.07075391619372,9.606222530730054,6.015965092549801,4.206852529939025,3.082506044778395,2.4066185981350103,2.3087447700237465,2.1959851528906933
2025-02-26,43.439490516761985,17.66583643025156,9.072278300013723,9.606061487162359,6.015864237871646,4.206782004137855,3.082454368089738,2.4065782523649752,2.3087060650600137,2.1959483382861493
2025-02-27,43.43963616556338,17.665895662251543,9.071973427338623,9.606093695443926,6.015884408536751,4.206796109108915,3.0824647032888555,2.406586321410762,2.308713805948941,2.195955701108309
2025-02-28,17.04123331963116,6.925803435557901,3.5983668938959115,3.7684404936169846,2.360012626235506,1.6503129480691368,1.2092412562588453,0.9440962822682468,0.9057012007531235,0.8614665491104395
2025-03-03,43.40020104034587,17.63846875583045,9.165908747760747,9.597373145707111,6.010423102322295,4.202977119219246,3.0796663975873657,2.4044015878054927,2.306617922418011,2.193962181003416
2025-03-06,43.49271729042184,17.462898600887115,9.185447724206801,9.617831875223024,6.023235526999312,4.2119366095650115,3.086231325393227,2.4095270529703585,2.311534942049827,2.1986390522834873
2025-03-07,43.49271729042184,17.462898600887115,9.20223277110946,9.617831875223024,6.023235526999312,4.2119366095650115,3.086231325393227,2.4095270529703585,2.311534942049827,2.1818540053808295
2025-03-10,43.48979737726678,17.46172621731288,9.2083285409647,9.617186175538912,6.022831152985753,4.211653838336154,3.0860241291542247,2.4093652877329177,2.311379755579398,2.1817075251282807
2025-03-12,43.466451799297374,17.452352929812946,9.257065312195076,9.612023762050013,6.01959815486988,4.209393062867245,3.0843675809393294,2.4080719635075107,2.3101390290497905,2.180536405410832
2025-03-17,43.44968791282015,17.445622008581406,9.292062515618545,9.608316653038509,6.017276551519952,4.207769608811926,3.083178020120801,2.407143232420565,2.309248068163256,2.179695428904892
2025-03-18,43.432208942497205,17.43860397176684,9.328552567066712,9.604451412810109,6.014855917372245,4.206076904361072,3.0819377171473437,2.406174885186242,2.3083191022629084,2.1788185795293264
2025-03-20,43.417653872791114,17.43275991956305,9.358938524167938,9.601232754049574,6.012840209461432,4.204667357298587,3.0809048933652905,2.4053685241000426,2.307545534759542,2.178088410443431
2025-03-24,43.4180176306384,17.43290597313009,9.370746287319642,9.60131319422647,6.012890585693577,4.204702584461043,3.0809307055230595,2.4053886765403107,2.3075648676281193,2.165539494839289
2025-03-25,43.40492618695798,17.42764958605423,9.398072909665029,9.598418196762292,6.011077572968566,4.2034347783731265,3.0800017402451476,2.404663401364085,2.3068690883836487,2.1648865392258942
2025-03-26,43.403472069414825,17.427065738707274,9.401108183842393,9.598096638139515,6.010876194597031,4.2032939582222895,3.079898556460336,2.404582842230722,2.3067918054780923,2.1648140129075206
2025-03-27,43.40274504717866,17.426773829703244,9.402625744668333,9.597935866907443,6.010775510470992,4.203223551685046,3.0798469671604733,2.404542564688128,2.306753165967085,2.1647777515705924
2025-03-28,43.40056412659712,17.378999609810748,9.454076673678156,9.597453585525246,6.0104734783297635,4.2030123462245905,3.079692209630013,2.4044217401558816,2.3066372552003642,2.1646689748481123
2025-03-31,17.04123305656376,6.818932304630717,3.7118675863504693,3.7684404936169846,2.360012626235506,1.6503129480691368,1.2092412562588453,0.9440962822682468,0.9057012007531235,0.8499573503952043
2025-04-01,43.408503439921034,17.367939104787595,9.451752672208775,9.599209258352563,6.011572980908356,4.203781207933936,3.080255581141087,2.4048615836911464,2.3070592109113597,2.16506496014415
2025-04-02,43.40995789461467,17.368521038707172,9.452069364675637,9.599530891531654,6.011774405971312,4.203922060735216,3.0803587888500052,2.404942161502883,2.307136511735666,2.161786881675787
2025-04-03,43.369269971015235,17.3522416159357,9.53693946044309,9.590533302074109,6.006139601663945,4.199981746855152,3.0774715848733543,2.402688021953477,2.304974044903727,2.1597606502822106
2025-04-07,43.32576032209307,17.334833208064722,9.627695334524706,9.580911725846782,6.0001140212098445,4.195768170481666,3.074384152036341,2.400277556839018,2.302661610049843,2.1575938988540107
2025-04-09,43.2707732664524,17.31283263771011,9.742391693182297,9.568752074816059,5.992498953382255,4.190443095142412,3.0704822855446277,2.397231235329834,2.299739178195627,2.154855580244383
2025-04-14,43.268605588130434,17.31196533978202,9.746913208425728,9.568272721782241,5.992198755139999,4.190233172093411,3.0703284676813003,2.3971111444280706,2.299623971223659,2.154747631313138
2025-04-25,43.26643812698017,17.31109812874532,9.751434270675194,9.567793416773041,5.9918985869735,4.190023270075825,3.0701746652284188,2.3969910655577724,2.2995087757938526,2.1546396931968985
2025-04-28,43.26759407923648,17.310558740534027,9.756704250141409,9.568049040135323,5.985379406574169,4.190135215201487,3.0702566912856852,2.3970551061247924,2.2995702119201633,2.1546972588464577
2025-04-29,43.26817207852769,17.310789987287983,9.756834587135206,9.568176856938663,5.985459363528749,4.190191190007481,3.0702977059579624,2.3970871276915515,2.2982650600999732,2.1547260428247417
2025-04-30,17.04123305656376,6.817880035033895,3.8570376476583665,3.7684404936169846,2.357381952243452,1.6503129480691368,1.2092412562588453,0.9440962822682468,0.9051750659547128,0.8486420133991776
2025-05-02,43.25146372629629,17.303103770230013,9.792684226846465,9.56448202858197,5.983148030312938,4.188573114018681,3.0691120858343925,2.396161473240836,2.297377566584519,2.1538939780538904
