date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,KARL-THOMSON SECURITIES CO LTD,HANG SENG BANK LTD,EMPEROR SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,INNOVAX SECURITIES LTD
2025-02-04,23.720047038963738,20.216111590649252,0.0,12.634176490727423,11.276431279619837,10.904361451593513,10.077249271087338,6.343290345928946,4.828332531429956
2025-02-14,23.720612066111762,20.216593151746387,0.0,12.634477445135245,11.276699891642206,10.904621200667446,10.07510725192088,6.343441447284155,4.82844754549192
2025-02-27,23.714963005681756,20.211778572928406,0.0,12.631468546107252,11.274014347147764,10.90202426666097,10.096522852491383,6.341930757594951,4.82729765138752
2025-02-28,23.719802390559718,20.215903081811643,0.0,12.634046181916926,11.276314974584224,10.90424898408358,10.078176733727473,6.34322492127541,4.8282827320410275
2025-03-06,23.727715057734738,20.22264688642245,0.0,12.63826076182216,11.280076630178375,10.90788652252441,10.048179794985678,6.345340951872626,4.829893394459562
2025-03-10,23.758851711171765,20.249184020156132,0.0,12.654845297856502,11.294878891412647,10.922200377927508,9.930140673016357,6.353667614666642,4.836231413792445
2025-03-21,23.73054228983767,20.225056478595327,0.0,12.639766650461837,11.281420686894105,11.028339386313592,9.918308597138417,6.346097019264682,4.8304688914943705
2025-03-25,23.73167337133706,20.22602047625403,0.0,12.640369106404073,11.28195839926789,11.028865035938304,9.914014985414958,6.346399496673086,4.830699128710606
2025-03-27,23.836196166293252,20.31510311943471,0.0,12.456674517914248,11.343616552727829,10.862009536393405,9.960073533635894,6.374351314605235,4.851975258995423
2025-03-28,20.407284978574193,17.392712152355813,14.282845215723322,10.664743023548917,9.711801919407824,9.401942360383881,8.527285880281907,5.457380989952107,4.154003479772031
2025-03-31,20.409376261751582,17.394494510291793,14.284308882936097,10.665835917468893,9.712797158509815,9.392658117328294,8.528159733395093,5.457940247544132,4.154429170774298
2025-04-03,20.405194123927025,17.390930159647386,14.281381848434366,10.663650353576646,9.710806884242839,9.411224700981325,8.52641220623221,5.456821846958995,4.153577875999205
2025-04-07,20.40686677336656,17.39235572459952,14.282552518274578,10.66452447164085,9.711602896061871,9.411996155525,8.518913956304958,5.457269152186699,4.15391835203997
2025-04-08,20.84209337207624,17.754375835472352,12.487892841976223,10.886505461034302,9.913748920031045,9.607905895741418,8.696234281614064,5.570861653100374,4.2403817389539835
2025-04-09,20.80899731058651,17.735083367638854,12.474323101581259,10.874675838952822,9.902976326056384,9.664335284394506,8.739026586952479,5.564808178157449,4.23577400567974
2025-04-10,20.785542379921644,17.715093209318635,12.460262626726475,10.862418411840954,9.895988795260946,9.75780814597888,8.73335100598435,5.558535786074647,4.230999638893469
2025-04-11,20.77210138654507,17.70363772520667,12.452205184472865,10.855394217270591,9.88541760100794,9.751498248827163,8.796540625332451,5.554941352919212,4.228263658418041
2025-04-14,20.769935112203118,17.701791453832886,12.450906572835562,10.854262133350575,9.88438667370261,9.75048128766089,8.806052022868203,5.554362040951688,4.2278227025944695
2025-04-15,20.76776928964552,17.69994556750568,12.449608232028412,10.853130285530758,9.883355961400897,9.749464538585547,8.815561436767586,5.55378284980177,4.227381838733829
2025-04-22,20.79552597561256,17.723602024003192,12.466247470518093,10.867635788018452,9.896565334246626,9.68940363744197,8.766782290180911,5.561205630955638,4.23303184902256
2025-04-30,20.769501911553373,17.701422245767574,12.45064688301043,10.85403574490096,9.884180514044129,9.677278064794672,8.880953920405128,5.554246193057505,4.227734522466227
2025-05-02,20.766903087090444,17.699207320760856,12.449088971519021,10.852677612494343,9.895456431838136,9.676067176489479,8.879842673712703,5.553551207162267,4.227205518932751
