date,DBS VICKERS (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,CMB WING LUNG BANK LTD,CGS INTERNATIONAL SECURITIES HK LTD
2024-07-25,0.0,0.0,3.2462376607461056,6.505080321422997,76.28774423734855,3.074719625973638,5.529993541062981,1.3730446353176566,0.0,3.9831799781280743
2024-08-06,0.0,0.0,3.2185631331692215,6.449623807279885,75.63738295690257,3.0485073082160286,5.482849747309765,1.3613392811213596,0.8525108285055072,3.9492229374956693
2024-08-08,0.0,0.0,3.2182040292708844,6.460061478809603,75.62894388705804,3.0481671779115436,5.482238010756281,1.3611873927716263,0.8524157115389529,3.948782311883065
2024-08-09,0.0,0.0,3.284421894946552,6.592983903668193,75.12748428245163,3.1108863600727985,5.595040709682907,1.3891952266796537,0.8699550435928324,4.030032578905435
2024-08-15,0.0,0.0,3.2847959296044227,6.582346579223951,75.13603990769683,3.1112406322560267,5.5956778809125955,1.38935343021682,0.870054115316107,4.030491524773253
2024-08-20,0.0,0.0,3.289065953845661,6.590903208025212,75.2337119453735,3.115285045730948,5.552778938027608,1.3911595006558406,0.7913645028320929,4.03573090550914
2024-08-22,0.0,0.0,3.302623423871519,6.6180707911445635,75.54382393733306,3.0021767498929144,5.575667391791966,1.39689383480906,0.5083777562747727,4.052366114882152
2024-08-23,0.0,0.0,3.3042881168776796,6.62140664108757,75.53149675980664,3.003690002237302,5.578477816512115,1.397597941544435,0.5086340049555157,4.054408716978742
2024-08-26,0.0,0.0,3.3035312302469872,6.619889928868251,75.51419536898614,3.003001971192484,5.577199999587688,1.3972778050552366,0.5314236897914998,4.053480006271716
2024-08-27,0.0,0.0,2.8166845333677855,6.920777335005017,78.94646850573352,3.139494493491895,5.83069503642568,1.4607869115408512,0.4478150040297364,0.43727818040550726
2024-08-28,64.1984145302754,0.5696539315986436,1.006802335606799,2.291027419870428,28.218811136952638,1.1221882859892138,2.0841373293108605,0.1925952435908262,0.16006804689548665,0.1563017399097105
2024-08-29,64.50485663516092,0.5723730945426612,1.0116081649903503,2.3019633171201095,28.353509664096123,0.650208954882422,2.0940856658038642,0.19351456990548277,0.16083210921033456,0.15704782428773845
2024-09-02,65.4962830204423,0.5811703513347247,1.0271563745152565,2.3635425332643614,27.226119323835583,0.6602025328460585,2.126271331975639,0.19648884906132694,0.16330406566430283,0.15946161706043685
2024-09-03,65.502003204096,0.5812211084310117,1.0272460822487692,2.3637489556251436,27.228497144309166,0.6602601922972876,2.1264570320177723,0.18777240918507518,0.16331832798887935,0.1594755438009057
2024-09-12,66.61614794078606,0.5911072860612416,1.0447188427727008,0.7030224146017622,27.691635449969652,0.6714907712431235,2.1626266267496788,0.1909662907635867,0.16609626219902657,0.16218811485316711
2024-09-13,68.21262858592083,0.6052733909857375,0.6150050593306622,0.7198706070100845,28.355275744321425,0.687583296146082,0.2726686140007875,0.19554286861297307,0.1700768206075626,0.16607501306385525
2024-09-25,68.22628000802159,0.6053945246045116,0.5951150984166363,0.7200146750179879,28.360950497603827,0.6877209024808577,0.2727231832853983,0.19558200268966192,0.17011085815333385,0.16610824972619656
2024-09-26,94.66278591316772,0.8399744536695083,0.8257119272585909,0.99900793400363,0.6020553184077467,0.9542008820047305,0.37839870955690247,0.2713666529510808,0.23602587954349818,0.23047232943659235
2024-09-27,95.39545230799757,0.8464756468129652,0.8321027319985602,0.7269133465869415,0.5857280771711051,0.4884247158169475,0.38132742135916897,0.27346696328292636,0.23785266108794062,0.2322561278858714
