date,CHINA MERCHANTS SECURITIES (HK) CO LTD,ARK GROUP HOLDINGS (HONG KONG) LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,NEW HARVEST WEALTH SECURITIES COMPANY,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,ABN AMRO CLEARING HONG KONG LTD
2025-03-20,57.5381850853549,11.680143755615454,17.29559748427673,3.234501347708895,2.9380053908355794,2.336028751123091,2.2461814914645104,1.257861635220126,0.8984725965858041,0.5750224618149147
2025-03-21,63.514992339680454,14.226307725979426,5.832786167651565,3.939592908732764,3.578463558765594,2.845261545195885,2.7358284088421976,1.5320639089516306,1.094331363536879,0.7003720726636026
2025-03-26,57.745716862037874,11.722272317403066,16.997294860234447,3.2461677186654643,2.9486023444544633,2.3444544634806133,2.254283137962128,1.2623985572587917,0.9017132551848512,0.5770964833183048
2025-03-31,63.155996393146985,11.722272317403066,11.58701532912534,3.2461677186654643,2.9486023444544633,2.3444544634806133,2.254283137962128,1.2623985572587917,0.9017132551848512,0.5770964833183048
2025-04-03,63.1593183662429,11.721215399873772,11.585970606798304,3.2458750338111986,2.9483364890451718,2.3442430799747545,2.25407988459111,1.2622847353710216,0.901631953836444,0.5770444504553242
2025-04-07,61.23884230457127,11.721215399873772,13.506446668469932,3.2458750338111986,2.9483364890451718,2.3442430799747545,2.25407988459111,1.2622847353710216,0.901631953836444,0.5770444504553242
2025-04-08,28.00521937693688,21.203718806067524,26.308921872451474,5.87179905398793,5.33355080737237,4.240743761213505,4.077638231936063,2.283477409884195,1.6310552927744253,1.0438753873756321
2025-04-09,37.75093846907132,21.217561612534684,18.16549698057777,5.875632446548066,5.337032805614493,4.243512322506937,2.448180186061694,2.284968173657581,1.6321201240411296,1.044556879386323
2025-04-10,38.35482291496654,21.217561612534684,18.16549698057777,5.875632446548066,4.733148359719276,4.243512322506937,2.448180186061694,2.284968173657581,1.6321201240411296,1.044556879386323
2025-04-11,38.254046101029914,21.25224783390551,18.19519372241295,5.88523786169691,4.740886055255844,4.250449566781102,2.4521824423737124,2.2887036128821316,1.6347882949158083,1.0462645087461173
2025-04-14,38.45527130519798,21.182988430829393,18.135897018087014,5.866058334691218,4.72543588072348,4.236597686165879,2.444190972788007,2.2812449079354735,1.6294606485253382,1.0428548150562165
2025-04-24,38.43520782396088,21.189894050529748,18.141809290953546,5.8679706601467,4.726976365118174,4.2379788101059495,2.444987775061125,2.28198859005705,1.6299918500407498,1.0431947840260798
