date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-04-18,358412254.0,294311205.0,0.0,130748897.0,82893049.0,101818170.0,70718151.0,0.0,0.0,42862628.0
2024-04-22,358462825.0,294423205.0,0.0,130702897.0,82558478.0,101842170.0,70892151.0,0.0,0.0,42750628.0
2024-04-23,356270025.0,295907205.0,0.0,130802897.0,83680478.0,102242170.0,71002151.0,72256200.0,0.0,43030628.0
2024-04-25,355340025.0,296115205.0,0.0,131202897.0,82290478.0,102220170.0,0.0,0.0,0.0,42956628.0
2024-04-26,356520025.0,296705205.0,0.0,131092897.0,82413675.0,0.0,0.0,0.0,0.0,42704628.0
2024-04-29,356690025.0,297809205.0,165000822.0,131321897.0,82433675.0,102530170.0,71392151.0,0.0,0.0,42428628.0
2024-04-30,356838025.0,298693205.0,164430822.0,132125897.0,80948878.0,102640170.0,71002151.0,71842200.0,0.0,42692628.0
2024-05-02,356860209.0,297343205.0,0.0,132187897.0,83983973.0,103590170.0,70702151.0,0.0,0.0,42702628.0
2024-05-03,358022021.0,298075205.0,0.0,131993897.0,83819186.0,103244170.0,70502151.0,0.0,0.0,42696628.0
2024-05-06,358764125.0,297819205.0,0.0,132109897.0,83395186.0,103108170.0,70634151.0,0.0,0.0,42460628.0
2024-05-07,360513925.0,296629205.0,0.0,131895897.0,82950903.0,103016170.0,70438151.0,0.0,0.0,42764628.0
2024-05-08,361404774.0,297413205.0,0.0,131922897.0,82984903.0,103068170.0,70154151.0,71788200.0,54971742.0,42646628.0
2024-05-09,362374774.0,297607205.0,0.0,131964897.0,83018903.0,102876170.0,69994151.0,71278200.0,0.0,43098628.0
2024-05-10,362976774.0,297550913.0,0.0,131950897.0,83020903.0,0.0,0.0,0.0,0.0,43150628.0
2024-05-13,364670774.0,296860913.0,0.0,131872897.0,82636903.0,102676170.0,70002151.0,71276200.0,0.0,43010628.0
2024-05-14,366124772.0,296882913.0,0.0,131616897.0,77527808.0,102742170.0,69962151.0,71244200.0,0.0,43800628.0
2024-05-16,366376772.0,0.0,0.0,131376897.0,0.0,0.0,69960151.0,0.0,55009742.0,43938628.0
2024-05-17,372017972.0,296434913.0,0.0,131098897.0,73984808.0,102752170.0,0.0,71238200.0,0.0,44030628.0
2024-05-20,375524946.0,296234913.0,0.0,131128897.0,71597808.0,102652170.0,0.0,71236200.0,0.0,43986628.0
2024-05-21,377174497.0,296292913.0,0.0,131028897.0,69607808.0,102544170.0,70010151.0,0.0,0.0,44754628.0
2024-05-22,373035497.0,297288913.0,0.0,131328897.0,70499808.0,103150170.0,70262151.0,71234200.0,0.0,46070628.0
2024-05-23,374261184.0,296982913.0,0.0,131228897.0,67219808.0,104010170.0,70140151.0,71226200.0,0.0,46352628.0
2024-05-24,373339826.0,297162913.0,0.0,131268897.0,68219808.0,104060170.0,0.0,0.0,0.0,46586628.0
2024-05-27,372598826.0,297104913.0,0.0,131606897.0,0.0,104212170.0,0.0,0.0,0.0,46314628.0
2024-05-28,371462826.0,297313913.0,0.0,0.0,68239808.0,104446170.0,0.0,71200200.0,0.0,46346628.0
2024-05-29,370944826.0,297447913.0,0.0,131620897.0,68093808.0,104666170.0,0.0,0.0,55015742.0,46512628.0
2024-05-30,371042826.0,297279913.0,0.0,0.0,68089808.0,0.0,70340151.0,0.0,0.0,46514628.0
2024-05-31,370186826.0,297201913.0,0.0,131650897.0,68111808.0,104706170.0,70858151.0,0.0,0.0,47196628.0
2024-06-03,370116726.0,297265913.0,0.0,131662897.0,68052831.0,104912170.0,70878151.0,0.0,0.0,47032628.0
2024-06-04,326264726.0,298407913.0,0.0,131932897.0,100238109.0,104966170.0,69918151.0,0.0,55016742.0,47444628.0
2024-06-05,323165726.0,300355913.0,0.0,131765897.0,109421501.0,105290170.0,71248151.0,0.0,0.0,47686628.0
2024-06-06,322329726.0,300645913.0,0.0,131825897.0,112891373.0,0.0,0.0,0.0,55008702.0,47644668.0
2024-06-07,321347726.0,301640913.0,0.0,131625897.0,111405172.0,105506170.0,70796151.0,0.0,0.0,47466668.0
2024-06-11,321093726.0,301760913.0,0.0,131545897.0,111261172.0,105500170.0,70826151.0,71196200.0,0.0,47548668.0
2024-06-12,320597726.0,301908913.0,0.0,131665897.0,111574202.0,105648170.0,0.0,71194200.0,0.0,47592668.0
2024-06-13,320583726.0,302082913.0,0.0,131865897.0,111382202.0,105910170.0,0.0,0.0,0.0,46724668.0
2024-06-14,320459726.0,302274913.0,0.0,131955897.0,111444561.0,105874170.0,71026151.0,0.0,0.0,46840668.0
2024-06-17,319823726.0,302544913.0,0.0,132031897.0,110966561.0,105866170.0,71226151.0,0.0,0.0,47014668.0
2024-06-18,319237726.0,303064913.0,0.0,132799897.0,110736561.0,0.0,71426151.0,71184200.0,0.0,47038668.0
2024-06-19,318979726.0,303048913.0,0.0,132785897.0,108202461.0,0.0,0.0,0.0,0.0,47188668.0
2024-06-20,317901726.0,303046953.0,0.0,133385897.0,107558461.0,106010170.0,71466151.0,0.0,0.0,47522668.0
2024-06-21,317779726.0,302910953.0,0.0,133374897.0,107116961.0,106040170.0,0.0,0.0,0.0,47460668.0
2024-06-24,316937726.0,302888953.0,0.0,133523897.0,106432961.0,106054170.0,0.0,0.0,0.0,47266668.0
2024-06-25,316735726.0,302908953.0,0.0,133843897.0,106262961.0,0.0,71736151.0,0.0,0.0,47382668.0
2024-06-27,316184326.0,303314993.0,0.0,133853897.0,106182961.0,0.0,71792151.0,0.0,0.0,47524668.0
2024-06-28,316374326.0,303554993.0,0.0,133843897.0,106026361.0,106448170.0,0.0,0.0,0.0,47662668.0
2024-07-02,317346326.0,304270993.0,0.0,133895897.0,101694926.0,106508170.0,0.0,71166200.0,0.0,48058668.0
2024-07-03,316906326.0,304518993.0,0.0,134115897.0,101510926.0,106506170.0,72494151.0,0.0,0.0,48386668.0
2024-07-04,316952326.0,304750993.0,0.0,133967189.0,101264926.0,0.0,73154151.0,71164200.0,0.0,48264668.0
2024-07-05,316942326.0,305358993.0,0.0,133803189.0,101086926.0,0.0,73248151.0,0.0,55002702.0,48558668.0
2024-07-08,317068326.0,306074993.0,0.0,133839189.0,101004926.0,106456170.0,72426151.0,0.0,0.0,48614668.0
2024-07-10,316928326.0,306376993.0,0.0,133785189.0,100790926.0,106506170.0,0.0,0.0,55008702.0,48520668.0
2024-07-11,316884326.0,306726993.0,0.0,133745189.0,100716926.0,106556170.0,72500151.0,0.0,0.0,48532668.0
2024-07-12,316862326.0,306678993.0,0.0,0.0,100452926.0,106476170.0,0.0,0.0,0.0,48742668.0
2024-07-15,316516177.0,306608993.0,0.0,133775189.0,100406926.0,106470170.0,72520151.0,0.0,0.0,48890668.0
2024-07-16,316192177.0,306664993.0,0.0,133847189.0,99894926.0,106370170.0,72280151.0,0.0,0.0,48936668.0
2024-07-17,316222177.0,306604993.0,0.0,133943189.0,100052926.0,0.0,0.0,0.0,0.0,48944668.0
2024-07-18,316162177.0,306582993.0,0.0,133923189.0,103462041.0,0.0,0.0,71122200.0,0.0,48918668.0
2024-07-19,316116177.0,306972993.0,0.0,133823189.0,99840926.0,106214170.0,0.0,0.0,0.0,48868668.0
2024-07-22,316426177.0,307492993.0,0.0,133735189.0,99788926.0,0.0,0.0,71034200.0,0.0,49058668.0
2024-07-23,316186177.0,307842993.0,0.0,133715189.0,99746926.0,106234170.0,72240151.0,0.0,0.0,49172668.0
2024-07-24,315673531.0,307922993.0,0.0,0.0,99116926.0,106334170.0,72440151.0,70464200.0,0.0,49514668.0
2024-07-25,315681531.0,307762993.0,0.0,0.0,99008926.0,106284170.0,72640151.0,0.0,0.0,49488668.0
2024-07-26,315689531.0,307677993.0,0.0,0.0,99034926.0,106429170.0,0.0,70376200.0,0.0,49472668.0
2024-07-29,315703531.0,308329993.0,0.0,133727189.0,99032926.0,0.0,72824151.0,0.0,0.0,48496668.0
2024-07-31,315701531.0,308321828.0,0.0,134277189.0,98914926.0,106419170.0,0.0,0.0,0.0,48556668.0
2024-08-01,315649531.0,308271828.0,0.0,134317189.0,98890926.0,0.0,0.0,70374200.0,0.0,48546668.0
2024-08-02,315729531.0,308209828.0,0.0,134337189.0,98682926.0,106569170.0,72884151.0,0.0,0.0,48614668.0
2024-08-05,0.0,308073828.0,0.0,134603189.0,98688926.0,106575170.0,0.0,0.0,0.0,48614828.0
2024-08-06,315769531.0,308107828.0,0.0,135059189.0,98160926.0,0.0,72876151.0,0.0,0.0,49216828.0
2024-08-07,316089531.0,307707828.0,0.0,135239189.0,97238926.0,106699170.0,72532151.0,0.0,0.0,50648828.0
2024-08-08,316065531.0,307587828.0,0.0,0.0,97098926.0,0.0,72126151.0,70344200.0,0.0,50646828.0
2024-08-09,316107531.0,307469828.0,0.0,135303189.0,97048926.0,106651170.0,0.0,70328200.0,55012702.0,50632828.0
2024-08-12,316207531.0,307277828.0,0.0,135263189.0,97132926.0,0.0,72074151.0,0.0,0.0,0.0
2024-08-13,315879531.0,307217828.0,0.0,135257189.0,97242926.0,0.0,0.0,0.0,0.0,50768828.0
2024-08-14,315930531.0,307497828.0,0.0,135259189.0,96795739.0,0.0,71804151.0,70284200.0,0.0,50786828.0
2024-08-19,316294531.0,307467828.0,0.0,135180181.0,96997739.0,0.0,0.0,0.0,0.0,50648828.0
2024-08-20,316348531.0,307557828.0,0.0,135150181.0,97073739.0,0.0,71530151.0,0.0,0.0,50513828.0
2024-08-26,317202531.0,308151828.0,0.0,135184181.0,95419739.0,106629170.0,71346151.0,70278200.0,56512702.0,49911828.0
2024-08-27,317380531.0,309805828.0,0.0,135240181.0,94833739.0,0.0,71260151.0,0.0,0.0,49957828.0
2024-08-28,317018531.0,310091828.0,0.0,135426181.0,94869739.0,0.0,71360151.0,0.0,0.0,49543828.0
2024-08-29,317014531.0,310213828.0,0.0,135504881.0,94807739.0,0.0,71442151.0,0.0,56518702.0,49583828.0
2024-08-30,317790531.0,309942828.0,0.0,135804881.0,94841739.0,106719170.0,71138151.0,70192200.0,0.0,49589828.0
2024-09-02,317810531.0,310124828.0,0.0,135754881.0,94331739.0,106731170.0,0.0,0.0,0.0,49541828.0
2024-09-03,317830531.0,310680828.0,0.0,0.0,94301739.0,106631170.0,71088151.0,0.0,0.0,49451828.0
2024-09-04,318130531.0,310636828.0,0.0,135908881.0,94099739.0,0.0,0.0,0.0,0.0,49465828.0
2024-09-09,317920531.0,310800828.0,0.0,0.0,94007739.0,106765170.0,71038151.0,0.0,0.0,49447828.0
2024-09-10,319440531.0,310258828.0,0.0,135758771.0,93923739.0,106761170.0,70838151.0,0.0,0.0,49327828.0
2024-09-11,319420531.0,310382828.0,0.0,136250771.0,93837739.0,106811170.0,70638151.0,0.0,0.0,49253828.0
2024-09-12,319440531.0,310122828.0,0.0,136300771.0,0.0,106911170.0,70738151.0,0.0,56520702.0,49919828.0
2024-09-13,319164531.0,310042828.0,0.0,136400771.0,0.0,106915170.0,0.0,0.0,0.0,49611828.0
2024-09-16,319036531.0,310082828.0,0.0,0.0,93823739.0,107015170.0,70838151.0,0.0,0.0,50117828.0
2024-09-19,319070531.0,310272828.0,0.0,136164771.0,93793739.0,107005170.0,0.0,0.0,0.0,50269828.0
2024-09-23,319186531.0,311366828.0,0.0,136196771.0,93759739.0,107095170.0,70646151.0,0.0,0.0,49683828.0
2024-09-24,318968531.0,311458828.0,0.0,136100771.0,93727739.0,0.0,70590151.0,0.0,0.0,49643828.0
2024-09-25,319836531.0,311526828.0,0.0,136310771.0,93595739.0,106904215.0,70390151.0,70154200.0,0.0,50573828.0
2024-09-26,320086531.0,312134828.0,0.0,136480771.0,93563739.0,106874215.0,0.0,0.0,0.0,50165828.0
2024-09-27,321644531.0,312006828.0,0.0,136210771.0,93221739.0,106934215.0,69890151.0,0.0,0.0,50659828.0
2024-09-30,323358491.0,311758828.0,0.0,136614771.0,92322485.0,107534215.0,70090151.0,70134200.0,0.0,50893828.0
2024-10-02,323426491.0,311633120.0,0.0,136862771.0,92264485.0,107450215.0,70012111.0,70128200.0,0.0,50971828.0
2024-10-03,323044491.0,311939766.0,0.0,137586771.0,92270485.0,107234215.0,70172111.0,70028200.0,0.0,51043828.0
2024-10-04,321893491.0,311111766.0,0.0,138384771.0,91320485.0,107416215.0,70186111.0,0.0,56532702.0,50919828.0
2024-10-07,321461491.0,310907766.0,0.0,138741771.0,91094485.0,107752215.0,69986111.0,0.0,56552702.0,51527828.0
2024-10-08,321831491.0,309686766.0,0.0,139113771.0,91048485.0,107780215.0,70246111.0,0.0,0.0,52661828.0
2024-10-09,323821491.0,310994766.0,0.0,138871771.0,91094485.0,107668215.0,70406111.0,0.0,0.0,51279828.0
2024-10-10,323271491.0,315908766.0,0.0,141005771.0,88846672.0,107644215.0,71158111.0,69648200.0,0.0,52505828.0
2024-10-14,323927491.0,317668766.0,0.0,140063771.0,88538672.0,107584215.0,71268111.0,69528200.0,0.0,52859828.0
2024-10-15,324067491.0,317852766.0,0.0,139389771.0,88661672.0,107544215.0,71106111.0,69040200.0,0.0,52265828.0
2024-10-16,324257491.0,318157126.0,0.0,139429771.0,87575672.0,107462215.0,0.0,69020200.0,0.0,52205828.0
2024-10-17,324351491.0,318709126.0,0.0,139329771.0,87381672.0,107548215.0,0.0,69014200.0,56562702.0,50935828.0
2024-10-18,324361491.0,318321126.0,0.0,139371771.0,87439672.0,107534215.0,0.0,68814200.0,0.0,50753828.0
2024-10-21,324369491.0,318385126.0,0.0,139279771.0,87397672.0,107744215.0,71136111.0,68812200.0,0.0,49825828.0
2024-10-22,324497754.0,317319126.0,0.0,139211771.0,87997672.0,107562215.0,71116111.0,0.0,56566702.0,50155828.0
2024-10-23,323995754.0,0.0,0.0,139177771.0,87947672.0,107526215.0,71016111.0,68808200.0,0.0,50203828.0
2024-10-24,323965754.0,317087126.0,0.0,139277771.0,87961672.0,107489215.0,0.0,68774200.0,0.0,51162205.0
2024-10-25,324339754.0,316791126.0,0.0,139191771.0,87926672.0,107288215.0,71100111.0,0.0,0.0,51304205.0
2024-10-28,324441754.0,316747126.0,0.0,139091771.0,87876672.0,0.0,71282111.0,68772200.0,56635702.0,51396205.0
2024-10-29,324877754.0,317839126.0,0.0,138891771.0,85481485.0,107348215.0,71326111.0,0.0,0.0,51380205.0
2024-10-30,324747754.0,317847126.0,0.0,138947771.0,0.0,107444215.0,71308111.0,0.0,0.0,51432205.0
2024-10-31,324681754.0,317749126.0,0.0,139047771.0,85273485.0,0.0,0.0,0.0,56644702.0,51564205.0
2024-11-01,324751754.0,317771126.0,0.0,138889771.0,85255485.0,107513215.0,71592111.0,68752200.0,56653702.0,51754205.0
2024-11-04,324701754.0,317831126.0,0.0,138989771.0,85401485.0,107533215.0,71692111.0,68748200.0,0.0,51824205.0
2024-11-05,325277754.0,317837126.0,0.0,139079771.0,85251485.0,107473215.0,71608111.0,0.0,56657702.0,51602205.0
2024-11-06,0.0,317785126.0,0.0,139139771.0,85189485.0,0.0,71508111.0,0.0,0.0,51832205.0
2024-11-07,325427754.0,317943126.0,0.0,138939771.0,85197485.0,107533215.0,71312350.0,0.0,0.0,53692205.0
2024-11-08,325430552.0,317935126.0,0.0,138563771.0,85301485.0,107535215.0,0.0,0.0,0.0,53568205.0
2024-11-11,325298552.0,317931126.0,0.0,138503771.0,85295485.0,0.0,71332350.0,0.0,0.0,53566205.0
2024-11-12,325477051.0,317620913.0,0.0,0.0,85317485.0,107669215.0,0.0,0.0,56659702.0,53572205.0
2024-11-13,325385051.0,319866913.0,0.0,0.0,85329485.0,107569215.0,70932350.0,68744200.0,0.0,52571355.0
2024-11-14,325429051.0,320076913.0,0.0,138403771.0,85263485.0,107319215.0,0.0,0.0,0.0,51881355.0
2024-11-18,326733776.0,320088913.0,0.0,138713771.0,85225485.0,0.0,70832350.0,0.0,0.0,51959355.0
2024-11-19,327053776.0,320198913.0,0.0,138704771.0,85195485.0,107363215.0,70632350.0,0.0,0.0,51995355.0
2024-11-20,326992836.0,320706913.0,0.0,138628771.0,85177485.0,107323215.0,0.0,0.0,0.0,0.0
2024-11-22,327292836.0,320558913.0,0.0,138548771.0,85013485.0,0.0,0.0,0.0,0.0,52151355.0
2024-11-25,327250836.0,320458913.0,0.0,138728771.0,85011485.0,0.0,0.0,0.0,0.0,52153355.0
2024-11-26,328648477.0,320578913.0,0.0,138628771.0,85005485.0,107387215.0,0.0,0.0,0.0,52109355.0
2024-11-27,328976477.0,320630913.0,0.0,138584771.0,85001485.0,107339215.0,0.0,0.0,0.0,52055355.0
2024-11-28,328978477.0,320540913.0,0.0,0.0,84987485.0,0.0,70832350.0,0.0,0.0,51983355.0
2024-11-29,329278477.0,320530913.0,0.0,0.0,84959485.0,107379215.0,0.0,0.0,0.0,50971355.0
2024-12-03,0.0,0.0,0.0,138094771.0,84983485.0,107279215.0,70782350.0,68656200.0,0.0,51043355.0
2024-12-05,329479477.0,0.0,0.0,137596571.0,84973485.0,0.0,70786832.0,0.0,0.0,51267355.0
2024-12-06,329499477.0,320296913.0,0.0,137346571.0,84885485.0,0.0,70782832.0,0.0,0.0,51215355.0
2024-12-09,329429477.0,320372913.0,0.0,0.0,84765485.0,107269215.0,0.0,68562200.0,0.0,52345355.0
2024-12-10,328031836.0,320326913.0,0.0,137330571.0,86031126.0,0.0,0.0,0.0,0.0,52403355.0
2024-12-11,327929836.0,320166913.0,0.0,0.0,86019126.0,107265215.0,70748832.0,0.0,0.0,52459355.0
2024-12-12,328125836.0,320206913.0,0.0,137261571.0,85853126.0,0.0,70758832.0,0.0,56660702.0,52295355.0
2024-12-16,327944836.0,320208913.0,0.0,137181571.0,85851126.0,107455215.0,0.0,0.0,0.0,52345355.0
2024-12-17,327910836.0,320172913.0,0.0,137081571.0,85843126.0,107597215.0,0.0,0.0,0.0,52319355.0
2024-12-18,0.0,320298913.0,0.0,136789571.0,85827126.0,107576215.0,70958832.0,0.0,0.0,52553355.0
2024-12-19,327314836.0,320378913.0,0.0,136769571.0,85849126.0,0.0,70918832.0,0.0,0.0,52699355.0
2024-12-20,327304836.0,320428913.0,0.0,136569571.0,85571126.0,0.0,0.0,0.0,0.0,52709355.0
2024-12-23,327368836.0,320384913.0,0.0,136589571.0,85515126.0,107556215.0,70828832.0,0.0,0.0,52809355.0
2024-12-27,327300836.0,0.0,0.0,136489571.0,85499126.0,107578215.0,0.0,0.0,56658702.0,52709355.0
2024-12-30,327290836.0,320574913.0,0.0,136523571.0,85445126.0,0.0,0.0,68558200.0,56664702.0,52857355.0
2025-01-02,327316836.0,320602913.0,0.0,0.0,85447126.0,0.0,0.0,68520200.0,0.0,52835355.0
2025-01-03,327352836.0,320479913.0,0.0,136775571.0,85427126.0,107576215.0,0.0,0.0,0.0,52581355.0
2025-01-06,327336836.0,320737913.0,0.0,136769571.0,85511126.0,107754215.0,0.0,0.0,0.0,0.0
2025-01-07,327476836.0,320725205.0,0.0,0.0,85655126.0,107774215.0,70833530.0,68440200.0,0.0,0.0
2025-01-09,327585836.0,320685205.0,0.0,136768571.0,85609126.0,0.0,0.0,0.0,0.0,52647355.0
2025-01-10,327949836.0,320755205.0,0.0,136772571.0,85543126.0,0.0,0.0,0.0,0.0,52577355.0
2025-01-13,328263836.0,320743205.0,0.0,136722571.0,85535126.0,107764215.0,0.0,68438200.0,0.0,52453355.0
2025-01-14,329289836.0,320417205.0,0.0,0.0,85521126.0,107768215.0,0.0,0.0,0.0,52455355.0
2025-01-15,329931836.0,320497205.0,0.0,136692571.0,85503126.0,107790215.0,70537530.0,68402200.0,0.0,52447355.0
2025-01-16,330585836.0,320173765.0,0.0,136672571.0,85513126.0,0.0,0.0,68294200.0,56654702.0,52433355.0
2025-01-21,333082836.0,320181765.0,0.0,0.0,85301126.0,107810215.0,0.0,0.0,0.0,51999355.0
2025-01-22,335058836.0,320365765.0,0.0,136248571.0,85481126.0,108004215.0,70577530.0,0.0,0.0,51721355.0
2025-01-23,336804836.0,320529765.0,0.0,135862571.0,85435126.0,107098215.0,70617530.0,68278200.0,0.0,51879355.0
2025-02-03,343618170.0,319513765.0,0.0,135325571.0,86691126.0,106780215.0,70483530.0,68276200.0,56658702.0,51621355.0
2025-02-04,343553070.0,319363765.0,0.0,134869571.0,86585126.0,106710215.0,70523530.0,0.0,0.0,50743355.0
2025-02-05,347635070.0,319381765.0,0.0,134201571.0,86487126.0,105936215.0,70417530.0,0.0,59650702.0,50125355.0
2025-02-06,347869070.0,320093765.0,0.0,133681571.0,86441126.0,105958215.0,0.0,0.0,0.0,50463355.0
2025-02-07,348847070.0,319786765.0,0.0,134161571.0,0.0,104928215.0,70377530.0,0.0,0.0,50347355.0
2025-02-10,349591070.0,319358765.0,0.0,134151571.0,86373126.0,104918215.0,0.0,68274200.0,59662702.0,50411355.0
2025-02-11,351599070.0,319152082.0,0.0,134073571.0,86241126.0,104644215.0,70364111.0,67752200.0,0.0,50335355.0
2025-02-12,351881070.0,319214082.0,0.0,133983571.0,86281126.0,104834215.0,0.0,67598200.0,59312702.0,50167355.0
2025-02-13,352147070.0,319054082.0,0.0,133933571.0,86291126.0,104932215.0,0.0,0.0,0.0,50093355.0
2025-02-14,352797070.0,319006082.0,0.0,134003571.0,86083126.0,104978215.0,70336111.0,0.0,0.0,49925355.0
2025-02-17,354524870.0,318872082.0,164424822.0,134153571.0,86027126.0,104902215.0,70180111.0,67552200.0,0.0,49491355.0
2025-02-18,354732870.0,319022082.0,0.0,133853571.0,86019126.0,104972215.0,70200111.0,67530200.0,0.0,49637355.0
2025-02-19,355419456.0,319446082.0,0.0,134175571.0,86065126.0,105188215.0,70100111.0,67520200.0,0.0,49757355.0
2025-02-20,355377456.0,319884082.0,0.0,134169571.0,86051126.0,105358215.0,70150111.0,67516200.0,0.0,50039355.0
2025-02-21,357969456.0,320320082.0,0.0,134199571.0,85855126.0,105568215.0,70120111.0,0.0,0.0,49743355.0
2025-02-24,358349456.0,320086082.0,0.0,134159571.0,85869126.0,105188215.0,70042111.0,0.0,0.0,50427355.0
2025-02-25,359123456.0,319808082.0,0.0,134911571.0,85695126.0,104958215.0,0.0,0.0,0.0,50271355.0
2025-02-26,360169456.0,319828082.0,0.0,135011571.0,85499126.0,105104215.0,70044111.0,0.0,59318702.0,50233355.0
2025-02-27,360145456.0,319500082.0,0.0,135007571.0,85299126.0,105106215.0,0.0,0.0,0.0,50445355.0
2025-02-28,359357456.0,319584082.0,0.0,134727571.0,85343126.0,105356215.0,70144111.0,67510200.0,0.0,50567355.0
2025-03-03,359427456.0,319464082.0,0.0,135837571.0,85399126.0,0.0,0.0,67470200.0,0.0,50325355.0
2025-03-04,359417456.0,320045082.0,0.0,0.0,85355126.0,105776215.0,69994111.0,67462200.0,0.0,50420355.0
2025-03-05,359555456.0,319625082.0,0.0,0.0,85350595.0,105926215.0,69932111.0,67346200.0,0.0,50358355.0
2025-03-06,358577458.0,319747082.0,0.0,135407571.0,0.0,105906215.0,0.0,0.0,0.0,50434355.0
2025-03-07,358727458.0,320239082.0,0.0,134837571.0,85034595.0,105894215.0,0.0,0.0,0.0,0.0
2025-03-10,361447458.0,320461082.0,0.0,134917571.0,84888595.0,105744215.0,70188111.0,67130200.0,0.0,49998355.0
2025-03-11,371745458.0,319867082.0,164414822.0,134965571.0,84580595.0,104484215.0,69604111.0,66454200.0,59324702.0,46868355.0
