date,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-09-10,0.0,36.86753564338883,26.838909591894172,21.608114208770317,0.0,13.574010481465622,0.0,0.0,1.1114300744810606
2024-09-20,0.0,36.86618780819602,26.837928391869454,21.607324240678537,0.0,13.606417207970296,0.0,0.0,1.082142351285701
2024-09-23,0.0,36.8611843188785,26.836947263585227,21.606534330345312,0.0,13.613231296353185,0.0,0.0,1.0821027908377816
2024-10-07,0.0,36.17888117967672,27.51792324774493,21.607324240678537,0.0,13.613728980614118,0.0,0.0,1.082142351285701
2024-10-08,0.0,36.14496515413187,27.519935442856237,21.60890423462699,0.0,13.629349072918806,0.0,0.0,1.0968460954660986
2024-10-09,0.0,35.24189520219811,27.519935442856237,21.60890423462699,0.0,14.587261329625868,0.0,0.0,1.0420037906927935
2024-10-10,0.0,35.24060675146754,27.518929308517453,21.608114208770317,0.0,14.586728016436851,0.0,0.0,1.04562171480784
2024-10-14,0.0,29.39187651740689,22.909042849089207,18.021909471571586,16.65145151233687,12.150585976929076,0.0,0.0,0.8751336726663641
2024-10-24,0.0,29.390397811163577,22.907890294414138,18.021002788732325,16.65061377728117,12.149974680561751,0.0,0.0,0.8801206478470365
2024-10-30,0.0,29.391293979003454,22.908588798554607,18.02155228259237,16.65112148543392,12.150345155865757,0.0,0.0,0.8770982985498961
2024-11-18,0.0,29.434327548440812,22.894626804314385,18.010568768444816,16.640973201560254,12.142939939831953,0.0,0.0,0.8765637374077784
2024-11-29,0.0,29.403135678116456,22.898813615295406,18.01386241667672,16.64401638762878,12.145160556691813,0.0,0.0,0.8950113455908253
2024-12-02,0.0,29.39919173993435,22.8981157071275,18.02855235074438,16.643509112659046,12.144790397482023,0.0,0.0,0.885840692052701
2024-12-03,0.0,28.36259894765859,22.090745834218275,17.392879520441273,16.056671837098055,11.716574468925414,3.5259227581678867,0.0,0.8546066334905029
2024-12-04,0.0,28.35759610786978,22.08684927796728,17.392751424755588,16.05383962285384,11.714507798482066,3.5253008255058136,0.0,0.86915494256563
2024-12-06,0.0,28.354656297477206,22.08684927796728,17.395691235148167,16.05383962285384,11.714507798482066,3.5253008255058136,0.0,0.86915494256563
2024-12-12,0.0,28.35382274884934,22.086199985564782,17.39517984984313,16.0533676842823,11.717103148258582,3.5251971913924223,0.0,0.8691293918094445
2024-12-13,0.0,28.351322396988166,22.08425233738593,17.39364587431192,16.05195203503729,11.724888282115433,3.5248863256077065,0.0,0.8690527485535541
2025-01-02,0.0,28.350489044360838,22.080663819326148,17.393134609253977,16.057358964100995,11.724543643289838,3.52478271586283,0.0,0.8690272038053708
2025-01-13,0.0,28.35069737792475,22.0800912290975,17.39326242270069,16.05747696160061,11.724629801096803,3.5248086177280173,0.0,0.86903358985163
2025-01-15,0.0,28.344865195287117,22.075549008389945,17.389684356109903,16.060051277510166,11.736911837306225,3.524083509370108,0.0,0.8688548160265388
2025-01-21,0.0,28.338154804436975,22.074900272269026,17.389173323910033,16.065456737132948,11.73950563252341,3.5239799468147766,0.0,0.8688292829128313
2025-01-22,0.0,28.3402452260738,22.076528672194087,17.390456071654675,16.066641838230762,11.741811694615341,3.5242399003643063,0.0,0.8600765968670253
2025-02-04,0.0,28.34107814929424,22.077177504030622,17.390967179253096,16.067114038769425,11.742156787875208,3.524343478199431,0.0,0.8571628625779806
2025-02-10,34.62451034380553,18.51505877856774,14.422889524482663,11.361416028134833,10.498470638383894,7.709482383786832,2.3024327554154573,0.0,0.5657395474230503
2025-02-11,34.619857340005645,18.512570638288025,14.420951309065423,11.359889227858783,10.497059804749329,7.718045253283233,2.302123343722597,0.0,0.5695030830269694
2025-02-12,34.602579309507604,18.512570638288025,14.420951309065423,11.359889227858783,10.514337835247366,7.718045253283233,2.302123343722597,0.0,0.5695030830269694
2025-02-13,34.59386232471259,18.516125329156278,14.423720347732791,11.362070496753935,10.516356745609354,7.719527233582925,2.302565385888832,0.0,0.5657721365632998
2025-02-18,34.55935557219613,18.497655828748965,14.409332947339799,11.350737036759622,10.53272215249733,7.740600661845565,2.3002686185265167,0.0,0.6093271820860724
2025-02-19,34.561344475073966,18.498720375245906,14.41016220943951,11.351390275605779,10.533328314303695,7.741046136093495,2.3004009997818797,0.0,0.6036072144557684
2025-02-20,33.9914147006123,18.193669408872275,14.172533129242563,11.164201513193246,10.359629706171383,7.613393327863684,2.262466508433529,1.649038204728118,0.5936535008828976
2025-02-24,34.00103721838364,18.198819794896355,14.176545185024947,11.167361950274483,10.362562379666445,7.615548578336276,2.2631069826349175,1.6495050255289105,0.5655128852540253
2025-02-26,34.01259143353124,18.180461589802746,14.181362651388262,11.171156837523828,10.366083780335666,7.6181364901748445,2.2638760304969416,1.6500655594864366,0.5562656272600356
2025-03-03,34.02158347577171,18.185268029761495,14.185111833870812,11.174110200085286,10.368824302574414,7.620150526807342,2.2644745402850943,1.6505017937921769,0.5299752970516733
2025-03-04,34.02800927456856,18.188702757410464,14.187791035284825,11.176220701024512,10.370782705797348,7.621589776515454,2.2649022410647137,1.6508135309706744,0.5111879773634442
2025-03-05,34.0440843961681,18.197295255614055,14.194493468691402,11.18150044293779,10.375681951936992,7.625190280484133,2.265972200186989,1.6515933893524681,0.4641886146280687
2025-03-19,34.043441099699095,18.19695139981675,14.194225249772026,11.181289157485978,10.383044286759223,7.6250461950117225,2.2659293824128848,1.6515621808704528,0.4585110481718642
2025-03-20,34.03443750115896,18.1921387827673,14.190471248953987,11.178331999352627,10.402967427118536,7.623029570000497,2.265330103438125,1.6511253859296278,0.4621679812803322
2025-03-21,34.029937487564766,18.18784457986433,14.188594993072684,11.176854006776555,10.40725849937788,7.622021657450369,2.2650305828052226,1.6509070750883759,0.4715511179998184
2025-03-24,34.04794468558994,18.18046017973849,14.196102995102738,11.182768323353597,10.414655427048052,7.626054907684461,2.266229140817636,1.6517806650158666,0.43400367564922676
2025-03-25,34.0485881522744,18.18080376936018,14.196371284992507,11.181089780636318,10.41485225196243,7.626199031281709,2.26627196992127,1.651811881755608,0.43401187781557765
2025-04-03,34.0485881522744,18.171354348985357,14.196371284992507,11.181089780636318,10.41485225196243,7.635648451656531,2.26627196992127,1.651811881755608,0.43401187781557765
2025-04-16,34.047301243226094,18.170667539881055,14.19583471535332,11.180667177339398,10.418238234861773,7.635359852756684,2.266186313332781,1.6517494494560008,0.43399547379288705
2025-04-23,33.75956659943272,18.01710674765481,14.075865340512356,11.086179063151961,10.330193427843218,7.570833224588049,2.247034712829174,1.6377904711487354,1.2754304128389764
2025-04-25,33.76019921215319,18.01182273535268,14.076129104901622,11.086386804500657,10.330387002951715,7.570975092683076,2.2470768194936204,1.6378211613260651,1.2792020666373713
2025-05-02,33.75956659943272,18.01148522229153,14.075865340512356,11.086179063151961,10.332067269630977,7.570833224588049,2.247034712829174,1.6377904711487354,1.2791780964144965
