date,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-09-12,83.52788813756429,7.653825762957867,3.3824169306766723,1.6307755727245545,1.1542524918010066,1.2799631592248786,0.8766930348196974,0.494184910231034
2024-09-27,83.52759887282042,7.653799257056685,3.38240521705636,1.6307699251990528,1.1542484945186753,1.2792661082364198,0.8777289262890644,0.4941831988233273
2024-10-02,83.51892186203526,7.6530041653792376,3.382053846168843,1.6306005176209588,1.1541285889213537,1.2791332155642008,0.8880259422067044,0.49413186210344195
2024-10-04,83.51169239671091,7.652341715158291,3.3817610928566486,1.6709698294694268,1.1540286866186489,1.2447444129595089,0.8879490739639976,0.496512792262569
2024-10-07,83.54061777006959,7.654992204387125,3.3829324103023075,1.6715485918534878,1.1544283996368991,1.210539230942383,0.8882566268078066,0.496684766000394
2024-10-08,83.54061777006959,7.654992204387125,3.3829324103023075,1.706184907474157,1.1544283996368991,1.175902915321714,0.8882566268078066,0.496684766000394
2024-10-10,83.54061777006959,7.654992204387125,3.3829324103023075,1.730776691564832,1.1544283996368991,1.1513111312310391,0.8882566268078066,0.496684766000394
2024-10-17,83.54061777006959,7.654992204387125,3.3829324103023075,1.8121720332734044,1.1544283996368991,1.0699157895224667,0.8882566268078066,0.496684766000394
2024-10-21,83.54235392967264,7.655151292128892,3.38300271515218,1.8122096942335686,1.154452391223334,1.0699380247491386,0.8882750867535643,0.494616866086685
2024-10-28,83.5426432966223,7.655177807395394,3.3830144329112604,1.8122159712124504,1.1544563899180234,1.0699417307101031,0.8882781634857873,0.4942722077446803
2024-11-11,83.5426432966223,7.655177807395394,3.3830144329112604,1.8122159712124504,1.1544563899180234,1.0630142996274867,0.8882781634857873,0.5011996388272966
2024-11-12,83.54437954041713,7.65533690285182,3.383084741170434,1.812253633998912,1.1544803826678849,1.0609581194454638,0.888296624326725,0.501210055121641
2024-11-13,83.54495830438611,7.655389936140167,3.3831081779062506,1.8122661886089502,1.154488380472789,1.0602727070588678,0.8883027781108906,0.5012135273159692
2024-11-18,83.53685633847087,7.664345268674635,3.382780093151631,1.812090439896072,1.1543764212870047,1.0601698846563221,0.8882166328906793,0.501164920972786
2024-11-20,83.53685633847087,7.664345268674635,3.382780093151631,1.812090439896072,1.1543764212870047,1.0580917992894687,0.8902947182575326,0.501164920972786
2024-11-25,83.54119648191933,7.664743468455698,3.382955844927583,1.812184586752866,1.1544363967215794,1.0529512889389743,0.8903409733712394,0.5011909589127289
2024-12-05,83.51516238386334,7.662354890228008,3.3819016081211344,1.8116198523078992,1.1540766375654106,1.0837863413080513,0.8900635147618331,0.5010347718443292
2024-12-06,83.49434678530484,7.660445099252872,3.381058691646693,1.811168318113271,1.1537889916421125,1.1084405494263558,0.8898416723527902,0.5009098922610671
2024-12-09,83.493479693876,7.660365545288532,3.381023579245377,1.8111495090730751,1.1537770095069875,1.109467541395108,0.8898324313189139,0.5009046902960129
2025-01-02,83.49492485626287,7.660498136147082,3.381082100319404,1.8111808576904416,1.153796979870459,1.1094867448199284,0.8881169645920131,0.5009133602977961
2025-01-08,83.4946358197833,7.660471617608176,3.3810703959425314,1.811174587880152,1.1537929857424591,1.1094829040817826,0.8884600626881727,0.5009116262734289
2025-01-13,83.4816312490488,7.659278473353667,3.3805437828410954,1.8108924913381483,1.1536132785990154,1.124885435177558,0.8883216820411219,0.5008336076005927
2025-01-16,83.50244050719415,7.661187682608139,3.381386442563914,1.8113438879958552,1.1539008369056165,1.1002390818139962,0.8885431117726824,0.5009584491456427
2025-01-20,83.5027295977119,7.664330060736211,3.3813981491290335,1.8113501589783465,1.1539048317803573,1.1002428909084836,0.8885461879628712,0.4974981227927913
2025-01-22,83.50619884006385,7.670880454643959,3.381538634233224,1.8114254141552253,1.1539527724348941,1.1040970270911723,0.8847746789150646,0.4871321784626151
2025-01-27,83.50099508463023,7.676634017423588,3.3813279109541585,1.8113125337347005,1.1538808629468191,1.104028224403662,0.8847195434747395,0.48710182243209554
2025-02-04,83.50330778475255,7.676846634679381,3.3814215625024464,1.8113627010735938,1.1539128216128225,1.104058802317219,0.8847440472665126,0.4843456457954812
2025-02-06,83.50619884006385,7.672957777366614,3.381538634233224,1.8114254141552253,1.1539527724348941,1.1037508066373964,0.8858133402763921,0.48436241483240833
2025-02-11,83.50764444279149,7.671359474175646,3.3815971731386125,1.8114567723245107,1.1539727488833322,1.1037699140234214,0.8858286748766813,0.48437079978631314
2025-02-17,83.5082226978968,7.670720137404656,3.381620589268268,1.811469315896224,1.1539807396563673,1.1037775571630661,0.8858348088654568,0.4843741538491623
2025-02-18,83.51140324413065,7.66720362688805,3.3817493837783417,1.8115383086459707,1.1540246908862806,1.103819596323271,0.8858685473222713,0.4843926020251745
2025-02-19,83.51169239671091,7.6672301740615625,3.3817610928566486,1.8115445809747288,1.1540286866186489,1.104169661454207,0.8858716145821458,0.4837017927411499
2025-02-20,83.51342735424258,7.651461941481317,3.3818313490292873,1.8115822158594321,1.1540526615939386,1.1041926006069818,0.9011250372223534,0.4823268399641034
2025-02-28,83.48452080355695,7.676157852032163,3.380660793797656,1.8109551718641974,1.1536532086818367,1.1211169345695977,0.9018515220214623,0.47108371347614153
2025-03-03,83.4842318391047,7.676131282594765,3.3806490923374914,1.8109489036163324,1.1536492155491658,1.1214591834321326,0.9018484004484023,0.47108208291701614
2025-03-06,83.48480977000959,7.67618442165349,3.380672495338825,1.8109614401554552,1.1536572018421507,1.120774683337799,0.901854643616132,0.4710853440465548
2025-03-11,83.49030051271268,7.676689279408054,3.380894840013101,1.8041574551626631,1.1537330771406669,1.1211945505126375,0.9019139580209599,0.4711163270292373
2025-03-14,83.49145655057744,7.676795573713243,3.38094165314502,1.804182436200213,1.1537490521594993,1.1212100749908844,0.901926446258274,0.4697382129554277
2025-03-17,83.49145655057744,7.680257167029053,3.38094165314502,1.804182436200213,1.1537490521594993,1.1212100749908844,0.901926446258274,0.4662766196396176
2025-03-20,83.49116753810996,7.685076795060722,3.380929949740504,1.8041761908759704,1.153745058363317,1.1212061938310183,0.9019233241665237,0.4617749498519847
2025-03-28,83.5027295977119,7.686141043155102,3.3813981491290335,1.8044260375755243,1.1539048317803573,1.1075132183814471,0.902048224698375,0.46183889756825586
2025-04-01,83.50099508463023,7.68805858042306,3.3813279109541585,1.8043885561592623,1.1538808629468191,1.1074902131913815,0.9020294874133356,0.4618293042817452
2025-04-07,83.51053579840372,7.6889370078755155,3.381714257029915,1.8045947232203017,1.154012703855193,1.0961908852101834,0.9021325521150907,0.4618820722900772
2025-04-09,83.52441709286381,7.6767095354203505,3.3822763725873464,1.8048946866978994,1.1542045262402338,1.0891008805957203,0.9022825064589136,0.46611439913572
2025-04-10,83.52094633663349,7.676390539031319,3.3821358261794643,1.8048196864800352,1.154156564665763,1.08905562432458,0.9105557715410069,0.46193965114435276
2025-04-14,83.51082494497707,7.6834237958818195,3.3817259658649754,1.8046009714424631,1.1540166995045529,1.093424763586972,0.9100991872332749,0.461883671508873
2025-04-17,83.50735531824192,7.6876055006757955,3.3815854651953936,1.8045259956320707,1.1539687535383139,1.0926868845385294,0.9104076005637807,0.46186448161419463
2025-04-22,83.5070661956944,7.687578884336693,3.3815737573332463,1.8045197479290878,1.1539647582209611,1.0930293254436165,0.9104044485137156,0.4618628825282815
2025-04-25,83.48076442170097,7.716654033872912,3.3805086811335974,1.803951387995744,1.1536013001131649,1.0926850598431626,0.9101177032939602,0.46171741204649314
2025-04-29,83.48047548325196,7.716627325468125,3.380496980726421,1.8046373718781448,1.153597307339827,1.0923351641057586,0.9101145532509602,0.4617158139787966
2025-05-02,83.48538770891616,7.717081393495047,3.3806958986641824,1.8102817085283698,1.1536651882457087,1.0923994401750543,0.9022070210401913,0.458281640935289
