date,UOB KAY HIAN (HONG KONG) LTD,KINGSTON SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD
2024-11-18,37.33910287016626,40.4262568945597,10.173062157905747,3.782346993965456,3.5962968635493566,1.946666017389885,1.4854116884482265,1.2508565140153751
2024-11-28,34.576023240551706,44.83469157513828,9.420259367837351,3.5024547328284057,3.330172242390893,1.8026134610921147,1.3754917797612405,1.1582936004000068
2024-12-06,34.57638155041873,44.83515619515154,9.420356989586907,3.502491028618724,3.3302067528250463,1.8026321414992004,1.3744697381522346,1.1583056037476172
2024-12-09,34.576955091072996,44.83589990469155,9.420513251100372,3.5025491266875797,3.328603228859247,1.802662042916627,1.374492537364805,1.1583248173068164
2024-12-10,34.580540151295814,44.84054864836719,9.421490003022168,3.5029122832905677,3.3185799986952467,1.8028489492526014,1.374635049581664,1.158444916494749
2024-12-11,34.57967966904382,44.83943286197077,9.421255564089186,3.50282511883805,3.3209857634879465,1.8028040881973066,1.3746008439545119,1.158416090418401
2024-12-13,34.581787926631065,44.8421666372817,9.421829960200268,3.503038679452384,3.3150914270671934,1.8029140017486647,1.3746846507649404,1.158486716853787
2024-12-19,53.74929760963396,31.70342994629798,6.661237591958781,2.476649762967901,2.3437709795275143,1.2746609283173447,0.9719026040000309,0.8190505772964856
2025-01-07,53.749770437323974,31.70370883849218,6.66129619026096,2.4766715498309573,2.3517088157375063,1.274672141393777,0.9719111537389781,0.8102608732216718
2025-01-20,53.74929760963396,31.70342994629798,6.661237591958781,2.477529446148244,2.3516881281506037,1.2746609283173447,0.9719026040000309,0.8102537454930533
2025-01-21,53.74693359595999,31.70203555892479,6.660944615911591,2.4774204788919483,2.355982918125007,1.274604865894239,0.9718598575615134,0.8102181087309202
2025-01-23,53.73747962038994,31.696459235781443,6.659772969392261,2.4945745009474596,2.3555685055536997,1.274380665508144,0.9716889094024991,0.8100755930245556
2025-01-27,53.73606181090314,31.695622956504486,6.659597257963988,2.494508684101974,2.3581447559153434,1.2743470422528274,0.9716632723654868,0.810054219992755
2025-02-11,53.73700700891475,31.696180471119174,6.659714397885937,2.492793597558464,2.3581862348339553,1.2743694575592315,0.9716803635731794,0.8100684685553075
2025-02-26,53.73744023578282,31.696436005205637,6.641958433761218,2.4928136944195125,2.375208702767623,1.2743797315048715,0.9716881972443143,0.8100749993139984
2025-02-27,53.69257929854972,31.669975276523665,6.636413612885968,2.4907326507712013,2.3732258377844224,1.2733158574368968,0.9708770152632696,0.8928804507848628
2025-02-28,53.69499456742096,31.671399896209252,6.636712140604796,2.490844692120613,2.368834264279945,1.2733731353735116,0.9709206885057067,0.8929206154852126
2025-03-03,53.695230502769554,31.67153906007052,6.636741302261388,2.4904162377230827,2.3688446729175174,1.2733787305642177,0.9709249547229386,0.8929245389707883
2025-03-04,53.70042160505828,31.67460097445961,6.63738292354956,2.489778120831953,2.360284853533611,1.2735018372010782,0.9710188209882932,0.8930108643776169
2025-03-06,53.70089357321993,31.6748793596705,6.6374412589093765,2.4889211122873642,2.360305597864289,1.2735130298938544,0.9710273551851241,0.8930187129695536
2025-03-12,53.69806188868596,31.673209121802376,6.637091262130788,2.4887898697893167,2.3601811373495343,1.2787189445005622,0.9709761522542085,0.8929716234872416
2025-03-17,53.696032698463966,31.672012226346773,6.636840453810749,2.488695821179539,2.359476780723781,1.2830646802535624,0.9709394601419674,0.8929378790796564
2025-03-18,53.69792031229837,31.673125614532783,6.637073763260775,2.485267938754548,2.3595597250455387,1.2831097847150872,0.9709735922494104,0.8929692691434862
2025-03-21,53.69802767432389,31.673188940838543,6.637087033228746,2.485072970698222,2.359564442679107,1.2831123501266462,0.9709755335851453,0.8929710545196965
2025-03-25,53.700859355249285,31.674859176578185,6.6374370295613145,2.484325126687934,2.3596888705941335,1.283180013035776,0.9710267364508101,0.8886236918425621
2025-03-27,53.70106584366563,31.674980971491486,6.637462551571153,2.4839501632792422,2.3596979439762698,1.2831849470687124,0.9710304702043374,0.8886271087431677
2025-04-17,53.70081805775657,31.674834817707918,6.637431925182899,2.4839387019080457,2.3601484730416775,1.283179026233742,0.9710259897035504,0.8886230084655942
2025-04-23,53.70129003288706,31.675113207029298,6.637490261404065,2.483960533182417,2.360169216326861,1.2831903040617203,0.9710345240263926,0.887751921082185
2025-04-28,53.70270600805797,31.67594840435528,6.6376652762203125,2.484026029308085,2.357594686441307,1.2832241387351333,0.9710601278950386,0.8877753289868633
2025-04-29,53.703178016375496,31.676226813251656,6.637723616543402,2.484047862117526,2.3576154080098095,1.2832354173561142,0.9710686628179737,0.8869042035280222
