date,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,CHINA GALAXY INTERNATIONAL SECURITIES,LUK FOOK SECURITIES (HK) LTD,ORIENT SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING
2024-08-26,40.48264292166731,0.0,31.83636598270745,0.0,0.0,0.0,0.0,6.671828623048135,0.0,21.009162472577106
2024-09-02,40.48264292166731,0.0,31.84927087366112,0.0,0.0,0.0,0.0,6.671828623048135,0.0,20.996257581623436
2024-09-04,40.472197135853435,0.0,31.86685588956264,0.0,0.0,0.0,0.0,6.6701070829570375,0.0,20.990839891626887
2024-09-09,40.46697626418989,0.0,31.862745098039213,0.0,0.0,0.0,0.0,6.669246646026831,0.0,21.001031991744064
2024-09-10,40.42004896276253,0.0,31.877335394923335,0.0,0.0,0.0,0.0,6.751707254219817,0.0,20.950908388094316
2024-09-19,40.414841535686676,0.0,31.87322854934295,0.0,0.0,0.0,0.0,6.750837413037877,0.0,20.96109250193249
2024-09-23,40.42004896276253,0.0,31.877335394923335,0.0,0.0,0.0,0.0,6.751707254219817,0.0,20.950908388094316
2024-10-04,40.42004896276253,0.0,31.864450457415284,0.0,0.0,0.0,0.0,6.751707254219817,0.0,20.96379332560237
2024-10-07,40.425257731958766,0.0,31.94587628865979,0.0,0.0,0.0,0.0,6.675257731958763,0.0,20.953608247422682
2024-10-25,40.425257731958766,0.0,31.932989690721648,0.0,0.0,0.0,0.0,6.675257731958763,0.0,20.966494845360824
2024-10-29,40.383625128733264,0.0,32.015962924819775,0.0,0.0,0.0,0.0,6.668383110195675,0.0,20.932028836251288
2024-11-01,40.383625128733264,0.0,32.00308959835221,0.0,0.0,0.0,0.0,6.668383110195675,0.0,20.944902162718844
2024-11-05,40.25924024640657,0.0,31.90451745379877,0.0,0.0,0.0,0.0,6.647843942505134,0.0,21.18839835728953
2024-11-12,40.264407649852394,0.0,31.908612501604416,0.0,0.0,0.0,0.0,6.64869721473495,0.0,21.17828263380824
2024-11-15,40.326520118267126,0.0,31.803573724129063,0.0,0.0,0.0,0.0,6.658953593006814,0.0,21.21095256459699
2024-11-18,40.25924024640657,0.0,31.750513347022586,0.0,0.0,0.0,0.0,6.647843942505134,0.0,21.342402464065707
2024-11-27,40.10996036312492,0.0,31.645569620253166,0.0,0.0,0.0,0.0,6.98120444955888,0.0,21.263265567063037
2024-11-28,40.07409299948901,0.0,31.70669391926418,0.0,0.0,0.0,0.0,6.974961676034747,0.0,21.244251405212058
2024-11-29,40.068974326223014,0.0,31.702644015838548,0.0,0.0,0.0,0.0,6.974070762549496,0.0,21.25431089538894
2024-12-03,40.07409299948901,0.0,31.693919264179865,0.0,0.0,0.0,0.0,6.974961676034747,0.0,21.257026060296372
2024-12-05,40.04345603271984,0.0,31.7101226993865,0.0,0.0,0.0,0.0,6.978527607361963,0.0,21.267893660531698
2024-12-10,40.048574715582255,0.0,31.714176147258083,0.0,0.0,0.0,0.0,6.97941965997699,0.0,21.257829477182668
2024-12-12,40.05881600818309,0.0,31.7222861526659,0.0,0.0,0.0,0.0,6.955632272087968,0.0,21.263265567063037
2024-12-16,40.06906253996675,0.0,31.730400306944624,0.0,0.0,0.0,0.0,6.957411433687172,0.0,21.243125719401455
2024-12-30,40.099833610648915,0.0,31.677972609752974,0.0,0.0,0.0,0.0,6.962754383719442,0.0,21.259439395878662
2025-01-02,40.83629893238434,0.0,31.13879003558719,0.0,0.0,0.0,0.0,6.914082358922216,0.0,21.11082867310625
2025-01-09,40.857070193285864,0.0,31.103763987792473,0.0,0.0,0.0,0.0,6.917599186164802,0.0,21.121566632756867
2025-01-10,37.332183766473705,0.0,23.04470993964774,0.0615839389087326,2.2170218007143734,0.0,0.0,5.296218746151004,10.777189309028206,21.271092499076243
2025-01-13,36.253369272237194,0.0,25.04288164665523,0.06125949522175938,2.376868414604264,0.0,0.0,4.974271012006861,10.867434452340113,20.423915706934576
2025-01-14,35.936157151626766,0.0,25.51258440761203,0.06138735420503376,2.38182934315531,0.0,0.0,4.984653161448742,10.890116635972989,20.23327194597913
2025-01-15,54.404019123247714,0.0,17.64038570618264,0.04861842638359938,4.2217000243092135,0.0,0.0,3.297949923020825,7.090187180941577,13.297139615914432
2025-01-16,45.8312566749733,0.0,12.609469562121753,0.1851192595229619,6.863652545389819,11.947312210751157,0.7191171235315059,3.4104663581345673,6.279814880740477,12.15379138483446
2025-01-17,45.77922077922078,0.0,10.114342179559571,0.08469791078486731,9.768492377188029,11.843591191417278,0.7128740824392998,3.1620553359683794,6.274703557312253,12.260022586109542
2025-01-20,45.50974301044903,0.0,9.21349901157865,0.05648121999435188,11.769274216323073,11.846935893815306,0.7624964699237503,2.809940694719006,6.248234961875177,11.78339452132166
2025-01-21,44.39588326519103,0.0,9.241505709854787,0.03524601720005639,12.963485126180741,11.828563372338925,0.7119695474411392,2.7703369519244325,6.189200620329903,11.863809389538982
2025-01-22,42.952426325461104,0.0,10.84870346423467,0.03402981011365957,13.877356564350372,11.365956577962296,0.6874021642959232,2.572653644592663,6.159395630572381,11.502075818416934
2025-01-23,42.66802443991853,0.0,11.826205023761032,0.10183299389002036,13.842498302783435,11.296673455532925,0.6856754921928038,2.41683638832315,6.008146639511202,11.154107264086898
2025-01-24,42.25969645868465,0.0,13.234401349072513,0.16863406408094433,14.070826306913997,11.224283305227656,0.6812816188870151,2.0640809443507586,5.96964586846543,10.327150084317031
2025-01-27,38.62578362609398,0.0,16.913909751101734,0.7696604804171063,13.177332257463844,10.32834709204891,3.8296815840109244,3.326919495996524,5.449692756501769,7.578672956365216
2025-02-03,36.696965974695985,0.0,17.53470089669574,2.3215821152192606,13.038938705318756,10.219874708266797,4.102690087212872,3.402530401670557,5.435450190394301,7.2472669205257345
2025-02-04,36.449747816459585,0.0,18.00959527617173,2.4172714971091156,12.959773649895437,10.23496124984623,4.139500553573625,3.8258088325747326,5.443473982039611,6.51986714232993
2025-02-05,35.81335928945127,0.0,18.159143448108043,2.9687309891714317,12.817861053656163,10.122885995863244,4.209757878087358,3.9725027375593136,5.383866650444093,6.551891957659082
2025-02-06,35.28665498701142,0.0,18.703558267383556,2.893735274572585,12.72881048752492,10.052558448619585,4.240923095511388,3.987192653899595,5.261886062949314,6.844680722527638
2025-02-07,35.32608695652174,0.0,18.490338164251206,3.0857487922705316,12.72342995169082,10.048309178743962,4.239130434782608,3.979468599033816,5.259661835748792,6.8478260869565215
2025-02-10,24.13721928665786,31.555482166446495,12.611459709379128,2.1961690885072658,8.697985468956407,6.869220607661823,2.955746367239102,2.666776750330251,3.632760898282695,4.67717965653897
2025-02-11,24.20368991478448,31.620749565649042,12.674774551170678,2.2007115082319846,8.715975841813519,6.883428476875983,2.9618598494250024,2.6102424091999668,3.640274675270952,4.48829320757839
2025-02-12,24.151754349712775,31.590693061123282,12.679257759226351,2.3060710005372567,8.707691036078852,6.876885564326156,2.9590445096499565,2.6077612927222384,3.636814481134025,4.48402694548911
2025-02-13,24.124834874504625,31.555482166446495,12.694022457067373,2.3860634081902243,8.697985468956407,6.869220607661823,2.955746367239102,2.6048546895640685,3.632760898282695,4.479029062087187
2025-02-14,23.93900574403901,31.58808215215505,12.752593082358777,2.4794412992272408,8.706971362452993,6.876317203190214,2.9670647547419318,2.570354146865573,3.636513905533287,4.483656349435927
2025-02-17,23.92812887236679,31.57372986369269,12.779843040066089,2.490706319702602,8.703015282940934,6.873192895497728,2.9657166460140436,2.5691862866584056,3.634861627426683,4.481619165634036
2025-02-18,23.92022462631101,31.56330002477496,12.800396399372369,2.4816252374267074,8.70014039144438,6.870922454372781,2.9812536130151126,2.5683376001321334,3.6336609133702207,4.480138739780329
2025-02-19,23.981676364987,31.54636622508357,12.760513391935948,2.4802938384713795,8.695472741529446,6.867236185052206,2.9961619413148446,2.575213569394577,3.631711444017993,4.4653542982130325
2025-02-20,24.085807760798442,31.65610634861473,12.821468505404399,2.4930633204952994,8.725721621733548,6.89112519153518,2.894769536588396,2.430943802542759,3.640203752018884,4.360790160268356
2025-02-21,24.05309295401919,31.607674495534237,12.789447568640425,2.5843532914323517,8.712371816076745,6.880582203109493,2.9275554085345683,2.4561693681773074,3.63463446907046,4.354118425405227
2025-02-24,24.052255157302906,31.60114101451073,12.865352019513002,2.61689197569143,8.710570920666418,6.879159948737029,2.943486708834594,2.38951589565505,3.6338831700359666,4.307743189052875
2025-02-25,23.9070924927416,31.70468685192866,12.861883036084611,2.625466611364579,8.739112401493157,6.901700539195355,2.9821650767316465,2.4554126918291166,3.645790128577354,4.17669017005392
2025-02-26,23.791606367583213,31.606367583212737,12.830266694231963,2.8736820343187928,8.712011577424022,6.880297705189167,3.0349390117841635,2.4271242505685344,3.634484184411826,4.209220591275584
2025-02-27,23.749380881624564,31.55027241208519,12.984976060756152,2.893346541192009,8.696549446920917,6.868086511474328,3.050189862968466,2.4228165758626385,3.628033680039624,4.15634802707611
2025-02-28,23.624249403635766,31.43867730525623,13.120013161141731,3.0188368840996955,8.665789257218064,6.843793699103397,3.0928683063255735,2.471826930986263,3.615201118697047,4.108743933536235
2025-03-03,23.564234326824256,31.424460431654676,13.114080164439876,3.0709146968139773,8.661870503597122,6.8406988694758475,3.136690647482014,2.4707091469681397,3.6135662898252825,4.102774922918808
2025-03-04,23.522890576883597,31.38575241223568,13.15130363375077,3.1492506672141243,8.651200985423937,6.832272633956067,3.1328269349209603,2.4676657770478343,3.6091151714227063,4.097721207144323
2025-03-05,23.36747840388108,31.238370919773867,13.285894927426368,3.4976023201723785,8.610576599681258,6.800189587977984,3.122202431018738,2.456078090369452,3.592167456630197,4.029439263068686
2025-03-06,23.25856211942994,31.212859698195654,13.217878418969839,3.633578667063891,8.603544660400084,6.794636124777285,3.1237359588068654,2.535738601854985,3.5892338663937706,4.030231884107681
2025-03-07,23.253814486979458,31.2064884021192,13.170273035544614,3.702239151274963,8.601788469814908,6.793249175971526,3.1230983290974867,2.535220996561489,3.5885012173551516,4.025326735281205
2025-03-10,23.167040930668275,31.172128300304223,12.9437165283971,3.9224520312572766,8.592317416109498,6.785769425916566,3.368416794355219,2.520195616115648,3.551926183878203,3.976036772997988
2025-03-11,22.85827310878112,31.00774439104222,13.313558797441463,4.287133011135123,8.413142578103292,6.74998517356021,3.3993314756270774,2.681334254641406,3.533195364285423,3.7563018453826653
2025-03-12,22.68632614324404,30.493773032476625,13.581891537809229,4.3789204464265605,8.441801948982725,6.766453970668235,3.188040813103303,3.2002399488677296,3.586545914741216,3.6760062436803396
2025-03-13,22.691594969624816,30.103258579897528,13.673850762035617,4.459473243527453,8.463483858595243,6.783832919413528,3.3022263610125946,3.3226104743521785,3.5957575931026033,3.603911238438437
2025-03-14,22.64676126799964,30.1684440200089,13.57680487905126,4.640727088917567,8.48181064267856,6.798522596058344,3.3052913342615384,3.2480922258812406,3.6035438279588097,3.5300021171841403
2025-03-17,22.596906812443553,29.95527174054397,13.844512897848038,4.683507551965343,8.463138831432945,6.783556365849915,3.2980150841181373,3.2409418935400733,3.5956110064180433,3.538537815839979
2025-03-18,22.678519907704022,29.329687338751064,14.013396954664122,4.942863285090036,8.452865733928954,6.798244843527201,3.3092417808035055,3.24795952560344,3.6524224099238687,3.5747982200037867
2025-03-19,22.63295697048059,28.920797978536793,14.227552632459012,5.048506727703696,8.458740601864946,6.8029697252311605,3.3483366616372114,3.2502169059848387,3.6549608980508754,3.6549608980508754
2025-03-20,22.606861603869692,28.530628451933993,14.257320413521473,5.2195422450078155,8.464277354036625,6.807422676228586,3.3505283484562574,3.3300733524339354,3.7800832649250085,3.6532622895866154
2025-03-21,22.430537185719068,28.00763989795775,14.666827547760963,5.458477330461573,8.422646358848048,6.7739408125293155,3.3421907494510625,3.3340489936667725,3.8429087301848996,3.7207823934205493
2025-03-24,22.40337587613929,27.776278520852927,14.701669987690355,5.494444215146327,8.421617857509482,6.773113636972343,3.3417826297802247,3.537160907769812,3.842439467128541,3.7081169010107002
2025-03-25,22.31285287841903,27.327754008402742,14.857065556430735,5.795240895432763,8.415109844230582,6.767879546060748,3.5140913027623113,3.607637714757142,3.8394701270921554,3.5628981264117883
2025-03-26,22.15003133846413,27.35748903724212,15.006548439176608,5.960705453235033,8.430539889492696,6.780289210302487,3.5694310986928954,3.3045760514154545,3.846510225075449,3.593879256903121
2025-03-27,22.076686863833455,27.35748903724212,15.393644277505175,6.245933965687662,7.713393915326086,6.653973726216322,3.6468502663586086,3.455339693711844,3.846510225075449,3.6101780290432712
2025-03-28,22.051988992286944,27.397678403814684,15.39993550895003,6.128608472974847,7.700241159964002,6.6637487091792345,3.6522076513872714,3.468577099082884,3.8521609194520496,3.6848530829080515
2025-03-31,21.94580793162347,27.316305979406746,15.484390850852076,6.4236852634265915,7.677371072853817,6.643957054568247,3.6413604187621442,3.45827525804226,3.718663042177207,3.690183128287446
2025-04-01,22.039880889225397,27.377568971370824,15.543584200867356,6.491101719208574,7.490705123683082,6.658857630361716,3.6495269927579517,3.3070015543315074,3.727002984782981,3.7147699334106083
2025-04-02,22.257761162413818,27.339664918486346,15.257381729888184,6.612420058762771,7.480334294795862,6.649638488514775,3.709626860402303,3.302423033793927,3.7218429752005537,3.6689064777414653
2025-04-03,22.223373280382127,27.297425577110427,14.969535764059168,6.825820063209356,7.468777298950233,6.639364904292721,3.7608160051872424,3.3379783137932177,3.7160927878282597,3.7608160051872424
2025-04-07,22.343706627131983,27.050216259231945,14.908830104203588,6.977766953348475,7.479116084920092,6.648555561608334,3.855592233216835,3.3425989688183964,3.7212368544458156,3.672380353074536
2025-04-08,22.441197050852686,26.624314922173912,14.939743007282807,7.077917460194557,7.53371326433048,6.697089690066235,3.883737866805098,3.366999776818358,3.7484017003799996,3.686885261095864
2025-04-09,22.451828291240634,26.227313947965435,15.076769986661867,7.517566472965101,7.538659947177672,6.701487040686521,3.886287953172159,3.3404840484499867,3.7508629241809435,3.5087393874996793
2025-04-10,22.47622436890976,25.844372026531477,15.08217910609854,7.770809545790501,7.545472252501321,6.707542835239336,3.893907291982174,3.384577646195476,3.7542523891051762,3.540662537646238
2025-04-11,22.51621039496184,25.45633004053659,14.97594002090038,7.987983887485492,7.564425474679022,6.724391290229093,3.9078060835440356,3.3848436255776577,3.7636825715060573,3.7183866105798353
2025-04-14,22.479184349291334,25.250027482323954,15.0787556661481,8.176289426651712,7.551986402642316,6.713333584929179,3.9013800196557193,3.3792775301970517,3.75749350681278,3.7122720313478554
2025-04-15,22.462562327653853,25.091684472807195,15.079929832016347,8.371535710503416,7.546402157260449,6.708369473492821,3.8984951808601878,3.376778755181322,3.754715063547115,3.7095270266772915
2025-04-16,22.373105341831554,24.796926890065233,15.281849775155631,8.499232963184287,7.505630455293104,6.708645064856945,3.898655337752138,3.4590809213775553,3.7548693137043774,3.722003936779175
2025-04-17,22.345702309403688,24.62956453073245,15.36211991048903,8.60498491541864,7.504705536632452,6.707818358686805,3.902282572414247,3.4586546589187326,3.7544066012490753,3.72976060605488
2025-04-22,22.3383616273595,24.50649672648557,15.373498638304394,8.708922360478248,7.502240200953274,6.705614804683467,3.925638550690383,3.4575184724699817,3.7531732587144457,3.72853535986074
2025-04-23,22.280938295531243,24.33637540766512,15.415227483858034,8.792584443317335,7.510567207737191,6.713057608229247,3.9711045006426526,3.461356096833451,3.75733904098073,3.7614499152049974
2025-04-24,22.12366974951675,23.515147303542925,15.692680408152478,9.361021156798689,7.476104254767849,6.722730312795097,4.017994357188007,3.5527962400135755,3.7627529123666377,3.775103304857994
2025-04-25,22.21058183574493,22.441084538265628,15.735374006687708,10.042755781645777,7.417247677541209,6.721623450291228,4.198442081627099,3.638649804076819,3.7621333947129103,3.832107429406695
2025-04-28,22.246293514364403,21.735074019223337,15.81014726172286,10.446440564178538,7.387946252361195,6.7324309319787,4.262910951418234,3.7269550290929243,3.768182407733333,3.8836190679264764
2025-04-29,22.243542385531708,21.47680797416979,15.812314298780572,10.721337963090065,7.3870326083900695,6.7315983535161745,4.295361594833958,3.7553497244661576,3.7677164085203816,3.8089386887011294
2025-04-30,22.273861462528004,21.191964595048894,15.860385090866536,10.851425580815507,7.399844223368593,6.7432732236389015,4.306940583132501,3.8444503191719637,3.7742509041065255,3.7536040173225724
2025-05-02,22.27658071075911,20.931237007219377,15.871201250789976,11.16660034865036,7.395263548292021,6.739098981228163,4.324908592974351,3.8338168729705844,3.7719145553230504,3.689378131793006
