date,FUTU SECURITIES INTERNATIONAL,IMPERIUM INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,WEST BULL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,KINGKEY SECURITIES GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,YUEN META (INTERNATIONAL) SECURITIES LTD,NANYANG COMMERCIAL BANK LTD
2024-10-03,41.33989222385209,0.0,0.0,9.33137962730603,23.3890014245285,17.748701145612987,0.0,8.191025578700394,0.0,0.0
2024-10-04,41.337289256548644,0.0,0.0,9.331793695349656,23.390039281570985,17.749488721540004,0.0,8.19138904499071,0.0,0.0
2024-10-07,41.33362100334955,0.0,0.0,9.339839552826408,23.387963659585008,17.74791363957512,0.0,8.190662144663918,0.0,0.0
2024-10-08,41.33178712087857,0.0,0.0,9.343861946099102,23.386925986728237,17.7471262034171,0.0,8.190298742876992,0.0,0.0
2024-10-09,41.32927662728218,0.0,0.0,9.34799181266763,23.386158168092454,17.746543545643338,0.0,8.1900298463144,0.0,0.0
2024-10-18,41.271810580680565,0.0,0.0,9.427268851393801,23.378148364140046,17.7371003789159,0.0,8.18567182486969,0.0,0.0
2024-10-21,40.903765747818056,0.0,0.0,9.795313684256307,23.378148364140046,17.7371003789159,0.0,8.18567182486969,0.0,0.0
2024-10-22,40.394194838436604,0.0,0.0,10.594023425991317,23.238722664267364,17.634662382008017,0.0,8.1383966892967,0.0,0.0
2024-10-25,40.97964708691182,0.0,0.0,10.489968211598452,23.010470358999278,17.461453535744408,0.0,8.058460806746044,0.0,0.0
2024-11-01,40.964184319625105,0.0,0.0,10.49271648281838,23.016498881886,17.4660282693606,0.0,8.060572046309916,0.0,0.0
2024-11-06,40.94809230752416,0.0,0.0,10.527877741693754,23.011822073418905,17.459167067485495,0.0,8.053040809877684,0.0,0.0
2024-11-07,40.93658032980579,0.0,0.0,10.547860132005619,23.007805102287534,17.456119374440412,0.0,8.05163506146064,0.0,0.0
2024-11-11,40.93300767246436,0.0,0.0,10.555666886786575,23.00579714258141,17.45459592688975,0.0,8.050932371277897,0.0,0.0
2024-11-18,40.92527423145601,0.0,0.0,10.557048904457634,23.008809213588275,17.456881197945652,0.0,8.051986452552432,0.0,0.0
2024-11-20,40.910990665381284,0.0,0.0,10.58826590485366,23.0007787763371,17.450788471122635,0.0,8.049176182305317,0.0,0.0
2024-11-21,40.87274803845151,0.0,0.0,10.666678104902608,22.98172893504566,17.436335275688776,0.0,8.042509645911448,0.0,0.0
2024-11-22,40.503087361247175,0.0,0.0,11.540319737349742,22.740455008016443,17.25655287827999,0.0,7.9595850151066445,0.0,0.0
2024-11-25,39.8585306985186,0.0,0.0,12.176599316926435,22.74437990396141,17.259531278421594,0.0,7.960958802171961,0.0,0.0
2024-11-26,45.37914716738521,0.0,0.0,11.541025104388146,20.427950046846952,15.501712698976691,0.0,7.150164982402998,0.0,0.0
2024-11-27,45.2116231565303,0.0,0.0,11.926152523252295,20.324765057879972,15.423410957972578,0.0,7.114048304364852,0.0,0.0
2024-11-28,45.045888654045456,0.0,0.0,12.208908662612535,20.26927476744586,15.38130225211028,0.0,7.094625663785867,0.0,0.0
2024-11-29,44.858515977609635,0.0,0.0,12.595875432938724,20.174629584429805,15.30948092730322,0.0,7.0614980777186105,0.0,0.0
2024-12-02,46.671605541893626,0.0,0.0,13.435486354491587,16.617739833904256,15.928258867209944,0.0,7.346909402500587,0.0,0.0
2024-12-03,46.655677283026414,0.0,0.0,13.821746632021428,16.247407815241626,15.928258867209944,0.0,7.346909402500587,0.0,0.0
2024-12-04,46.44979941870926,0.0,0.0,14.195308185771255,16.178474421823115,15.860679537174585,0.0,7.3157384365217775,0.0,0.0
2024-12-05,46.24111905979451,0.0,0.0,14.564065071294968,16.11266827083051,15.796166020927298,0.0,7.285981577152715,0.0,0.0
2024-12-06,45.892761328739574,0.0,0.0,15.204270491144973,15.99269207267994,15.67854652348025,0.0,7.231729583955265,0.0,0.0
2024-12-09,45.61559471768965,0.0,0.0,15.730425421196259,15.889846019348274,15.578534707795255,0.0,7.185599133970562,0.0,0.0
2024-12-10,45.46363005757873,0.0,0.0,16.194484759602958,15.761550397541763,15.452752633208927,0.0,7.127582152067618,0.0,0.0
2024-12-11,45.09173444413674,0.0,0.0,16.753576775233867,15.684597855608295,15.377307733119657,0.0,7.092783191901443,0.0,0.0
2024-12-12,44.87912876462655,0.0,0.0,17.142842405260485,15.611976629499683,15.306109290411147,0.0,7.059942910202141,0.0,0.0
2024-12-13,44.63998618707093,0.0,0.0,17.584354412769763,15.52878677188241,15.224549275125336,0.0,7.0223233531515605,0.0,0.0
2024-12-16,44.232203536007155,0.0,0.0,18.346786524898366,15.382997765228684,15.081616543278558,0.0,6.956395630587235,0.0,0.0
2024-12-17,43.8719930212714,0.0,0.0,18.82093386128377,15.336160710973163,15.035697113068721,0.0,6.935215293402948,0.0,0.0
2024-12-18,43.65001156963957,0.0,0.0,19.228499345449315,15.259870980621823,14.960902038863502,0.0,6.900716065425789,0.0,0.0
2024-12-19,43.438799392361204,0.0,0.0,19.619333709561012,15.186032040862052,14.888509739754136,0.0,6.867325117461595,0.0,0.0
2024-12-20,43.237629433939,0.0,0.0,19.99158560238015,15.115703820998869,14.819559379080912,0.0,6.835521763601071,0.0,0.0
2024-12-23,20.419130329870676,26.594648451973278,25.92278364897606,9.698298445347888,7.138447005293689,6.998591697887704,0.0,3.2281004206507045,0.0,0.0
2024-12-27,20.36884804125422,26.526885894136104,25.856732987336876,9.926639931963564,7.120258405097024,6.98075944582529,0.0,3.2198752943869153,0.0,0.0
2024-12-30,20.25612374578922,26.384603314727574,25.718044915197613,10.413239163490177,7.082067388783403,6.943316661770413,0.0,3.2026048102416027,0.0,0.0
2025-01-02,20.06109751575361,26.270146095437596,25.60647924671075,10.909023825947505,7.051345163003647,6.91319634090463,0.0,3.1887118122422606,0.0,0.0
2025-01-03,19.862605356270464,26.154427253334422,25.493683827987024,11.41158957527065,7.020284296628248,6.882744014035374,0.0,3.1746656764738166,0.0,0.0
2025-01-06,19.79906098767176,26.138685488739714,25.478339750076817,11.516498468295385,7.0160589445792425,6.878601444405189,0.0,3.172754916231893,0.0,0.0
2025-01-07,19.729080948496282,26.121166971795695,25.461263806192434,11.632511791584543,7.011356682579349,6.8739913083672874,0.0,3.170628490984412,0.0,0.0
2025-01-08,19.69335727228722,26.119371528467028,25.45951372143207,11.669516582224974,7.014311515069645,6.873518823280797,0.0,3.170410557238267,0.0,0.0
2025-01-09,36.248371668589826,20.727831681519245,20.204181196933497,9.27979569689069,5.569150270640435,5.454692547768222,0.0,2.5159769376580923,0.0,0.0
2025-01-10,36.24639453920806,20.726701103698744,20.203079181078984,9.284743935202943,5.56884650718501,5.454395027289142,0.0,2.5158397063371174,0.0,0.0
2025-01-13,36.242935081722585,20.724722889253034,20.20115094257717,9.293402053496623,5.568315000866116,5.453874444540272,0.0,2.5155995875442003,0.0,0.0
2025-01-14,36.236512126630565,20.721050064077257,20.197570904563726,9.308113805099968,5.568691413804035,5.452907911599278,0.0,2.5151537742251673,0.0,0.0
2025-01-15,36.23416099193695,20.72048512959078,18.833830430949096,9.310586410204278,5.569902779947256,5.452759244629153,1.3631898111572882,2.5150852015851966,0.0,0.0
2025-01-16,37.2499227386773,21.299745264295215,16.557749344928435,9.575076275719026,5.72561451229445,5.60519612218295,1.4012990305457376,2.585396711356886,0.0,0.0
2025-01-17,37.24571884158566,21.299745264295215,16.557749344928435,9.582082770871754,5.722811914233358,5.60519612218295,1.4012990305457376,2.585396711356886,0.0,0.0
2025-01-20,37.237311047402386,21.299745264295215,16.557749344928435,9.584885368932845,5.728417110355542,5.60519612218295,1.4012990305457376,2.585396711356886,0.0,0.0
2025-01-21,37.231572065159924,21.296462565936967,16.555197478888893,9.598820068370669,5.7275342516541725,5.604332254193938,1.4010830635484846,2.584998252246954,0.0,0.0
2025-01-22,37.22912776008887,21.295865820398475,16.554733587751866,9.602754232434943,5.727373761126666,5.604175215894335,1.4010438039735837,2.584925818331262,0.0,0.0
2025-01-23,37.22511901516747,21.29437410285366,16.553573973639395,9.610487259577376,5.7269725741546385,5.6037826586457,1.400945664661425,2.584744751300329,0.0,0.0
2025-01-24,37.22283859558172,21.294672429643864,16.55380588346526,9.612022864459641,5.727052807052653,5.603861165695754,1.4009652914239386,2.5847809626771667,0.0,0.0
2025-01-27,37.22179566670545,21.294075784422127,16.553342070311306,9.61455540187428,5.726892343504632,5.603704153795297,1.4009260384488242,2.5847085409380806,0.0,0.0
2025-02-03,37.21355318750562,21.2949707647931,16.55403779978916,9.620563436962778,5.7271330421987665,5.603939674945552,1.400984918736388,2.584817175068636,0.0,0.0
2025-02-04,36.19717055320184,20.712579280020332,16.10130505083686,9.366991445451301,5.570502936772571,5.4506787579000875,4.0852837290461155,2.515488246770891,0.0,0.0
2025-02-05,36.197546716896426,20.712014807324618,16.10086624758866,9.368098802655048,5.570351125799793,5.450530212453846,4.085172394234158,2.51541969304745,0.0,0.0
2025-02-06,35.657382440832656,20.88246098285957,16.23336572193873,9.460304363682303,5.616191429343977,5.495384469173571,4.118790659645591,2.536119932523603,0.0,0.0
2025-02-07,35.65993834923119,20.880739767464224,16.232027703444558,9.462272073571947,5.615728520534555,5.494931517753743,4.11845117255643,2.5359108954433522,0.0,0.0
2025-02-10,35.659746597007704,20.879018835784315,16.23068990550181,9.466986698435889,5.615265688028409,5.494478640995873,4.118111741426406,2.535701892819595,0.0,0.0
2025-02-11,35.65955487638897,20.8772981877497,16.229352328055953,9.471700546231707,5.614802931806676,5.494025838881501,4.1177723662416845,2.5354929246438127,0.0,0.0
2025-02-12,35.65504029911353,20.87787170558276,16.22979816270828,9.478828463172803,5.610836542832235,5.494176764627041,4.117885485087968,2.5355625768753796,0.0,0.0
2025-02-13,35.82904875037394,21.086991166290378,16.260567332900628,9.580707960157984,5.667036481623981,5.549208201655363,3.465480521933774,2.5609595850639497,0.0,0.0
2025-02-14,36.5126990420567,20.975250972948743,15.829414730966782,9.536839439082156,5.631486991374278,5.5198028876180905,3.447116903317498,2.5473890326357487,0.0,0.0
2025-02-17,36.521458767936565,20.972356891045564,15.827230651130503,9.536903344138615,5.629330220822168,5.519041287117253,3.4466412838047242,2.5470375540046124,0.0,0.0
2025-02-18,36.517319486971225,20.972356891045564,15.827230651130503,9.541042625103952,5.629330220822168,5.519041287117253,3.4466412838047242,2.5470375540046124,0.0,0.0
2025-02-19,36.51718769829353,20.971488822200595,15.826575544701516,9.543407117313258,5.629097216672558,5.518812847947525,3.4464986235432296,2.5469321293277827,0.0,0.0
2025-02-20,36.51681564243822,20.97206752677917,15.82701227629499,9.54367046596918,5.629252550629062,5.518965138626097,3.446593729071998,2.5456226701912876,0.0,0.0
2025-02-21,36.51920312476755,20.972646263297133,15.827449031992197,9.545313608519049,5.629407893158628,5.519117437709771,3.446688839849752,2.5401738007059222,0.0,0.0
2025-02-24,36.52270651114148,20.971488822200595,15.826575544701516,9.548925930161205,5.624958107036597,5.518812847947525,3.4464986235432296,2.5400336132678487,0.0,0.0
2025-02-25,36.52610202156469,20.972646263297133,15.827449031992197,9.552212505316186,5.625268555080346,5.519117437709771,3.446688839849752,2.53051534518993,0.0,0.0
2025-02-26,36.52485435004998,20.9735144279662,15.828104210736862,9.552607920053289,5.62412157712693,5.519345902096369,3.446831515859182,2.530620096111185,0.0,0.0
2025-02-27,36.52623418652551,20.9735144279662,15.828104210736862,9.552607920053289,5.622741740651406,5.519345902096369,3.446831515859182,2.530620096111185,0.0,0.0
2025-02-28,36.525730191177374,20.97322503175712,15.827885811795126,9.553855928939887,5.62266415708047,5.519269745199242,3.446783955876927,2.5305851781738524,0.0,0.0
2025-03-03,36.52734958979298,20.971778170497625,15.826793907485412,9.555956290057011,5.622276271338926,5.518888992236217,3.446546175651518,2.5304106029403055,0.0,0.0
2025-03-04,36.52684562077744,20.971488822200595,15.826575544701516,9.557204149433126,5.622198700612623,5.518812847947525,3.4464986235432296,2.5303756907839405,0.0,0.0
2025-03-05,36.52596986754493,20.971778170497625,15.826793907485412,9.557336012305068,5.622276271338926,5.518888992236217,3.446546175651518,2.5304106029403055,0.0,0.0
2025-03-06,36.525465917565455,20.971488822200595,15.826575544701516,9.558583852645114,5.622198700612623,5.518812847947525,3.4464986235432296,2.5303756907839405,0.0,0.0
2025-03-07,36.52721738960628,20.97091014955876,15.826138837209774,9.558320099746258,5.622043565581316,5.518660565673359,3.4464035232630126,2.5303058693612352,0.0,0.0
2025-03-10,36.53334678064253,20.968885046776023,15.824610550761037,9.557397079214756,5.621500660386065,5.518127643888427,3.446070713608323,2.5300615247228437,0.0,0.0
2025-03-11,36.54135843772819,20.967149555662374,15.823300825855465,9.556606060633483,5.618276561056081,5.517670935700625,3.4457854993450403,2.5298521240187366,0.0,0.0
2025-03-12,36.52469779698871,20.969463607660078,15.825047173912418,9.557660781175594,5.6230353354306715,5.518279896752652,3.446165795522031,2.5356496125578434,0.0,0.0
2025-03-13,36.52493750158278,20.9680172653082,15.829473560487608,9.557001553556265,5.621268018827701,5.517899280344264,3.445928100574993,2.5354747193181892,0.0,0.0
