date,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,DBS BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOOM SECURITIES (H.K.) LTD
2024-05-21,99.45669481764916,0.532290621580398,0.0,0.0,0.0,0.011014560770444581,0.0,0.0,0.0
2024-05-22,99.4574028992716,0.5315968950723862,0.0,0.0,0.0,0.011000205656018787,0.0,0.0,0.0
2024-05-23,99.45596531988711,0.5330053300533005,0.0,0.0,0.0,0.011029350059582468,0.0,0.0,0.0
2024-05-24,99.45459877314771,0.5343441724515894,0.0,0.0,0.0,0.011057054400707651,0.0,0.0,0.0
2024-05-27,99.4532582818479,0.5356574876386734,0.0,0.0,0.0,0.011084230513440835,0.0,0.0,0.0
2024-05-29,99.4541132769082,0.5348198261053665,0.0,0.0,0.0,0.011066896986435834,0.0,0.0,0.0
2024-05-30,99.45493286954182,0.534016849276567,0.0,0.0,0.0,0.011050281181611372,0.0,0.0,0.0
2024-05-31,99.45541037432436,0.5335490250669637,0.0,0.0,0.0,0.011040600608673113,0.0,0.0,0.0
2024-06-03,99.45677936479815,0.5322077884767318,0.0,0.0,0.0,0.011012846725114557,0.0,0.0,0.0
2024-06-04,99.4691946302303,0.5198017433571586,0.0,0.0,0.0,0.01100362641253074,0.0,0.0,0.0
2024-06-05,99.48196057263777,0.5070528834900907,0.0,0.0,0.0,0.010986543872135737,0.0,0.0,0.0
2024-06-06,99.48257847202011,0.5064480884745487,0.0,0.0,0.0,0.010973439505336432,0.0,0.0,0.0
2024-06-07,99.48279438871256,0.5062367509281801,0.0,0.0,0.0,0.010968860359254021,0.0,0.0,0.0
2024-06-11,99.49633841114853,0.49272792528980147,0.0,0.0,0.0,0.010933663561664675,0.0,0.0,0.0
2024-06-12,99.49656576599692,0.492505505940714,0.0,0.0,0.0,0.010928728062360272,0.0,0.0,0.0
2024-06-14,99.49724063643309,0.49184528583020537,0.0,0.0,0.0,0.010914077736704992,0.0,0.0,0.0
2024-06-17,99.49860869236011,0.49050692814416597,0.0,0.0,0.0,0.010884379495721965,0.0,0.0,0.0
2024-06-18,99.46770994570593,0.49039795131048913,0.03100488977880023,0.0,0.0,0.010887213204769547,0.0,0.0,0.0
2024-06-19,99.46739480514559,0.4909251084629521,0.03078642744823144,0.0,0.0,0.010893658943220355,0.0,0.0,0.0
2024-06-20,99.46545163276123,0.4927162139999858,0.030898749551373925,0.0,0.0,0.010933403687409235,0.0,0.0,0.0
2024-06-21,99.46507020210309,0.4930677950379256,0.03092079756629538,0.0,0.0,0.010941205292689134,0.0,0.0,0.0
2024-06-25,99.46537539015236,0.49278649009078396,0.03090315663859234,0.0,0.0,0.010934963118271135,0.0,0.0,0.0
2024-06-26,99.46667488747765,0.4915886875317173,0.030828041186263023,0.0,0.0,0.010908383804369993,0.0,0.0,0.0
2024-06-27,99.46695929787471,0.49132653423998446,0.030811601278918462,0.0,0.0,0.010902566606386534,0.0,0.0,0.0
2024-07-04,99.47444199357415,0.48394837568768195,0.03073438634069304,0.0,0.0,0.010875244397475997,0.0,0.0,0.0
2024-07-05,99.47472141095075,0.48369108042457065,0.030718046143231162,0.0,0.0,0.010869462481451026,0.0,0.0,0.0
2024-07-08,99.47496953264493,0.48346260309302697,0.030703536102634835,0.0,0.0,0.010864328159393864,0.0,0.0,0.0
2024-07-09,99.4884097618857,0.4701544894221125,0.03060595073854513,0.0,0.0,0.010829797953639047,0.0,0.0,0.0
2024-07-10,99.48888507323315,0.46971767545025395,0.030577515177032052,0.0,0.0,0.01081973613956519,0.0,0.0,0.0
2024-07-11,99.4886445196953,0.46993874559064736,0.03059190632287639,0.0,0.0,0.010824828391171647,0.0,0.0,0.0
2024-07-15,99.48955742067939,0.4690997841248364,0.030537291905973332,0.0,0.0,0.010805503289805948,0.0,0.0,0.0
2024-07-16,99.4889872399667,0.469623783610906,0.03057140303926779,0.0,0.0,0.010817573383125525,0.0,0.0,0.0
2024-07-17,99.48614750144247,0.4722335203034402,0.0307412907558574,0.0,0.0,0.010877687498226464,0.0,0.0,0.0
2024-07-18,99.4854783181084,0.4728485037908385,0.030781324733504763,0.0,0.0,0.010891853367240146,0.0,0.0,0.0
2024-07-22,99.4867543412127,0.4716758309241728,0.030704986489805946,0.0,0.0,0.01086484137331595,0.0,0.0,0.0
2024-07-23,99.49171228979719,0.4667370195406288,0.030690851057299823,0.0,0.0,0.010859839604890705,0.0,0.0,0.0
2024-07-25,99.50386784907957,0.4546108677240439,0.030669129633692636,0.0,0.0,0.01085215356269124,0.0,0.0,0.0
2024-07-29,99.50339922404653,0.4550402735436704,0.030698098370875535,0.0,0.0,0.010862404038925189,0.0,0.0,0.0
2024-08-06,99.50222377917008,0.4561173454775267,0.03077076020346574,0.0,0.0,0.010888115148918645,0.0,0.0,0.0
2024-08-07,99.49743033740582,0.4609058563687625,0.03077440232559791,0.0,0.0,0.010889403899826953,0.0,0.0,0.0
2024-08-08,99.49962171118533,0.458896150881849,0.03064021551856208,0.0,0.0,0.010841922414260428,0.0,0.0,0.0
2024-08-09,99.50095671510576,0.4576718208615607,0.030558467751413916,0.0,0.0,0.010812996281269539,0.0,0.0,0.0
2024-08-13,99.51322487930419,0.4454473728702121,0.03052617737117953,0.0,0.0,0.010801570454417372,0.0,0.0,0.0
2024-08-14,99.51336200420673,0.4453218900240385,0.030517578125,0.0,0.0,0.010798527644230768,0.0,0.0,0.0
2024-08-15,99.51298472468248,0.4456671380980797,0.03054123771889845,0.0,0.0,0.010806899500533297,0.0,0.0,0.0
2024-08-16,99.52274642646704,0.4359369828090117,0.030517936330194683,0.0,0.0,0.010798654393761195,0.0,0.0,0.0
2024-08-22,99.52257831195152,0.43609054338713427,0.03052868639759152,0.0,0.0,0.010802458263763153,0.0,0.0,0.0
2024-08-23,99.52218558377734,0.43644927246703125,0.03055379936495103,0.0,0.0,0.01081134439067498,0.0,0.0,0.0
2024-08-29,99.52032541425905,0.43814840419131296,0.030672747735525415,0.0,0.0,0.010853433814108991,0.0,0.0,0.0
2024-09-02,99.52109378128614,0.4374465559034084,0.030623614575898274,0.0,0.0,0.01083604823454862,0.0,0.0,0.0
2024-09-04,99.51994597326053,0.43849499638719797,0.030697011055646598,0.0,0.0,0.010862019296613411,0.0,0.0,0.0
2024-09-05,99.51960566548675,0.4388058431830319,0.030718772005274175,0.0,0.0,0.010869719324943171,0.0,0.0,0.0
2024-09-09,99.51747348833678,0.44075343441152176,0.030855113879104917,0.0,0.0,0.010917963372606355,0.0,0.0,0.0
2024-09-11,99.51559368961303,0.4424704960101409,0.03097531743743582,0.0,0.0,0.010960496939400365,0.0,0.0,0.0
2024-09-12,99.51527029701317,0.44276589200517874,0.030995996747804646,0.0,0.0,0.010967814233838568,0.0,0.0,0.0
2024-09-13,99.52142531096656,0.4367320932709498,0.03090646277910913,0.0,0.0,0.010936132983377079,0.0,0.0,0.0
2024-09-16,99.52250375971953,0.4357479351193385,0.030836816312201417,0.0,0.0,0.010911488848932808,0.0,0.0,0.0
2024-09-17,99.52312590613185,0.4351801840217566,0.030796637954724208,0.0,0.0,0.010897271891671641,0.0,0.0,0.0
2024-09-19,99.52338559596926,0.4349431993067427,0.0307798671256813,0.0,0.0,0.010891337598317999,0.0,0.0,0.0
2024-09-23,99.5229224731244,0.43536583053675365,0.030809775704832867,0.0,0.0,0.010901920634017785,0.0,0.0,0.0
2024-09-24,99.52271886647509,0.4355516355118028,0.030822924668772112,0.0,0.0,0.010906573344334746,0.0,0.0,0.0
2024-09-25,99.52220908870818,0.4360168425449902,0.030855846233450588,0.0,0.0,0.010918222513374824,0.0,0.0,0.0
2024-09-26,99.51993017166133,0.4380965100139752,0.031003019217102218,0.0,0.0,0.010970299107590016,0.0,0.0,0.0
2024-09-30,99.5198812589038,0.4381202826305353,0.031021588639416984,0.0,0.0,0.01097686982625524,0.0,0.0,0.0
2024-10-02,99.51850247569179,0.43937845657548047,0.031110675029854283,0.0,0.0,0.011008392702871515,0.0,0.0,0.0
2024-10-03,99.51791411898505,0.43688281586242883,0.0312574386692987,0.0,0.0028853020310121882,0.011060324452213388,0.0,0.0,0.0
2024-10-04,99.51691402948126,0.4378117120653491,0.031306668079480404,0.0,0.0028898462842597296,0.011077744089662297,0.0,0.0,0.0
2024-10-07,99.51763532941918,0.437090303097441,0.03130674347254399,0.0,0.002889853243619445,0.011077770767207873,0.0,0.0,0.0
2024-10-09,99.51913271121327,0.4345562175612542,0.031193985799537846,0.0011997686845976096,0.0028794448430342627,0.011037871898298008,0.0,0.0,0.0
2024-10-10,99.52125791632524,0.42331884843895207,0.031056123192473906,0.01313912904296973,0.00023889325532672236,0.010989089745029228,0.0,0.0,0.0
2024-10-14,99.52260366813809,0.4221288922451683,0.030968823923178256,0.013102194736729262,0.0002382217224859866,0.010958199234355384,0.0,0.0,0.0
2024-10-15,99.52317162252514,0.4216266890645931,0.0309319805747162,0.013086607166226083,0.00023793831211320153,0.01094516235720727,0.0,0.0,0.0
2024-10-16,99.5225411105446,0.42218420764220127,0.03097288205050009,0.013103911636750037,0.00023825293885000072,0.010959635187100032,0.0,0.0,0.0
2024-10-17,99.52011149505384,0.42433255028173095,0.031130491837824507,0.013170592700618062,0.00023946532182941927,0.011015404804153287,0.0,0.0,0.0
2024-10-18,99.52034121834288,0.4241294217047992,0.031115589628455925,0.013164287919731352,0.00023935068944966098,0.011010131714684405,0.0,0.0,0.0
2024-10-21,99.52224516165946,0.42244589497975976,0.03099208033147222,0.013112033986392092,0.0002384006179344017,0.010966428424982478,0.0,0.0,0.0
2024-10-22,99.52383441603186,0.4210406261434865,0.030888984987953297,0.013068416725672547,0.00023760757683041,0.010929948534198859,0.0,0.0,0.0
2024-10-23,99.5239824977505,0.4209371728121594,0.03086397770196319,0.013057836720061349,0.00023741521309202454,0.010921099802233127,0.0,0.0,0.0
2024-10-24,99.52734943160921,0.4176029118312125,0.030845669623896375,0.013050090994725391,0.00023727438172227984,0.010914621559224872,0.0,0.0,0.0
2024-10-31,99.52698466974411,0.4179251913907411,0.030869474364088826,0.013060162230960659,0.00023745749510837558,0.010923044774985277,0.0,0.0,0.0
2024-11-01,99.5259377721931,0.4188501611145222,0.03093779599141357,0.01308906753482882,0.0002379830460877967,0.010947220120038648,0.0,0.0,0.0
2024-11-05,99.5267149455437,0.4181635019292544,0.0308870768470472,0.0130676094352892,0.00023759289882343995,0.010929273345878237,0.0,0.0,0.0
2024-11-06,99.5263548344144,0.41848167240493805,0.030910578075364743,0.013077552262654314,0.00023777367750280574,0.010937589165129062,0.0,0.0,0.0
2024-11-07,99.52612948654512,0.4186807749400525,0.030925284512617515,0.013083774216876641,0.00023788680394321168,0.010942792981387736,0.0,0.0,0.0
2024-11-08,99.52708573707676,0.41783589495225754,0.03086287860442811,0.013057371717258048,0.00023740675849560084,0.010920710890797639,0.0,0.0,0.0
2024-11-11,99.52680488778245,0.4180840348910131,0.030881207122631652,0.013065126090344159,0.0002375477470971665,0.01092719636646966,0.0,0.0,0.0
2024-11-12,99.5266362180325,0.41823306037289276,0.03089221468663413,0.013069783136652899,0.00023763242066641635,0.010931091350655153,0.0,0.0,0.0
2024-11-13,99.52646742799547,0.41838219213251304,0.03090323010069699,0.013074443504141033,0.00023771715462074606,0.01093498911255432,0.0,0.0,0.0
2024-11-14,99.52664746642334,0.41822312203560597,0.030891480604902714,0.013069472563612686,0.00023762677388386704,0.010930831598657884,0.0,0.0,0.0
2024-11-15,99.52510144043028,0.4195890887764687,0.03099237587553462,0.013112159024264648,0.0002384028913502663,0.010966533002112248,0.0,0.0,0.0
2024-11-18,99.5253277668959,0.41938912161807945,0.03097760557406269,0.013105910050564983,0.00023828927364663607,0.01096130658774526,0.0,0.0,0.0
2024-11-19,99.52420908102748,0.42048856766910125,0.030988386506226283,0.013110471214172657,0.00023837220389404833,0.010965121379126223,0.0,0.0,0.0
2024-11-20,99.52375498673386,0.420889881463666,0.03101796178587108,0.01312298383248392,0.00023859970604516215,0.010975586478077459,0.0,0.0,0.0
2024-11-21,99.52398214217575,0.42068912885870186,0.031003167092761474,0.013116724539245242,0.0002384859007135498,0.010970351432823293,0.0,0.0,0.0
2024-11-22,99.52383451579504,0.4208195962612899,0.031012782037396644,0.01312079240043704,0.00023855986182612804,0.01097375364400189,0.0,0.0,0.0
2024-11-26,99.52337970590904,0.42122154247317223,0.03104240392375986,0.013133324736975323,0.00023878772249046046,0.01098423523456118,0.0,0.0,0.0
2024-11-27,99.52259311347743,0.4219167073275738,0.03109363489375544,0.013154999378127303,0.00023918180687504186,0.011002363116251924,0.0,0.0,0.0
2024-11-28,99.52186692282079,0.4225584910541685,0.031140931880409242,0.013175009641711602,0.00023954562984930184,0.011019098973067885,0.0,0.0,0.0
2024-11-29,99.52122466700408,0.4231260958941897,0.031182762169072935,0.013192707071530857,0.00023986740130056103,0.011033900459825809,0.0,0.0,0.0
2024-12-02,99.52045974360453,0.42380211036152915,0.031232581829364392,0.013213784620115705,0.0002402506294566492,0.011051528955005862,0.0,0.0,0.0
2024-12-03,99.52025804156642,0.4239803680745667,0.03124571873565401,0.013219342542007463,0.0002403516825819539,0.01105617739876988,0.0,0.0,0.0
2024-12-05,99.51977964663665,0.4244590310508846,0.031245568537154586,0.01321927899648848,0.00024035052720888144,0.011056124251608547,0.0,0.0,0.0
2024-12-06,99.51967574506753,0.4245508679733345,0.03125232889950934,0.013222139149792414,0.00024040252999622566,0.011058516379826381,0.0,0.0,0.0
2024-12-09,99.52151620450752,0.42292411553539655,0.031132579286297594,0.013171475851895134,0.0002394813791253661,0.01101614343976684,0.0,0.0,0.0
2024-12-10,99.52254527814486,0.42201453393202365,0.031065622543127447,0.013143147999015458,0.00023896632725482652,0.01099245105372202,0.0,0.0,0.0
2024-12-11,99.52228842493855,0.4222415623415996,0.031082334713707787,0.013150218532722524,0.00023909488241313683,0.010998364591004294,0.0,0.0,0.0
2024-12-13,99.52111481020759,0.42327890148818725,0.031158696032539266,0.013182525244535842,0.00023968227717337896,0.011025384749975432,0.0,0.0,0.0
2024-12-16,99.52148755580251,0.4229494376640546,0.031134443316153507,0.0131722644799111,0.00023949571781656546,0.01101680301956201,0.0,0.0,0.0
2024-12-17,99.52205987886443,0.4224435705332453,0.031097205078891216,0.013156509841069362,0.00023920926983762473,0.01100362641253074,0.0,0.0,0.0
2024-12-18,99.52228842493855,0.4222415623415996,0.031082334713707787,0.013150218532722524,0.00023909488241313683,0.010998364591004294,0.0,0.0,0.0
2024-12-19,99.52310938409983,0.4215159297696222,0.031028918952463697,0.013127619556811562,0.00023868399194202844,0.010979463629333308,0.0,0.0,0.0
2024-12-20,99.52354153153496,0.42113396161623873,0.031000801251478503,0.01311572360639475,0.00023846770193445,0.010969514288984699,0.0,0.0,0.0
2024-12-23,99.52368919170199,0.4210034471743183,0.030991193733103838,0.013111658887082392,0.0002383937979469526,0.01096611470555982,0.0,0.0,0.0
2025-01-02,99.52302399919787,0.4215914001083819,0.03103447452666458,0.013129969992050398,0.00023872672712818907,0.010981429447896698,0.0,0.0,0.0
2025-01-03,99.51319020456522,0.4215992585585844,0.03105263660771443,0.013137653949417644,0.00023886643544395716,0.010987856030422028,0.0,0.009793523853202243,0.0
2025-01-08,99.51406076386405,0.4208453149067464,0.03099710534723911,0.013114159954601162,0.00023843927190183933,0.01096820650748461,0.0,0.009776010147975413,0.0
2025-01-09,99.51497439217106,0.4200540715496069,0.030938826799687756,0.013089503646021742,0.00023799097538221352,0.01094758486758182,0.0,0.009757629990670754,0.0
2025-01-10,99.51520514577149,0.41985422851488163,0.0309241074826825,0.013083276242673364,0.00023787774986678845,0.010942376493872268,0.0,0.009752987744538328,0.0
2025-01-13,99.51703757769937,0.4182672597451532,0.03080722026451553,0.013033823958064265,0.00023697861741935023,0.010901016401290112,0.0,0.00971612331419336,0.0
2025-01-14,99.51835019580318,0.4171304732126609,0.030723490944841877,0.01299840001512541,0.00023633454572955293,0.010871389103559434,0.0,0.00968971637491167,0.0
2025-01-15,99.51764911931912,0.4177376370960489,0.03076821123087046,0.013017320136137501,0.00023667854792977272,0.010887213204769547,0.0,0.009703820465120683,0.0
2025-01-16,99.51786022678077,0.4175548085043968,0.030754745102306844,0.013011622927899048,0.00023657496232543728,0.010882448266970114,0.0,0.009699573455342928,0.0
2025-01-17,99.51814521372553,0.4173079969452582,0.030736566347242814,0.01300393191614119,0.00023643512574802162,0.010876015784408995,0.0,0.009693840155668888,0.0
2025-01-21,99.51774613759142,0.417653614892605,0.030762022626650797,0.013014701880506106,0.00023663094328192923,0.010885023390968744,0.0,0.009701868674559097,0.0
2025-01-22,99.5170318550432,0.41827221582372376,0.030807585301464067,0.01303397839677326,0.0002369814253958775,0.010901145568210363,0.0,0.009716238441230977,0.0
2025-01-23,99.51668824731902,0.41856979562410773,0.03082950336041587,0.013043251421714405,0.00023715002584935284,0.01090890118907023,0.0,0.009723151059823465,0.0
2025-01-24,99.51644169420987,0.4187833217465993,0.030845230496916665,0.013049905210233973,0.00023727100382243586,0.01091446617583205,0.0,0.00972811115671987,0.0
2025-02-03,99.51747210311606,0.4178909411188113,0.03077950274529488,0.013022097315317064,0.00023676540573303753,0.010891208663719728,0.0,0.00970738163505454,0.0
2025-02-04,99.51410710624317,0.4208051803144237,0.030994149258286165,0.013112909301582609,0.00023841653275604742,0.010967160506778182,0.0,0.009775077842997944,0.0
2025-02-05,99.51340523220694,0.4214130349140102,0.031038920418595656,0.013131850946328932,0.00023876092629688967,0.010983002609656924,0.0,0.009789197978172477,0.0
2025-02-06,99.51323090004514,0.4215640144358805,0.031050040723322642,0.013136555690636504,0.00023884646710248185,0.010986937486714166,0.0,0.009792705151201756,0.0
2025-02-07,99.51300989990179,0.4217554105364777,0.03106413788653943,0.013142519875074374,0.00023895490681953408,0.010991925713698569,0.0,0.009797151179600897,0.0
2025-02-10,99.51486470724062,0.4201490636507978,0.030945823385044598,0.01309246373982656,0.00023804479526957385,0.010950060582400396,0.0,0.009759836606052527,0.0
2025-02-11,99.51706519857018,0.4181797912184616,0.030835719148269998,0.01304588117811423,0.0002371978396020769,0.010911100621695537,0.0,0.009725111423685153,0.0
2025-02-12,99.51510417162835,0.4198778710310467,0.030960932066951826,0.013098855874479618,0.0002381610158996294,0.010955406731382953,0.0,0.009764601651884806,0.0
2025-02-13,99.51394658186992,0.42088024369515187,0.0310348449690129,0.013130126717659302,0.0002387295766847146,0.010981560527496872,0.0,0.0097879126440733,0.0
2025-02-14,99.51307475593948,0.4216351695867832,0.031090511654158715,0.013153678007528686,0.00023915778195506704,0.011001257969933084,0.0,0.00980546906015775,0.0
2025-02-17,99.52525972070164,0.4094814191531169,0.031075647688210854,0.013147389406550745,0.00023904344375546812,0.010995998412751532,0.0,0.009800781193974194,0.0
2025-02-18,99.52408092788588,0.41026676959408603,0.03126300120001827,0.013226654353853885,0.0002404846246155252,0.01106229273231416,0.0,0.009859869609236533,0.0
2025-02-20,99.52026280625756,0.4138909122483731,0.031355372140028266,0.013265734366935036,0.00024119517030790974,0.011094977834163848,0.0,0.0098890019826243,0.0
2025-02-21,99.51908190122309,0.4146346183619755,0.03144836662021985,0.013305078185477628,0.0004838210249264592,0.011127883573308562,0.0,0.009918331010992414,0.0
2025-02-24,99.50940548072457,0.4243110388605047,0.03144836662021985,0.013305078185477628,0.0004838210249264592,0.011127883573308562,0.0,0.009918331010992414,0.0
2025-02-25,99.50999816370121,0.4235568141182383,0.03141037412171761,0.0132890044361113,0.0007248547874242527,0.011114440073838541,0.0,0.009906348761464786,0.0
2025-02-26,99.50875187124842,0.42414964173768127,0.031490264663562854,0.013322804280738133,0.0012111640255216484,0.011142709034799164,0.0,0.009931545009277516,0.0
2025-02-27,99.50862689322811,0.4242575492887447,0.031498276075120964,0.013326193724089637,0.0012114721567354216,0.01114554384196588,0.0,0.009934071685230458,0.0
2025-02-28,99.50610209166007,0.4266364921107458,0.03156672963824528,0.013355154846949926,0.0012141049860863568,0.011169765871994483,0.0,0.009955660885908126,0.0
2025-03-03,99.50598984278182,0.4267003620635191,0.031589434549121574,0.013364760770782204,0.0012149782518892911,0.011177799917381478,0.0,0.009962821665492188,0.0
2025-03-04,99.50424911908506,0.42820390894570637,0.03170074496750674,0.013411853640099005,0.0012192594218271822,0.011217186680810075,0.0,0.009997927258982894,0.0
2025-03-05,99.50388618421854,0.4280293324548239,0.031723952804519444,0.01342167234037361,0.0017082128433202777,0.011225398684676112,0.0,0.010005246653733054,0.0
2025-03-06,99.50388618421854,0.4282733628610124,0.031723952804519444,0.01342167234037361,0.0014641824371316667,0.011225398684676112,0.0,0.010005246653733054,0.0
2025-03-07,99.50515413730572,0.4271787944065136,0.03164287365974174,0.013387369625275354,0.0014604403227573112,0.011196709141139388,0.0,0.009979675538841628,0.0
2025-03-10,99.5082066354609,0.42454370623026966,0.03144768194298293,0.013304788514338934,0.0014514314742915201,0.011127641302901652,0.0,0.009918115074325388,0.0
2025-03-11,99.50868204502338,0.424133305943908,0.03141728192177096,0.0132919269669031,0.0014500283963894292,0.01111688437231896,0.0,0.009908527375327767,0.0
2025-03-12,99.50725305088648,0.42536689409455025,0.03150865882181853,0.013330586424615534,0.00145424579177624,0.011149217736951173,0.0,0.009937346243804306,0.0
2025-03-13,99.49421087665256,0.42634962126549314,0.031581453427073566,0.013361384142223431,0.0024293425713133514,0.011174975828041415,0.01093204157091008,0.00996030454238474,0.0
2025-03-14,99.50635570070538,0.41424356841939125,0.031566039797491716,0.013354862991246495,0.002428156907499363,0.011169521774497067,0.010926706083747132,0.009955443320747387,0.0
2025-03-17,99.51092774576902,0.4104069187004583,0.031273680791945827,0.01323117264274631,0.0024056677532266015,0.011066071664842369,0.010825504889519708,0.009863237788229067,0.0
2025-03-18,99.51268621834438,0.408931289475892,0.03116123542313362,0.013183599602094994,0.002397018109471817,0.011026283303570358,0.010786581492623177,0.00982777424883445,0.0
2025-03-19,99.51675311762521,0.40490194903985527,0.03114630377229656,0.013177282365202391,0.0023958695209458894,0.011020999796351091,0.010781412844256502,0.009823065035878147,0.0
2025-03-20,99.51773524453955,0.4040790464690904,0.031083003574545413,0.013150501512307676,0.0023910002749650315,0.010998601264839146,0.010759501237342642,0.009803101127356629,0.0
2025-03-21,99.51617352507286,0.4053875769096993,0.031183659762284564,0.013193086822505007,0.002398743058637274,0.01103421806973146,0.010794343763867734,0.009834846540412823,0.0
2025-03-24,99.51530152474558,0.4061182068319175,0.031239862063993654,0.01321686471938193,0.0024030663126148964,0.011054105038028525,0.010813798406767036,0.009852571881721076,0.0
2025-03-25,99.51501015905839,0.4051600803106628,0.03125864121091167,0.013224809743078015,0.0036067662935667312,0.011060749966937976,0.010820298880700194,0.009858494535749066,0.0
