date,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BOOM SECURITIES (H.K.) LTD,IFAST SECURITIES (HK) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-04-25,26.51098901098901,52.88461538461539,1.3736263736263736,0.0,15.796703296703296,0.0,0.0,3.4340659340659343,0.0,0.0
2024-04-26,19.70896093949451,39.31580291039061,26.678580546336484,0.0,11.743681388817972,0.0,0.0,2.552974214960429,0.0,0.0
2024-04-30,28.441410693970422,35.03981797497156,23.77701934015927,0.0,10.466439135381114,0.0,0.0,2.2753128555176336,0.0,0.0
2024-05-02,33.36864406779661,32.6271186440678,22.139830508474574,0.0,9.745762711864407,0.0,0.0,2.11864406779661,0.0,0.0
2024-05-06,46.02660761885278,18.532669847707183,28.701569861546517,0.0,5.5357325519125355,0.0,0.0,1.203420119980986,0.0,0.0
2024-05-08,40.828402366863905,20.317560837241825,31.46583285507906,0.0,6.068881808526779,0.0,0.0,1.3193221322884303,0.0,0.0
2024-05-09,29.0308798746766,24.368438125529103,37.73943177232916,0.0,7.278884115417784,0.0,0.0,1.5823661120473442,0.0,0.0
2024-05-10,15.729545390490685,28.93567449245136,44.81271666525746,0.0,8.643123549693263,0.0,0.0,1.8789399021072313,0.0,0.0
2024-05-13,5.720862280987566,32.37232376527963,50.135059857267485,0.0,9.669655150667943,0.0,0.0,2.102098945797379,0.0,0.0
2024-05-14,5.720862280987566,32.37232376527963,50.135059857267485,0.0,9.669655150667943,0.0,0.0,2.102098945797379,0.0,0.0
2024-05-17,6.445768151297325,36.474308113165094,43.816538967113914,0.0,10.894923202633729,0.0,0.0,2.368461565789941,0.0,0.0
2024-05-20,6.38527503724646,36.13199910843119,44.343817087620096,0.0,10.792675058362564,0.0,0.0,2.3462337083396876,0.0,0.0
2024-05-29,53.33857030636292,24.194815396700704,13.668499607227021,0.0,7.227022780832678,0.0,0.0,1.5710919088766693,0.0,0.0
2024-05-30,69.88884198677361,21.668777261854512,0.5628253834247925,0.0,6.472491909385113,0.0,0.0,1.4070634585619812,0.0,0.0
2024-05-31,74.41777354220025,18.34534516647805,0.5658466853296801,0.0,5.479778426350586,0.0,0.0,1.1912561796414318,0.0,0.0
2024-06-07,74.77407385241487,18.433179723502306,0.08977197917290083,0.0,5.506014722604585,0.0,0.0,1.1969597223053443,0.0,0.0
2024-06-11,65.7567633438947,25.022341376228773,0.12186205215695832,0.0,7.474205865626778,0.0,0.0,1.6248273620927776,0.0,0.0
2024-06-24,62.72880007074012,27.234945618533914,0.13263772216818465,0.0,8.135113626315324,0.0,0.0,1.7685029622424617,0.0,0.0
2024-07-05,49.973437223304416,27.271117407472996,12.838675402868779,0.0,8.145918186647776,0.0,0.0,1.7708517797060386,0.0,0.0
2024-07-16,50.6786064082832,21.547502448579824,19.938435707289774,0.0,6.436266965160208,0.0,0.0,1.3991884706870015,0.0,0.0
2024-07-23,55.36279599848044,19.501076358110677,18.044827149550464,0.0,5.824996834240851,0.0,0.0,1.2663036596175763,0.0,0.0
2024-07-29,65.27777777777779,15.16942474389283,14.036643026004727,0.0,4.531126871552404,0.0,0.0,0.9850275807722617,0.0,0.0
2024-07-30,69.9338256449602,14.769348805984464,9.926153255970076,0.0,4.411623669320035,0.0,0.0,0.9590486237652249,0.0,0.0
2024-08-01,60.138086246686115,19.581290966540152,13.160153344395493,0.0,5.848957041953551,0.0,0.0,1.2715124004246852,0.0,0.0
2024-08-02,65.60482300472317,16.89587641873248,11.35534551518709,0.0,5.04682022897204,0.0,0.0,1.097134832385226,0.0,0.0
2024-08-12,74.38652249043069,12.58205912750773,8.45612415387695,0.0,3.758277401723088,0.0,0.0,0.817016826461541,0.0,0.0
2024-08-20,73.00706465819712,13.259687536324224,8.911543246815306,0.0,3.9606858874734696,0.0,0.0,0.8610186711898847,0.0,0.0
2024-08-22,75.16664488302183,12.198841110094541,8.19857178503107,0.0,3.6438096822360313,0.0,0.0,0.7921325396165286,0.0,0.0
2024-08-23,79.6086287697206,10.016813937681107,6.732079497077888,0.0,2.9920353320346167,0.0,0.0,0.6504424634857863,0.0,0.0
2024-08-29,82.46070442510552,8.615794317492021,5.790485141950806,0.0,2.573548951978136,0.0,0.0,0.5594671634735079,0.0,0.0
2024-09-11,83.38998047594195,8.159307836379387,5.483690656267965,0.0,2.4371958472302064,0.0,0.0,0.5298251841804796,0.0,0.0
2024-09-24,80.85396799223166,9.40506835469322,6.320938796823042,0.0,2.8093061319213515,0.0,0.0,0.6107187243307286,0.0,0.0
2024-09-26,89.32735074887273,5.242704895290587,3.523506212094648,0.0,1.5660027609309548,0.0,0.0,0.34043538281107705,0.0,0.0
2024-09-27,85.97230705210382,6.890796535808651,4.6311522172480215,0.0,2.058289874332454,0.0,0.0,0.44745432050705525,0.0,0.0
2024-09-30,83.7973191928119,7.959211624583627,5.349210410028607,0.0,2.377426848901603,0.0,0.0,0.5168319236742616,0.0,0.0
2024-10-03,69.21986807870147,6.950352369325477,4.671178378085629,16.631200312314533,2.0760792791491687,0.0,0.0,0.45132158242373227,0.0,0.0
2024-10-08,68.85178188121695,6.951921145351579,4.672232717817458,16.63495416923414,2.0765478745855366,0.0,0.0,0.4514234509968558,0.3611387607974847,0.0
2024-10-09,54.536918986766295,10.146832573968103,6.819462151985056,24.279920801995107,3.030872067548914,0.0,0.0,0.6588852320758508,0.5271081856606806,0.0
2024-10-10,54.26874243959049,10.096937153122674,6.785928541222057,24.160528187829257,3.0159682405431365,0.0,0.0,0.6556452696832905,1.0162501680091003,0.0
2024-10-14,55.30046457975051,10.831988127015611,2.919009787474986,25.91940016107307,3.2355289210566114,0.0,0.0,0.7033758524036111,1.0902325712255971,0.0
2024-10-15,46.38329824975849,12.992875011073474,3.5013267075295396,31.09009377649724,3.880988639671297,0.0,0.0,0.8436931825372385,1.3077244329327198,0.0
2024-10-16,38.80597014925373,14.829080404429465,3.996148290804044,35.483870967741936,4.429465575349061,0.0,0.0,0.9629272989889264,1.4925373134328357,0.0
2024-10-18,92.44666310096868,1.8303916324953942,0.49325488797765493,4.37986569204255,0.5467403577583645,0.0,0.0,0.11885659951268795,0.1842277292446663,0.0
2024-10-21,27.619589977220954,17.539863325740317,4.7266514806378135,41.970387243735765,5.239179954441914,0.0,0.0,1.1389521640091116,1.765375854214123,0.0
2024-10-22,13.654891304347828,20.92391304347826,5.638586956521739,50.06793478260869,6.25,0.0,0.0,1.358695652173913,2.1059782608695654,0.0
2024-10-23,13.654891304347828,20.92391304347826,5.638586956521739,50.06793478260869,6.25,0.0,0.0,1.358695652173913,2.1059782608695654,0.0
2024-10-24,28.2326369282891,17.391304347826086,4.686617730095991,41.61490683229814,5.194805194805195,0.0,0.0,1.129305477131564,1.7504234895539243,0.0
2024-10-30,40.993500464252556,14.298978644382544,3.8532961931290624,34.215413184772515,4.2711234911792015,0.0,0.0,0.9285051067780872,1.4391829155060354,0.0
2024-11-01,31.445523193096008,16.61272923408846,4.47680690399137,39.75188781014023,4.962243797195254,0.0,0.0,1.0787486515641855,1.6720604099244876,0.0
2024-11-04,2.5306748466257667,23.619631901840492,6.365030674846625,56.51840490797546,7.05521472392638,0.0,0.0,1.5337423312883436,2.377300613496933,0.0
2024-11-05,6.99069906990699,22.538839249778636,6.073778109518269,53.93222249054174,6.7323805551286835,0.0,0.0,1.463560990245366,2.2685195348803173,0.0
2024-11-06,14.094340770379782,20.817421748798605,5.609889627111312,49.813116327482376,6.218190911978804,0.0,0.0,1.3517806330388704,2.095259981210249,0.0
2024-11-08,27.163323782234954,17.650429799426934,4.756446991404011,42.23495702005731,5.2722063037249285,0.0,0.0,1.146131805157593,1.7765042979942696,0.0
2024-11-12,38.450363196125906,14.915254237288137,4.019370460048426,35.690072639225185,4.455205811138015,0.0,0.0,0.9685230024213075,1.5012106537530265,0.0
2024-11-13,38.66028708133971,14.736842105263156,3.971291866028708,35.26315789473684,4.401913875598086,0.0,0.0,1.4832535885167464,1.4832535885167464,0.0
2024-11-14,37.06422018348624,14.128440366972479,7.935779816513762,33.80733944954129,4.220183486238533,0.0,0.0,1.4220183486238533,1.4220183486238533,0.0
2024-11-15,40.86208394890067,13.38315807769184,7.51716346571652,32.023985400191194,3.9975666985313287,0.0,0.0,0.8690362388111584,1.3470061701572955,0.0
2024-11-18,34.97372193024367,14.715719063545151,8.26564739608218,35.21261347348304,4.395604395604396,0.0,0.0,0.9555661729574774,1.4811275680840899,0.0
2024-11-20,42.12548015364917,13.145539906103288,6.530089628681178,31.455399061032864,3.9265898420828,0.6402048655569782,0.0,0.8536064874093043,1.3230900554844216,0.0
2024-11-21,42.736486486486484,13.006756756756758,6.461148648648648,31.12331081081081,3.885135135135135,0.6334459459459459,0.0,0.8445945945945946,1.3091216216216217,0.0
2024-11-22,42.01858108108108,13.006756756756758,6.461148648648648,31.12331081081081,3.885135135135135,0.6334459459459459,0.0,1.5625,1.3091216216216217,0.0
2024-11-26,28.526808953669963,16.03331598125976,7.964601769911504,38.365434669443,4.7891723060905775,0.7808433107756376,0.0,1.9260801665799063,1.6137428422696511,0.0
2024-11-27,28.00624674648621,16.03331598125976,7.964601769911504,38.365434669443,4.7891723060905775,0.7808433107756376,0.0,2.4466423737636647,1.6137428422696511,0.0
2024-11-28,31.34186818397345,14.604077761972498,8.20293978188715,34.94547178757705,4.362256993835941,2.844950213371266,0.0,2.2285443338074917,1.469890943575154,0.0
2024-11-29,30.80149114631873,14.352283317800559,9.785647716682199,34.34296365330848,4.287045666356011,2.7958993476234855,0.0,2.190121155638397,1.4445479962721341,0.0
2024-12-02,29.869524697110904,14.352283317800559,9.785647716682199,34.34296365330848,4.287045666356011,3.727865796831314,0.0,2.190121155638397,1.4445479962721341,0.0
2024-12-03,34.68858131487889,13.321799307958477,9.299307958477508,31.877162629757787,3.9792387543252596,3.4602076124567476,0.0,2.032871972318339,1.3408304498269896,0.0
2024-12-04,31.581332125056637,13.9555958314454,9.74173085636611,33.3937471681015,4.168554599003172,3.6248300860897142,0.0,2.1295876755777075,1.4046216583597644,0.0
2024-12-05,32.73542600896861,13.811659192825113,9.192825112107624,33.049327354260086,4.125560538116592,3.587443946188341,0.0,2.10762331838565,1.390134529147982,0.0
2024-12-06,31.838565022421523,13.811659192825113,9.192825112107624,33.049327354260086,4.125560538116592,4.484304932735426,0.0,2.10762331838565,1.390134529147982,0.0
2024-12-10,37.060041407867494,12.753623188405797,8.488612836438923,30.517598343685297,3.8095238095238098,4.140786749482402,0.0,1.9461697722567288,1.2836438923395446,0.0
2024-12-11,54.784652427701666,9.322471241840946,5.413238211841052,22.307341900119408,2.7846342670433994,3.0267763772210863,0.0,1.4225848972939106,0.9383006769385367,0.0
2024-12-12,56.30031306755885,9.393551692745463,3.5941009715311334,22.47742726478379,2.805866090040853,3.049854445696579,0.0,1.4334315894773921,0.9454548781659395,0.0
2024-12-13,48.437390354625755,11.083741626467111,4.2407906882175865,26.521810320474877,3.310728018295371,3.59861741119062,0.0,1.6913501832595916,1.1155713974690924,0.0
2024-12-17,49.2949896402669,10.899394694330368,4.170257038160267,26.080694447147668,3.2556633502545256,3.5387645111462236,0.0,1.6632193202387249,1.0970169984553293,0.0
2024-12-19,48.93356546780026,10.977085334364514,4.19998253645515,26.266597050086517,3.27886964532966,3.5639887449235435,0.0,1.6750747101140655,1.1048365109262985,0.0
2024-12-23,49.2949896402669,10.899394694330368,4.170257038160267,26.080694447147668,3.2556633502545256,3.5387645111462236,0.0,1.6632193202387249,1.0970169984553293,0.0
2024-12-30,43.2726473714737,12.193939058018207,4.665567364584921,29.178354174543568,3.6423454329145297,3.9590711227331843,0.0,1.8607634276845968,1.2273120480472872,0.0
2025-01-03,46.734059097978225,11.975116640746501,2.1384136858475893,28.6547433903577,3.576982892690513,3.8880248833592534,0.0,1.827371695178849,1.2052877138413685,0.0
2025-01-06,30.06636038795304,15.722307299642674,2.807554874936192,37.62123532414497,4.696273608984176,5.104645227156713,0.0,2.399183256763655,1.582440020418581,0.0
2025-01-07,30.52425281724645,15.090641842234199,5.046545810877022,36.109750122488975,4.507594316511514,4.899559039686428,0.0,2.302792748652621,1.5188633023027927,0.0
2025-01-08,38.105630728939325,13.443910955914449,4.495853339153208,32.169358358795286,4.015713662156264,4.364906154517678,0.0,2.0515058926233087,1.3531209079004802,0.0
2025-01-09,38.64128083080917,13.327563825183903,4.4569450454348765,31.89095629597577,3.98096062310688,4.327131112072696,0.0,2.033751622674167,1.3414106447425358,0.0
2025-01-15,25.65988749459109,26.30895716140199,4.4569450454348765,31.89095629597577,3.98096062310688,4.327131112072696,0.0,2.033751622674167,1.3414106447425358,0.0
2025-01-20,26.265685850281262,26.30895716140199,3.851146689744699,31.89095629597577,3.98096062310688,4.327131112072696,0.0,2.033751622674167,1.3414106447425358,0.0
2025-01-21,28.940783986655543,25.35446205170976,3.711426188490409,30.73394495412844,3.8365304420350292,4.170141784820683,0.0,1.9599666388657215,1.292743953294412,0.0
2025-01-22,30.844155844155846,24.675324675324674,3.6120129870129873,29.910714285714285,3.7337662337662336,4.058441558441558,0.0,1.9074675324675323,1.2581168831168832,0.0
2025-01-24,31.64469118667592,21.09646079111728,12.317834836918806,25.572519083969464,3.1922276197085355,3.4698126301179735,0.0,1.6308119361554476,1.0756419153365717,0.0
2025-01-27,38.44552394170715,21.09646079111728,5.343511450381679,25.572519083969464,3.3657182512144344,3.4698126301179735,0.0,1.6308119361554476,1.0756419153365717,0.0
2025-02-04,35.75231157186887,17.035584197254135,18.85682263939479,20.650042028579435,2.7178481367329788,2.8019052956010086,0.0,1.316895488932474,0.8685906416363126,0.0
2025-02-05,25.285109156076896,19.811013359400455,21.928967090257412,24.014336917562723,3.160638644509612,3.2583903551645492,0.0,1.531443466927338,1.0101010101010102,0.0
2025-02-06,45.74780058651026,19.811013359400455,1.466275659824047,24.014336917562723,3.160638644509612,3.2583903551645492,0.0,1.531443466927338,1.0101010101010102,0.0
2025-02-07,46.415601460570706,20.100203481500706,0.027935315693862,24.364884812279637,3.2067758843841587,3.3059545199836684,0.0,1.5537986243923243,1.0248459011949373,0.0
2025-02-10,34.282296893213726,24.65156352947139,0.03426080786579494,29.881911712533576,3.9328974709847446,4.054533475242005,0.0,1.9056307333637426,1.2569053773250216,0.0
2025-02-11,25.376182074106378,26.785969967112294,0.03722721154968731,32.46917741079237,4.2734195506741655,4.405587165643468,3.2160786309197325,2.0706259678524304,1.3657320213494755,0.0
2025-02-14,24.804489349627165,26.645105167090666,0.037031437279920414,32.298425177871415,4.250946054618083,4.382418613008333,3.1991655874960836,2.0597367481139166,1.3585497700325833,0.9641320948618334
2025-02-17,24.804489349627165,26.645105167090666,0.47527329858075373,32.298425177871415,4.250946054618083,4.382418613008333,3.1991655874960836,2.0597367481139166,1.3585497700325833,0.525890233561
2025-02-18,40.754447340922496,19.22319936639323,5.875880733959457,23.301805810907585,3.066859109441025,3.1617104221041497,2.3080486081360294,0.948513126631245,0.9801302308522865,0.37940525065249797
2025-02-19,20.695390514401073,25.73169209152526,7.865306442022223,31.191212288575848,4.105220613286102,4.232186199264023,3.0894959254627365,1.2696558597792067,1.3119777217718471,0.5078623439116827
2025-02-20,20.783349519411605,25.84105625317435,7.473717988222768,31.323780359522196,4.122668514075513,4.250173725851044,3.1026268198712623,1.2750521177553134,1.3175538550138237,0.5100208471021254
2025-02-21,15.389189888530513,27.600670950520804,7.982631551470938,33.45673435943065,4.403396516777168,4.539584037914606,3.3138963476776624,1.3618752113743817,1.4072710517535278,0.5447500845497527
2025-02-24,15.312300502761438,27.625752835842597,7.989885702991351,33.487137894763144,4.407398067560414,4.543709348000427,3.316907824040312,1.3631128044001282,1.4085498978801325,0.5452451217600512
2025-02-25,8.841402914519351,4.2438733989692885,44.475989696818466,28.96050643555894,3.8116270342594536,3.9295124064530453,2.8685440567107228,1.1788537219359134,1.218148846000444,0.4715414887743654
2025-02-26,13.127187864644107,6.301050175029172,17.561260210035005,42.998833138856476,5.659276546091015,5.834305717619603,4.2590431738623105,1.7502917152858808,1.8086347724620768,0.7001166861143524
2025-02-27,16.629339305711085,6.047032474804031,16.85330347144457,41.265397536394175,5.431131019036954,5.599104143337066,4.087346024636059,1.6797312430011198,1.7357222844344906,0.6718924972004479
2025-02-28,22.49216300940439,8.463949843260188,23.58934169278997,18.573667711598745,7.601880877742946,7.836990595611286,5.721003134796239,2.3510971786833856,2.4294670846394983,0.9404388714733543
2025-03-04,44.12100456621005,6.164383561643835,16.60958904109589,13.527397260273974,5.536529680365296,5.707762557077626,4.166666666666666,1.7123287671232876,1.7694063926940637,0.684931506849315
2025-03-05,53.25342465753424,6.164383561643835,7.4771689497716896,13.527397260273974,5.536529680365296,5.707762557077626,4.166666666666666,1.7123287671232876,1.7694063926940637,0.684931506849315
2025-03-06,44.70046082949309,6.221198156682028,15.668202764976957,13.652073732718895,5.587557603686636,5.76036866359447,4.205069124423963,1.7281105990783412,1.7857142857142856,0.6912442396313364
2025-03-07,41.29856306546035,5.747738158594997,21.87333688131985,12.613092070250135,5.375199574241618,5.321979776476849,3.8850452368281005,1.5965939329430547,1.6498137307078233,0.6386375731772219
2025-03-10,37.40068104426788,6.129398410896708,23.325766174801362,13.450624290578888,5.732122587968218,5.675368898978434,4.1430192962542565,1.70261066969353,1.7593643586833143,0.681044267877412
2025-03-11,36.77455357142857,6.026785714285714,24.609375,13.225446428571427,5.636160714285714,5.580357142857143,4.073660714285714,1.6741071428571428,1.7299107142857144,0.6696428571428571
2025-03-13,36.77455357142857,6.026785714285714,24.330357142857142,13.225446428571427,5.915178571428571,5.580357142857143,4.073660714285714,1.6741071428571428,1.7299107142857144,0.6696428571428571
2025-03-14,36.77455357142857,5.803571428571429,24.553571428571427,13.225446428571427,5.915178571428571,5.580357142857143,4.073660714285714,1.6741071428571428,1.7299107142857144,0.6696428571428571
2025-03-17,22.935267857142858,33.705357142857146,10.491071428571429,13.225446428571427,5.915178571428571,5.580357142857143,4.073660714285714,1.6741071428571428,1.7299107142857144,0.6696428571428571
2025-03-19,14.833521427293975,37.24877122224072,11.593988393677575,14.61582579415737,6.537036009201186,6.167015103019987,4.501921025204591,1.8501045309059962,1.9117746819361963,0.7400418123623985
2025-03-24,14.401830370082576,37.24877122224072,11.593988393677575,14.61582579415737,6.537036009201186,6.167015103019987,4.501921025204591,2.2817955881173955,1.9117746819361963,0.7400418123623985
2025-03-25,22.85064106121996,37.24877122224072,3.145177702540194,14.61582579415737,6.537036009201186,6.167015103019987,4.501921025204591,2.2817955881173955,1.9117746819361963,0.7400418123623985
2025-04-07,34.1041606764929,28.470019278539542,9.332887114488129,11.171183061281246,4.9963941117966755,4.71357935075158,3.4409129260486537,1.7440243597780847,1.4612095987329898,0.5656295220901896
2025-04-08,33.78565791747022,28.20413442725528,10.179637922419953,11.066854071621691,4.949732200809701,4.669558680009152,3.408777836406681,1.7277367116033866,1.4475631908028372,0.5603470416010983
2025-04-09,37.97416647828897,23.953710643934436,14.43567992449029,9.399055335451095,4.2037969010878316,3.9658461331017283,2.895067677164261,1.4673630692476394,1.2294123012615357,0.47590153597220736
2025-04-10,44.31952029125174,23.953710643934436,8.090326111527526,9.399055335451095,4.2037969010878316,3.9658461331017283,2.895067677164261,1.4673630692476394,1.2294123012615357,0.47590153597220736
2025-04-11,25.635593220338983,31.991525423728813,10.805084745762713,12.552966101694915,5.614406779661017,5.296610169491525,3.8665254237288136,1.9597457627118644,1.641949152542373,0.6355932203389831
2025-04-14,32.80075545994238,24.219628725923222,19.08077687266049,9.503397364310933,4.250464643953413,4.009872305616428,2.927206783099992,1.4836527530780783,1.2430604147410924,0.4811846766739713
2025-04-15,34.15669907655819,25.220838926945166,15.73567391626598,9.896256333917226,4.426173718967198,4.175635583931319,3.048213976269863,1.5449851660545881,1.2944470310187088,0.5010762700717584
2025-04-16,45.544941073208825,20.871884983473546,12.987737767572211,8.189795928945745,3.662946702397675,3.45561009660158,2.5225953705191535,1.2785757357425847,1.0712391299464898,0.4146732115921896
2025-04-22,9.943737873925976,34.51734296466258,21.478759547274187,13.544056759312967,6.057679394460652,5.714791881566653,4.171798073543656,2.1144729961796616,1.7715854832856623,0.6857750257879984
2025-04-23,15.91030432461292,32.247730912973836,20.021356113187398,12.653497063534436,5.659369994660972,5.339028296849974,3.897490656700481,1.9754404698344903,1.6550987720234915,0.6406833956219967
2025-04-24,0.6349206349206349,37.714285714285715,23.809523809523807,15.04761904761905,6.730158730158731,6.349206349206349,4.634920634920634,2.3492063492063493,1.9682539682539684,0.7619047619047619
2025-04-25,2.3178807947019866,39.33774834437086,18.874172185430464,15.695364238410598,7.0198675496688745,6.622516556291391,4.8344370860927155,2.4503311258278146,2.052980132450331,0.7947019867549668
2025-04-29,12.618483412322275,35.18957345971564,16.88388625592417,14.040284360189572,6.279620853080568,5.924170616113744,4.3246445497630335,2.1919431279620856,1.8364928909952605,0.7109004739336493
2025-04-30,37.35705209656925,25.158831003811944,12.07115628970775,10.038119440914867,4.489623041084286,4.235493434985176,3.0919102075391782,1.736552308343922,1.3130029648454045,0.5082592121982211
