date,FUTU SECURITIES INTERNATIONAL,BETA INTERNATIONAL SECURITIES LIMITED,USMART SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,GLORY SUN SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,HAFOO SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-28,6.9915824,2.1248,1.0472000000000001,0.0,0.0,0.009600000000000001,0.1704,0.1344,0.0968,0.3624,10.937182400000001
2024-04-02,6.9907824,2.1248,1.0472000000000001,0.0,0.0,0.009600000000000001,0.1704,0.1344,0.0968,0.364,10.9379824
2024-04-03,6.4259824,2.1248,1.0304,0.0,0.0,0.5584,0.1808,0.1688,0.0968,0.392,10.9779824
2024-04-05,6.4211824,2.1248,1.0584,0.0,0.0,0.5408,0.1808,0.1688,0.0968,0.3704,10.9619824
2024-04-08,6.517982399999999,2.1248,1.0624,0.0,0.0,0.5792,0.22160000000000002,0.1688,0.0984,0.3824,11.1555824
2024-04-09,6.5811824,2.7176,1.0624,0.0,0.0,0.5784,0.2328,0.1688,0.0616,0.3888,11.7915824
2024-04-10,6.3115824,2.7176,1.0344,0.0,0.1944,0.592,0.23839999999999997,0.1688,0.0616,0.3784,11.6971824
2024-04-11,6.5003824,2.548,1.0344,0.0,0.2088,0.5656,0.2392,0.1688,0.0656,0.3696,11.7003824
2024-04-12,6.5347824,2.548,1.0864,0.0,0.2288,0.3408,0.24320000000000003,0.1688,0.0656,0.364,11.5803824
2024-04-15,6.7971824,2.548,1.124,0.0,0.3952,0.24320000000000003,0.232,0.1688,0.0656,0.3656,11.939582399999999
2024-04-16,6.740982399999999,2.548,1.0919999999999999,0.0,0.3952,0.2536,0.216,0.1688,0.0616,0.3656,11.8417824
2024-04-17,5.9681824,2.548,1.0472000000000001,0.0,0.3952,0.268,0.2272,0.1688,0.06080000000000001,0.0696,10.7529824
2024-04-18,7.7689824000000005,2.5104,1.1712,0.0,0.3952,0.2088,0.2336,0.1688,0.108,0.3176,12.8825824
2024-04-19,8.6657824,2.4136,1.1072,0.0,0.3952,0.172,0.2072,0.1688,0.108,0.2888,13.5265824
2024-04-22,8.1391824,2.3640000000000003,1.0952,0.0,0.3952,0.0063999999999999994,0.2336,0.1688,0.108,0.2872,12.7975824
2024-04-23,8.2947824,2.3983999999999996,1.1039999999999999,0.0,0.3952,0.0063999999999999994,0.2184,0.1688,0.108,0.28800000000000003,12.9819824
2024-04-24,8.579582400000001,2.5232,0.9296000000000001,0.0,0.3952,0.0112,0.172,0.1688,0.108,0.0328,12.9203824
2024-04-25,6.259582399999999,2.5232,0.9712000000000001,0.0,0.3952,0.0063999999999999994,0.1656,0.1688,0.108,0.030400000000000003,10.6283824
2024-04-26,6.0091824,2.8512,0.9712000000000001,0.0,0.3952,0.0063999999999999994,0.1648,0.1688,0.09759999999999999,0.0312,10.695582400000001
2024-04-29,6.0123824,2.4504,0.9712000000000001,0.0,0.3952,0.0104,0.1648,0.1688,0.09759999999999999,0.032,10.3027824
2024-04-30,6.5211824,2.4504,0.6896,0.0,0.3952,0.0063999999999999994,0.184,0.1688,0.09759999999999999,0.3016,10.8147824
2024-05-02,6.5363824,2.4504,0.6896,0.0,0.3952,0.0063999999999999994,0.1736,0.1688,0.09759999999999999,0.3016,10.8195824
2024-05-03,6.5491824,2.4504,0.6584,0.0,0.3952,0.0063999999999999994,0.1736,0.1688,0.09759999999999999,0.3016,10.8011824
2024-05-06,6.541182399999999,2.7608,0.6584,0.0,0.3952,0.0063999999999999994,0.164,0.1688,0.09759999999999999,0.30079999999999996,11.0931824
2024-05-07,6.5139824,2.7608,0.668,0.0,0.3952,0.0063999999999999994,0.1648,0.1688,0.09759999999999999,0.3472,11.1227824
2024-05-08,5.6307824,2.7608,0.668,0.0,0.2032,0.0063999999999999994,0.1688,0.1688,0.09759999999999999,0.348,10.052382399999999
2024-05-09,5.6531824,2.7608,0.668,0.0,0.2032,0.0063999999999999994,0.1688,0.1688,0.09759999999999999,0.348,10.0747824
2024-05-10,5.6619824,2.4455999999999998,0.668,0.0,0.2032,0.0063999999999999994,0.1792,0.1688,0.09759999999999999,0.348,9.778782399999999
2024-05-13,5.6419824,2.4455999999999998,0.6776,0.0,0.2032,0.0063999999999999994,0.1824,0.1688,0.09759999999999999,0.348,9.7715824
2024-05-14,3.9899824,3.2456,0.6808,0.0,0.2,0.0063999999999999994,0.20479999999999998,0.1688,0.09759999999999999,0.348,8.941982399999999
2024-05-16,3.9987823999999996,3.0544000000000002,0.6976,0.0,1.0704,0.0063999999999999994,0.20479999999999998,0.1688,0.09759999999999999,0.348,9.6467824
2024-05-17,3.8123824,3.0544000000000002,0.6976,0.0,1.0704,0.0063999999999999994,0.2016,0.1688,0.09759999999999999,0.348,9.4571824
2024-05-20,3.3875824,3.8704,0.5680000000000001,0.0,1.0704,0.0063999999999999994,0.2168,0.1688,0.1048,0.052,9.4451824
2024-05-21,3.3171824,3.6752,0.7448,0.0,1.0704,0.0063999999999999994,0.2168,0.1688,0.1048,0.052,9.356382400000001
2024-05-22,3.3539824000000005,3.6752,0.7328,0.0,1.0704,0.0063999999999999994,0.2192,0.1688,0.1048,0.0336,9.3651824
2024-05-23,3.2523824,3.6752,0.7328,0.0,1.0704,0.0063999999999999994,0.2192,0.1688,0.1048,0.0336,9.2635824
2024-05-24,3.2483824,3.6752,0.7335999999999999,0.0,1.3208,0.0104,0.2192,0.1688,0.1048,0.0336,9.514782400000001
2024-05-27,3.2867824,3.6752,0.7152000000000001,0.0,1.1208,0.0144,0.2144,0.1688,0.07200000000000001,0.0344,9.3019824
2024-05-28,3.3371824,3.9832,0.72,0.0,1.1208,0.0144,0.2144,0.1688,0.07200000000000001,0.0344,9.665182399999999
2024-05-29,3.2755824000000002,4.8096,0.7896000000000001,0.0,1.1208,0.0144,0.2144,0.1688,0.07200000000000001,0.0336,10.4987824
2024-05-30,3.2627824,4.8096,0.8135999999999999,0.0,1.1208,0.016,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.5107824
2024-05-31,3.2323824,4.8096,0.8512000000000001,0.0,1.1208,0.016,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.517982400000001
2024-06-03,3.3371824,4.707999999999999,0.852,0.0,1.1208,0.016,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.5219824
2024-06-04,3.3051824,4.707999999999999,0.8528000000000001,0.0,1.1208,0.016,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.4907824
2024-06-05,3.3099824,4.707999999999999,0.8536,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.4955824
2024-06-06,3.3171824,4.707999999999999,0.8632000000000001,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.5123824
2024-06-07,3.3315824000000003,4.707999999999999,0.8632000000000001,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.5267824
2024-06-11,3.2907824000000003,4.707999999999999,0.8647999999999999,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.4875824
2024-06-12,3.2923823999999997,4.6080000000000005,0.876,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.07200000000000001,0.0336,10.4003824
2024-06-13,3.2795824000000002,4.6080000000000005,0.9728000000000001,0.0,1.1208,0.015200000000000002,0.21359999999999998,0.1688,0.0728,0.0336,10.4851824
2024-06-14,3.2795824000000002,4.607200000000001,0.9704,0.0,1.1208,0.016,0.21359999999999998,0.1688,0.0728,0.0328,10.4819824
2024-06-17,3.5803824,4.3008,0.9712000000000001,0.0,1.1208,0.012799999999999999,0.21359999999999998,0.1688,0.0728,0.0328,10.473982399999999
2024-06-18,3.5763824,4.3008,0.9712000000000001,0.0,1.1208,0.012799999999999999,0.21359999999999998,0.1688,0.0728,0.0328,10.4699824
2024-06-20,3.9947824,3.1208,0.972,0.0,1.1208,0.012799999999999999,0.21359999999999998,0.1688,0.29359999999999997,0.0328,9.9299824
2024-06-21,3.9883824,3.1872,0.9712000000000001,0.0,1.1208,0.0088,0.2192,0.1688,0.2976,0.0328,9.9947824
2024-06-24,4.0875824,3.0272,0.9712000000000001,0.0,1.1208,0.0088,0.2264,0.1688,0.2976,0.0328,9.941182399999999
2024-06-25,4.0731824,3.0448,0.9712000000000001,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,9.9499824
2024-06-26,4.0307824,3.0896,0.9712000000000001,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,9.9523824
2024-06-27,4.0211824,3.0896,0.9768000000000001,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,9.9483824
2024-06-28,4.0211824,3.0896,0.9776,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,9.949182400000002
2024-07-02,3.9827823999999996,3.6952,0.9776,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.5163824
2024-07-03,3.7507824000000003,3.6952,0.9783999999999999,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.2851824
2024-07-04,3.7091824000000004,3.696,0.9783999999999999,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.244382400000001
2024-07-05,3.7435823999999998,3.696,0.9783999999999999,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.2787824
2024-07-08,3.7723824,3.9752,0.9783999999999999,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.5867824
2024-07-09,3.6491824,3.9752,0.9783999999999999,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.4635824
2024-07-10,2.8707824,3.9752,1.7504,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.457182399999999
2024-07-11,2.8691824,3.8384,1.7624,0.0,1.1208,0.0088,0.232,0.1688,0.2976,0.0328,10.3307824
2024-07-12,2.9291824,3.9120000000000004,1.8352,0.0,1.1208,0.0088,0.2288,0.1688,0.2976,0.0328,10.5339824
2024-07-15,2.9435824,3.904,1.8424,0.0,1.1208,0.0088,0.2288,0.1688,0.2976,0.0328,10.5475824
2024-07-16,2.9075824,4.1584,1.8432,0.0,1.1208,0.4488,0.2304,0.1688,0.2976,0.0328,11.2083824
2024-07-17,2.9099824,4.1584,1.7944000000000002,0.0,1.1208,0.4488,0.2304,0.1688,0.2976,0.0328,11.161982400000001
2024-07-18,2.9627824,4.1584,1.7895999999999999,0.0,1.9904000000000002,0.4488,0.2304,0.1688,0.2984,0.0328,12.080382400000001
2024-07-19,3.2299824,4.756,1.7448000000000001,0.0,1.9904000000000002,0.4528,0.2304,0.1688,0.3,0.0328,12.9059824
2024-07-22,3.2371824,4.7744,1.7456,0.0,1.9904000000000002,0.4528,0.2304,0.1688,0.3,0.0328,12.9323824
2024-07-23,3.1339824000000003,4.9232,1.7456,0.0,1.9904000000000002,0.4536,0.2304,0.1688,0.3,0.038400000000000004,12.9843824
2024-07-24,2.9515824,4.2424,1.7472,0.0,1.9904000000000002,0.4536,0.2296,0.1688,0.3,0.0392,12.1227824
2024-07-25,2.9083824000000003,4.3024,1.7472,0.0,1.9904000000000002,0.4536,0.2296,0.1688,0.3,0.0392,12.1395824
2024-07-26,2.8995824,4.2488,1.7464,0.0,1.9904000000000002,0.4536,0.2392,0.1688,0.3,0.0408,12.0875824
2024-07-29,3.8739824,4.2168,1.3816,0.0,1.9904000000000002,0.4536,0.2392,0.1688,0.3,0.04,12.6643824
2024-07-30,3.8459823999999996,4.4216,1.1584,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.04,12.6259824
2024-07-31,3.8099823999999995,4.5527999999999995,0.9344,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.04,12.4971824
2024-08-01,3.8763824000000002,4.532,0.9344,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.04,12.5427824
2024-08-02,3.8955824,4.4432,0.9344,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.1104,12.5435824
2024-08-05,3.8515824,4.4384,0.9344,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.1352,12.5195824
2024-08-06,3.8451824,4.4472,0.9344,0.0,1.9904000000000002,0.4536,0.24719999999999998,0.1688,0.3,0.1352,12.5219824
2024-08-07,3.9603824000000003,4.4472,0.8175999999999999,0.0,1.9904000000000002,0.4536,0.248,0.1688,0.3,0.1352,12.5211824
2024-08-08,4.0427824,5.7383999999999995,0.8175999999999999,0.0,1.9904000000000002,0.4536,0.152,0.1688,0.3,0.1352,13.7987824
2024-08-09,4.0355824,5.308,0.8248,0.0,1.9904000000000002,0.4536,0.152,0.1688,0.3,0.1352,13.368382400000002
2024-08-12,3.9499824,5.396,0.8248,0.0,1.9904000000000002,0.4536,0.152,0.1688,0.3,0.1352,13.3707824
2024-08-13,4.2139824,5.3952,0.492,0.0,1.9904000000000002,0.4536,0.152,0.1688,0.3,0.1352,13.3011824
2024-08-14,4.0411824,5.4239999999999995,0.492,0.0,1.9904000000000002,0.4536,0.3432,0.1688,0.3,0.1352,13.3483824
2024-08-15,3.7883824,5.5808,0.5008,0.0,1.9904000000000002,0.4536,0.424,0.1688,0.3,0.1352,13.3419824
2024-08-16,3.7131824,5.6408,0.5015999999999999,0.0,1.9904000000000002,0.4536,0.428,0.1688,0.3,0.136,13.3323824
2024-08-19,3.6851824,5.6784,0.43119999999999997,0.0,1.9904000000000002,0.4536,0.43439999999999995,0.1688,0.3,0.136,13.277982399999999
2024-08-20,3.3835824,6.1384,0.43119999999999997,0.0,1.9904000000000002,0.4536,0.4288,0.1688,0.3016,0.18159999999999998,13.477982399999998
2024-08-21,3.3547823999999995,5.9336,0.43039999999999995,0.0,1.9216,0.4536,0.41279999999999994,0.1688,0.30560000000000004,0.18159999999999998,13.162782400000001
2024-08-22,3.3299824,5.9608,0.43039999999999995,0.0,1.9216,0.4536,0.4144,0.1688,0.30560000000000004,0.18159999999999998,13.166782399999999
2024-08-23,3.2203824,5.9608,0.43039999999999995,0.0,1.9216,0.4536,0.5368,0.1688,0.30560000000000004,0.18159999999999998,13.179582400000001
2024-08-26,3.2419824,5.9608,0.43119999999999997,0.0,1.9216,0.4536,0.5368,0.1688,0.30560000000000004,0.1384,13.1587824
2024-08-27,3.2595824,5.8736,0.5943999999999999,0.0,1.9216,0.4536,0.5296000000000001,0.1688,0.30560000000000004,0.1696,13.276382400000001
2024-08-28,3.2075824,6.139200000000001,0.5952,0.0,1.052,0.4536,0.5288,0.1688,0.30560000000000004,0.1712,12.6219824
2024-08-29,3.2299824,6.3,0.5952,0.0,1.052,0.4536,0.5288,0.1688,0.30560000000000004,0.1624,12.7963824
2024-08-30,3.1563823999999996,6.3352,0.5952,0.0,1.052,0.4576,0.5288,0.1688,0.30560000000000004,0.12719999999999998,12.7267824
2024-09-02,3.1747824000000002,6.4232,0.5952,0.0,1.052,0.4536,0.5288,0.1688,0.30560000000000004,0.0424,12.744382400000001
2024-09-03,3.1827824,6.4232,0.7064,0.0,1.052,0.4536,0.6512,0.1688,0.30560000000000004,0.0408,12.9843824
2024-09-04,3.2099824,6.6368,0.7112,0.0,1.052,0.4536,0.6512,0.1688,0.30560000000000004,0.0408,13.2299824
2024-09-05,3.2403823999999997,6.6368,0.6928,0.0,1.8096,0.4536,0.6552,0.1688,0.30560000000000004,0.0408,14.0035824
2024-09-09,3.3395824,6.6495999999999995,0.6928,0.0,1.8096,0.4576,0.6544,0.1688,0.30560000000000004,0.0408,14.118782399999999
2024-09-10,3.3523824,7.4752,0.6928,0.0,1.8096,0.4496,0.6544,0.1688,0.30560000000000004,0.0408,14.9491824
2024-09-11,3.1467823999999998,7.724,0.7872,0.0,0.3096,0.4496,0.6512,0.1688,0.30560000000000004,0.0408,13.5835824
2024-09-12,3.1467823999999998,7.9432,0.7872,0.0,0.108,0.4496,0.652,0.1688,0.30560000000000004,0.0408,13.6019824
2024-09-13,3.1499824000000003,7.9432,0.7872,0.0,0.7648,0.4496,0.652,0.1688,0.30560000000000004,0.043199999999999995,14.2643824
2024-09-16,3.1499824000000003,7.9432,0.7872,0.0,0.3248,0.4496,0.6496,0.1688,0.30560000000000004,0.0824,13.861182399999999
2024-09-17,3.1371824,7.9432,0.5479999999999999,0.0,0.3248,0.4496,0.8896,0.1688,0.30560000000000004,0.11280000000000001,13.8795824
2024-09-19,3.1379824000000003,8.5192,0.5479999999999999,0.0,0.0408,0.4496,0.8896,0.1688,0.30560000000000004,0.11280000000000001,14.1723824
2024-09-20,3.1339824000000003,8.5192,0.5479999999999999,0.0,0.0408,0.4496,0.8896,0.1688,0.30560000000000004,0.148,14.2035824
2024-09-23,3.0715824,8.508799999999999,0.5479999999999999,0.0,0.0408,0.4496,0.8888,0.1688,0.30560000000000004,0.1688,14.1507824
2024-09-24,3.0611824,8.508799999999999,0.5648,0.0,0.0408,0.4496,0.8888,0.1688,0.3064,0.184,14.1731824
2024-09-25,3.0587824,8.5288,0.5704,0.0,0.0408,0.4496,0.8888,0.1688,0.3064,0.184,14.1963824
2024-09-26,3.0539824,8.5648,0.5704,0.0,0.0408,0.4496,0.8888,0.1688,0.30720000000000003,0.184,14.228382400000001
2024-09-27,3.0539824,8.5568,0.6008,0.0,0.0408,0.4496,0.8888,0.1688,0.30720000000000003,0.184,14.2507824
2024-09-30,3.0467824,8.5384,0.6056,0.0,0.0408,0.4496,0.8888,0.1688,0.30720000000000003,0.184,14.229982399999999
2024-10-02,3.0579823999999998,8.5376,0.6192,0.0,0.0408,0.4496,0.8888,0.1688,0.30720000000000003,0.184,14.253982400000002
2024-10-03,3.0347824,8.5424,0.6192,0.0,0.0408,0.4496,0.8888,0.1688,0.30720000000000003,0.1832,14.2347824
2024-10-04,2.8939824,8.5064,0.7328,0.0,0.0408,0.4496,0.8896,0.1688,0.2808,0.1856,14.148382400000001
2024-10-07,2.8931823999999997,8.5224,0.7328,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.0416,14.026782400000002
2024-10-08,2.8707824,8.536000000000001,0.7328,0.0,0.0408,0.4496,0.8936,0.1688,0.2864,0.038400000000000004,14.0171824
2024-10-09,2.9379824,8.5352,0.6808,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.038400000000000004,14.029182400000002
2024-10-10,2.9387824,8.5392,0.6808,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.038400000000000004,14.0339824
2024-10-14,2.9395824,8.5472,0.6808,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.038400000000000004,14.0427824
2024-10-15,2.9515824,8.556,0.6816,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.0424,14.0683824
2024-10-16,2.9531824,8.2152,0.6816,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.0464,13.733182399999999
2024-10-17,2.9771824,8.200000000000001,0.6616000000000001,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.0464,13.721982399999998
2024-10-18,3.0539824,8.136000000000001,0.6616000000000001,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.048,13.7363824
2024-10-21,3.0707824,8.1304,0.66,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.048,13.7459824
2024-10-22,3.0691824,8.1304,0.6608,0.0,0.0408,0.4496,0.8936,0.1688,0.28400000000000003,0.048,13.745182400000001
2024-10-23,3.0819824,8.112,0.6616000000000001,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.048,13.7395824
2024-10-24,3.0147824,8.1592,0.6624,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.049600000000000005,13.721982399999998
2024-10-25,3.1147824,8.0816,0.6616000000000001,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.0504,13.7443824
2024-10-28,3.1299824,7.7696000000000005,0.5672,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.0464,13.3491824
2024-10-29,3.1819824,7.736,0.5688000000000001,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.0464,13.369182399999998
2024-10-30,3.2323824,7.736,0.5688000000000001,0.0,0.04,0.4496,0.8936,0.1688,0.28400000000000003,0.0472,13.4203824
2024-10-31,3.0795824,7.7464,0.5688000000000001,0.0,0.04,0.4496,0.8904000000000001,0.1688,0.28400000000000003,0.0472,13.2747824
2024-11-01,3.1755824,7.7112,0.5720000000000001,0.0,0.04,0.44400000000000006,0.8784000000000001,0.1688,0.2728,0.037599999999999995,13.3003824
2024-11-04,3.1552,7.710400000000001,0.5720000000000001,0.0,0.04,0.44400000000000006,0.8704,0.1688,0.2728,0.037599999999999995,13.2712
2024-11-05,3.2024,7.599200000000001,0.5720000000000001,0.0,0.04,0.44400000000000006,0.8704,0.1688,0.2728,0.038400000000000004,13.208
2024-11-06,3.1496000000000004,7.5976,0.5672,0.0,0.0007999999999999999,0.44400000000000006,0.8607999999999999,0.1688,0.2728,0.038400000000000004,13.100000000000001
2024-11-07,3.1712,7.5976,0.5752,0.0,0.0007999999999999999,0.44400000000000006,0.8728,0.1688,0.27599999999999997,0.0368,13.1432
2024-11-08,3.1552,7.5504,0.5752,0.0,0.0007999999999999999,0.44400000000000006,0.872,0.1688,0.27759999999999996,0.037599999999999995,13.081599999999998
2024-11-11,3.26532,7.5504,0.5752,0.0,0.0007999999999999999,0.44400000000000006,0.872,0.1688,0.27759999999999996,0.037599999999999995,13.191720000000002
2024-11-12,3.26,7.4968,0.5736,0.0,0.0007999999999999999,0.44400000000000006,0.8632000000000001,0.1688,0.2784,0.0392,13.1248
2024-11-13,2.9848,7.507999999999999,0.5760000000000001,0.0,0.0007999999999999999,0.44400000000000006,0.8687999999999999,0.1688,0.2816,0.0392,12.872
2024-11-14,2.9568,7.4776,0.5792,0.0,0.0007999999999999999,0.44400000000000006,0.86,0.1688,0.2824,0.0312,12.8008
2024-11-15,2.9568,7.510400000000001,0.5792,0.0,0.0007999999999999999,0.44320000000000004,0.8815999999999999,0.1688,0.2824,0.0312,12.854399999999998
2024-11-18,2.9544,7.4319999999999995,0.5792,0.0,0.0007999999999999999,0.44320000000000004,0.9368,0.1688,0.2824,0.0312,12.828800000000001
2024-11-19,2.704,7.4319999999999995,0.5768,0.0,0.0007999999999999999,0.44320000000000004,0.932,0.1688,0.2824,0.0312,12.5712
2024-11-20,2.604,7.2312,0.5768,0.0,0.0007999999999999999,0.44320000000000004,0.9264,0.464,0.2824,0.0312,12.559999999999999
2024-11-21,2.6032,7.1816,0.5752,0.0,0.0007999999999999999,0.44320000000000004,0.9264,0.464,0.2824,0.08,12.5568
2024-11-22,2.6024,7.1296,0.5752,0.0,0.0007999999999999999,0.44320000000000004,0.928,0.8240000000000001,0.2824,0.1296,12.915199999999999
2024-11-25,2.36,6.716800000000001,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.9391999999999999,1.1768,0.2832,0.42,12.911200000000001
2024-11-26,2.4256,6.260000000000001,0.5688000000000001,0.0,0.0007999999999999999,0.44320000000000004,0.9159999999999999,1.324,0.2824,0.4208,12.6416
2024-11-27,2.4168,6.0592,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.9248,1.3184,0.28400000000000003,0.4208,12.4392
2024-11-28,2.9503999999999997,6.0592,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.932,1.2919999999999998,0.28400000000000003,0.4208,12.953600000000002
2024-11-29,2.8968000000000003,6.012,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.9216,1.348,0.28400000000000003,0.4208,12.898399999999999
2024-12-02,2.8632,6.032,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.9208,1.348,0.28400000000000003,0.4208,12.884
2024-12-03,2.86,6.04,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.924,1.348,0.28400000000000003,0.4208,12.892000000000001
2024-12-04,2.828,6.04,0.5712,0.0,0.0007999999999999999,0.44320000000000004,0.9288,1.348,0.28400000000000003,0.4208,12.8648
2024-12-05,2.8224,6.0224,0.5760000000000001,0.0,0.0007999999999999999,0.4424,0.9456000000000001,1.348,0.2848,0.4208,12.863199999999999
2024-12-06,3.4456,5.364,0.5776,0.0,0.0007999999999999999,0.4424,0.9480000000000001,1.348,0.2848,0.4208,12.831999999999999
2024-12-09,3.4576000000000002,5.364,0.5776,0.0,0.0007999999999999999,0.4424,0.9568,1.348,0.2848,0.4208,12.8528
2024-12-10,3.5616000000000003,5.364,0.5776,0.0,0.0007999999999999999,0.4424,0.9608,1.348,0.2848,0.4208,12.9608
