date,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-04-05,195112717.0,0.0,186733968.0,289763124.0,185221300.0,0.0,9791485.0,17875100.0,76475087.0
2024-04-08,196447217.0,0.0,185492351.0,291628124.0,185403917.0,0.0,9202685.0,17949600.0,76142587.0
2024-04-09,197387717.0,0.0,184870984.0,0.0,185684284.0,0.0,11356759.0,17920100.0,76158253.0
2024-04-10,200781217.0,0.0,187190682.0,290791624.0,185221784.0,0.0,11531703.0,17773100.0,76575253.0
2024-04-11,201971717.0,0.0,186803862.0,290747124.0,185118300.0,147753980.0,12787005.0,17783100.0,76317753.0
2024-04-12,202005217.0,0.0,186122612.0,292257624.0,185581800.0,0.0,12441105.0,17827100.0,76694753.0
2024-04-15,203138217.0,0.0,186815112.0,291065124.0,185552300.0,0.0,11941505.0,17814600.0,76132253.0
2024-04-16,205356217.0,0.0,187779312.0,291152124.0,185375300.0,0.0,10956505.0,17835100.0,76271753.0
2024-04-17,206947717.0,0.0,187463312.0,291222624.0,185530800.0,0.0,10868805.0,17557600.0,76587253.0
2024-04-18,207673717.0,0.0,185885578.0,294553624.0,185422534.0,0.0,9647056.0,17389100.0,76677753.0
2024-04-19,210986717.0,0.0,186393442.0,295601124.0,185146034.0,0.0,6172332.0,17327100.0,76568753.0
2024-04-22,211324217.0,0.0,186678442.0,293336624.0,185401034.0,0.0,6076832.0,17577100.0,76296470.0
2024-04-23,212545434.0,0.0,187283246.0,294527624.0,185139534.0,0.0,5940532.0,18061100.0,76362253.0
2024-04-24,214818217.0,0.0,187305217.0,290503124.0,185205034.0,147703980.0,7104132.0,18014100.0,76341753.0
2024-04-25,216180717.0,0.0,186287037.0,288770624.0,185312034.0,0.0,6972632.0,18064100.0,76509753.0
2024-04-26,215209217.0,0.0,187412037.0,278812624.0,185319534.0,0.0,13842913.0,17942100.0,76557253.0
2024-04-29,215427217.0,0.0,187750537.0,278474124.0,185141520.0,0.0,12996618.0,18090600.0,76645753.0
2024-04-30,215503217.0,0.0,188975037.0,273973124.0,185397520.0,0.0,17554287.0,17993100.0,75957753.0
2024-05-02,215780217.0,0.0,188923037.0,274181624.0,185457501.0,0.0,16430832.0,18139600.0,75972253.0
2024-05-03,219927717.0,0.0,188853089.0,271145124.0,185241026.0,0.0,13897572.0,18189600.0,76425753.0
2024-05-06,219691217.0,0.0,189227063.0,0.0,185327026.0,0.0,14228015.0,17931100.0,76558753.0
2024-05-07,219757217.0,0.0,190255572.0,0.0,185124540.0,0.0,13604415.0,18297600.0,79972804.0
2024-05-08,219859717.0,0.0,188759072.0,275831624.0,185302040.0,0.0,13898632.0,18397600.0,76420587.0
2024-05-09,220251217.0,0.0,189290072.0,276792124.0,185499540.0,0.0,13819230.0,18524600.0,75918087.0
2024-05-10,222241217.0,0.0,188484270.0,276924124.0,185459540.0,147653980.0,13019715.0,18824600.0,0.0
2024-05-13,222471717.0,0.0,188282257.0,275680624.0,185166040.0,0.0,13478224.0,18828600.0,75933087.0
2024-05-14,222700217.0,0.0,187433824.0,276151624.0,185122512.0,0.0,12971906.0,19009600.0,75934587.0
2024-05-16,224094717.0,0.0,186496981.0,275411124.0,185339515.0,0.0,13586906.0,18915600.0,75944587.0
2024-05-17,225948717.0,0.0,186305591.0,272405124.0,185191015.0,0.0,13544956.0,19241600.0,75943587.0
2024-05-20,227729717.0,0.0,186325841.0,271623624.0,185395015.0,0.0,13877956.0,19320100.0,75930087.0
2024-05-21,228438217.0,0.0,187193902.0,269862124.0,185125015.0,147433980.0,16327523.0,19322600.0,75929304.0
2024-05-22,229372717.0,0.0,186574111.0,269261124.0,185166515.0,0.0,15716473.0,19147100.0,75912804.0
2024-05-23,230476717.0,0.0,186515111.0,269658124.0,185122522.0,0.0,15464166.0,19061100.0,75945804.0
2024-05-24,232146717.0,0.0,187241748.0,267238624.0,185122512.0,147171980.0,14614139.0,19198100.0,75849304.0
2024-05-27,234486217.0,0.0,186087748.0,267212624.0,185142496.0,0.0,13483639.0,20352100.0,75842304.0
2024-05-28,235854717.0,0.0,184209213.0,268758624.0,185143496.0,0.0,12228339.0,20533100.0,75906304.0
2024-05-29,237106217.0,0.0,181777980.0,267987124.0,185143996.0,147121980.0,11917839.0,20443100.0,75820304.0
2024-05-30,238102717.0,0.0,181604635.0,264967124.0,185171976.0,147101980.0,10127043.0,20500600.0,77681304.0
2024-05-31,238963217.0,0.0,183329635.0,264513624.0,185295976.0,147097480.0,10104043.0,20538100.0,75762804.0
2024-06-03,241336717.0,0.0,182794635.0,262978124.0,185227476.0,147042480.0,9964644.0,20584100.0,75793304.0
2024-06-04,245300217.0,0.0,182202635.0,261800124.0,185321476.0,147002480.0,7748644.0,20649100.0,76255804.0
2024-06-05,245490717.0,0.0,181879635.0,263057124.0,185233476.0,0.0,7532009.0,20489100.0,76318804.0
2024-06-06,247431217.0,0.0,181588341.0,260217624.0,185243476.0,146932480.0,8261904.0,20469100.0,76571304.0
2024-06-07,248474217.0,0.0,181542341.0,259439124.0,185197476.0,146862480.0,8702404.0,20540100.0,75730804.0
2024-06-11,249005217.0,0.0,181338841.0,258988624.0,185163476.0,0.0,9695621.0,20605100.0,75730587.0
2024-06-12,249595217.0,0.0,181198341.0,259295124.0,185240810.0,0.0,10139121.0,20424100.0,0.0
2024-06-13,251428717.0,0.0,181195024.0,258913624.0,185132810.0,146852480.0,10482121.0,20429100.0,0.0
2024-06-14,252936717.0,0.0,181187024.0,258876624.0,185122512.0,0.0,9138121.0,20424600.0,0.0
2024-06-17,253323717.0,0.0,181326580.0,257653624.0,185131012.0,146802480.0,10139907.0,20329600.0,0.0
2024-06-18,254305217.0,0.0,182093295.0,257481500.0,185143512.0,146752480.0,8848111.0,20364600.0,75734087.0
2024-06-19,256814717.0,0.0,182063295.0,257324000.0,185266512.0,0.0,7391511.0,20257600.0,75769587.0
2024-06-20,257345717.0,0.0,181956795.0,256577500.0,185199012.0,0.0,7398511.0,20229100.0,0.0
2024-06-21,260713217.0,0.0,181748795.0,252134500.0,185304178.0,0.0,7575783.0,20239100.0,0.0
2024-06-24,262908217.0,0.0,181819629.0,250582000.0,185283678.0,0.0,8050969.0,20172100.0,0.0
2024-06-25,267286217.0,301639732.0,181137591.0,249662000.0,185343178.0,0.0,7225366.0,19672100.0,75770540.0
2024-06-26,271973717.0,0.0,0.0,243038000.0,185232678.0,146687480.0,6810731.0,19455600.0,75685087.0
2024-06-27,278888217.0,0.0,180703091.0,234014000.0,185419178.0,146387480.0,8290114.0,19337600.0,75685139.0
2024-06-28,284934717.0,0.0,181062184.0,226346000.0,185134678.0,146337480.0,7533310.0,19201100.0,75509139.0
2024-07-02,297924217.0,0.0,186623984.0,220380000.0,185636499.0,0.0,3264510.0,19251100.0,75509087.0
2024-07-03,323474217.0,0.0,185450731.0,202638000.0,185544946.0,0.0,2319458.0,18533600.0,75287639.0
2024-07-04,323897217.0,301239732.0,184826756.0,205346000.0,185325450.0,0.0,2829458.0,18990100.0,75343139.0
2024-07-05,324754217.0,0.0,184108756.0,207366000.0,185177450.0,0.0,3079010.0,18977100.0,82301587.0
2024-07-08,325594217.0,0.0,184227593.0,206532500.0,185294450.0,136347480.0,3722175.0,18882600.0,91813587.0
2024-07-09,325363717.0,0.0,183408825.0,205893500.0,185152950.0,0.0,4468970.0,18942600.0,93346304.0
2024-07-10,325418717.0,0.0,183239017.0,206210500.0,185302950.0,0.0,3742458.0,18991600.0,93150804.0
2024-07-11,325705717.0,0.0,182602517.0,205980000.0,185274450.0,136392480.0,4372697.0,18950600.0,92665804.0
2024-07-12,324744217.0,0.0,181876517.0,205736000.0,185154288.0,136422480.0,6074488.0,18939600.0,92503304.0
2024-07-15,324757217.0,0.0,180925180.0,205386500.0,185497788.0,0.0,8000472.0,18904600.0,92320304.0
2024-07-16,324705217.0,0.0,180242253.0,205468000.0,185122512.0,0.0,10255412.0,18914600.0,92115304.0
2024-07-17,324682217.0,0.0,180128752.0,205634500.0,185223012.0,0.0,10161129.0,18859600.0,91997087.0
2024-07-18,324680217.0,0.0,180151929.0,205746000.0,185204012.0,0.0,9904329.0,0.0,91898087.0
2024-07-19,324655717.0,0.0,179998929.0,205729500.0,185299512.0,0.0,8810112.0,0.0,91845804.0
2024-07-22,324658717.0,0.0,191434469.0,205626000.0,185213012.0,0.0,8711612.0,18861600.0,91711304.0
2024-07-23,324661717.0,0.0,191411969.0,206249500.0,185280012.0,136442480.0,9847883.0,18851600.0,91527587.0
2024-07-24,324618217.0,0.0,191357469.0,206291000.0,185216524.0,0.0,9649321.0,0.0,91413087.0
2024-07-25,324585717.0,0.0,191420669.0,206149000.0,185122512.0,136452480.0,7282821.0,18841600.0,91212587.0
2024-07-26,324571717.0,0.0,186389169.0,205892500.0,185282012.0,136432480.0,6591336.0,0.0,91119587.0
2024-07-29,324617717.0,0.0,185991169.0,206547500.0,185122512.0,0.0,6732836.0,0.0,90965587.0
2024-07-30,324557217.0,0.0,185339073.0,206932500.0,185145788.0,0.0,6713336.0,18862600.0,90732587.0
2024-07-31,324538217.0,300841732.0,184917073.0,206568500.0,185254288.0,0.0,6929836.0,18882600.0,90505587.0
2024-08-01,324537717.0,0.0,184395073.0,207058500.0,185258788.0,0.0,6790336.0,18860600.0,90353087.0
2024-08-02,324448717.0,0.0,183215073.0,207627000.0,185625288.0,0.0,6476336.0,18990600.0,89950087.0
2024-08-05,324455217.0,0.0,183179573.0,208188000.0,185522288.0,0.0,6389836.0,0.0,89736587.0
2024-08-06,324519217.0,0.0,182563737.0,209093000.0,185760288.0,0.0,6429336.0,0.0,89535587.0
2024-08-07,324676217.0,0.0,183323677.0,209282000.0,185317342.0,0.0,6741277.0,19010600.0,89200587.0
2024-08-08,324686717.0,0.0,183133948.0,210259000.0,185337842.0,0.0,5634404.0,19030100.0,88989087.0
2024-08-09,324686217.0,0.0,182876915.0,210439500.0,185573842.0,0.0,5620904.0,19050100.0,88743587.0
2024-08-12,324711217.0,0.0,258547724.0,210841000.0,186569544.0,0.0,5822904.0,19350100.0,88133087.0
2024-08-13,324798217.0,0.0,258057297.0,211770000.0,186600544.0,0.0,5902404.0,19370100.0,88002587.0
2024-08-14,324841217.0,0.0,260052543.0,211709000.0,186526544.0,0.0,5946404.0,19392100.0,87804087.0
2024-08-15,324893217.0,0.0,260108543.0,211584000.0,186363044.0,0.0,5979904.0,19411100.0,0.0
2024-08-16,324841717.0,0.0,260502325.0,211813500.0,186468044.0,0.0,5778187.0,0.0,87953304.0
2024-08-19,324838217.0,0.0,260776331.0,212209000.0,185440032.0,0.0,6050904.0,0.0,87856587.0
2024-08-20,324896217.0,0.0,260079831.0,212641000.0,185374032.0,0.0,7270652.0,0.0,0.0
2024-08-21,324906717.0,0.0,256191331.0,212690500.0,185151032.0,0.0,11774751.0,19296100.0,0.0
2024-08-22,324935717.0,0.0,256354500.0,213486000.0,185241032.0,0.0,12988728.0,19319600.0,87937587.0
2024-08-23,324973217.0,0.0,257297374.0,213383000.0,185545532.0,0.0,11994028.0,19339600.0,0.0
2024-08-26,325120717.0,0.0,256031183.0,213242000.0,185122512.0,0.0,11430751.0,19369100.0,87994087.0
2024-08-28,325137717.0,0.0,259437675.0,212639500.0,185135512.0,0.0,9544751.0,19367100.0,0.0
2024-08-29,325174217.0,0.0,260126917.0,212103500.0,185136012.0,0.0,8963509.0,19377100.0,0.0
2024-08-30,325159717.0,0.0,259321194.0,211646500.0,185122512.0,0.0,9399662.0,19427100.0,0.0
2024-09-03,324909217.0,0.0,257811194.0,212181000.0,185494512.0,0.0,10317685.0,19436100.0,87998087.0
2024-09-04,325298717.0,0.0,257573008.0,213912000.0,185278512.0,0.0,11118685.0,0.0,88051087.0
2024-09-05,325863717.0,0.0,249888508.0,214382500.0,185122512.0,136452480.0,18912336.0,19271600.0,88107587.0
2024-09-09,325976217.0,0.0,253518340.0,215823000.0,185531012.0,136502480.0,7153813.0,19291600.0,94231087.0
2024-09-10,325745717.0,0.0,253587340.0,215537000.0,185125512.0,136522480.0,14187280.0,19321600.0,88166087.0
2024-09-11,325430717.0,0.0,257400753.0,214523500.0,185282512.0,136562480.0,10765563.0,19322600.0,88289087.0
2024-09-12,325250217.0,0.0,263246552.0,203310000.0,185122512.0,0.0,10796258.0,19389600.0,88350587.0
2024-09-13,325727717.0,0.0,264397842.0,198904000.0,185248831.0,136532480.0,11016206.0,19443600.0,88526087.0
2024-09-16,326035217.0,0.0,262986326.0,199560000.0,185212512.0,136572480.0,12941312.0,0.0,88519587.0
2024-09-17,326086217.0,0.0,262326963.0,199727000.0,185617012.0,136552480.0,13048936.0,19513600.0,0.0
2024-09-19,326124217.0,0.0,263388616.0,0.0,185212512.0,0.0,12169436.0,19525600.0,88589462.0
2024-09-20,326372217.0,0.0,263118116.0,0.0,185264505.0,0.0,12167436.0,19625100.0,0.0
2024-09-23,326459217.0,300601732.0,260607647.0,200895500.0,185212512.0,136492480.0,12498311.0,19715100.0,88589087.0
2024-09-24,326393217.0,0.0,259161712.0,201966000.0,0.0,0.0,12572936.0,19661100.0,88589462.0
2024-09-25,326486217.0,0.0,258254212.0,202221500.0,185862643.0,0.0,13153205.0,19671100.0,88589962.0
2024-09-26,326253717.0,0.0,257596463.0,200930500.0,186339143.0,136510480.0,15120819.0,19878100.0,88589462.0
2024-09-27,326384217.0,300361732.0,257402730.0,200963500.0,185862643.0,0.0,14727327.0,20133100.0,88589962.0
2024-09-30,326352717.0,300121732.0,255984730.0,199663000.0,185212512.0,136422480.0,16849371.0,20082600.0,88483462.0
2024-10-02,326281217.0,299881732.0,255212513.0,199628500.0,185695012.0,0.0,15716424.0,20200600.0,88156587.0
2024-10-03,326557217.0,299835732.0,254731013.0,205392500.0,185212512.0,136471980.0,11524723.0,19976100.0,86781587.0
2024-10-04,327716217.0,299595732.0,256089501.0,0.0,185370519.0,136491980.0,13061941.0,20060100.0,85086962.0
2024-10-07,327645847.0,299161732.0,255270935.0,0.0,185210986.0,136503480.0,13482852.0,20006100.0,85128962.0
2024-10-08,328335847.0,298921732.0,253789821.0,0.0,185123512.0,0.0,13055852.0,20444600.0,85107087.0
2024-10-09,328026347.0,298681732.0,254232321.0,0.0,185137529.0,136833980.0,13971352.0,20580100.0,84570587.0
2024-10-10,326853347.0,298676732.0,251774086.0,213428500.0,185536015.0,136927980.0,13407352.0,20242100.0,85691587.0
2024-10-14,327244847.0,0.0,250574586.0,213699000.0,185145999.0,0.0,15507806.0,20029600.0,85759587.0
2024-10-15,328044347.0,298633732.0,248096844.0,215134000.0,185146236.0,0.0,14673624.0,20155100.0,85984587.0
2024-10-16,327977347.0,0.0,249103344.0,216248500.0,185222418.0,136967980.0,13335352.0,20164600.0,86078587.0
2024-10-17,328093347.0,0.0,249142409.0,215772500.0,185387020.0,137007980.0,13792352.0,20227600.0,86175087.0
2024-10-18,328383347.0,0.0,248541899.0,215643500.0,0.0,0.0,14962612.0,20205100.0,0.0
2024-10-21,328275347.0,0.0,247664399.0,216251000.0,185570520.0,114027980.0,14825612.0,20224600.0,86225587.0
2024-10-22,328119847.0,0.0,245364399.0,217289500.0,185387020.0,0.0,15075612.0,20221100.0,0.0
2024-10-23,328347347.0,0.0,243661012.0,222918000.0,185571520.0,0.0,15361112.0,20245600.0,86226087.0
2024-10-24,328095847.0,0.0,243118048.0,225879500.0,185482520.0,0.0,15483612.0,20300600.0,86225587.0
2024-10-25,328403347.0,0.0,241396548.0,227377500.0,185846520.0,114043980.0,17451600.0,20138600.0,86228087.0
2024-10-28,328631847.0,0.0,240319048.0,230962500.0,185388520.0,114093980.0,16355240.0,20199600.0,86225587.0
2024-10-29,328669347.0,0.0,238617048.0,232281500.0,185467020.0,0.0,16509740.0,20244600.0,0.0
2024-10-30,328704347.0,0.0,237209048.0,232255500.0,185415020.0,0.0,17444832.0,20495100.0,0.0
2024-10-31,328291347.0,0.0,232415654.0,242182500.0,186125414.0,114077980.0,15275852.0,20683600.0,0.0
2024-11-01,329674847.0,0.0,227916598.0,248047500.0,185387016.0,0.0,15383652.0,20810600.0,86226087.0
2024-11-04,329507847.0,0.0,226804098.0,249343000.0,185412498.0,0.0,15534966.0,20819600.0,86225587.0
2024-11-05,329739347.0,0.0,225871580.0,250445500.0,185387016.0,114127980.0,15090652.0,20811600.0,86226087.0
2024-11-06,329553347.0,0.0,226791080.0,250175500.0,0.0,0.0,14530435.0,20773600.0,86226304.0
2024-11-07,329465347.0,0.0,224439580.0,248694500.0,185788516.0,114097980.0,16665751.0,20801100.0,86225804.0
2024-11-08,328935347.0,0.0,225289080.0,247186000.0,185387016.0,114077980.0,17876095.0,21634100.0,86073804.0
2024-11-11,329036847.0,0.0,223615080.0,248152000.0,185523516.0,0.0,19617035.0,21939100.0,85946304.0
2024-11-12,329186347.0,0.0,222577576.0,248902500.0,185736020.0,114079480.0,19389035.0,21883100.0,85945804.0
2024-11-13,329205347.0,0.0,224618325.0,249571500.0,185491520.0,0.0,16783375.0,21983600.0,85946304.0
2024-11-14,329229347.0,0.0,223909821.0,251720000.0,185627020.0,0.0,18001183.0,21578600.0,85861804.0
2024-11-15,329316847.0,0.0,224994321.0,249408500.0,185577520.0,114059480.0,18989229.0,21613100.0,85907087.0
2024-11-18,329380847.0,0.0,242516994.0,247891500.0,185387016.0,0.0,18857812.0,21646100.0,87330304.0
2024-11-19,329454347.0,0.0,243916783.0,246492000.0,185655727.0,0.0,21833366.0,21598100.0,0.0
2024-11-20,329419847.0,0.0,245305745.0,246110500.0,185539708.0,0.0,21115929.0,21618100.0,87329804.0
2024-11-21,329167347.0,0.0,247363650.0,245002500.0,185856213.0,0.0,21464493.0,20829100.0,88172087.0
2024-11-22,329123347.0,0.0,248608150.0,243458500.0,185707713.0,114019480.0,23531294.0,20649100.0,88506587.0
2024-11-25,329009847.0,0.0,250257158.0,244004000.0,185845707.0,114019980.0,22821294.0,20689100.0,0.0
2024-11-26,328969847.0,0.0,249693158.0,245264500.0,185566207.0,114005480.0,22016494.0,20561100.0,89990087.0
2024-11-27,328827347.0,0.0,250131658.0,246758500.0,185498707.0,0.0,20192177.0,20825600.0,89990804.0
2024-11-28,328872347.0,0.0,248827140.0,246409000.0,185554707.0,114009480.0,20649645.0,20714600.0,91283804.0
2024-11-29,328966847.0,298415732.0,251658663.0,246166000.0,185971207.0,0.0,12278273.0,20324600.0,91862304.0
2024-12-02,329236347.0,0.0,252778729.0,250096000.0,185573212.0,114006480.0,12150191.0,20076100.0,91698087.0
2024-12-03,329766347.0,0.0,249041412.0,276142000.0,185147926.0,113966480.0,8050231.0,19040100.0,0.0
2024-12-04,329602847.0,0.0,254236917.0,270237000.0,185445931.0,0.0,7676552.0,19174100.0,95479304.0
2024-12-05,329901847.0,0.0,253150832.0,268147000.0,185125016.0,0.0,10555480.0,19296100.0,96996804.0
2024-12-06,329465847.0,299415732.0,260648832.0,263185000.0,185268015.0,113913480.0,9476813.0,19261100.0,100635304.0
2024-12-09,330241347.0,298415732.0,260475139.0,265893000.0,185203930.0,0.0,7532552.0,19270100.0,0.0
2024-12-10,329324847.0,0.0,269941137.0,254408000.0,185396430.0,113883480.0,12646520.0,19348100.0,100634587.0
2024-12-11,329196347.0,0.0,273764555.0,256449500.0,185201516.0,113863480.0,13337307.0,19329100.0,100592304.0
2024-12-12,329176847.0,299415732.0,278782317.0,256995000.0,0.0,0.0,17426827.0,19432600.0,0.0
2024-12-13,328673847.0,0.0,285243607.0,251663500.0,185498733.0,113452980.0,23459112.0,19207600.0,100528804.0
2024-12-16,327106347.0,0.0,287008709.0,261686000.0,185690733.0,113252980.0,20844235.0,19205600.0,100490087.0
2024-12-17,329295347.0,0.0,277233273.0,280509000.0,186208731.0,113378480.0,14625257.0,20010100.0,100573640.0
2024-12-18,328357847.0,0.0,275996273.0,280373000.0,186031231.0,0.0,20578346.0,20606600.0,100573087.0
2024-12-19,329133347.0,0.0,276522773.0,281686000.0,185807731.0,0.0,18174041.0,20960600.0,0.0
2024-12-20,329467347.0,0.0,277972773.0,282137000.0,186304231.0,0.0,17344221.0,20178100.0,0.0
2024-12-23,329792347.0,0.0,274517712.0,290143000.0,185866231.0,0.0,12259833.0,20426100.0,0.0
2024-12-27,330457847.0,0.0,272248712.0,289268500.0,186010731.0,0.0,14008324.0,20659600.0,0.0
2024-12-30,329954347.0,0.0,283153713.0,272905000.0,184977731.0,113216980.0,13343324.0,20869600.0,99259087.0
2025-01-02,329333347.0,0.0,285570712.0,272968000.0,185147231.0,112476480.0,11950624.0,21096600.0,99106087.0
2025-01-03,331424347.0,0.0,283359713.0,273482000.0,186920731.0,112439480.0,12064318.0,22339100.0,98707640.0
2025-01-06,332579347.0,0.0,282267249.0,273164000.0,186233231.0,112444480.0,11173371.0,22798600.0,98956087.0
2025-01-07,333214847.0,0.0,278866041.0,277128500.0,184817732.0,112584480.0,10965693.0,23026100.0,98874973.0
2025-01-08,332799847.0,0.0,278082832.0,278170500.0,185278772.0,112730980.0,11944878.0,23117100.0,98874087.0
2025-01-09,333228347.0,0.0,276133338.0,277225000.0,185063271.0,112840980.0,12423878.0,23202100.0,98952087.0
2025-01-10,333304847.0,0.0,274864863.0,276962000.0,186087509.0,113013480.0,12257879.0,23421600.0,99032682.0
2025-01-13,333548347.0,0.0,274036362.0,281635000.0,184950016.0,0.0,12051379.0,22682600.0,0.0
2025-01-14,333264347.0,0.0,274362235.0,278786000.0,184830016.0,113018480.0,13405909.0,22631600.0,99258087.0
2025-01-15,333299847.0,0.0,273769663.0,282217500.0,184595016.0,0.0,12123145.0,22358100.0,99315587.0
2025-01-16,333439217.0,0.0,273247758.0,285452500.0,185818528.0,0.0,9209693.0,22769600.0,99316009.0
2025-01-17,333472717.0,0.0,271693258.0,286613500.0,184962028.0,0.0,10339886.0,22836600.0,99316509.0
2025-01-20,333299717.0,0.0,264845085.0,286686500.0,184740516.0,0.0,16593281.0,23167600.0,99315587.0
2025-01-21,333273717.0,0.0,267375632.0,287386000.0,184761516.0,112988480.0,13493045.0,23220600.0,0.0
2025-01-22,333300717.0,0.0,266783159.0,287866500.0,184863494.0,0.0,13288545.0,23413600.0,0.0
2025-01-23,333279217.0,0.0,268680823.0,287341000.0,185229588.0,112985480.0,11245762.0,23657600.0,0.0
2025-01-24,333138717.0,0.0,269427417.0,287914000.0,184740516.0,113027980.0,0.0,24007600.0,0.0
2025-01-27,333163717.0,0.0,269747381.0,288211000.0,184830016.0,113007980.0,10844336.0,23954600.0,0.0
2025-02-03,332634717.0,0.0,270248881.0,287132500.0,0.0,0.0,10966836.0,24019600.0,0.0
2025-02-04,331696217.0,0.0,269389153.0,288564500.0,184740516.0,0.0,11089336.0,24122600.0,0.0
2025-02-05,331596217.0,0.0,268493153.0,0.0,184715516.0,0.0,10542716.0,24156600.0,0.0
2025-02-06,331955217.0,0.0,267981362.0,0.0,184841516.0,113009980.0,9991216.0,24365600.0,0.0
2025-02-07,324931217.0,0.0,273703867.0,291151500.0,184821516.0,113012980.0,10422716.0,24339600.0,0.0
2025-02-10,324938217.0,0.0,274734633.0,286541000.0,184907016.0,112942980.0,11926092.0,25011600.0,99316545.0
2025-02-11,324692717.0,0.0,283141288.0,278367500.0,185570016.0,112937980.0,10989631.0,25249600.0,99155212.0
2025-02-12,324497217.0,0.0,289865124.0,270673500.0,184664016.0,112912980.0,14547925.0,24880100.0,99063587.0
2025-02-13,324151717.0,0.0,290344624.0,270028500.0,185256516.0,0.0,17035025.0,24920600.0,0.0
2025-02-14,324613217.0,0.0,286396633.0,268281500.0,184906516.0,0.0,23517261.0,24847600.0,99652587.0
2025-02-17,324546217.0,0.0,275448647.0,268871000.0,184664016.0,112822480.0,33401756.0,25962600.0,0.0
2025-02-18,321965717.0,0.0,291243652.0,231077000.0,190803469.0,112532480.0,45518413.0,25292600.0,97371087.0
2025-02-19,321224717.0,0.0,286653217.0,229273000.0,186454969.0,112342480.0,53658547.0,26244100.0,96626087.0
2025-02-20,320622217.0,0.0,288559206.0,234642500.0,186573976.0,0.0,80459664.0,26560600.0,96720587.0
2025-02-21,320977717.0,0.0,284695706.0,243140000.0,187412976.0,0.0,76034134.0,27291100.0,96777587.0
2025-02-24,321784717.0,0.0,285924854.0,244580000.0,184869963.0,112343980.0,79098375.0,28157600.0,96836087.0
2025-02-25,320855717.0,0.0,289048643.0,244428000.0,186692674.0,112342480.0,75436495.0,26991100.0,96656087.0
2025-02-26,323681217.0,0.0,283659499.0,253255000.0,185704821.0,112341980.0,70167922.0,28459600.0,96852087.0
