date,FUTU SECURITIES INTERNATIONAL,ARISTO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-08-15,6.132213,7.3086,2.1864000000000003,2.4644,0.9594,2.004,1.0604,0.9795999999999999,23.095013
2024-08-16,12.151213,7.3086,2.1864000000000003,2.4644,0.9594,2.004,1.0604,0.9795999999999999,29.114013
2024-08-20,12.151213,7.3086,2.1904,2.4644,0.9594,2.004,1.0604,0.9795999999999999,29.118012999999998
2024-08-21,12.155213,7.3086,2.1904,2.4644,0.9594,2.004,1.0604,0.9795999999999999,29.122013000000003
2024-08-22,12.163213,7.3086,2.1904,2.4644,0.9594,2.004,1.0564,0.9795999999999999,29.126013
2024-08-23,12.167213,7.3086,2.1904,2.4644,0.9594,2.004,1.0444,0.9795999999999999,29.118012999999998
2024-08-26,12.203213,7.3086,2.1704,2.4644,0.9594,2.004,1.0144,0.9795999999999999,29.104013000000002
2024-08-28,12.199213,7.3086,2.1704,2.4644,0.9594,2.004,1.0144,0.9795999999999999,29.100013000000004
2024-08-29,12.211213,7.3086,2.1704,2.4644,0.9594,2.004,1.0144,0.9756,29.108013
2024-08-30,12.215213,7.3086,2.1704,2.4644,0.9594,2.004,1.0144,0.9756,29.112012999999997
2024-09-02,12.223213,7.3086,2.1704,2.4644,0.9594,2.004,1.0144,0.9756,29.120013
2024-09-03,12.231213,7.3086,2.1744,2.4644,0.9594,2.004,1.0144,0.9756,29.132013
2024-09-04,24.938713,7.3086,2.0944000000000003,2.4644,0.9594,2.004,1.0144,0.9756,41.759513
2024-09-05,24.942713,7.3086,2.0944000000000003,2.4644,0.9594,2.004,1.0144,0.9756,41.763513
2024-09-09,24.950713,7.3086,2.0864000000000003,2.4644,0.9594,2.004,1.0144,0.9756,41.763513
2024-09-10,45.292213,7.3086,2.0864000000000003,2.4644,0.9594,2.004,1.0056,0.9756,62.096213
2024-09-11,45.300213,7.3086,2.0864000000000003,2.4644,0.9594,2.004,1.0056,0.9756,62.104212999999994
2024-09-12,45.288213,7.3086,2.0816,2.4644,0.9594,1.9959999999999998,1.0056,0.9756,62.079413
2024-09-16,45.304213,7.3086,2.0816,2.4604,0.9634,1.9959999999999998,0.9991999999999999,0.9756,62.089013
2024-09-19,45.316213,7.3086,2.0816,2.4604,0.9634,1.9959999999999998,0.9991999999999999,0.9756,62.101013
2024-09-23,45.324213,7.3086,2.0816,2.4604,0.9634,1.9959999999999998,0.9991999999999999,0.9756,62.109013000000004
2024-09-24,45.328213,7.3086,2.0816,2.4604,0.963,1.9959999999999998,0.9991999999999999,0.9756,62.112613
2024-09-27,45.328613000000004,7.3086,2.0816,2.4844,0.963,1.9959999999999998,0.9991999999999999,0.9756,62.137012999999996
2024-09-30,45.328613000000004,7.3086,2.0804,2.4844,0.963,1.9959999999999998,0.9991999999999999,0.9756,62.135813
2024-10-02,45.327413,7.3086,2.0804,2.4816000000000003,0.963,1.9959999999999998,0.9991999999999999,0.9795999999999999,62.135813
2024-10-03,45.327413,7.3086,2.0764,2.4796,0.963,1.9959999999999998,0.9792000000000001,0.9795999999999999,62.109813
2024-10-04,45.355413,7.3086,2.0924,2.4796,0.987,1.9959999999999998,0.9832000000000001,0.9795999999999999,62.181813
2024-10-07,45.371413,7.3086,2.0924,2.4796,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.201812999999994
2024-10-08,45.407413000000005,7.3086,2.0884,2.4796,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.233813000000005
2024-10-09,45.407413000000005,7.3086,2.186,2.4304,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.282213
2024-10-10,45.407413000000005,7.3086,2.1839999999999997,2.4424,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.292213
2024-10-14,45.407413000000005,7.3086,2.18,2.4424,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.288213000000006
2024-10-15,45.427413,7.3086,2.18,2.4424,0.987,1.9959999999999998,0.9872000000000001,0.9795999999999999,62.308213
2024-10-16,45.471413,7.3086,2.18,2.4424,0.987,1.9959999999999998,0.9872000000000001,0.9156,62.288213000000006
2024-10-22,45.470213,7.3086,2.18,2.4424,1.5070000000000001,1.9959999999999998,0.9872000000000001,0.9156,62.807013
2024-10-23,45.470213,7.3086,2.18,2.442,1.5070000000000001,1.9959999999999998,0.9872000000000001,0.9156,62.806613
2024-10-24,45.490613,7.3086,2.18,2.442,1.5070000000000001,1.9959999999999998,0.9952000000000001,0.8916000000000001,62.811013
2024-10-29,45.490613,7.3086,2.08,2.442,1.5070000000000001,1.9959999999999998,0.9952000000000001,0.8916000000000001,62.711013
2024-10-31,45.498613,7.3086,2.08,2.41,1.5070000000000001,1.9959999999999998,0.9952000000000001,0.8916000000000001,62.687013
2024-11-01,45.482613,7.3086,2.08,2.41,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.675013
2024-11-05,45.486613,7.3086,2.08,2.41,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.679013
2024-11-07,45.546613,7.3086,2.08,2.41,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.739013
2024-11-08,45.554612999999996,7.3086,2.08,2.406,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.743013000000005
2024-11-11,45.586613,7.3086,2.064,2.3952,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.748213
2024-11-12,45.590613000000005,7.3086,2.064,2.3928000000000003,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.749812999999996
2024-11-13,45.594613,7.3086,2.064,2.3928000000000003,1.5070000000000001,1.9959999999999998,0.9991999999999999,0.8916000000000001,62.753813
2024-11-14,45.510613,7.3086,2.064,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0352000000000001,0.8916000000000001,62.705813
2024-11-15,45.494613,7.3086,2.064,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0512000000000001,0.8916000000000001,62.705813
2024-11-18,45.486613,7.3086,2.32,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0592000000000001,0.8916000000000001,62.961813
2024-11-22,45.483013,7.3086,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0632000000000001,0.8916000000000001,62.95821299999999
2024-11-27,45.511013,7.2806,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0672,0.8916000000000001,62.962213
2024-11-28,45.507013,7.2806,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0672,0.8916000000000001,62.95821299999999
2024-12-02,45.519013,7.2806,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8916000000000001,62.957812999999994
2024-12-05,45.527013,7.2806,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8836,62.957812999999994
2024-12-06,45.535013,7.244599999999999,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8836,62.929813
2024-12-09,45.555013,7.244599999999999,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8635999999999999,62.929813
2024-12-10,45.603013,7.1846,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8635999999999999,62.917813
2024-12-12,45.601013,7.1846,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8635999999999999,62.915813
2024-12-13,45.609013,7.1846,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8635999999999999,62.923812999999996
2024-12-16,45.605013,7.1846,2.316,2.3928000000000003,1.5070000000000001,1.9959999999999998,1.0548,0.8635999999999999,62.919813000000005
2024-12-17,43.855013,7.1846,4.066,2.3928000000000003,1.7069999999999999,1.9959999999999998,1.0548,0.8635999999999999,63.119813
2024-12-18,43.919013,7.1846,4.066,2.3508,1.727,1.9959999999999998,1.048,0.8635999999999999,63.155013000000004
2024-12-19,44.133013,7.1846,4.178,2.3356,1.727,1.9959999999999998,1.026,0.8632000000000001,63.44341300000001
2024-12-20,44.137013,7.1846,4.262,2.3356,1.7309999999999999,1.9959999999999998,1.026,0.8472000000000001,63.519413
2024-12-23,44.137013,7.1846,4.266,2.3356,1.7309999999999999,1.9959999999999998,1.026,0.8472000000000001,63.523413
2024-12-27,44.137013,7.1846,4.266,2.3236,1.7278000000000002,1.9959999999999998,1.026,0.8472000000000001,63.508213000000005
2024-12-30,44.137013,7.1846,4.266,2.3196000000000003,1.7278000000000002,1.9959999999999998,1.026,0.8472000000000001,63.504213
2025-01-02,44.161013,7.1846,4.258,2.3196000000000003,1.7998,1.9959999999999998,1.026,0.8472000000000001,63.592213
2025-01-03,44.165012999999995,7.1846,4.262,2.3196000000000003,1.7998,1.9959999999999998,1.01,0.8472000000000001,63.584213
2025-01-07,44.249013,6.9966,4.378,2.3196000000000003,1.7985999999999998,1.9959999999999998,1.01,0.8472000000000001,63.595013
2025-01-10,44.249013,6.9966,4.390000000000001,2.3188,1.7985999999999998,1.9959999999999998,1.01,0.8472000000000001,63.606213
2025-01-13,44.249013,6.9966,4.406000000000001,2.3188,1.7985999999999998,1.9959999999999998,1.01,0.8472000000000001,63.622213
2025-01-14,44.261013,6.9966,4.406000000000001,2.3228,1.7985999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.622213
2025-01-22,44.265012999999996,6.9966,4.406000000000001,2.3228,1.7985999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.626213
2025-01-24,44.393012999999996,6.9966,4.406000000000001,2.3228,1.8585999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.814212999999995
2025-01-27,44.393012999999996,6.9966,4.394,2.3348,1.8585999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.814212999999995
2025-02-04,44.389013,6.9966,4.394,2.3348,1.8585999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.810213000000005
2025-02-05,44.371812999999996,6.9966,4.41,2.34,1.8585999999999998,1.9959999999999998,0.9939999999999999,0.8472000000000001,63.814212999999995
2025-02-06,44.391813,6.9966,4.41,2.34,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,63.82421299999999
2025-02-10,44.411813,6.9966,4.41,2.98,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.484213
2025-02-11,44.411813,6.9966,4.41,2.9796,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.483813
2025-02-12,44.411813,6.9966,4.406000000000001,2.9796,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.479813
2025-02-13,44.415813,6.9966,4.4048,2.9796,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.482613
2025-02-14,44.415813,6.9966,4.3968,2.9796,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.474613
2025-02-18,44.427813,6.9966,4.3848,2.9736,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.46861299999999
2025-02-19,44.455413,6.9966,4.3848,2.9524000000000004,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.475013
2025-02-20,44.474613000000005,6.9966,4.3848,2.9524000000000004,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.494213
2025-02-21,44.498613,6.9966,4.3848,2.9444000000000004,1.8585999999999998,1.9959999999999998,0.984,0.8472000000000001,64.51021300000001
2025-02-24,44.522613,6.9966,4.3848,2.9144,1.8585999999999998,1.9959999999999998,0.9495999999999999,0.8472000000000001,64.469813
2025-02-25,44.522613,6.9966,4.3848,2.9139999999999997,1.8585999999999998,1.9959999999999998,0.9495999999999999,0.8512000000000001,64.47341300000001
2025-02-26,44.522613,6.9966,4.3848,2.9135999999999997,1.8585999999999998,1.9959999999999998,0.9495999999999999,0.8512000000000001,64.473013
2025-02-27,44.566613,6.9966,4.3848,2.9135999999999997,1.8585999999999998,1.9959999999999998,0.9495999999999999,0.8512000000000001,64.517013
2025-02-28,44.590613000000005,6.9966,4.3808,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9495999999999999,0.8512000000000001,64.713013
2025-03-03,44.598613,6.9966,4.3808,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9495999999999999,0.8512000000000001,64.721013
2025-03-05,44.582613,6.9966,4.372,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9616,0.8460000000000001,64.703013
2025-03-06,44.583413,6.9966,4.3839999999999995,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9616,0.8460000000000001,64.715813
2025-03-07,44.559413,6.9966,4.3839999999999995,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9616,0.878,64.72381299999999
2025-03-10,44.559413,6.9966,4.3839999999999995,2.9135999999999997,2.0345999999999997,1.9959999999999998,0.9612,0.878,64.723413
2025-03-11,44.555413,6.9966,4.3839999999999995,2.9176,2.0586,1.9959999999999998,0.9612,0.8540000000000001,64.723413
2025-03-13,44.555413,6.9966,4.3836,2.918,2.0586,1.9959999999999998,0.9612,0.8540000000000001,64.723413
2025-03-18,44.555413,6.9966,4.3836,2.918,2.0586,1.9959999999999998,0.9612,0.8536,64.723013
2025-03-25,44.575413000000005,6.9966,4.3636,2.9156,2.0586,1.9959999999999998,0.9612,0.8536,64.720613
2025-03-26,44.535413,6.9966,4.3636,2.9156,2.0586,1.9959999999999998,0.9612,0.8576,64.684613
2025-03-31,44.536613,6.9966,4.3636,2.9156,2.0586,1.9959999999999998,0.9612,0.8635999999999999,64.691813
2025-04-02,44.568613,6.9966,4.3636,2.9156,2.0586,1.9959999999999998,0.9692,0.8236,64.691813
2025-04-03,44.548612999999996,6.9966,4.3608,2.9156,2.0586,1.9959999999999998,0.9692,0.8236,64.66901299999999
2025-04-09,44.448612999999995,6.9966,4.3596,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8236,64.565813
2025-04-10,44.404613,6.9966,4.3596,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8316,64.529813
2025-04-11,44.436613,6.9966,4.3596,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.83,64.560213
2025-04-14,44.640613,6.9966,4.3596,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8340000000000001,64.768213
2025-04-16,44.664612999999996,6.9966,4.3576,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8340000000000001,64.790213
2025-04-22,44.676612999999996,6.9966,4.3616,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8340000000000001,64.806213
2025-04-23,44.688613,6.9966,4.3616,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8340000000000001,64.818213
2025-04-28,44.692612999999994,6.9966,4.3616,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8332,64.821413
2025-04-29,44.692612999999994,6.633,4.3616,2.9135999999999997,2.0586,1.9959999999999998,0.9692,0.8332,64.457813
