date,KINGSTON SECURITIES LTD,GET NICE SECURITIES LTD,EMPEROR SECURITIES LTD,VMS SECURITIES LTD,IMAGI BROKERAGE LTD,CEPA ALLIANCE SECURITIES LTD,PLANETREE SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2025-02-03,73.71337428248,7.720684531291147,1.1074121085768847e-05,4.9198997747745254,0.0,5.730193214620232,0.0,1.6221649419461348,2.947129266665057,3.346542914101808
2025-02-04,73.73346100104989,7.722788399399974,1.1077138757335558e-05,4.921240435721468,0.0,5.731754678595712,0.0,1.6558383942934125,2.940621440776853,3.2942845730239325
2025-02-12,62.29493621328389,6.731392695216671,9.961896522248956,4.417003826665356,4.316820387367752,5.144520887179511,3.320631067205963,1.2439166993530217,1.4068105884179172,1.1620711130609562
2025-02-14,62.29493621328389,6.731392695216671,9.961896522248956,4.417003826665356,4.316820387367752,5.144520887179511,3.320631067205963,1.247901456633669,1.40282583113727,1.1620711130609562
2025-02-17,62.30077016930067,6.732023093950542,9.962829459493735,4.417417481572433,4.317224660039065,5.145002674470863,3.320942046183896,1.2520034537664442,1.3929943804313862,1.1587925807909731
2025-02-24,63.29705278315583,6.732023093950542,9.962829459493735,4.417417481572433,4.317224660039065,4.148720060615694,3.320942046183896,1.2520034537664442,1.3929943804313862,1.1587925807909731
2025-02-25,63.303990336301396,6.732760944544496,9.96392141647777,4.4179016442181975,4.3176978412410865,4.149174773191415,3.3213060317239127,1.2521406772249946,1.385175922456299,1.1559304126204288
2025-02-26,63.70761488920916,6.315874844544339,9.968331385981681,4.419856979944757,4.319608827389119,4.151011172080101,3.3227760210685533,1.2526948668828972,1.3857889926844003,1.1564420202149917
2025-02-27,63.72323681603349,6.313156198901407,9.964040553538538,4.4179544683819625,4.3177494672835435,4.149224384229723,3.3213457440642644,1.2521556488765877,1.3851924847896564,1.155944233900832
2025-02-28,63.71561843850076,6.312401434866348,9.96284931112084,4.417426283582442,4.317233262407943,4.148728327227498,3.3209486633907255,1.2520059484699622,1.3969822944651507,1.1558060359683249
2025-03-03,63.67286237758349,6.33405154530612,9.956163788756069,4.414461990809223,4.3143362036822275,4.145944342932354,3.3187201566786366,1.2511657958682378,1.318785050932581,1.2735087474510611
2025-03-04,63.66525603951755,6.410943656366714,9.9549744288814,4.413934640710177,4.313820814575001,4.145449069858436,3.3183237035192317,1.2510163320360093,1.3069801931282314,1.2193011214072538
2025-03-05,63.73123807343911,6.373740625474711,9.965291664706966,4.418509198378022,4.318291615275814,4.149745371768817,3.3217627809813943,1.2523128728369382,1.2943833306343457,1.1747244665038872
2025-03-06,63.69125186698312,6.433479447771591,9.959039248749818,4.415736940590868,4.315582235930843,4.147141741583819,3.3196786430237246,1.2515271476165517,1.2846080772621478,1.1819546504875178
2025-03-07,63.67603222155795,6.431942105151137,9.956659439251682,4.414681757209217,4.314550985492067,4.146150741642938,3.3188853734554358,1.2532194142302062,1.2902751013133735,1.1976028606959894
2025-03-10,63.66335473894586,6.43066154743805,9.954677133311568,4.413802822871409,4.313691986537684,4.145325270078513,3.3182246050289876,1.2688973845245974,1.2900182159580675,1.2013462953052594
2025-03-11,63.639281423986574,6.424249528186743,9.950912925802697,4.412133811460388,4.312060830494226,4.1437577793101665,3.3169698696109426,1.2684175705638985,1.3353045996815902,1.1969116609027737
2025-03-13,63.63421567736069,6.42373815188514,9.950120823779383,4.41178260146134,4.311717586398537,4.143427932295567,3.3167058356911827,1.2683166033328972,1.3351983081801937,1.20477647961506
2025-03-14,63.63674844986008,6.423993829859027,9.950516859027395,4.411958199471424,4.311889201615471,4.143592849238572,3.3168378473965165,1.2683670849390463,1.331271246398706,1.204824432193763
2025-03-19,63.62535256107894,6.422843439227844,9.948734948634383,4.411168118485627,4.311117040702553,4.142850826360054,3.316243877463502,1.268139949351737,1.3489405630505227,1.204608675644842
2025-03-20,63.62661856938458,6.422971240062143,9.948932907161428,4.411255891287675,4.311202822702344,4.142933260222408,3.316309863617188,1.2681651826218716,1.348967404079891,1.2026428588604687
2025-03-21,65.28369746732474,6.424888863069975,8.293916705125508,4.412572902601349,4.312489962472281,4.1441701619370175,3.3172999711325235,1.268543802211005,1.341408627806928,1.2010115363186775
2025-03-24,67.67974668562393,6.448360706180418,5.9087301777888515,4.415015844047608,4.314877494802838,4.146464507044149,3.3191365344637216,1.2712375905409417,1.2847965951978793,1.2116338643096558
2025-03-25,67.66559743016086,6.447012599731769,5.907494887516028,4.4140928325100335,4.3139754183773835,4.1455976393554845,3.3184426295210643,1.2709718232131413,1.2815413948324288,1.2352733447818054
2025-03-27,67.66563694999888,6.447016365085263,5.907498337766228,4.414095410544372,4.313977937938523,4.145600060576215,3.318444567645017,1.2709725655194608,1.2814837386874764,1.2352740662385628
2025-03-31,68.08715011702364,6.447337292056451,5.509559237152635,4.414315140445838,4.314192684077667,4.145806425008358,3.3186097569828203,1.2849739944281406,1.2486932932599257,1.2293620595645252
2025-04-01,68.10104916660647,6.454628143723051,5.510683937435804,4.415216261801422,4.315073366819166,4.146652734025008,3.3192872052455122,1.2852363040890755,1.2285345804054688,1.2236382998490112
2025-04-02,68.09637031640469,6.466133294524239,5.510305328516144,4.414912916467536,4.314776901755262,4.146367840220599,3.319059155196355,1.2911223090192703,1.2284501745212748,1.2125017633746409
2025-04-03,68.08823471676796,6.465360773589018,5.509647002120469,4.414385458634578,4.3142614073576695,4.145872465965879,3.318662621044361,1.3029152416785688,1.228303409300939,1.2123569035405588
2025-04-09,68.08010106084936,6.478525155183612,5.508988833008955,4.413858126819296,4.313746036119507,4.145377210063581,3.3182661816303893,1.3147053568274145,1.2142199611821922,1.2122120783156876
