date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,KGI ASIA LTD,CHIEF SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-12-18,31.625891000891,27.161450598950598,7.571960696960697,7.289655727155727,6.462850212850213,6.481412731412732,4.894317394317394,4.612785862785863,3.8996757746757744
2024-12-19,31.185321488082863,27.242783158064587,7.6722096894810825,7.311483955850273,6.48530566269584,6.500820748013293,5.064123847617038,4.6265984416648305,3.911353008530194
2024-12-20,31.17998274588663,27.244896692547837,7.6728049105951435,7.31205119134067,6.485808802080424,6.501325091080616,5.0645167296628,4.626957379857374,3.911656456948504
2025-01-02,31.180950371161153,27.245742198167775,7.66683631669108,7.312278110181484,6.4891134337992495,6.501526850219717,5.064673899550634,4.627100970729164,3.9117778494997397
2025-01-14,31.182885801894404,27.247433366851638,7.667312204387174,7.312731990118307,6.489516219135227,6.5019304060680545,5.064988268593348,4.621181085744789,3.9120206572070564
2025-01-21,31.18181789967319,27.24785619182699,7.667431185542213,7.312845468906634,6.489616923282238,6.502031302858101,5.065066866951991,4.621252797114899,3.9120813638437406
2025-01-22,31.160452892982764,27.256315447972256,7.6698115843493,7.31511578450639,6.491631662770446,6.504049896462977,5.0666393465525426,4.6226874920445695,3.91329589235875
2025-01-24,31.168193971312963,27.26308663559267,7.67171696783189,7.316933052197487,6.493244355286978,6.505665673996281,5.043055395976113,4.6238358895372125,3.914268058268406
2025-02-13,31.17061384711896,27.265203321718502,7.664548667399582,7.317501133533331,6.4937484860342485,6.506170769125657,5.043446935112204,4.6241948807771385,3.9145719591803774
2025-02-17,31.206471992836534,27.29656874937817,7.611182966868968,7.325919062779823,6.501218784200577,6.513655357675853,4.99639339369217,4.629514476171525,3.9190752163963785
2025-02-20,31.222003782600037,27.275936940075653,7.607194405733625,7.321788522795142,6.504454509257415,6.516897272546288,4.998880151304001,4.631818634282301,3.9210257814055343
2025-02-24,31.200602417136526,27.284424280895657,7.60956150504711,7.32406681353696,6.506478473544678,6.51892510859689,5.000435632226828,4.633259898186525,3.9222458708288213
2025-02-28,6.859272711697463,5.998323507418333,1.672918262337304,1.6094698187340388,1.430411812123207,1.4331481331411375,1.0993169689536075,1.018595498924656,0.8622831607753718
2025-03-03,31.187808911603398,27.285284050740145,7.616315827174566,7.319667255292179,6.5153681089548945,6.524711371061426,4.987744754536933,4.6373724255419875,3.9257272950944757
2025-03-05,31.177027355206704,27.277213542477476,7.6140630545921,7.3175022261521505,6.5134409773897675,6.522781475923309,4.986269467155694,4.636000772147879,3.9557011289549227
2025-03-07,31.184024512520942,27.265041632673398,7.615011427966445,7.318413661246427,6.514252262239134,6.523593924183071,4.986890534405341,4.636578211507682,3.956193833257562
2025-03-10,31.18839478413065,27.254848223434042,7.616078630445005,7.319439297159426,6.515165199301146,6.52450817042825,4.9875894200194955,4.637228002753062,3.9567482723289222
2025-03-11,31.187808911603398,27.254139843718367,7.616315827174566,7.319667255292179,6.5153681089548945,6.524711371061426,4.987744754536933,4.6373724255419875,3.9568715021162486
2025-03-13,31.18625170125231,27.254139843718367,7.616315827174566,7.319667255292179,6.516925319305983,6.524711371061426,4.987744754536933,4.6373724255419875,3.9568715021162486
2025-03-20,31.19013726962096,27.245076266091882,7.617264761857298,7.320579229832393,6.517737278342424,6.525524300180348,4.988366189374141,4.6379502066675595,3.957364498032998
2025-03-21,31.214444025349366,27.266308600142768,7.623200965096307,7.326284223356204,6.522816609881015,6.5306097002154,4.914322764863761,4.641564603160254,3.9604485079349243
2025-04-07,30.988524045602972,27.271687422830315,7.663693740559445,7.3651998420567715,6.557464384428803,6.565298869953808,4.9404265720678655,4.666219578692706,3.9814855438073096
2025-04-09,30.971053801968168,27.25631260139939,7.706353630959466,7.361047600553743,6.563163598323738,6.561597584580402,4.937641332740336,4.663588927656429,3.97924092181833
2025-04-10,30.969972782254906,27.256739445685096,7.706474315406371,7.3611628773760724,6.563266379977262,6.5617003417095505,4.93771865809313,4.663661961243685,3.9793032382539297
2025-04-11,30.967810641250114,27.25759317436503,7.706715695640326,7.361393441852744,6.5634719529422085,6.5619058656234435,4.93787331606461,4.663808035280815,3.9794278769807088
2025-04-14,30.96975069460324,27.25930079217659,7.70093375975342,7.3618546141388945,6.563883137507949,6.562316952077858,4.9381826610743405,4.664100210808559,3.9796771778591498
2025-04-22,30.965759603097048,27.257166303340096,7.700330752461851,7.361278157809016,6.572765541607156,6.56180310205718,4.93779598586785,4.6637349971184445,3.9793655566413593
2025-04-25,30.960353582022698,27.25930079217659,7.70093375975342,7.3618546141388945,6.57328025008849,6.562316952077858,4.9381826610743405,4.664100210808559,3.9796771778591498
2025-04-29,30.9676287393631,27.26570626496059,7.702743348414021,7.3400862231022765,6.5748248593235,6.563858985124009,4.939343050142243,4.665196195154964,3.9806123344152997
