date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,FORTUNE (HK) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,SOUTH CHINA SECURITIES LTD,TOTAL_CCASS_PCT
2025-03-20,7.102498786627843,4.216172940520755,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.6222526977957777,0.5558198625002385,0.5311879773251869,0.45692604841452883,18.719454402095142
2025-03-26,7.102498786627843,4.216172940520755,1.8088411143047303,1.75971469647419,0.9161870896616371,0.7498531884702558,0.6222526977957777,0.5558198625002385,0.5311879773251869,0.46699856651585114,18.729526920196466
2025-03-28,7.111655621265407,4.216172940520755,1.8088411143047303,1.7505578618366244,0.9161870896616371,0.7498531884702558,0.6222526977957777,0.5558198625002385,0.5311879773251869,0.46699856651585114,18.729526920196466
2025-03-31,7.111655621265407,4.216172940520755,1.8088411143047303,1.7484975740431723,0.9161870896616371,0.7498531884702558,0.6222526977957777,0.5558198625002385,0.5311879773251869,0.46699856651585114,18.72746663240301
2025-04-01,7.111655621265407,4.216172940520755,1.8088411143047303,1.7576544086807377,0.9161870896616371,0.7498531884702558,0.6167585970132383,0.5558198625002385,0.5311879773251869,0.46699856651585114,18.73112936625804
2025-04-02,7.111655621265407,4.216172940520755,1.8088411143047303,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6030233450568898,0.5558198625002385,0.5311879773251869,0.46699856651585114,18.73112936625804
2025-04-07,7.111655621265407,4.216172940520755,1.8088411143047303,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6030233450568898,0.5492269415611912,0.5311879773251869,0.46699856651585114,18.72453644531899
2025-04-08,7.111655621265407,4.2143415735932415,1.8088411143047303,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6121801796944555,0.5492269415611912,0.5311879773251869,0.46699856651585114,18.731861913029043
2025-04-11,7.111655621265407,4.2143415735932415,1.807009747377217,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.46699856651585114,18.734608963420314
2025-04-14,7.111655621265407,4.2143415735932415,1.807009747377217,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.73552464688407
2025-04-16,7.117149722047947,4.213883731861364,1.807009747377217,1.7713896606370862,0.9161870896616371,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.740560905934732
2025-04-24,7.117149722047947,4.213883731861364,1.807009747377217,1.77047397717333,0.9143557227341238,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.73781385554346
2025-04-29,7.117149722047947,4.213883731861364,1.811588164696,1.77047397717333,0.9143557227341238,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.742392272862244
2025-04-30,7.117149722047947,4.213883731861364,1.811588164696,1.77047397717333,0.9097773054153411,0.7498531884702558,0.6167585970132383,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.73781385554346
2025-05-02,7.144620225960645,4.213883731861364,1.811588164696,1.77047397717333,0.9097773054153411,0.7498531884702558,0.6076017623756726,0.5492269415611912,0.5311879773251869,0.4679142499796078,18.756127524818595
