date,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-05-27,77.65295924586836,0.7813409879056925,8.3016846206949,0.0,0.0,7.71633504895,3.9880831446448917,1.5595969519361583
2024-05-29,77.65196073028561,0.7813309408816067,8.30157787187892,0.0,0.0,7.717521696289421,3.9880318631070866,1.5595768975573627
2024-05-30,77.67364855975487,0.7815491629592661,8.303896463753714,0.0,0.0,7.719677164005889,3.961216169435243,1.560012480091021
2024-05-31,77.67550400228733,0.7791790652864737,8.304094824497284,0.0,0.0,7.719861569111257,3.961310793662344,1.5600497451553048
2024-06-11,77.70406044846656,0.74270174763949,8.307147723090848,0.0,0.0,7.722699681515433,3.962767120981122,1.560623278306543
2024-06-17,77.70348911377532,0.7426962867759106,8.307086643120869,0.0,0.0,7.722642898816915,3.962737983940966,1.5613470735700192
2024-06-18,77.70491746625692,0.7427099390854323,8.307239344729982,0.0,0.0,7.722784857128887,3.9609726184073093,1.5613757743914702
2024-06-28,77.70548882195308,0.7427154001497783,8.307300426945547,0.0,0.0,7.722841641915002,3.9602664540210935,1.561387255015498
2024-07-05,77.71177428920298,0.7354219925810694,8.307972390606807,0.0,0.0,7.7234663296809805,3.9598514449045683,1.5615135530235875
2024-07-09,77.70606018605154,0.7353679174146756,8.307361510059378,0.0,0.0,7.722898427536188,3.9595602792501023,1.5687516796881174
2024-08-15,77.7089171325847,0.7317183468944987,8.307666939103253,0.0,0.0,7.7231823681688185,3.9597058567248267,1.5688093565239005
2024-09-25,77.70806002656687,0.7317102762608877,8.307575308031938,0.0,0.0,7.723097183786782,3.9596621823584366,1.5698950229950857
2024-09-27,77.70777432876253,0.7317075860892469,8.30754476479068,0.0,0.0,7.723068789410351,3.959647624450401,1.5702569064968004
2024-09-30,77.70748863305893,0.7317048959373871,8.30751422177401,0.0,0.0,7.7230403952427045,3.9596330666494115,1.5706187873375566
2024-10-02,77.69149302575363,0.7337597486352738,8.305804171204727,0.0,0.0,7.721450655006104,3.9588180006020934,1.588674398798166
2024-10-03,77.66251776578123,0.7336698114732775,8.302706498270823,0.0,0.0,7.718570918353099,3.957341548338358,1.6251934577832126
2024-10-04,77.61090119684181,0.7739410590107566,8.29718829934191,0.0,0.0,7.713440951422043,3.954711394195497,1.6498170991879806
2024-10-08,77.57928076334107,0.7732586905805368,8.293807837489044,0.0,0.0,7.710298321418977,3.9529166317971667,1.6904377553732066
2024-10-09,77.52805911723235,0.838773051861829,8.28833185877713,0.0,0.0,7.705207604308345,3.9503067223623414,1.689321645458
2024-10-10,77.54171160819499,0.821311015920674,8.289791412609455,0.0,0.0,7.706564471465614,3.9510023611728675,1.6896191306364015
2024-10-14,77.54213832601607,0.8134277954426471,8.28983703194975,0.0,0.0,7.713944314021577,3.951024103833478,1.6896284287364685
2024-10-18,77.56860400635786,0.8162744020795509,8.29266641197085,0.0,0.0,7.716577137784197,3.9523726163095603,1.653505425497987
2024-10-22,77.56846166945095,0.8162729042316127,8.292651195086362,0.0,0.0,7.716562978012524,3.952365363781294,1.6536858894372626
2024-11-18,77.5437029982089,0.8160123623561558,8.290004307159938,0.0,0.0,7.714099968668529,3.9511038289697966,1.6850765346366834
2024-11-26,69.52338482448471,11.074577633749039,7.432572051100379,0.0,0.0,6.916233297611224,3.542442537072379,1.5107896559822693
2024-12-04,69.52349916730508,11.074595847741987,7.432584275206742,0.0,0.0,6.916244672512252,3.5422838965057073,1.5107921407282388
2024-12-12,69.51892574783848,11.07386733475226,7.432095342313283,0.0,0.0,6.915789705653566,3.542050876730775,1.5172709927116441
2024-12-18,69.51663926373548,11.073503114198687,7.4318508999881265,0.0,0.0,6.9155622446700775,3.541934378339372,1.5205100990682565
2025-01-13,69.51801113614827,11.073721643655754,7.431997563453646,0.0,0.0,6.913725274793947,3.5420042764546014,1.520540105493774
2025-01-14,69.52121238235672,11.074231579265904,7.432339800718959,0.0,0.0,6.909438729779895,3.542167382785968,1.5206101250925506
2025-01-23,69.51801113614827,11.073721643655754,7.431997563453646,0.0,0.0,6.909120570562323,3.5420042764546014,1.5251448097253986
2025-02-04,69.51343843866066,11.079570961882464,7.431508707745162,0.0,0.0,6.90866610821856,3.5417712934651373,1.5250444900280178
2025-02-11,69.51446724314624,11.078419377712526,7.431618694672365,0.0,0.0,6.908768357033196,3.5418237119654377,1.524902615470228
2025-02-13,69.50760912173806,11.0871921558104,7.43088550998019,0.0,0.0,6.90808675543208,3.5414742846018052,1.5247521724374709
2025-02-14,69.50955211874482,11.08487114481052,7.431093230954712,0.0,0.0,6.908279862230859,3.541573282021245,1.5246303612378438
2025-02-18,69.50966641606928,11.084724938123493,7.431105450197221,0.0,0.0,6.908291221790528,3.5415791055712207,1.5246328682482584
2025-02-19,69.48567222393174,11.110322100451576,7.4285402908293285,0.0,0.0,6.905906533797272,3.5403565802173986,1.529202270772678
2025-02-20,69.21976479866015,11.049137882192353,7.400112789748316,0.0,0.0,6.879479044981299,3.526808361244211,1.9246971231736756
2025-02-21,64.46560265279594,10.264944089861267,6.8918571462557505,6.905425214127504,0.0,6.406981645516726,3.2845795866230474,1.7806096648197705
2025-02-24,64.43239062732445,10.259655694646659,6.888306531266234,6.876565384606005,0.0,6.403680833473563,3.282887404491724,1.8565135241913653
2025-02-25,64.44221310525744,10.261219740938898,6.8893566279371825,6.862369063894502,0.0,6.404657050762171,3.2833878684474014,1.8567965427623998
2025-02-26,64.44466919269608,10.258561785323682,6.889619202132866,6.861868349087223,0.0,6.40490115159256,3.2835130082790633,1.856867310888524
2025-02-27,64.63000372441302,10.286840957779589,6.909432855682971,6.830536761913382,0.0,6.423320818734838,3.292955966919384,1.6269089145568283
2025-02-28,64.69162300796492,10.29664859716228,6.91602041993769,6.779966570753724,0.0,6.429444915966245,3.2960955240253194,1.5902009641898152
2025-03-03,64.6924150309183,10.296774659574266,6.916105093140554,6.779590463763778,0.0,6.429523631999546,3.2961358782967096,1.5894552423068482
2025-03-04,64.69568233060728,10.297294699653566,6.916454392019085,6.774882353625382,0.0,6.429848356011673,3.2963023501114477,1.5895355179715667
2025-03-07,64.69647445296138,10.29742077788668,6.916539075848635,6.7737409219719655,0.0,6.429927081924018,3.2963427094473934,1.589554979959926
2025-03-11,64.69766267286296,10.297609901025256,6.916666105481231,6.772028722082809,0.0,6.430045174407251,3.2964032503044174,1.5895841738360659
2025-03-13,64.71301443701225,10.299441018529944,6.918307324381017,6.763378799119077,0.0,6.431570925615386,3.2971854362930437,1.5771020590492877
2025-03-17,64.7129153700227,10.299425251460141,6.9182967333757075,6.763062271977427,0.0,6.431561079738553,3.2971803887421296,1.5775589046833496
2025-03-19,64.78094666554694,10.257688891449826,6.925569789873032,6.742894062391386,0.0,6.438322441516122,3.3006466435405835,1.5539315056821144
2025-03-20,60.78187670585638,9.624459251978298,6.498039172832026,6.311830328706354,6.188029478693457,6.0408706722544325,3.096890484991627,1.4580039046874367
2025-03-21,60.78318768326084,9.624666837681364,6.498179326163752,6.310097190796035,6.188162945563262,6.0410009651210546,3.096957280452215,1.4577477709614746
2025-03-25,60.78642166932837,9.625178920703723,6.498525063565921,6.305399990049176,6.188492188459403,6.041322378223915,3.0971220549084166,1.4575377347610754
2025-03-26,60.7872957786905,9.625317330874543,6.498618512422459,6.3041964608494165,6.1885811790400425,6.041409252501187,3.09716659155508,1.457414894066779
2025-03-27,60.78843215844536,9.625497270047836,6.498739999953982,6.30258868030454,6.188696870621205,6.041522192796975,3.0972244911106865,1.4572983367194097
2025-03-28,60.790355359440696,9.625801797821836,6.498945604586188,6.2997681250456585,6.188892666228342,6.041713332148361,3.0973224799058006,1.45720063482312
2025-03-31,60.80950658830725,9.628834284343164,6.500993014803299,6.273413816010742,6.190842398207711,6.043616697149043,3.0954211991038556,1.4573720020749306
2025-04-01,60.74850952886942,9.705400760906961,6.49447197098011,6.267121053301714,6.184632461588914,6.0375544403149055,3.092316230794457,1.4699935532435118
2025-04-02,60.7651011882464,9.708338999384473,6.496245743993004,6.241520688585492,6.186321611100074,6.039203419812846,3.093160805550037,1.4701075433276822
2025-04-03,60.76571263301099,9.708436688896018,6.496311112031106,6.240577250161286,6.186383860547327,6.039264188893144,3.0931919302736635,1.4701223361864644
2025-04-07,60.76064674777653,9.70762732085044,6.495769530847985,6.231432765265307,6.185868117222746,6.038760710567031,3.092934058611373,1.486960748858584
2025-04-08,60.763528958210486,9.705212929244377,6.49607766079262,6.230147173607245,6.186161546845124,6.039047162078985,3.093080773422562,1.4867437957985963
2025-04-09,60.76571263301099,9.708436688896018,6.496311112031106,6.224046110093369,6.186383860547327,6.039264188893144,3.0931919302736635,1.4866534762543828
2025-04-10,60.76929419947046,9.703258609134526,6.496694008387964,6.224412958992594,6.1867484896116505,6.039620146638417,3.0933742448058252,1.48659734295857
2025-04-11,60.77104145827218,9.703537600428294,6.4968808034781125,6.221860454016542,6.186926373045956,6.039793799790051,3.093463186522978,1.4864963244458922
2025-04-14,60.772701447201804,9.703946422594887,6.4970582687634195,6.219298861031593,6.187095371783532,6.039958779533762,3.093547685891766,1.4863931631992326
2025-04-15,60.77104145827218,9.706556595080073,6.4968808034781125,6.219128982664933,6.186926373045956,6.039793799790051,3.093463186522978,1.4862088011457228
2025-04-22,60.77112882384975,9.706570549406063,6.496890143514586,6.21626268626505,6.186935267486185,6.039802482709762,3.0934676337430926,1.4889424130255144
2025-04-23,60.77025517937772,9.706431007951641,6.49679674435829,6.216173321403187,6.18684632423468,6.039715654636081,3.09342316211734,1.4903586059210632
2025-04-25,60.77479840495214,9.707156667329928,6.497282449297883,6.2091619787886705,6.187308857070232,6.040167187882789,3.093654428535116,1.4904700261432346
2025-04-28,60.776021697136095,9.709508657173403,6.4974132284209025,6.205117529029294,6.187433396957869,6.040288766061649,3.0937166984789344,1.4905000267418582
