date,THE HONGKONG AND SHANGHAI BANKING,LUEN FAT SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,HANG SENG SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2025-01-20,27.739365699684353,17.48835111979558,16.932211032616866,12.573275214189087,11.7616113031715,6.5910115737261386,6.914174056816474
2025-01-21,27.57223264540338,17.46341463414634,17.17823639774859,12.55534709193246,11.74484052532833,6.581613508442777,6.904315196998125
2025-01-23,27.574302011407987,17.4647253077154,17.172020414290003,12.556289402581807,11.745722005403783,6.582107475232663,6.904833383368358
2025-01-27,27.628618569071545,17.451627418629066,17.159142042897855,12.546872656367182,11.736913154342282,6.577171141442928,6.899655017249137
2025-02-04,27.643130486981317,17.460793877091618,17.115629924214,12.553462894875064,11.743077962031965,6.580625797253696,6.9032790575523375
2025-02-06,27.707581227436823,17.50150421179302,16.922382671480143,12.582731648616125,11.770457280385079,6.595968712394705,6.919374247894103
2025-02-12,27.773181920734004,17.50018801233361,16.92111002481763,12.521621418365045,11.769572083928706,6.595472663006693,6.918853876814319
2025-02-20,27.739365699684353,17.48835111979558,16.90214940628288,12.603336840523072,11.7616113031715,6.5910115737261386,6.914174056816474
2025-02-21,27.747707111712522,17.493609983461134,16.877161329123442,12.607126747857464,11.765148098030371,6.592993534806796,6.916253195008269
2025-02-25,27.75187969924812,17.49624060150376,16.8796992481203,12.609022556390977,11.766917293233083,6.593984962406014,6.902255639097745
2025-03-07,27.762316660398646,17.5028206092516,16.88604738623543,12.613764573147801,11.771342610003762,6.596464836404664,6.867243324558105
2025-03-21,27.832567943988558,17.5186328389671,16.76579086049838,12.625159978920426,11.78197696303546,6.602424151170669,6.873447263419408
2025-03-27,27.815815213302237,17.50808817997141,16.755699345421714,12.677751862162365,11.774885260702732,6.598450079000829,6.869310059438718
2025-03-28,27.696705280577703,17.504137204754024,16.751918158567776,12.810290356551828,11.772228072814803,6.596961035053408,6.867759891680457
2025-03-31,27.69253910950662,17.50150421179302,16.749398315282793,12.823405535499399,11.770457280385079,6.595968712394705,6.866726835138387
2025-04-01,27.671253477705093,17.49755620723363,16.74561997142642,12.85810963230318,11.767802090382736,6.594480788029175,6.865177832919768
2025-04-08,27.65877489665539,17.489665539270952,16.738068395340097,12.897406989853438,11.76249530251785,6.591506952273582,6.862081924088688
2025-04-09,27.669172932330827,17.49624060150376,16.706766917293233,12.902255639097746,11.766917293233083,6.593984962406014,6.864661654135339
2025-04-10,27.598083258460615,17.52021563342318,16.636717580113807,13.125187181790956,11.717580113806529,6.566337226714586,6.835879005690327
2025-04-24,27.222096786332507,17.611198916233914,16.723112817039212,13.193346880409424,11.778430044404304,6.600436516896215,6.871378038684428
2025-04-25,27.267928512178568,17.645728074805824,16.56737802578991,13.219214237237011,11.801523263705603,6.6133775733353435,6.884850312947742
2025-04-28,27.224616315113025,17.691086414152867,16.466318893173053,13.253194223935887,11.831859076132153,6.630377258637635,6.902547818855371
2025-04-29,27.026002577514973,17.73936775073914,16.51125767568797,13.289363960275946,11.86414979910545,6.648472443332576,6.921385793343947
2025-04-30,27.128833422113996,17.8068640133932,16.574081120158283,13.33992846815311,11.909291530324937,6.673769119549501,6.567232326306978
2025-05-02,27.15569774527727,17.725472273004268,16.590493601462523,13.35313833028641,11.921084704448507,6.680377818403413,6.573735527117611
