date,LIVERMORE HOLDINGS LTD,SDICS INTERNATIONAL SECURITIES (HONG,VALUABLE CAPITAL LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),INTERACTIVE BROKERS HONG KONG LTD
2024-07-08,34.00217056611393,29.428838242346227,26.67777188864491,0.0,3.6546275964766157,2.5112945155346913,2.137755230811943,1.1004265414805279,0.4871154185911512
2024-07-09,33.98465111582349,29.43552458850853,26.68383318186408,0.0,3.655457942037766,2.51438957891548,2.138240937089771,1.1006765626577806,0.48722609310310006
2024-07-10,33.98379319920228,29.43478151112009,26.683159568828412,0.0,3.6553656627874687,2.516850528866786,2.138186958826648,1.1006487769166688,0.4872137934516446
2024-07-11,33.98465111582349,29.43552458850853,26.68383318186408,0.0,3.655457942037766,2.51438957891548,2.138240937089771,1.1006765626577806,0.48722609310310006
2024-07-12,33.98550907576178,29.43626770341572,26.684506828911157,0.0,3.6555502259473376,2.511928504708288,2.1382949180783117,1.1007043498018227,0.4872383933755775
2024-07-15,34.015564988882154,29.462300384071156,26.708105922781485,0.0,3.658783100869214,2.4838285829795836,2.082069941378613,1.1016777845158683,0.4876692945219325
2024-07-19,33.94865587330408,29.404347606798808,26.655570686437684,0.0,3.6515862208100067,2.468855600948202,2.0779744792454733,1.306299490593635,0.4867100418621072
2024-07-26,33.94351991931417,29.39989914271306,26.65153807362582,0.0,3.6510337871911247,2.4583963691376702,2.0776601109430155,1.3313161875945536,0.48663640948058495
2024-07-31,33.94523173130264,29.401381814514092,26.65288214231681,0.0,3.6512179131574967,2.4585203489838117,2.0777648898078573,1.3263402087851128,0.48666095113218016
2024-08-01,33.94694371595723,29.402864635868468,26.649182973572728,0.0,3.6514020576961874,2.4586443413354853,2.077869679241477,1.3264071010691951,0.48668549525922933
2024-08-05,33.94437580372677,29.400640459920822,26.64716709952344,0.0,3.646082856350387,2.4584583574976677,2.077712499054439,1.338914243929499,0.4866486799969742
2024-08-14,33.93752993672322,29.394710968815392,26.641792926109865,0.0,3.645347518088083,2.4579625381299315,2.0772934681221167,1.4016688935387096,0.44369375047268506
2024-08-15,33.94095252502332,29.39767541537453,26.644479741824874,0.0,3.645715150139929,2.4582104228121926,2.0775029624587145,1.4018102513677735,0.43365353099866377
2024-08-20,33.94095252502332,29.39767541537453,26.644479741824874,0.0,3.645715150139929,2.4582104228121926,2.0775029624587145,1.4245014245014245,0.4109623578650128
2024-08-21,33.94180827996571,29.39841662044274,26.642630225404666,0.0,3.645807069739297,2.458272401795169,2.0775553426453532,1.4245373405274568,0.4109727194796026
2024-08-26,33.942664078061576,29.399157862887975,26.643301984317088,0.0,3.6458989939739292,2.458334383903583,2.077607725473387,1.4245732583646402,0.4084617130178261
2024-08-30,33.94523173130264,29.401381814514092,26.645317464319934,0.0,3.6461747944929144,2.4509556709869385,2.0777648898078573,1.4246810227444653,0.40849261183115637
2024-09-10,33.94180827996571,29.39841662044274,26.642630225404666,0.0,3.645807069739297,2.4607937068226513,2.0775553426453532,1.4245373405274568,0.4084514144521204
2024-09-17,33.94351991931417,29.39989914271306,26.643973777105394,0.0,3.6459909228441756,2.4558749369641957,2.0776601109430155,1.4246091780131116,0.4084720121028744
2024-09-24,33.9615025606095,29.41547465879563,26.65808925553117,0.0,3.647922500567623,2.4041978859204316,2.0787608163677187,1.4253639092812636,0.40868841292666314
2024-09-26,33.964073064890506,29.41770107982642,26.66010697345847,0.0,3.648198607326673,2.396810979917247,2.0789181552124334,1.4254717933192047,0.4087193460490463
2024-09-27,33.98550907576178,29.43626770341572,26.67693317512812,0.0,3.630304713337204,2.35540632652546,2.0802302390750045,1.4263714624725456,0.4089773042841635
2024-09-30,33.982935325894886,29.434038471247536,26.67491290957742,0.0,3.6300297874488816,2.3628010299389106,2.0800727015701517,1.4262634422173979,0.4089463321048114
2024-10-02,33.970929645705056,29.423639850610677,26.665489048147773,0.0,3.603512667810639,2.404865246795195,2.0414858181084083,1.4812758655496114,0.40880185727263546
2024-10-03,33.964073064890506,29.41770107982642,26.66010697345847,0.0,3.6027853466545565,2.4245635281057623,2.041073771319003,1.4809768896962359,0.4087193460490463
2024-10-04,33.95807582675378,29.41250662159776,26.65539944000202,0.0,3.602149181444391,2.4266579219534345,2.0281007996367584,1.5185530862951844,0.3985571223166763
2024-10-08,33.959789107237455,29.413990565323783,26.656744279912214,0.0,3.5998082793067785,2.4343482757750814,2.028203123029187,1.508539138770465,0.39857723064503925
2024-10-09,33.99237431507714,29.44221397368886,26.682322046309626,0.0,3.6032623791126936,2.4139585384945583,1.9543973941368076,1.520086862106406,0.39138449107390855
2024-10-14,33.98722512560276,29.43775404579767,26.67828018884597,0.0,3.6027165543184627,2.4287409427150393,1.9541013406044079,1.519856598247873,0.3913252038678078
2024-10-15,33.99323266501692,29.442957426392606,26.68299580829251,0.0,3.6033533659916164,2.4140194939649513,1.954446745113883,1.5201252461996868,0.3888692490278269
2024-10-16,33.99323266501692,29.442957426392606,26.672895308317763,0.0,3.6033533659916164,2.4241199939397,1.954446745113883,1.5201252461996868,0.3888692490278269
2024-10-24,33.98894134875148,29.439240538288686,26.669528113717273,0.0,3.6028984775418484,2.4238139722776277,1.9542000151488375,1.5325573762213751,0.38882015805286946
2024-10-28,33.98894134875148,29.439240538288686,26.669528113717273,0.0,3.6028984775418484,2.330396142096094,1.9542000151488375,1.6259752064029087,0.38882015805286946
2024-10-29,29.248050057574904,25.33295674278141,22.945227801073283,13.952679948725748,3.1003541399613272,2.005344688986899,1.681621656853586,1.399178742911769,0.3345862211310753
2024-11-04,29.237251324819734,25.323603509686386,22.936756146294847,13.947528451046825,3.0992094518286857,2.008947962818174,1.6810007818608288,1.4312396837807315,0.33446268786378247
2024-11-05,29.239156404074627,25.325253578332358,22.933906735301143,13.94843726244,3.099411394192133,2.0090788644903457,1.7897091722595078,1.3205621076866272,0.3344844812232575
2024-11-07,29.256313295953408,25.34011387838484,22.947363845786064,13.94575563958795,3.101230060416395,2.014604250880167,1.738601295257965,1.3213369843960534,0.33468074933715825
2024-11-13,29.256313295953408,25.34011387838484,22.947363845786064,13.94575563958795,3.101230060416395,2.0428565219281087,1.738601295257965,1.2930847133481114,0.33468074933715825
2024-11-18,29.24565141473286,25.33087917811508,22.939001135653267,13.94067338644635,3.13654288896939,2.042112043518711,1.737967696611669,1.292613474354929,0.33455878159774627
2024-11-22,29.242475009924345,25.328127961351797,22.927820808925233,13.939159273412905,3.1362022253345363,2.0397180236457406,1.737778933883485,1.3141953187493858,0.33452244477257087
2024-12-04,29.238664234817186,25.324827289999135,22.924832937044673,13.935170831272254,3.1357935266396657,2.0546557989999297,1.7375524727272134,1.3140240574999553,0.3344788509999886
2025-01-09,29.23929929502707,25.32537734214943,22.925330861611258,13.935473501477766,3.135861635691406,2.063388376933273,1.7267302733283703,1.314052597941716,0.33448611583970944
2025-01-14,29.23929929502707,25.32537734214943,22.925330861611258,13.935473501477766,3.135861635691406,2.080764279054816,1.7158703345024058,1.314052597941716,0.3279701525441307
2025-01-16,29.242475009924345,25.328127961351797,22.927820808925233,13.93698704974555,3.1362022253345363,2.0809902733254737,1.7051955788731699,1.3141953187493858,0.3280057737705078
2025-01-17,29.241204641188677,25.327027641974443,22.92682476509779,13.936381590986965,3.1360659805996267,2.085244128327227,1.7051215007675762,1.3141382267062212,0.32799152435147005
2025-01-20,29.239934382824416,25.32592741819438,22.92582880780803,13.935776184831486,3.1359297477018515,2.0916696486896384,1.7028753941564656,1.314081139623293,0.32797727617044176
2025-01-21,29.235489347516737,25.322077387612925,22.9223436386153,13.93365767743778,3.19408905401084,2.0479175794613194,1.7026165241756888,1.3138813738855761,0.327927417283838
2025-01-23,29.224699886190397,25.31273218488932,22.91388406616696,13.928515411513711,3.192910264084956,2.040649078370151,1.7454062329889375,1.313396481291427,0.3278063945041413
2025-01-24,29.227872430389212,25.31548005781743,22.916371527466808,13.927856309682573,3.1932568766755085,2.053897438653112,1.7238843195460583,1.3135390596037346,0.3278419801655602
2025-02-04,29.276180047854876,25.357321301291623,22.567146067195814,13.950876170479054,3.20940830561009,2.1790768390989887,1.7267335431582806,1.372252979512437,0.36100474579883446
2025-02-05,29.294017868654564,25.372771382299224,22.58307216170681,13.959376365132895,3.2113637810216673,2.1172990184371483,1.727785632722606,1.3730890859546152,0.3612247040704693
2025-02-06,29.29019364882337,25.369459065910004,22.580124029675304,13.957554022968498,3.2065930132814344,2.112671076586502,1.7275600770439574,1.3946675181173513,0.361177547593573
2025-02-07,29.29146827782072,25.37056307527779,22.58110665482272,13.958161417487739,3.206732555426031,2.1084112881598784,1.7276352557264636,1.3947282102275356,0.36119326505112465
2025-02-10,29.29593035307124,25.374427864864852,22.578017932930774,13.960287714674788,3.2072210485884387,2.115261053571924,1.6909031261578036,1.4167026192132948,0.36124828692689237
2025-02-11,29.29593035307124,25.374427864864852,22.578017932930774,13.958111520175226,3.2072210485884387,2.1174372480714836,1.6909031261578036,1.4167026192132948,0.36124828692689237
2025-02-12,29.282548203801056,25.3628370269143,22.530726065589906,13.94738516437174,3.2057560153808424,1.9772571918923756,1.6901307349839116,1.3747266724708265,0.6286329245950456
2025-02-13,29.29848072077484,25.376636844765603,22.283995253306607,13.954973880672133,3.207500254364874,2.0893285909927086,1.7128141678242308,1.3754746557368664,0.7007956315621376
2025-02-14,29.311239222888545,25.38768751588772,22.10427132601133,13.961050802047344,3.208897012755353,2.2165236613356516,1.713560040737876,1.4087336040119514,0.6880368143242297
2025-02-17,29.306772483374523,25.383818686387382,22.083486857179555,13.95892327762572,3.208408008964886,2.085565892071965,1.7677239085202876,1.4085189271091454,0.7967819587665336
2025-02-18,29.30549652212198,25.382713523097777,22.08252538407409,13.95178481728419,3.2082683209694194,2.052821513917771,1.8111850472742153,1.40845760286829,0.796747268392263
2025-02-19,29.30230710502587,25.37995103584918,22.077945399366918,13.95026639697748,3.2231558314845263,2.0504214301689476,1.8109879298307479,1.4083043156255934,0.7966605556707376
2025-02-20,29.29083094945526,25.37001105858329,22.069298642127816,13.944802819421984,3.2218934927335914,2.0474425734242607,1.8516191604506331,1.407752757710411,0.7963485460927517
2025-02-21,29.27809020379069,25.3589757670628,22.06404881276605,13.938737194777486,3.2204920532995214,2.0639509436485937,1.850813754525767,1.4288891148336416,0.7960021552954533
2025-02-24,29.31315395666065,25.38934594671395,22.075230635316125,13.955430374999114,3.226526422829508,1.9597265310499614,1.8530303088039082,1.430600367666472,0.7969554559603177
2025-02-25,29.311877439685237,25.388240302089578,22.076446691499676,13.94611313335195,3.226385915405556,1.9705280851964893,1.8529496138145993,1.4305380684796614,0.7969207504772542
2025-02-26,29.315068940606064,25.391004594225723,22.078850392869178,13.936743516556144,3.226737206913278,1.970742637888017,1.8531513644670747,1.4306938266214666,0.7970075198530544
2025-02-28,29.316984174773825,25.39266345846552,22.080292864955567,13.937654042382446,3.2247702600951356,1.9948267348159874,1.8510946775039185,1.430787297788323,0.7709264892192791
2025-03-05,29.32017678790298,25.39542871393171,22.082697403992594,13.939171849842449,3.2251214368672585,1.9841539930010113,1.8512962613072004,1.430943110210389,0.7710104429444105
2025-03-06,29.326564100664925,25.400961032071983,22.087508053531547,13.942208456711894,3.221467079777208,1.9889431751528062,1.849521090585687,1.4116486062420792,0.7711784052618766
2025-03-07,29.325925244160327,25.40040769179241,22.087026894261,13.941904736489832,3.221396902609805,1.991078270179954,1.849480800199979,1.4116178545695954,0.7711616057370938
2025-03-11,29.32975880075231,25.403728095139794,22.09209287175965,13.943727256337452,3.221818011482877,1.9782663044928757,1.8475438614647122,1.411802384704167,0.7712624138661652
2025-03-13,29.327841897181532,25.402067784960387,22.090648999956976,13.942815936856473,3.221607443285145,1.9846727060119134,1.8474231116334825,1.4117101136067178,0.7712120065073736
2025-03-18,29.327841897181532,25.39988921997025,22.090648999956976,13.942815936856473,3.221607443285145,1.9868512710020474,1.8474231116334825,1.4117101136067178,0.7712120065073736
2025-03-20,29.325925244160327,25.398229269177335,22.093562162106227,13.941904736489832,3.212683212149499,1.9976135380251836,1.8473023775849025,1.4116178545695954,0.7711616057370938
2025-03-21,29.325925244160327,25.398229269177335,22.093562162106227,13.941904736489832,3.210504789534422,1.99979196064026,1.8473023775849025,1.4116178545695954,0.7711616057370938
2025-03-24,29.325925244160327,25.398229269177335,22.084848471645923,13.941904736489832,3.210504789534422,2.0085056511005663,1.8473023775849025,1.4116178545695954,0.7711616057370938
2025-03-25,29.357902203205665,25.42592347252822,22.10892976794674,13.948383783368254,3.214005520690048,1.9648989663562846,1.7947967250956962,1.413157081241812,0.7720024795672861
2025-03-26,29.357261980633847,25.425368996598575,22.10844762737082,13.948079603932111,3.2117546808444515,1.969217617628314,1.7947575850588064,1.4131262638130093,0.7719856441200699
2025-03-27,29.358542453702015,25.42647797264238,22.10941192955215,13.948687976071763,3.2118947676608958,1.9649418177674576,1.7948358668397528,1.4131879000147751,0.7720193157488124
2025-03-28,29.326564100664925,25.398782562000623,22.087508053531547,13.933494576426448,3.1931469688495118,2.0303341065086697,1.8473426205143257,1.4116486062420792,0.7711784052618766
2025-03-31,29.324647614649475,25.397122755845952,22.086064638607265,13.932584024907,3.192938297233905,2.036736407643534,1.8472218969857936,1.411556355243861,0.7711280088832204
2025-04-01,29.339986519995794,25.41040728247147,22.097617243072154,13.939871771051337,3.1793521642925913,2.0029302935578768,1.8460086601126457,1.4122947010070772,0.7715313644390515
2025-04-03,29.334232550386208,25.405423956689404,22.093283600383728,13.937137972980999,3.17872865017751,2.024327888821036,1.8434675930490814,1.4120177308461048,0.7713800566659276
2025-04-07,29.33487176889037,25.405977563028735,22.093765032296798,13.937441675369397,3.1787979174463716,2.0221929134994996,1.8435077638152764,1.4120484999436163,0.7713968657099385
2025-04-08,29.33487176889037,25.405977563028735,22.091585945105525,13.937441675369397,3.1787979174463716,2.0243720006907706,1.8435077638152764,1.4120484999436163,0.7713968657099385
2025-04-09,29.330397824295407,25.402102825245887,22.088216694600117,13.935316036561684,3.1783131099492294,2.0393145419358563,1.843226605211255,1.4118331444171315,0.7712792177834329
2025-04-10,29.354701369555347,25.42315133469364,22.10651927533443,13.946863018843855,3.180946701112249,1.9646847373324443,1.8382122459170374,1.4130030075376514,0.7719183096733466
2025-04-14,29.476180336331055,25.52836031357033,22.198002989877004,14.004579515018085,3.194110456851236,1.9925214757139549,1.84362976104522,0.987502401699993,0.7751127498931208
2025-04-15,29.47682575620309,25.52891929071251,22.198489044450078,14.004886163770239,3.1941803961153736,1.992565104601457,1.8414804977690387,0.9875240243684142,0.7751297220097976
2025-04-16,29.476180336331055,25.52836031357033,22.198002989877004,14.004579515018085,3.194110456851236,1.994711059753201,1.8414401770059738,0.987502401699993,0.7751127498931208
2025-04-23,29.474244246287938,25.526683529005428,22.196544953860283,14.003659649328307,3.200468978095198,1.994580040734535,1.8413192253103667,0.9874375393757139,0.7750618380022234
2025-05-02,29.481990132884672,25.533391989251403,22.17828807574826,14.007339837314692,3.2013100673375052,1.9929142044959924,1.841803127451791,0.9876970398106512,0.7752655257050345
