date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,THE CORE SECURITIES COMPANY LTD
2024-05-30,130739973.0,154115779.0,125557460.0,48929000.0,49833397.0,0.0,27616140.0,0.0,74803166.0,0.0
2024-05-31,130775473.0,154058279.0,0.0,48946000.0,49811397.0,0.0,0.0,0.0,74803666.0,0.0
2024-06-03,130882473.0,154061779.0,125591960.0,48937500.0,49761397.0,0.0,27613640.0,0.0,74804666.0,0.0
2024-06-05,130910473.0,153516779.0,125501460.0,49174500.0,0.0,0.0,0.0,0.0,74789166.0,0.0
2024-06-06,131031973.0,153419279.0,125450960.0,49231500.0,49771397.0,0.0,27593640.0,0.0,74761666.0,0.0
2024-06-07,131051973.0,153415779.0,125440460.0,49343500.0,0.0,27263046.0,0.0,0.0,74754166.0,0.0
2024-06-11,131026973.0,153451188.0,125358460.0,49671500.0,49971397.0,27265546.0,27645140.0,0.0,74697666.0,0.0
2024-06-13,131245039.0,152781288.0,125261960.0,49949000.0,49925397.0,27395546.0,0.0,0.0,74639666.0,0.0
2024-06-17,131319039.0,152618288.0,125305460.0,49577000.0,0.0,0.0,27643640.0,0.0,74570166.0,0.0
2024-06-18,131359539.0,151234022.0,126694960.0,49528500.0,0.0,27236546.0,27592140.0,0.0,74516166.0,0.0
2024-06-19,131314539.0,151260022.0,126985960.0,48683500.0,49788397.0,27371046.0,27590140.0,0.0,74470666.0,0.0
2024-06-20,131354539.0,151271022.0,126749960.0,48405000.0,49768397.0,0.0,27585640.0,0.0,74423666.0,89960761.0
2024-06-21,131399539.0,151282522.0,126812960.0,48468000.0,49265897.0,27341546.0,27590640.0,0.0,74380166.0,0.0
2024-06-24,131409539.0,151269522.0,126769460.0,48746000.0,49166397.0,0.0,27593640.0,0.0,74352666.0,0.0
2024-06-25,131439039.0,152708317.0,125313165.0,48768500.0,49163897.0,0.0,27597140.0,0.0,74332166.0,0.0
2024-06-26,131615539.0,153434196.0,125268960.0,48062000.0,49172397.0,27495546.0,27618140.0,0.0,74276166.0,0.0
2024-06-27,131639039.0,153395696.0,125289960.0,48091500.0,49162397.0,27504546.0,0.0,0.0,74265166.0,0.0
2024-06-28,131648539.0,153396696.0,125354960.0,48280000.0,0.0,27264546.0,27619640.0,0.0,74257166.0,0.0
2024-07-02,131626539.0,153383196.0,125382460.0,48309000.0,49194397.0,0.0,27624640.0,0.0,74258166.0,0.0
2024-07-03,131651539.0,153379196.0,125376460.0,48382000.0,49204397.0,0.0,27623140.0,0.0,74258666.0,0.0
2024-07-04,131318539.0,153374696.0,125316460.0,48498000.0,49174397.0,27428046.0,0.0,0.0,74260666.0,0.0
2024-07-05,130959039.0,153381196.0,125297460.0,48661500.0,49171897.0,0.0,0.0,0.0,74262666.0,0.0
2024-07-08,130911039.0,153330196.0,125320960.0,48665500.0,49196897.0,0.0,0.0,0.0,74264666.0,0.0
2024-07-09,130840039.0,153754696.0,125346960.0,48657000.0,49257397.0,0.0,0.0,0.0,74266666.0,0.0
2024-07-10,130699539.0,153100696.0,125368960.0,48793500.0,49282397.0,0.0,27629140.0,0.0,74268666.0,0.0
2024-07-11,130529539.0,153053196.0,125274960.0,49115500.0,49260397.0,0.0,27625140.0,11773000.0,74271666.0,0.0
2024-07-12,130224039.0,153025196.0,125262960.0,49324000.0,0.0,0.0,0.0,11964000.0,74273666.0,0.0
2024-07-15,129676039.0,153014696.0,125308960.0,49258000.0,49309397.0,0.0,0.0,12425000.0,74275666.0,0.0
2024-07-16,129603039.0,153025696.0,125310960.0,49270500.0,0.0,0.0,0.0,12592500.0,74277166.0,0.0
2024-07-18,129518039.0,0.0,125309460.0,49286000.0,0.0,27427546.0,0.0,0.0,74278666.0,0.0
2024-07-19,128892039.0,153014196.0,125425960.0,49932500.0,49075897.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,182737689.0,153007696.0,125378460.0,49317500.0,48803897.0,27403046.0,0.0,0.0,74280666.0,0.0
2024-07-23,179992689.0,153042696.0,126547460.0,52485000.0,48905897.0,27788546.0,27664640.0,12565500.0,74283166.0,0.0
2024-07-24,179828189.0,153054696.0,126618460.0,52879000.0,48877897.0,27744546.0,27645640.0,0.0,74284666.0,0.0
2024-07-25,179758189.0,154240241.0,125378915.0,52880500.0,0.0,0.0,0.0,0.0,74286166.0,0.0
2024-07-26,179721189.0,154225741.0,125382915.0,52989500.0,0.0,0.0,0.0,0.0,74287666.0,0.0
2024-07-29,179707189.0,154214241.0,125379415.0,53035000.0,0.0,0.0,0.0,0.0,74289166.0,0.0
2024-07-30,179656689.0,154191241.0,125340915.0,53185000.0,0.0,0.0,0.0,0.0,74290666.0,0.0
2024-07-31,179579189.0,154189441.0,125278915.0,53374500.0,0.0,27794546.0,0.0,0.0,74292166.0,0.0
2024-08-01,179290689.0,154140396.0,125261960.0,53805000.0,48977897.0,27797546.0,0.0,0.0,74291666.0,0.0
2024-08-02,179243689.0,154135396.0,125262460.0,53801500.0,0.0,0.0,0.0,0.0,74293166.0,0.0
2024-08-05,179214689.0,154114896.0,0.0,53794500.0,49052897.0,27798546.0,0.0,0.0,74295166.0,0.0
2024-08-06,178865689.0,154044396.0,125261960.0,54012000.0,0.0,27958546.0,0.0,0.0,74297166.0,0.0
2024-08-07,177970689.0,153672896.0,0.0,53752000.0,48862897.0,28125546.0,27637140.0,0.0,74300166.0,0.0
2024-08-08,177992689.0,153651396.0,125265460.0,53777000.0,48877397.0,28143546.0,0.0,0.0,74302166.0,0.0
2024-08-09,177933189.0,153614396.0,125320460.0,53621500.0,0.0,0.0,0.0,12674000.0,74303666.0,0.0
2024-08-12,177281189.0,152918796.0,125323960.0,54278000.0,48474897.0,27793546.0,0.0,0.0,74305166.0,0.0
2024-08-13,177179689.0,152864296.0,125337460.0,54334500.0,48272897.0,0.0,0.0,0.0,74306666.0,0.0
2024-08-14,177433689.0,152731296.0,125352460.0,54343500.0,48101397.0,0.0,0.0,0.0,74308166.0,0.0
2024-08-15,177437689.0,0.0,125382460.0,54353500.0,48020397.0,0.0,27641140.0,0.0,74310166.0,0.0
2024-08-16,177087189.0,152763796.0,125419460.0,54454000.0,48000397.0,27843546.0,0.0,0.0,74311666.0,0.0
2024-08-19,177033189.0,152764796.0,125442960.0,54414000.0,0.0,27743546.0,0.0,0.0,74313166.0,0.0
2024-08-20,176774189.0,152793796.0,125560460.0,54404500.0,48050397.0,27603046.0,0.0,0.0,74314666.0,0.0
2024-08-21,176806189.0,152802796.0,125495960.0,54426000.0,48068897.0,27556546.0,0.0,0.0,74316166.0,0.0
2024-08-22,176911689.0,152792296.0,125450960.0,54422000.0,48048897.0,27592046.0,27640640.0,0.0,74331666.0,0.0
2024-08-23,176756689.0,152787296.0,125470960.0,54443500.0,0.0,27622046.0,0.0,0.0,74349666.0,0.0
2024-08-26,176765189.0,152784296.0,125410460.0,54396000.0,0.0,0.0,0.0,0.0,74351666.0,0.0
2024-08-27,176472689.0,150278754.0,125382460.0,54572500.0,47275897.0,27752046.0,0.0,0.0,74353166.0,0.0
2024-08-28,176860189.0,150274754.0,125382960.0,54687500.0,47640897.0,0.0,27670640.0,0.0,74354666.0,0.0
2024-08-29,176597189.0,150302254.0,125558460.0,55075500.0,47663897.0,27352046.0,0.0,0.0,74355666.0,89850761.0
2024-08-30,176499689.0,150308754.0,125581960.0,55112000.0,47563897.0,27452046.0,0.0,0.0,74357166.0,0.0
2024-09-02,176337189.0,150323754.0,125564460.0,0.0,47633897.0,0.0,27660640.0,0.0,74358166.0,0.0
2024-09-03,175693689.0,150393754.0,125826960.0,55270000.0,48070397.0,26963546.0,27615640.0,0.0,74359166.0,0.0
2024-09-04,175760689.0,150405754.0,125869460.0,56039500.0,48119397.0,27103546.0,27625640.0,0.0,74360666.0,0.0
2024-09-05,175564689.0,150421254.0,125608460.0,56594000.0,47905397.0,0.0,0.0,12396000.0,74362166.0,0.0
2024-09-09,175049189.0,150380754.0,125623960.0,56537500.0,47985897.0,27093546.0,0.0,12437000.0,74531166.0,0.0
2024-09-10,174843689.0,150383254.0,125600960.0,56573000.0,47825897.0,0.0,27610640.0,12837000.0,74284666.0,0.0
2024-09-11,174635689.0,0.0,125559960.0,56567000.0,47695897.0,0.0,0.0,13075000.0,74255666.0,0.0
2024-09-12,174528189.0,150380754.0,125566460.0,56571000.0,47545897.0,27063546.0,0.0,13375000.0,74233166.0,0.0
2024-09-13,174416689.0,150401254.0,125522460.0,56709500.0,0.0,0.0,0.0,13675000.0,74200666.0,0.0
2024-09-16,173776024.0,150424754.0,125606960.0,56289000.0,48165897.0,27107546.0,27600640.0,0.0,74135666.0,0.0
2024-09-17,173717524.0,150427754.0,125611960.0,56339500.0,0.0,0.0,0.0,0.0,74128166.0,0.0
2024-09-19,173696024.0,150445254.0,125607960.0,56326500.0,0.0,0.0,0.0,0.0,74121666.0,0.0
2024-09-23,173337626.0,150434254.0,125541960.0,56526500.0,48213897.0,0.0,0.0,0.0,74130166.0,0.0
2024-09-24,173121126.0,150451254.0,125593460.0,56674500.0,48568897.0,27207546.0,27590640.0,0.0,74140166.0,0.0
2024-09-25,173087126.0,150449254.0,125564960.0,56659500.0,48568397.0,0.0,0.0,13755500.0,74151666.0,0.0
2024-09-26,172633126.0,150446254.0,125600460.0,57073000.0,48720897.0,0.0,0.0,14155500.0,74168666.0,0.0
2024-09-27,172333126.0,150457254.0,125482960.0,57207000.0,48760897.0,0.0,0.0,0.0,74200166.0,0.0
2024-09-30,171620626.0,150459754.0,125482460.0,56853500.0,48769397.0,0.0,0.0,14655500.0,74224666.0,0.0
2024-10-02,170712626.0,151419002.0,125848960.0,56456500.0,49420897.0,27224046.0,27650640.0,0.0,74253166.0,0.0
2024-10-03,167644626.0,151756002.0,126193960.0,56433000.0,50379897.0,27115546.0,27772640.0,14497000.0,74315678.0,0.0
2024-10-04,163723626.0,151781002.0,126254960.0,55961500.0,50473897.0,26553046.0,27367090.0,16602000.0,74338184.0,0.0
2024-10-07,162941626.0,150906754.0,126300460.0,56238500.0,50602897.0,26584546.0,26617090.0,17084000.0,74262172.0,0.0
2024-10-08,161472126.0,151934334.0,126340960.0,56006500.0,50524397.0,26601046.0,26713090.0,16875000.0,74182172.0,0.0
2024-10-09,159149626.0,152052334.0,0.0,55214500.0,51027397.0,26611046.0,27467090.0,18875000.0,74080178.0,0.0
2024-10-10,159477126.0,151933334.0,126106960.0,55105000.0,50851397.0,26659046.0,27477090.0,0.0,73980678.0,0.0
2024-10-14,160696626.0,151728334.0,126235460.0,54934000.0,50739397.0,26652046.0,27497590.0,0.0,73970178.0,0.0
2024-10-15,160734126.0,151720334.0,126182960.0,54673500.0,50899397.0,0.0,27497090.0,0.0,73977178.0,0.0
2024-10-16,161194126.0,151721334.0,126210960.0,54586000.0,0.0,0.0,0.0,0.0,73985678.0,0.0
2024-10-17,162510126.0,151541834.0,126181960.0,54424500.0,50848397.0,26662046.0,0.0,0.0,74042678.0,0.0
2024-10-18,162808126.0,151556834.0,126309460.0,54324000.0,49984897.0,26602046.0,0.0,0.0,74043178.0,0.0
2024-10-21,163349626.0,0.0,126319460.0,54413000.0,49222397.0,26582046.0,0.0,0.0,0.0,0.0
2024-10-22,163310626.0,151552834.0,126727960.0,54255000.0,48308397.0,26612046.0,0.0,0.0,0.0,0.0
2024-10-23,163839626.0,151557334.0,126766460.0,53910500.0,48284397.0,26621046.0,0.0,0.0,0.0,0.0
2024-10-24,163974533.0,152778442.0,125388445.0,53659500.0,48510897.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,164356533.0,152606442.0,0.0,53090000.0,48930397.0,0.0,0.0,0.0,0.0,89769761.0
2024-10-28,165223533.0,152306442.0,125499945.0,52460500.0,49171397.0,0.0,27397090.0,0.0,0.0,89747261.0
2024-10-29,165969416.0,151880059.0,125428445.0,51741000.0,48991397.0,26618046.0,27443090.0,0.0,0.0,0.0
2024-10-30,166115305.0,151557655.0,125340460.0,51754000.0,48976397.0,26616546.0,27405590.0,18675000.0,0.0,0.0
2024-10-31,165941805.0,151385655.0,125374960.0,51732000.0,48916397.0,0.0,27416590.0,0.0,0.0,0.0
2024-11-01,165167746.0,150589935.0,125378460.0,51601000.0,48823897.0,26636546.0,27416090.0,0.0,0.0,0.0
2024-11-04,164444146.0,150111535.0,125392960.0,51652500.0,48832397.0,26595546.0,27391090.0,0.0,0.0,0.0
2024-11-05,162973146.0,150109535.0,125494460.0,51654000.0,48782397.0,0.0,27321090.0,0.0,0.0,0.0
2024-11-06,161221997.0,150208184.0,125811460.0,51599500.0,48722397.0,26686546.0,27332090.0,0.0,0.0,0.0
2024-11-07,160872450.0,0.0,125639960.0,51964500.0,48742397.0,26786046.0,27352090.0,0.0,0.0,0.0
2024-11-08,160995950.0,150206184.0,125610960.0,52136000.0,48525397.0,26460046.0,27382090.0,18475000.0,0.0,0.0
2024-11-11,161186950.0,150236684.0,125668460.0,52286500.0,47856897.0,26472046.0,27357590.0,0.0,0.0,0.0
2024-11-12,160572950.0,150157684.0,125923960.0,52466500.0,47843897.0,26328546.0,27287590.0,19373500.0,0.0,0.0
2024-11-13,160752450.0,150209294.0,125934960.0,52315500.0,47850897.0,26298546.0,27268590.0,0.0,0.0,0.0
2024-11-14,161002950.0,150198294.0,125867960.0,52254500.0,0.0,26193046.0,27257590.0,0.0,0.0,0.0
2024-11-15,161004450.0,150198794.0,125789460.0,52711500.0,47860897.0,26189046.0,0.0,0.0,0.0,0.0
2024-11-18,166343969.0,150207294.0,125960460.0,52761500.0,47829897.0,0.0,27243090.0,19623500.0,0.0,0.0
2024-11-19,166379469.0,150207794.0,125908960.0,52810500.0,47818397.0,26389046.0,0.0,0.0,0.0,89695476.0
2024-11-21,166286969.0,150261294.0,125857960.0,53295500.0,47638397.0,0.0,0.0,0.0,74050678.0,89642420.0
2024-11-22,167151469.0,150338794.0,126127960.0,51351500.0,47585897.0,0.0,0.0,19323500.0,0.0,0.0
2024-11-25,168198969.0,150344794.0,126201460.0,50545500.0,47593897.0,26489046.0,0.0,19223500.0,0.0,0.0
2024-11-26,172240469.0,150124794.0,126810460.0,51601500.0,46965397.0,25539046.0,27141590.0,18837000.0,73930678.0,0.0
2024-11-27,172213963.0,148912714.0,126885460.0,51714500.0,46198397.0,0.0,27289090.0,0.0,73963178.0,0.0
2024-11-28,172655463.0,150251854.0,125390820.0,51722500.0,0.0,25559046.0,27293090.0,18767000.0,73973178.0,0.0
2024-11-29,172777463.0,150079354.0,125516820.0,51828000.0,46159897.0,25579046.0,0.0,0.0,73974178.0,0.0
2024-12-02,173797963.0,149669214.0,125463960.0,51306500.0,0.0,0.0,27213090.0,0.0,73983678.0,0.0
2024-12-03,174036463.0,149564214.0,125369960.0,51445000.0,0.0,0.0,0.0,0.0,73982178.0,0.0
2024-12-04,174529463.0,150098560.0,125332960.0,51313000.0,46089897.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,175276463.0,149937560.0,125318460.0,51114000.0,45235897.0,0.0,0.0,0.0,0.0,0.0
2024-12-06,175455463.0,149730560.0,125405960.0,51161500.0,45231897.0,25563046.0,27272590.0,0.0,0.0,0.0
2024-12-09,175700463.0,149609060.0,125516960.0,51601500.0,45196897.0,25663046.0,0.0,18774000.0,73992560.0,0.0
2024-12-10,175853463.0,149434060.0,125530460.0,51610000.0,45220897.0,25612546.0,0.0,0.0,0.0,0.0
2024-12-11,175579463.0,149307060.0,125729460.0,51471500.0,45208897.0,26215046.0,0.0,0.0,0.0,0.0
2024-12-12,175836784.0,149267060.0,125557960.0,51488500.0,45221897.0,26256046.0,0.0,0.0,73994065.0,0.0
2024-12-13,175906284.0,149248060.0,125608460.0,51503500.0,45260397.0,26335046.0,0.0,0.0,0.0,0.0
2024-12-16,175984284.0,149251060.0,125520460.0,51783500.0,0.0,26425046.0,27072590.0,0.0,74011565.0,0.0
2024-12-17,176086784.0,149249060.0,125441460.0,51823500.0,45255397.0,26525046.0,0.0,0.0,74013065.0,0.0
2024-12-18,176183648.0,149250196.0,125345960.0,51863000.0,0.0,26568046.0,0.0,0.0,74021065.0,0.0
2024-12-19,176614648.0,149246696.0,125290960.0,51891000.0,45265397.0,26618046.0,0.0,0.0,74028065.0,0.0
2024-12-20,177359896.0,149242696.0,0.0,51957500.0,0.0,26552546.0,27062590.0,0.0,74034565.0,0.0
2024-12-23,176797648.0,0.0,125313460.0,51960000.0,45229397.0,26609046.0,0.0,0.0,74040565.0,0.0
2024-12-27,177091648.0,149198196.0,125296460.0,51863000.0,45202897.0,26679046.0,0.0,0.0,74046065.0,0.0
2024-12-30,177216148.0,149090696.0,125314460.0,51715500.0,0.0,26846546.0,0.0,0.0,74051065.0,0.0
2025-01-02,177397148.0,149086696.0,125331960.0,51727000.0,45212897.0,26859546.0,0.0,0.0,74056565.0,0.0
2025-01-03,177520148.0,148961696.0,125261460.0,51670500.0,45236897.0,26859046.0,0.0,0.0,74062065.0,0.0
2025-01-06,177799648.0,148783196.0,125376960.0,51616500.0,45326897.0,0.0,27042590.0,0.0,74066565.0,0.0
2025-01-07,177842148.0,148674706.0,125373460.0,51527500.0,45247397.0,0.0,0.0,0.0,74071565.0,0.0
2025-01-08,178055648.0,148705206.0,125514960.0,51577000.0,0.0,26813546.0,26982590.0,0.0,74077065.0,0.0
2025-01-09,178069148.0,0.0,125552460.0,51589500.0,45247897.0,0.0,0.0,0.0,74083565.0,0.0
2025-01-10,178098148.0,148704706.0,125471960.0,51692500.0,0.0,0.0,0.0,0.0,74088065.0,0.0
2025-01-13,178428648.0,148691706.0,125492460.0,51074500.0,45255897.0,26594046.0,0.0,0.0,74092065.0,0.0
2025-01-14,178706648.0,148691206.0,125394460.0,50926500.0,0.0,26574046.0,0.0,0.0,74096565.0,0.0
2025-01-15,178953148.0,148690706.0,125362460.0,50979000.0,0.0,0.0,0.0,0.0,74101065.0,0.0
2025-01-16,179467148.0,148562206.0,125375960.0,50949000.0,0.0,26573046.0,0.0,0.0,74075065.0,0.0
2025-01-17,179564148.0,148152196.0,125341960.0,50951000.0,0.0,0.0,0.0,0.0,74079565.0,0.0
2025-01-20,180897148.0,147105377.0,125276460.0,50982500.0,45265897.0,0.0,0.0,0.0,73982565.0,0.0
2025-01-21,180887148.0,0.0,125586960.0,50299500.0,45164897.0,0.0,0.0,0.0,73988065.0,0.0
2025-01-22,180952648.0,147086377.0,125603960.0,50375500.0,45174897.0,0.0,0.0,0.0,73964065.0,0.0
2025-01-23,180606648.0,147096377.0,125712460.0,49979500.0,0.0,0.0,0.0,0.0,73969565.0,0.0
2025-01-24,180664148.0,147007377.0,125735960.0,49972500.0,0.0,26704046.0,0.0,0.0,73926065.0,0.0
2025-01-27,181225648.0,146904877.0,125804960.0,50140000.0,0.0,0.0,26976590.0,0.0,73783565.0,0.0
2025-02-03,182036648.0,148791687.0,125792460.0,50312500.0,45154897.0,26609046.0,0.0,0.0,73741565.0,0.0
2025-02-04,182609148.0,148842687.0,125757433.0,49830000.0,45134897.0,0.0,26729590.0,0.0,73649565.0,0.0
2025-02-06,182195900.0,148844687.0,125615433.0,50350000.0,0.0,0.0,0.0,0.0,73668065.0,0.0
2025-02-07,182347400.0,148845187.0,125604933.0,0.0,0.0,26602546.0,0.0,0.0,73577565.0,0.0
2025-02-10,182607900.0,148800187.0,125513933.0,50357500.0,45223897.0,26588546.0,0.0,0.0,73586065.0,0.0
2025-02-11,182493400.0,148743687.0,0.0,50410500.0,45173897.0,0.0,26731090.0,0.0,73559565.0,0.0
2025-02-12,182865900.0,148745187.0,125413933.0,50223000.0,45169897.0,0.0,26735090.0,0.0,73568065.0,0.0
2025-02-13,183432400.0,148739687.0,125383433.0,50221000.0,45070897.0,26595546.0,26706090.0,18764000.0,73576565.0,0.0
2025-02-14,182431400.0,148769187.0,125473933.0,50324500.0,45051397.0,0.0,0.0,0.0,73596565.0,0.0
2025-02-17,181103400.0,148423660.0,125351960.0,51519000.0,45091397.0,0.0,26702090.0,0.0,73703065.0,0.0
2025-02-18,183143400.0,148512660.0,125434960.0,50969500.0,44942397.0,26481546.0,26755090.0,19159500.0,73669565.0,0.0
