date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHIEF SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-08-13,5.59,0.0,2.7008,2.868,0.0,0.0,1.4056000000000002,0.6624,13.226799999999999
2024-08-16,5.59,0.0,2.692,2.884,0.0,0.0,1.4056000000000002,0.6624,13.234000000000002
2024-08-28,5.59,0.0,2.6948,2.8824,0.0,0.0,1.4056000000000002,0.6624,13.235199999999999
2024-08-29,5.59,0.0,2.7056,2.876,0.0,0.0,1.4056000000000002,0.6624,13.239600000000001
2024-08-30,5.5884,0.0,2.7056,2.876,0.0,0.0,1.4056000000000002,0.6624,13.238
2024-09-11,5.5884,0.0,2.7052,2.876,0.0,0.0,1.4056000000000002,0.6624,13.237599999999999
2024-09-16,5.5884,0.0,2.7092,2.876,0.0,0.0,1.4056000000000002,0.6624,13.2416
2024-09-17,5.5884,0.0,2.7132,2.876,0.0,0.0,1.4056000000000002,0.6624,13.2456
2024-09-20,5.5884,0.0,2.7172,2.896,0.0,0.0,1.4000000000000001,0.6624,13.264000000000001
2024-09-23,5.622400000000001,0.0,2.6835999999999998,2.8952,0.0,0.0,1.4000000000000001,0.6624,13.2636
2024-09-24,5.6324,0.0,2.6835999999999998,2.8952,0.0,0.0,1.4000000000000001,0.6624,13.2736
2024-09-25,5.6424,0.0,2.6835999999999998,2.9028,0.0,0.0,1.4000000000000001,0.6624,13.2912
2024-09-26,5.6424,0.0,2.6835999999999998,2.8828,0.0,0.0,1.4000000000000001,0.6624,13.2712
2024-09-27,5.6436,0.0,2.6835999999999998,2.8828,0.0,0.0,1.4000000000000001,0.6624,13.272400000000001
2024-10-02,5.644,0.0,2.6835999999999998,2.8828,0.0,0.0,1.4000000000000001,0.6624,13.272800000000002
2024-10-03,5.6636,0.0,2.682,2.8828,0.0,0.0,1.4000000000000001,0.6624,13.290799999999999
2024-10-04,5.6632,0.0,2.6796,2.8828,1.5564,0.0,1.4000000000000001,0.6624,14.844399999999998
2024-10-07,5.6632,0.0,2.6792,2.8828,1.5564,0.0,1.4000000000000001,0.6624,14.844
2024-10-08,5.6632,0.0,2.6796,2.8828,1.5564,0.0,1.4000000000000001,0.6624,14.844399999999998
2024-10-15,5.6632,0.0,2.6807999999999996,2.8828,1.5564,0.0,1.4000000000000001,0.6624,14.845600000000001
2024-10-16,5.6632,0.0,2.6807999999999996,2.8828,1.5564,0.0,1.3996,0.6544,14.837200000000001
2024-10-17,5.6632,0.0,2.6784,2.8828,1.5564,0.0,1.3996,0.656,14.8364
2024-10-18,5.6632,0.0,2.6812,2.8828,1.5564,0.0,1.3996,0.656,14.8392
2024-10-21,5.6632,0.0,2.6816,2.8828,1.5564,0.0,1.3996,0.656,14.8396
2024-10-22,5.6632,0.0,2.6835999999999998,2.8796,1.5564,0.0,1.3996,0.656,14.838399999999998
2024-10-25,5.6632,0.0,2.6832000000000003,2.8796,1.5564,0.0,1.3996,0.656,14.838000000000001
2024-10-29,5.6652000000000005,0.0,2.6832000000000003,2.8748,1.5564,0.0,1.3996,0.656,14.8352
2024-10-31,5.6668,0.0,2.6832000000000003,2.8748,1.5564,0.0,1.3996,0.656,14.8368
2024-11-07,5.6916,0.0,2.6832000000000003,2.8748,1.5564,0.0,1.3996,0.656,14.8616
2024-11-13,5.6916,0.0,2.7208,2.8608000000000002,1.5564,0.0,1.3996,0.656,14.885200000000001
2024-11-19,5.6916,0.0,2.7076,2.8608000000000002,1.5564,0.0,1.3996,0.656,14.872
2024-11-20,5.6916,0.0,2.7336,2.8608000000000002,1.5564,0.0,1.3996,0.656,14.898
2024-11-21,5.6916,0.0,2.7376,2.8568,1.5564,0.0,1.3996,0.656,14.898
2024-11-27,5.6916,0.0,2.738,2.8568,1.5664,1.5864,1.3996,0.656,16.4948
2024-11-29,5.7116,0.0,2.7528,2.8568,1.5664,1.5728,1.3996,0.656,16.516000000000002
2024-12-02,5.7116,0.0,2.7444,2.8568,1.5668000000000002,1.5728,1.3996,0.656,16.508
2024-12-03,5.7116,0.0,2.7324,2.8568,1.5668000000000002,1.5728,1.3996,0.656,16.496
2024-12-04,5.7116,0.0,2.7628,2.8568,1.5672,1.5728,1.3996,0.656,16.5268
2024-12-05,5.7116,0.0,2.7916,2.8568,1.5696,1.5728,1.3996,0.656,16.558
2024-12-06,5.7172,0.0,2.7988,2.8568,1.5904000000000003,1.5728,1.3996,0.656,16.5916
2024-12-09,5.7372,0.0,2.7948,2.8468,1.5904000000000003,1.5728,1.3996,0.656,16.5976
2024-12-10,5.732,0.0,2.7952,2.8468,1.5904000000000003,1.5728,1.3996,0.656,16.5928
2024-12-12,5.736,0.0,2.7624,2.8468,1.5932000000000002,1.5728,1.3996,0.656,16.5668
2024-12-13,5.758,0.0,2.7652,2.8468,1.5704,1.5728,1.3996,0.656,16.5688
2024-12-16,5.758,0.0,2.7468,2.8468,1.5704,1.5728,1.3996,0.656,16.5504
2024-12-17,5.756,0.0,2.7472,2.8268,1.5704,1.5728,1.3996,0.656,16.5288
2024-12-20,5.756,0.0,2.7632,2.8268,1.5704,1.5728,1.3996,0.656,16.544800000000002
2024-12-23,5.756,0.0,2.7672,2.8268,1.5696,1.5728,1.3996,0.656,16.548
2025-01-13,5.7568,0.0,2.8128,2.85,1.5696,1.5728,1.3996,0.656,16.6176
2025-01-14,5.7568,0.0,2.8124,2.85,1.5696,1.5728,1.3996,0.6884,16.6496
2025-01-20,5.7568,0.0,2.8124,2.85,1.5696,1.5728,1.3996,0.6896,16.6508
2025-01-21,5.7568,0.0,2.8124,2.8496,1.5696,1.5728,1.3996,0.6896,16.6504
2025-02-03,5.7568,0.0,2.8232,2.8496,1.5696,1.5728,1.3996,0.6896,16.6612
2025-02-04,5.7568,0.0,2.8232,2.8496,1.5696,1.5728,1.3996,0.6936,16.6652
2025-02-11,5.7568,0.0,2.844,2.8496,1.5696,1.5728,1.3996,0.6692,16.6616
2025-02-12,5.7568,0.0,2.8332,2.854,1.5708,1.5728,1.3996,0.6636000000000001,16.6508
2025-02-18,5.7568,5.2916,2.8332,2.8508,1.5708,1.5728,1.3996,0.6636000000000001,21.9392
2025-03-05,5.7568,5.2916,2.8356,2.8508,1.5708,1.5728,1.3996,0.6636000000000001,21.9416
2025-03-10,5.7568,5.2916,2.8432,2.8508,1.5708,1.5728,1.3996,0.6636000000000001,21.949199999999998
2025-03-17,5.7568,5.2916,2.8424,2.8508,1.5708,1.5728,1.3996,0.6636000000000001,21.9484
2025-03-21,5.7568,5.2916,2.8424,2.8508,1.5712,1.5728,1.3996,0.6636000000000001,21.9488
2025-03-27,5.7568,5.2916,2.8384,2.8508,1.5712,1.5728,1.3996,0.6636000000000001,21.9448
2025-04-07,5.7568,5.2916,2.83,2.8024,1.5812,1.5728,1.3996,0.7312,21.9656
2025-04-08,5.7568,5.2916,2.826,2.8024,1.5812,1.5728,1.3996,0.7312,21.9616
2025-04-09,5.74,5.2916,2.8368,2.8024,1.5812,1.5728,1.3996,0.7312,21.9556
2025-04-10,5.74,5.2916,2.8276,2.8024,1.5812,1.5728,1.3996,0.7312,21.9464
2025-04-11,5.74,5.2916,2.8276,2.8024,1.5812,1.5728,1.3996,0.742,21.9572
2025-04-16,5.75,5.2916,2.8327999999999998,2.8024,1.5812,1.5728,1.3996,0.742,21.9724
2025-04-24,5.75,5.2916,2.8327999999999998,2.8024,1.5812,1.5728,1.3996,0.752,21.9824
2025-04-25,5.75,5.2916,2.838,2.8024,1.5812,1.5728,1.3996,0.752,21.9876
2025-04-28,5.75,5.2916,2.8375999999999997,2.8024,1.5812,1.5728,1.3996,0.8188000000000001,22.054000000000002
2025-05-02,5.75,5.2916,2.8375999999999997,2.8024,1.5812,1.5728,1.3996,0.8328,22.067999999999998
