date,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,ICBC (ASIA) SECURITIES LTD,GET NICE SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,ZHESHANG INTERNATIONAL FINANCIAL,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CITIBANK N.A.,BOCI SECURITIES LTD
2024-10-03,51.377919586995525,27.913296768244894,0.0,0.0,0.0,2.6447925434716812,7.504856790867335,0.0,6.071378293146503,4.487756017274062
2024-10-04,51.375757525110956,27.912122133781285,0.0,0.0,0.0,2.6446812465332923,7.5045409749497765,0.0,6.0711228002090705,4.49177531941562
2024-10-07,51.377739408221466,27.91319887826351,0.0,0.0,0.0,2.644783268369031,7.504830471858956,0.0,6.071707694259758,4.487740279027283
2024-10-09,51.360862121378226,27.92308923487416,0.0,0.0,0.0,2.645720382377215,7.507489624254669,0.0,6.073508237517564,4.489330399598169
2024-10-10,51.373297743099776,27.929850043799085,0.0,0.0,0.0,2.646360970881717,7.509307356613311,0.0,6.050766517987411,4.490417367618693
2024-10-14,51.37398026221705,27.92945802345404,0.0,0.0,0.0,2.6463238268462383,7.509201956789953,0.0,6.050681590085024,4.490354340607695
2024-10-16,51.3819984269132,27.924852608585336,0.0,0.0,0.0,2.6458874625211832,7.507963730458643,0.0,6.049683865784847,4.4896139057367925
2024-10-17,51.38319239541661,27.92416682567781,0.0,0.0,0.0,2.645822484402141,7.507779348708492,0.0,6.049535296700196,4.4895036490947575
2024-10-29,51.27684435011134,27.92416682567781,0.0,0.0,0.0,2.645822484402141,7.507779348708492,0.0,6.1558833420054615,4.4895036490947575
2024-11-14,51.27720414257332,27.92436276021431,0.0,0.0,0.0,2.645841049253346,7.50783202828443,0.0,6.155224869234703,4.4895351504398855
2024-11-18,51.280451705898855,27.922501493125818,0.0,0.0,0.0,2.6456646936849615,7.507331602159037,0.0,6.154814599622832,4.489235905508501
2024-11-29,51.28009191463288,27.922305584707946,0.0,0.0,0.0,2.645646131308504,7.507278929605435,0.0,6.1554730313826465,4.489204408362591
2024-12-11,51.27991202089315,27.9222076315299,0.0,0.0,0.0,2.6456368502179517,7.507252593605801,0.0,6.155802243797825,4.489188659955377
2024-12-12,51.34078807387248,27.955354993217735,0.0,0.0,0.0,2.6487775718516455,7.516164697558541,0.0,6.044396741540299,4.494517921959304
2024-12-13,43.928412930749715,23.919437641842144,0.0,14.4370098407076,0.0,2.2663732931449676,6.4310552605282245,0.0,5.172067105753676,3.8456439272736724
2024-12-16,43.918873568726774,23.914406968434868,0.0,14.617850965674794,0.0,2.265896635456459,6.429702697848269,0.0,5.008434042332544,3.8448351215262933
2024-12-17,43.91882157822376,23.914378658919016,0.0,14.617833661282335,0.0,2.2658939531220486,6.429695086462769,0.0,5.008546491921856,3.844830570068214
2024-12-19,43.88473321764488,23.92875759491277,0.0,14.626923521641249,0.0,2.2672563612609036,6.433561052433544,0.0,5.011625910803973,3.8471423413026806
2024-12-30,43.884564515738255,23.928829533036936,0.0,14.626967495233956,0.0,2.2672631774179477,6.4335803939439415,0.0,5.011640977485376,3.847153907143587
2025-01-03,43.88495590260845,23.928662637251175,0.0,14.626865476903722,0.0,2.2672473639963595,6.4335355218178885,0.0,5.011606022923234,3.847127074499166
2025-01-09,43.885057122462186,23.92861947492686,0.0,14.626839093084412,0.0,2.2672432743542634,6.433523917059575,0.0,5.011596983029624,3.8471201350830784
2025-01-10,43.9113274077175,23.942943522805347,0.0,14.63559494896234,0.0,2.2686004818291057,6.4373751256389875,0.0,4.954735431357513,3.8494230816892108
2025-01-13,43.927183992478575,23.951589431180516,0.0,14.640879930436077,0.0,2.26941968402482,6.439699691766783,0.0,4.920414143827798,3.850813126285433
2025-01-14,43.92701525734653,23.951661506651178,0.0,14.64092398798453,0.0,2.2694265131954823,6.4397190702045926,0.0,4.920428950409478,3.8508247142082017
2025-01-15,43.94288328483191,23.960313713519348,0.0,14.646212819535947,0.0,2.270246312175141,6.442045329765033,0.0,4.88608276872895,3.8522157714436736
2025-01-21,43.9725342966364,23.976481235803988,0.0,14.656095535387525,0.0,2.271778189356824,6.4463921806732865,0.0,4.821903459776575,3.8548151023654094
2025-01-22,43.97276290574002,23.976770139848,0.0,14.656272133664311,0.0,2.2718055630944276,6.446469856323519,0.0,4.821057850460835,3.8548615508688844
2025-01-23,38.05565397835771,20.750382911271814,13.456304622173098,12.684079509103775,0.0,1.9661044861009664,5.579013235080063,0.0,4.172321620091635,3.336139637820941
2025-01-24,38.055554766935416,20.750328814842334,13.456269541469423,12.68404644159771,0.0,1.9660993604493995,5.578998690543832,0.0,4.17257144368612,3.3361309404757677
2025-02-06,35.415140860685625,19.310605833597837,12.52263130018929,11.803987464215213,6.938314058014779,1.8296852121288003,5.191910240101369,0.0,3.8830653326281364,3.1046596984389567
2025-02-17,35.4149841692814,19.310652683679805,12.522661681747897,11.804016102248893,6.938330891281696,1.829689651186948,5.191922836361808,0.0,3.8830747534578443,3.1046672307537175
2025-02-18,34.017036606071485,18.54839680537396,12.02835045181133,11.338072210608177,6.664451825972825,5.704799279238725,4.986980322685311,0.0,3.729796839696505,2.982115658541681
2025-02-21,34.01695733415706,18.54835358094671,12.028322421434117,11.338045788827221,6.664436295406158,5.704785985007206,4.986968701229806,0.0,3.7300211838507207,2.982108709141002
2025-02-25,32.493710948696815,17.717776281781696,11.489705799388314,10.830339085480416,6.366009296236714,5.449331196793067,4.76365707538595,4.47790309549738,3.5629944497963613,2.84857277094328
2025-02-26,32.49363861759799,17.71773684195811,11.48968022326846,10.830314977112861,6.36599512548077,5.4493190665653435,4.763646471470896,4.477893127671549,3.5632091188623463,2.8485664300116778
2025-03-06,32.49378888662807,17.717697402310115,11.48965464726247,10.830290868852636,6.365980954787913,5.449306936391625,4.763635867603049,4.4778831598900934,3.5632011871657285,2.8485600891083056
2025-03-10,32.493440261453905,17.717788902562326,11.489713983770717,10.830346800180703,6.366013830891941,5.449335078477343,4.763660468648738,4.47790628521102,3.5632195887559517,2.848574800047355
2025-03-14,32.49298944770037,17.717907223255168,11.48979071292279,10.830419126030398,6.366056343598873,5.449371469536383,4.763692280722481,4.477936188997381,3.563243384197517,2.848593823038644
2025-03-25,32.49283917511116,17.717946663837296,11.489816289534549,10.83044323486163,6.366070514627364,5.449383599997407,4.76370288484148,4.477946157014924,3.563251316081997,2.8486001640922014
2025-04-03,32.492839024838226,17.717946703277963,11.489816315111218,10.830443258970513,6.366070528798423,5.449383612127895,4.763702895445624,4.477946166982964,3.5632513240138994,2.848600170433269
2025-04-10,32.49268875157932,17.717986144035862,11.48984189183696,10.830467367909186,6.3660846998900675,5.449395742642978,4.763713499611881,4.477956135044929,3.563259255933729,2.848606511515085
2025-04-17,32.50061475293485,17.71590588369668,11.488492874956783,10.829195767878739,6.365337260908606,5.448755931676667,4.763154194272104,4.477430380341624,3.5628408953566253,2.848272057977326
