date,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UOB KAY HIAN (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,CHINA MERCHANTS BANK CO LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-26,47.5313251,17.744725,0.0,0.0,0.647775,1.165,1.49726,0.73425,1.8715,1.03725,72.2290851
2024-03-27,47.5373251,17.739725,0.0,0.0,0.647775,1.165,1.49726,0.73425,1.87075,1.03725,72.2293351
2024-03-28,47.5410751,17.739725,0.0,0.0,0.647775,1.165,1.48951,0.73425,1.833,1.03725,72.18758509999999
2024-04-02,47.5698251,17.721475,0.0,0.0,0.647775,1.165,1.63051,0.7345,0.156,1.052,70.6770851
2024-04-03,47.5433251,17.708975,0.0,0.0,0.647775,1.165,1.35651,0.7425,0.1545,1.052,70.3705851
2024-04-05,47.5498251,17.700975,0.0,0.0,0.647775,1.165,1.34651,0.77025,0.14775000000000002,1.052,70.3800851
2024-04-08,47.5493251,17.700975,0.0,0.0,0.647775,1.165,1.30251,0.7715,0.1485,1.052,70.3375851
2024-04-09,47.5493251,17.692975,0.0,0.0,0.647775,1.165,1.30251,0.7715,0.1505,1.052,70.3315851
2024-04-10,47.5605751,17.689975,0.0,0.0,0.647775,1.165,1.30251,0.7715,0.15,1.053,70.34033509999999
2024-04-12,47.5605751,17.689975,0.0,0.0,0.647775,1.165,1.30251,0.7715,0.1505,1.053,70.34083509999999
2024-04-15,47.5678251,17.704225,0.0,0.0,0.647775,1.165,1.31251,0.77175,0.152,1.053,70.37408509999999
2024-04-16,47.5580751,17.700225,0.0,0.0,0.647775,1.17675,1.32051,0.77175,0.152,1.053,70.3800851
2024-04-17,47.5690751,17.700225,0.0,0.0,0.647775,1.17675,1.32051,0.77175,0.1545,1.053,70.3935851
2024-04-18,47.5873251,17.700225,0.0,0.0,0.647775,1.17675,1.32051,0.75325,0.15275,1.053,70.3915851
2024-04-19,47.6123251,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.32051,0.75325,0.15275,1.053,70.4168351
2024-04-22,47.6363251,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.32051,0.75325,0.15275,1.0322500000000001,70.4200851
2024-04-23,47.6410751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.32051,0.75325,0.15325,1.03,70.42308510000001
2024-04-24,47.6410751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.32051,0.75325,1.4038002,1.03,71.6736353
2024-04-25,47.6445751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.32051,0.75325,1.4033001999999999,1.0225,71.6691353
2024-04-26,47.6570751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17351,0.74875,0.1543024,1.0210000000000001,70.2796375
2024-04-29,47.6570751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17351,0.74875,1.4063002,1.0210000000000001,71.53163529999999
2024-04-30,47.6693251,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17351,0.73875,0.1568015,1.0210000000000001,70.2843866
2024-05-02,47.6575751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17351,0.73875,1.3923002,1.0210000000000001,71.50813529999999
2024-05-03,47.6695751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17351,0.7394999999999999,1.3928002,1.0210000000000001,71.52138529999999
2024-05-06,47.677075099999996,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17251,0.7394999999999999,1.3620501999999999,1.0210000000000001,71.4971353
2024-05-07,47.6645751,17.700225,0.0,0.0,0.647775,1.1769999999999998,1.17251,0.74125,1.3470502,1.0210000000000001,71.4713853
2024-05-08,47.662325100000004,17.700225,0.0,3.7835,0.647775,1.1769999999999998,1.16351,0.745,0.1448005,1.0410000000000001,74.0651356
2024-05-09,47.6635751,17.700225,0.0,3.81325,0.647775,1.1769999999999998,1.16351,0.745,0.1423005,1.0410000000000001,74.0936356
2024-05-10,47.6585751,17.700225,0.0,3.83625,0.647775,1.1769999999999998,1.16351,0.748,0.1413005,1.045,74.1176356
2024-05-13,37.7071401107595,14.003342563291138,0.0,3.035007911392405,0.5172270569620253,0.9311708860759493,0.9416613924050634,0.5988924050632911,0.11159058544303797,0.8109177215189873,58.656950632911396
2024-05-14,37.7071401107595,14.003342563291138,0.0,3.035007911392405,0.5203916139240506,0.9311708860759493,0.9440348101265823,0.5969145569620253,0.11238164556962024,0.8109177215189873,58.66130181962025
2024-05-16,37.70654675632911,14.003342563291138,0.0,3.035007911392405,0.5203916139240506,0.9311708860759493,0.9440348101265823,0.5967167721518988,0.11475506329113924,0.8109177215189873,58.662884098101266
2024-05-17,37.70654675632911,14.003540348101264,0.0,3.0437104430379747,0.5203916139240506,0.9311708860759493,0.9440348101265823,0.5967167721518988,0.11455727848101264,0.8109177215189873,58.67158662974683
2024-05-20,37.68518599683544,14.003540348101264,0.0,3.0437104430379747,0.5243473101265823,0.9311708860759493,0.9377056962025317,0.5967167721518988,0.11574398734177216,0.8156645569620252,58.65378599683544
2024-05-21,37.6915151107595,14.003540348101264,0.0,3.0437104430379747,0.5243473101265823,0.9311708860759493,0.9456170886075949,0.5973101265822784,0.12068860759493671,0.8156645569620252,58.6735644778481
2024-05-22,37.68993283227849,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9311708860759493,0.9456170886075949,0.5973101265822784,0.7860365506329113,0.8156645569620252,59.4797352056962
2024-05-23,37.68973504746835,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9311708860759493,0.9456170886075949,0.6113528481012659,0.11970007911392404,0.8156645569620252,58.82724367088608
2024-05-24,37.68973504746835,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9311708860759493,0.9335522151898734,0.6113528481012659,0.7854431962025318,0.8156645569620252,59.48092191455696
2024-05-27,37.70951352848101,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9311708860759493,0.9325632911392404,0.6184731012658228,0.7860365506329113,0.8142800632911392,59.506040585443046
2024-05-28,37.71564485759494,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6224287974683544,0.786234335443038,0.8142800632911392,59.506831724683536
2024-05-29,37.71801827531645,14.003540348101264,0.0,3.1861155063291138,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6224287974683544,0.7864321202531644,0.8142800632911392,59.50940292721519
2024-05-30,37.677472389240506,14.003540348101264,0.0,3.1888844936708862,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6483386075949368,0.8002770569620253,0.8174446202531647,59.51454533227848
2024-05-31,37.677076819620254,14.003540348101264,0.0,3.1928401898734178,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6398338607594937,0.8006726265822784,0.8174446202531647,59.50999628164557
2024-06-03,37.67727460443038,14.003540348101264,0.0,3.1928401898734178,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6378560126582279,0.8008704113924051,0.8174446202531647,59.50841400316455
2024-06-04,37.67727460443038,14.003540348101264,0.0,3.1928401898734178,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6378560126582279,0.13473132911392405,0.8174446202531647,58.84227492088607
2024-06-05,37.671934414556965,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6394382911392404,0.13453354430379746,0.8174446202531647,58.84227492088607
2024-06-06,37.671934414556965,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6394382911392404,0.13473132911392405,0.8174446202531647,58.8424727056962
2024-06-11,37.67232998417722,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9325632911392404,0.6394382911392404,0.13492895569620253,0.8174446202531647,58.84306590189874
2024-06-13,37.672923338607596,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9270253164556963,0.645371835443038,0.1353245253164557,0.8174446202531647,58.84445039556962
2024-06-14,37.661451819620254,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9264319620253165,0.645371835443038,0.13591787974683545,0.8174446202531647,58.832978876582274
2024-06-17,37.661847389240506,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9264319620253165,0.6451740506329114,0.13572009493670886,0.8174446202531647,58.832978876582274
2024-06-18,37.64206890822785,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9430458860759494,0.6443829113924051,0.13572009493670886,0.8174446202531647,58.82902318037975
2024-06-19,37.642266693037975,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9216772151898734,0.9430458860759494,0.6459651898734178,0.13136882911392406,0.8174446202531647,58.8264519778481
2024-06-20,37.63732207278481,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6459651898734178,0.13037990506329114,0.8174446202531647,58.82289185126582
2024-06-21,37.63831099683544,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6459651898734178,0.7961235759493671,0.8170490506329114,59.48922887658228
2024-06-24,37.63039960443038,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6459651898734178,0.7947390822784809,0.8170490506329114,59.479932990506335
2024-06-25,37.630597389240506,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6459651898734178,0.7947390822784809,0.8170490506329114,59.480130775316454
2024-06-26,37.63158631329114,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6441851265822784,0.7951346518987342,0.8202136075949367,59.48289976265823
2024-06-27,37.63297080696202,14.003540348101264,0.0,3.1967958860759498,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6396360759493671,0.7953324367088608,0.8202136075949367,59.479932990506335
2024-06-28,37.63297080696202,14.003540348101264,0.0,3.1975870253164556,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6396360759493671,0.7953324367088608,0.8202136075949367,59.48072412974683
2024-07-03,37.62545498417722,14.003540348101264,0.0,3.1975870253164556,0.5243473101265823,0.9240506329113924,0.9430458860759494,0.6374604430379747,0.7957280063291139,0.8202136075949367,59.471428243670886
2024-07-04,37.62545498417722,14.003540348101264,0.0,3.1975870253164556,0.5243473101265823,0.9258306962025317,0.9430458860759494,0.6364715189873418,0.7957280063291139,0.8202136075949367,59.4722193829114
2024-07-05,37.60785213607595,14.003540348101264,0.0,3.1975870253164556,0.5716178797468354,0.9258306962025317,0.9430458860759494,0.6277689873417721,0.7949368670886076,0.8202136075949367,59.4923934335443
2024-07-08,37.60765435126582,14.003540348101264,0.0,3.1975870253164556,0.5716178797468354,0.9258306962025317,0.9430458860759494,0.6277689873417721,0.7951346518987342,0.8202136075949367,59.4923934335443
2024-07-09,37.60785213607595,14.003540348101264,0.0,3.1975870253164556,0.5755735759493671,0.9258306962025317,0.9430458860759494,0.6277689873417721,0.7949368670886076,0.8202136075949367,59.49634912974684
2024-07-10,37.615565743670885,14.003540348101264,0.0,3.1975870253164556,0.5755735759493671,0.9258306962025317,0.9430458860759494,0.6277689873417721,0.7949368670886076,0.8202136075949367,59.50406273734177
2024-07-11,37.615565743670885,14.003540348101264,0.0,3.1975870253164556,0.5755735759493671,0.9258306962025317,0.9430458860759494,0.6253955696202531,0.7951346518987342,0.8202136075949367,59.50188710443038
2024-07-15,37.61576352848101,14.003540348101264,0.0,3.1975870253164556,0.5755735759493671,0.9258306962025317,0.9430458860759494,0.6253955696202531,0.7949368670886076,0.8202136075949367,59.50188710443038
2024-07-16,37.616159098101264,14.003540348101264,0.0,3.1975870253164556,0.5834849683544304,0.9258306962025317,0.9430458860759494,0.6222310126582279,0.7949368670886076,0.8202136075949367,59.50702950949367
2024-07-18,37.57145973101266,14.003540348101264,0.0,3.1975870253164556,0.5834849683544304,0.9376977848101267,0.9311787974683544,0.6325158227848101,0.7965191455696203,0.8202136075949367,59.47419723101266
2024-07-22,37.61734580696203,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.94560917721519,0.9311787974683544,0.6325158227848101,0.7963213607594937,0.8202136075949367,70.0328602056962
2024-07-23,37.62426827531646,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.94560917721519,0.9311787974683544,0.6257911392405063,0.7963213607594937,0.8202136075949367,70.03305799050634
2024-07-24,37.623674920886074,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.962618670886076,0.9311787974683544,0.622626582278481,0.7963213607594937,0.8194224683544304,70.0455184335443
2024-07-25,37.629608465189875,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9643987341772152,0.9208939873417721,0.622626582278481,0.7967169303797468,0.8194224683544304,70.04334280063291
2024-07-26,37.629608465189875,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9758702531645569,0.9208939873417721,0.6111550632911392,0.7967169303797468,0.8194224683544304,70.04334280063291
2024-07-29,37.629608465189875,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9891218354430379,0.9208939873417721,0.6111550632911392,0.7967169303797468,0.8194224683544304,70.0565943829114
2024-07-30,37.629608465189875,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9891218354430379,0.9149604430379746,0.6111550632911392,0.7961235759493671,0.8194224683544304,70.05006748417722
2024-08-01,37.63000403481013,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9920886075949367,0.9149604430379746,0.6109572784810127,0.7959257911392406,0.8194224683544304,70.05303425632911
2024-08-06,37.630201819620254,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9920886075949367,0.9149604430379746,0.6109572784810127,0.7959257911392406,0.8194224683544304,70.05323204113924
2024-08-07,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.5834849683544304,0.9958465189873417,0.9149604430379746,0.6109572784810127,0.7961235759493671,0.8194224683544304,70.05738552215189
2024-08-08,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.587440664556962,0.9958465189873417,0.9149604430379746,0.6109572784810127,0.7961235759493671,0.8170490506329114,70.05896780063291
2024-08-09,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.587440664556962,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.2609821993670886,0.8170490506329114,69.5250131329114
2024-08-12,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.587440664556962,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.7514002373417722,0.8170490506329114,70.01543117088607
2024-08-13,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.587440664556962,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.7977058544303797,0.8170490506329114,70.06173678797468
2024-08-14,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.5953520569620253,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.13136930379746836,0.8170490506329114,69.40331162974684
2024-08-15,37.630597389240506,14.003540348101264,10.50506329113924,3.1975870253164556,0.5953520569620253,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.31317286392405064,0.8170490506329114,69.58531297468355
2024-08-16,37.63099295886076,14.003540348101264,10.50506329113924,3.1975870253164556,0.5953520569620253,0.9958465189873417,0.9149604430379746,0.6121439873417721,0.13097365506329114,0.8170490506329114,69.40350933544303
2024-08-19,37.63178409810127,14.003540348101264,10.50506329113924,3.1975870253164556,0.5953520569620253,0.9958465189873417,0.9149604430379746,0.611748417721519,0.7973102848101266,0.8170490506329114,70.07024153481012
2024-08-20,37.63178409810127,14.003540348101264,10.50506329113924,3.1975870253164556,0.5953520569620253,0.9958465189873417,0.9149604430379746,0.611748417721519,0.7975080696202532,0.8146756329113923,70.06806590189873
2024-08-21,37.63178409810127,14.003540348101264,10.50506329113924,3.1975870253164556,0.6226463607594936,0.9958465189873417,0.9112025316455696,0.6109572784810127,0.7969147151898734,0.8146756329113923,70.09021780063291
2024-08-22,37.62941068037975,14.003540348101264,10.50506329113924,3.1975870253164556,0.6420292721518988,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7969147151898734,0.8146756329113923,70.09892033227848
2024-08-23,37.62921289556962,14.003540348101264,10.50506329113924,3.1975870253164556,0.6420292721518988,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7965191455696203,0.8146756329113923,70.0983269778481
2024-08-26,37.63178409810127,14.003540348101264,10.50506329113924,3.1975870253164556,0.6420292721518988,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7971125000000001,0.8146756329113923,70.10149153481012
2024-08-27,37.63178409810127,14.003540348101264,10.50506329113924,3.1975870253164556,0.6420292721518988,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7973102848101266,0.8146756329113923,70.10168931962025
2024-08-29,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.6430181962025316,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7977058544303797,0.8146756329113923,70.10168931962025
2024-08-30,37.63039960443038,14.003540348101264,10.50506329113924,3.1975870253164556,0.6430181962025316,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7969147151898734,0.8146756329113923,70.10089818037974
2024-09-03,37.630597389240506,14.003540348101264,10.50506329113924,3.1975870253164556,0.6469738924050633,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7971125000000001,0.8146756329113923,70.10524944620254
2024-09-04,37.62505941455696,14.003540348101264,10.50506329113924,3.1975870253164556,0.6483583860759493,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7975080696202532,0.8146756329113923,70.10149153481012
2024-09-05,37.601918591772154,14.003540348101264,10.50506329113924,3.1975870253164556,0.6800039556962025,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7975080696202532,0.8146756329113923,70.10999628164556
2024-09-09,37.601918591772154,14.003540348101264,10.50506329113924,3.1975870253164556,0.6841574367088608,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7975080696202532,0.8146756329113923,70.11414976265823
2024-09-11,37.601918591772154,14.003540348101264,10.50506329113924,3.1975870253164556,0.6857397151898734,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7975080696202532,0.8146756329113923,70.11573204113924
2024-09-12,37.601918591772154,14.003540348101264,10.50506329113924,3.1975870253164556,0.6896954113924051,0.9958465189873417,0.9036867088607595,0.6101661392405063,0.7975080696202532,0.8146756329113923,70.11968773734178
2024-09-13,37.59796289556962,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,0.9036867088607595,0.6105617088607596,0.798101424050633,0.8146756329113923,70.12127001582279
2024-09-16,37.59796289556962,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,0.9038844936708861,0.6105617088607596,0.798101424050633,0.8146756329113923,70.12146780063291
2024-09-17,37.59796289556962,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,0.9054667721518987,0.6105617088607596,0.798101424050633,0.8146756329113923,70.12305007911392
2024-09-19,37.59005150316456,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,0.9147626582278481,0.6105617088607596,0.798101424050633,0.8146756329113923,70.1244345727848
2024-09-20,37.58985371835443,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,1.0031724683544303,0.6103639240506329,0.7982992088607594,0.8146756329113923,70.21264659810127
2024-09-23,37.57838219936709,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,1.0031724683544303,0.6103639240506329,0.798101424050633,0.8146756329113923,70.2009772943038
2024-09-24,37.578777768987344,14.003540348101264,10.50506329113924,3.1975870253164556,0.6942444620253164,0.9958465189873417,1.0031724683544303,0.6103639240506329,0.798101424050633,0.8134889240506329,70.20018615506329
2024-09-30,37.52814485759494,14.003540348101264,10.50506329113924,3.1975870253164556,0.7828520569620254,0.9958465189873417,1.0073259493670887,0.6119462025316456,0.7642802215189873,0.8132911392405063,70.20987761075949
2024-10-02,37.5107397943038,14.003540348101264,10.50506329113924,3.1975870253164556,0.8050039556962025,0.9958465189873417,0.9723180379746836,0.6121439873417721,0.7373814873417721,0.8132911392405063,70.15291558544304
2024-10-03,37.51014643987342,14.003540348101264,10.50506329113924,3.1975870253164556,0.8692840189873418,0.9958465189873417,0.9719224683544303,0.6121439873417721,0.7128561708860759,0.8101265822784811,70.18851685126583
2024-10-04,37.47177618670886,14.003342563291138,10.50506329113924,3.1975870253164556,0.9402887658227848,0.9420490506329114,0.9634177215189874,0.6354825949367089,0.5257517405063291,0.8115110759493671,69.99627001582279
2024-10-07,37.46821606012658,14.003342563291138,10.50506329113924,3.1975870253164556,0.9402887658227848,0.9416534810126583,0.9634177215189874,0.6350870253164557,0.5277295886075949,0.8123022151898733,69.99468773734178
2024-10-08,37.46188694620253,14.003342563291138,10.50506329113924,3.1975870253164556,0.9402887658227848,0.9416534810126583,0.9634177215189874,0.6410205696202532,0.5239716772151899,0.8123022151898733,69.99053425632911
2024-10-09,37.36180783227848,14.003144778481014,10.50506329113924,3.1975870253164556,1.1424248417721519,0.9430379746835443,0.9632199367088607,0.642998417721519,0.5227849683544304,0.8144778481012659,70.09654691455697
2024-10-10,37.35923662974683,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6437895569620253,0.5239716772151899,0.8002373417721519,70.1398617879747
2024-10-14,37.35765435126582,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6691060126582278,0.525356170886076,0.7844145569620254,70.14915767405063
2024-10-15,37.35686321202532,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6696993670886076,0.5257517405063291,0.7844145569620254,70.14935545886077
2024-10-18,37.35686321202532,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6696993670886076,0.525356170886076,0.7844145569620254,70.1489598892405
2024-10-21,37.358445490506334,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6728639240506329,0.5257517405063291,0.7844145569620254,70.1541022943038
2024-10-22,37.358445490506334,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6728639240506329,0.6246441455696202,0.7844145569620254,70.2529946993671
2024-10-24,37.35884106012658,14.003144778481014,10.50506329113924,3.1975870253164556,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6726661392405063,0.6246441455696202,0.7844145569620254,70.25319248417722
2024-10-25,37.36180783227848,14.003144778481014,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6726661392405063,0.6248419303797468,0.7844145569620254,70.25615925632911
2024-10-28,37.36161004746835,14.003144778481014,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6726661392405063,0.6248419303797468,0.7844145569620254,70.25596147151899
2024-10-29,37.36161004746835,14.003144778481014,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6857199367088608,0.6248419303797468,0.7844145569620254,70.26901526898735
2024-10-30,37.36141226265823,14.003144778481014,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6857199367088608,0.6248419303797468,0.7844145569620254,70.26881748417722
2024-10-31,37.36378568037975,14.003144778481014,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9430379746835443,0.9742958860759494,0.6967958860759493,0.6252375,0.7844145569620254,70.28266242088608
2024-11-01,37.372092642405065,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.696993670886076,0.6266219936708861,0.7844145569620254,70.30857223101266
2024-11-04,37.368532515822785,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.6985759493670886,0.6270175632911392,0.7939082278481012,70.31648362341772
2024-11-05,37.357456566455696,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.6985759493670886,0.6274131329113924,0.7939082278481012,70.30580324367088
2024-11-07,37.32937112341772,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7169699367088608,0.627610917721519,0.7939082278481012,70.2963095727848
2024-11-08,37.33036004746835,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7169699367088608,0.6278087025316456,0.7939082278481012,70.29749628164556
2024-11-11,37.32759106012658,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7193433544303798,0.6285998417721519,0.7939082278481012,70.29789185126583
