date,HAITONG INTERNATIONAL SECURITIES CO LTD,FULBRIGHT SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2025-02-03,31.327076410685372,21.761351863647178,18.631867330729264,8.570398053856602,8.534329938837686,7.710135140320315,3.4648412619235818
2025-02-05,31.330202001596362,21.763523055197396,18.63372628476699,8.56434579726162,8.53518143304476,7.71090440228403,3.462117025848836
2025-02-18,31.33068291709519,21.763857123121554,18.634012310620594,8.564477259121679,8.535312447234714,7.711022763903173,3.460635178903096
2025-02-28,31.33116384735824,21.764191201301692,18.634298345255274,8.564608725017653,8.535443465446843,7.709606115494427,3.4606883001258715
2025-03-03,31.34343255963944,21.77271366159658,18.641595196597077,8.567194662203146,8.53878578942115,7.674234688001475,3.462043442541135
2025-03-06,31.343673218673217,21.772880835380835,18.64173832923833,8.566492628992629,8.53885135135135,7.674293611793612,3.462070024570025
2025-03-10,31.35571088409248,21.781242798986096,18.648897764805284,8.569782625393655,8.542130732007067,7.638835548045164,3.463399646670251
2025-03-12,31.355951731713123,21.78141010377221,18.649041009609107,8.569080337048444,8.542196345313352,7.638894223014233,3.4634262495295305
2025-03-14,31.357396895139917,21.782413986465208,18.649900524646075,8.564866380402972,8.542590046319413,7.639246291758525,3.4635858752678925
2025-03-18,31.38150257912256,21.79915899848558,18.664237448398328,8.571450535427381,8.549157076635687,7.568244889801128,3.466248472129333
2025-03-20,31.405645353623168,21.81592977543217,18.678596431841086,8.578044821245854,8.555734211396874,7.497134240631468,3.4689151658293773
2025-03-24,31.405886968964936,21.816097613515716,18.67874013324922,8.577341478050807,8.555800033850842,7.497191918881076,3.468941853487406
2025-04-01,31.4061285880244,21.816265454181767,18.678883836868465,8.576638124033513,8.555865857317608,7.497249598018171,3.4689685415560736
2025-04-14,31.40637021080166,21.816433297430375,18.679027542698876,8.575934759193721,8.5559316817972,7.497307278042776,3.46899523003539
2025-04-24,31.370168293245214,21.791285637439483,18.657496349804042,8.564512410666257,8.546069315300084,7.404134327211251,3.6663336663336663
2025-04-28,31.370409363016698,21.79145309654266,18.657639726732704,8.564578226221672,8.546134989126175,7.40342275741764,3.6663618409424497
2025-04-30,31.370650436493296,21.7916205582196,18.657783105864993,8.563875568670847,8.546200663961638,7.4034796508053615,3.6663900159842617
2025-05-02,31.36944510616062,21.790783275571915,18.657066232239323,8.567388748434295,8.545872299877818,7.403195192610637,3.6662491451053922
