date,QUAM SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GET NICE SECURITIES LTD,GLORY SUN SECURITIES LTD,SILVERBRICKS SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,SUCCESS SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,XIN YONGAN INTERNATIONAL SECURITIES,TOTAL_CCASS_PCT
2024-04-22,6.522,0.0,4.5760000000000005,0.382,0.0,0.0005,1.9269999999999998,0.0,0.32299999999999995,5.152,18.8825
2024-04-23,6.522,0.0,4.5760000000000005,0.382,0.0,0.0005,1.9255000000000002,0.0,0.32299999999999995,5.152,18.881
2024-04-24,6.522,0.0,4.5760000000000005,0.382,0.0,0.0005,1.9285,0.0,0.32299999999999995,5.152,18.884
2024-04-25,6.5205,0.0,4.5760000000000005,0.382,0.0,0.0005,1.9415000000000002,0.0,0.33,5.152,18.9025
2024-04-26,6.5205,0.0,4.478,0.382,0.0,0.0005,2.044,0.0,0.33,5.152,18.907
2024-04-29,6.5205,0.0,4.396,0.382,0.0,0.0005,2.1365,0.0,0.33,5.152,18.9175
2024-05-02,6.5205,0.0,4.314,0.182,0.0,0.0005,2.2395,0.0,0.33,5.152,18.7385
2024-05-03,6.5205,0.0,4.314,0.182,0.0,0.0005,2.247,0.0,0.33,5.152,18.746
2024-05-06,6.5205,0.0,4.314,0.182,0.0,0.0005,2.2595,0.0,0.33,5.152,18.7585
2024-05-07,6.5205,0.0,4.1415,0.182,0.0,0.0005,1.7645000000000002,0.0,0.35100000000000003,5.152,18.112000000000002
2024-05-08,6.5205,0.0,4.1415,0.5455,0.0,0.0005,1.7635,0.0,0.21450000000000002,5.152,18.337999999999997
2024-05-09,7.2330000000000005,0.0,3.4290000000000003,0.5455,0.0,0.0005,1.7645000000000002,0.0,0.21450000000000002,5.152,18.339
2024-05-10,7.2330000000000005,0.0,3.2640000000000002,0.5455,0.0,0.0005,1.789,0.0,0.218,5.152,18.201999999999998
2024-05-13,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.0005,1.7925,0.0,0.3405,5.152,18.2055
2024-05-14,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.0005,1.8094999999999999,0.0,0.3405,5.152,18.2225
2024-05-16,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.0005,1.814,0.0,0.3405,5.152,18.227
2024-05-17,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.0005,1.812,0.0,0.33349999999999996,5.152,18.218
2024-05-20,7.2330000000000005,0.0,3.1414999999999997,0.5735,0.0,0.0005,1.8105,0.0,0.328,5.152,18.239
2024-05-21,7.2330000000000005,0.0,3.1414999999999997,0.5884999999999999,0.0,0.001,1.6035000000000001,0.0,0.318,5.152,18.0375
2024-05-22,7.2330000000000005,0.0,3.1414999999999997,0.5915,0.0,0.001,1.5859999999999999,0.0,0.318,5.152,18.023
2024-05-23,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.001,1.6065,0.0,0.318,5.152,17.9975
2024-05-24,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.001,1.6025,0.0,0.318,5.152,17.9935
2024-05-27,7.2330000000000005,0.0,3.1414999999999997,0.5455,0.0,0.001,1.6065,0.0,0.318,5.152,17.9975
2024-05-28,7.2330000000000005,0.0,3.1414999999999997,0.668,0.0,0.001,1.5615,0.0,0.16149999999999998,5.152,17.9185
2024-05-29,7.2330000000000005,0.0,3.1414999999999997,0.28500000000000003,0.0,0.001,1.521,0.0,0.16149999999999998,5.152,17.495
2024-05-30,7.2330000000000005,0.0,3.1414999999999997,0.28500000000000003,0.0,0.001,0.9475000000000001,0.0,0.1625,5.152,16.9225
2024-05-31,7.2330000000000005,0.0,3.1414999999999997,0.28500000000000003,0.0,0.001,0.9450000000000001,0.0,0.178,5.152,16.9355
2024-06-03,7.2330000000000005,0.0,3.1414999999999997,0.28500000000000003,0.0,0.001,0.9464999999999999,0.0,0.178,5.152,16.936999999999998
2024-06-04,7.2330000000000005,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,0.9504999999999999,0.0,0.001,5.152,16.5195
2024-06-05,7.1499999999999995,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,1.2095,0.0,0.001,5.152,16.6955
2024-06-06,7.1499999999999995,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,1.2065,0.0,0.001,5.152,16.6925
2024-06-07,7.1499999999999995,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,1.206,0.0,0.001,5.152,16.692
2024-06-11,7.1499999999999995,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,1.2135,0.0,0.001,5.152,16.6995
2024-06-12,7.1499999999999995,0.0,3.1414999999999997,0.040499999999999994,0.0,0.001,1.261,0.0,0.001,5.152,16.747
2024-06-13,7.1499999999999995,0.0,2.807,0.040499999999999994,0.0,0.001,1.24,0.0,0.0215,5.152,16.412
2024-06-14,7.1499999999999995,0.0,2.807,0.654,0.0,0.001,1.2385,0.0,0.0215,5.152,17.024
2024-06-17,7.1505,0.0,2.807,0.654,0.0,0.001,1.236,0.0,0.0215,5.152,17.022000000000002
2024-06-18,7.1505,0.0,2.807,0.654,0.0,0.001,1.2375,0.0,0.0215,5.152,17.0235
2024-06-20,7.1505,0.0,2.807,0.654,0.0,0.001,1.2605,0.0,0.0215,5.152,17.0465
2024-06-24,7.1505,0.0,2.807,0.654,0.0,0.001,1.261,0.0,0.0215,2.82725,14.72225
2024-06-25,7.1505,0.0,2.8115,0.654,0.0,0.001,1.0055,0.0,0.0215,2.82725,14.47125
2024-06-26,7.1499999999999995,0.0,2.6115,0.654,0.0,0.001,1.0105,0.0,0.0215,2.82725,14.27575
2024-06-27,7.1499999999999995,0.0,2.6115,0.654,0.0,0.001,1.039,0.0,0.0215,2.82725,14.30425
2024-06-28,7.1499999999999995,0.0,2.6115,0.654,0.0,0.001,1.05,0.0,0.0215,2.82725,14.315249999999999
2024-07-02,7.1499999999999995,0.0,2.6115,0.654,0.0,0.001,1.0534999999999999,0.0,0.0215,2.82725,14.31875
2024-07-04,7.1499999999999995,0.0,2.6115,0.654,0.0,0.001,1.0410000000000001,0.0,0.0215,2.82725,14.30625
2024-07-05,7.1499999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.976,0.0,0.0965,2.99625,14.41025
2024-07-08,7.1514999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9615,0.0,0.0965,2.99625,14.39725
2024-07-09,7.1514999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9615,0.0,0.09749999999999999,2.99625,14.39825
2024-07-10,7.1514999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9575,0.0,0.09749999999999999,2.99625,14.39425
2024-07-11,7.1514999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9035,0.0,0.09749999999999999,2.99625,14.34025
2024-07-12,7.1514999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.844,0.0,0.09749999999999999,3.0,14.2845
2024-07-15,7.1505,0.0,2.5364999999999998,0.654,0.0,0.001,0.9255,0.0,0.09749999999999999,3.0,14.365
2024-07-16,7.1499999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9299999999999999,0.0,0.09749999999999999,3.0,14.369000000000002
2024-07-17,7.1499999999999995,0.0,2.5364999999999998,0.654,0.0,0.001,0.9259999999999999,0.0,0.09749999999999999,3.0,14.365
2024-07-18,6.88,0.0,2.5364999999999998,0.654,0.0,0.001,0.84,0.0,0.034499999999999996,3.0,13.946
2024-07-19,6.710000000000001,0.0,2.4515,0.654,0.0,0.001,0.826,0.0,0.034499999999999996,3.0,13.677
2024-07-22,6.6850000000000005,0.0,2.1975000000000002,0.654,0.0,0.001,0.828,0.0,0.034499999999999996,3.0,13.4
2024-07-23,6.643000000000001,0.0,2.1975000000000002,0.654,0.0,0.001,0.826,0.0,0.034499999999999996,3.0,13.356000000000002
2024-07-24,6.643000000000001,0.0,2.0475,0.654,0.0,0.001,0.8210000000000001,0.0,0.034499999999999996,3.0,13.200999999999999
2024-07-25,6.643000000000001,0.0,1.8884999999999998,0.654,0.0,0.001,0.8205,0.0,0.034499999999999996,3.0,13.041500000000001
2024-07-26,6.643000000000001,0.0,1.6934999999999998,0.849,0.0,0.001,0.8210000000000001,0.0,0.034499999999999996,3.0,13.042000000000002
2024-07-29,6.643000000000001,0.0,1.6934999999999998,0.849,0.0,0.001,0.8375,0.0,0.034499999999999996,3.0,13.0585
2024-07-30,6.643000000000001,0.0,1.6934999999999998,0.849,0.0,0.001,0.7779999999999999,0.0,0.034499999999999996,3.0,12.998999999999999
2024-07-31,6.608,0.0,1.6934999999999998,0.849,0.0,0.001,0.7755,0.0,0.034499999999999996,3.0,12.961500000000001
2024-08-01,6.608,0.0,1.6934999999999998,0.849,0.0,0.001,0.783,0.0,0.034499999999999996,3.0,12.969
2024-08-02,6.586,0.0,1.693,0.8500000000000001,0.0,0.001,0.8194999999999999,0.0,0.034499999999999996,3.0,12.984000000000002
2024-08-05,6.5295000000000005,0.0,1.693,0.8505,0.0,0.0005,0.812,0.0,0.034499999999999996,4.6965,14.616499999999998
2024-08-06,6.5295000000000005,0.0,1.693,0.8505,0.0,0.0005,0.8175,0.0,0.034499999999999996,4.6965,14.621999999999998
2024-08-07,6.5295000000000005,0.0,1.693,0.851,0.0,0.0005,0.843,0.0,0.034499999999999996,4.6965,14.648
2024-08-08,6.491,0.0,1.693,0.851,0.0,0.0005,0.848,0.0,0.034499999999999996,4.6965,14.6145
2024-08-09,6.491,0.0,1.693,0.851,0.0,0.0005,0.8524999999999999,0.0,0.034499999999999996,4.6965,14.618999999999998
2024-08-12,6.491,0.0,1.693,0.8500000000000001,0.0,0.0005,0.8710000000000001,0.0,0.029500000000000002,4.681,14.616000000000001
2024-08-13,6.4555,0.0,1.321,0.8505,0.0,0.0005,0.8704999999999999,0.0,0.17550000000000002,4.681,14.3545
2024-08-14,6.4555,0.0,1.321,0.8500000000000001,0.0,0.0005,0.8725,0.0,0.17550000000000002,4.681,14.356
2024-08-15,6.4555,0.0,1.321,0.8500000000000001,0.0,0.0005,0.868,0.0,0.17550000000000002,4.630999999999999,14.3015
2024-08-16,6.4555,0.0,1.3165,0.8495,0.0,0.0005,0.8364999999999999,0.0,0.17550000000000002,4.630999999999999,14.265
2024-08-19,6.4565,0.0,1.317,0.849,0.0,0.0005,0.865,0.0,0.17550000000000002,4.630999999999999,14.2945
2024-08-20,6.372999999999999,0.0,1.1035,0.849,0.0,0.0005,0.8654999999999999,0.0,0.1005,4.630999999999999,13.923
2024-08-21,6.372999999999999,0.0,1.1035,0.849,0.0,0.0005,0.8795000000000001,0.0,0.1005,4.630999999999999,13.937
2024-08-22,6.372999999999999,0.0,1.1035,0.849,0.0,0.0005,0.9135000000000001,0.0,0.1005,4.630999999999999,13.971
2024-08-23,6.361,0.0,1.1035,0.849,0.0,0.0005,0.9195,0.0,0.1005,4.630999999999999,13.965
2024-08-26,6.361,0.0,1.1035,0.849,0.0,0.0005,0.9435000000000001,0.0,0.1005,4.625,13.983
2024-08-27,6.361,0.0,1.1044999999999998,0.849,0.0,0.0005,0.9815,0.0,0.1005,4.625,14.022000000000002
2024-08-28,6.3549999999999995,0.0,1.0165,0.6955,0.0,0.0005,0.9554999999999999,0.0,0.1005,4.625,13.7485
2024-08-29,6.3549999999999995,0.0,1.0155,0.5599999999999999,0.0,0.0005,0.97,0.0,0.133,4.625,13.658999999999999
2024-08-30,6.2545,0.0,1.0155,0.5585,0.0,0.0005,0.91,0.0,0.133,4.625,13.497
2024-09-02,6.193499999999999,0.0,1.016,0.5585,0.0,0.0005,0.84,0.0,0.133,4.625,13.3665
2024-09-03,6.193499999999999,0.0,1.0155,0.5585,0.0,0.0005,0.8354999999999999,0.0,0.133,4.625,13.361500000000001
2024-09-05,6.193499999999999,0.0,1.0155,0.5585,0.0,0.0005,0.8364999999999999,0.0,0.133,4.625,13.362499999999999
2024-09-09,6.193499999999999,0.0,1.0155,0.5585,0.0,0.0005,0.8455,0.0,0.133,4.625,13.3715
2024-09-10,6.0345,0.0,1.0155,0.5585,0.0,0.0005,0.8619999999999999,0.0,0.133,4.625,13.229
2024-09-11,6.0345,0.008,1.0155,0.3525,0.0,0.0005,0.848,0.0,0.133,4.625,13.017000000000001
2024-09-12,5.9955,0.006999999999999999,0.8905,0.3525,0.0,0.0005,0.935,0.0,0.133,4.625,12.939
2024-09-13,5.9535,0.006999999999999999,0.8155000000000001,0.3525,0.0,0.0005,0.9435000000000001,0.0,0.188,4.625,12.8855
2024-09-16,5.9535,0.006999999999999999,0.8155000000000001,0.3525,0.0,0.0005,0.943,0.0,0.188,4.625,12.885
2024-09-17,5.9535,0.006999999999999999,0.8155000000000001,0.3525,0.0,0.0005,0.9424999999999999,0.0,0.188,4.625,12.8845
2024-09-19,5.9085,0.0065,0.6779999999999999,0.3525,0.0,0.0005,0.9424999999999999,0.0,0.20950000000000002,4.625,12.723
2024-09-20,5.9085,0.0065,0.6779999999999999,0.3525,0.0,0.0005,0.9735,0.0,0.20950000000000002,4.625,12.753999999999998
2024-09-23,5.8455,0.0065,0.6779999999999999,0.35400000000000004,0.0,0.0005,0.9730000000000001,0.0,0.20950000000000002,4.625,12.692
2024-09-24,5.8455,0.006,0.618,0.445,0.0,0.0005,0.9730000000000001,0.0,0.20950000000000002,4.625,12.7225
2024-09-25,5.8385,0.004,0.618,0.4175,0.0,0.0005,0.9740000000000001,0.0,0.20950000000000002,4.625,12.687000000000001
2024-09-26,5.8385,0.004,0.618,0.432,0.0,0.0005,0.972,0.0,0.20950000000000002,4.625,12.6995
2024-09-27,5.8385,0.004,0.618,0.43099999999999994,0.0,0.0005,0.9695,0.0,0.20950000000000002,4.625,12.696
2024-09-30,5.8405,0.0034999999999999996,0.618,0.43099999999999994,0.0,0.0005,0.9634999999999999,0.0,0.20950000000000002,4.625,12.6915
2024-10-02,5.9205,0.0034999999999999996,0.488,0.43099999999999994,0.0,0.0005,0.95,0.0,0.1815,4.625,12.6
2024-10-03,5.9205,0.0034999999999999996,0.488,0.43099999999999994,0.0,0.0005,0.9504999999999999,0.0,0.16999999999999998,4.625,12.589
2024-10-04,5.8495,0.0034999999999999996,0.488,0.43099999999999994,0.0,0.0005,0.964,0.0,0.241,4.625,12.6025
2024-10-07,5.829,0.0034999999999999996,0.488,0.4305,0.0,0.0005,0.964,0.0,0.241,4.625,12.581500000000002
2024-10-08,5.829,0.0034999999999999996,0.488,0.4305,0.0,0.0005,0.9634999999999999,0.0,0.241,2.9364999999999997,10.8925
2024-10-09,5.803,0.0034999999999999996,0.488,0.4305,0.0,0.0005,0.9900000000000001,0.0,0.241,2.9364999999999997,10.893
2024-10-10,5.7305,0.003,0.488,0.43,0.0,0.0005,1.0035,0.0,0.241,2.9364999999999997,10.833
2024-10-14,5.652,0.002,0.488,0.43,0.0,0.0005,0.9939999999999999,0.0,0.241,2.9364999999999997,10.744
2024-10-15,5.514,0.0015,0.488,0.43,0.0,0.0005,1.001,0.0,0.241,2.9364999999999997,10.612499999999999
2024-10-16,5.514,0.0015,0.488,0.43,0.5499999999999999,0.0005,1.0875,0.0,0.241,2.9364999999999997,11.249
2024-10-17,5.514,0.0015,0.488,0.43,0.5499999999999999,0.0005,1.2710000000000001,0.0,0.241,2.9364999999999997,11.4325
2024-10-21,5.4165,0.0015,0.488,0.43,0.6305,0.0005,1.35,0.0,0.1635,2.9364999999999997,11.417
2024-10-22,5.4165,0.0015,0.488,0.43,0.6305,0.0005,1.485,0.0,0.1455,2.9364999999999997,11.533999999999999
2024-10-23,5.276,0.0015,0.488,0.35500000000000004,0.6305,0.0005,1.5485,0.0,0.2205,0.8725,9.393
2024-10-24,5.2755,0.0015,0.488,0.35500000000000004,0.6305,0.0005,1.5485,0.0,0.2205,0.8725,9.3925
2024-10-25,5.2755,0.0015,0.488,0.35500000000000004,0.6305,0.0005,1.6230000000000002,0.0,0.2205,0.8725,9.467
2024-10-28,5.0165,0.0015,0.488,0.505,0.6305,0.0005,1.7739999999999998,0.0,0.2545,0.8725,9.543
2024-10-29,5.0165,0.0015,0.488,0.505,0.6305,0.0005,1.806,0.0,0.2545,0.8725,9.575
2024-10-30,4.7605,0.0015,0.488,0.505,0.6305,0.0005,1.813,0.0,0.2205,0.8725,9.292
2024-10-31,4.7605,0.0015,0.488,0.505,0.6305,0.0005,1.825,0.0,0.2205,0.8725,9.304
2024-11-01,4.7605,0.0015,0.488,0.505,0.6305,0.0005,1.805,0.0,0.2205,0.8725,9.284
2024-11-04,4.7155000000000005,0.0015,0.488,0.505,0.6305,0.0005,1.7865,0.0,0.2205,0.8725,9.2205
2024-11-05,4.7455,0.0015,0.488,0.505,0.6305,0.0005,1.652,0.0,0.2205,0.8725,9.116
2024-11-06,4.7455,0.0015,0.488,0.505,0.6305,0.0005,1.6785,0.0,0.2205,0.8725,9.1425
2024-11-08,4.6385000000000005,0.0005,0.488,0.505,0.6305,0.0005,1.6854999999999998,0.0,0.2205,0.8725,9.0415
2024-11-11,4.6235,0.0005,0.488,0.505,0.6305,0.0005,1.6844999999999999,0.0,0.2205,0.8725,9.025500000000001
2024-11-12,28.6235,0.0005,0.1585,0.505,0.6305,0.0005,1.5904999999999998,0.0,0.24550000000000002,0.8725,32.627
2024-11-13,28.6235,0.0005,0.1585,0.505,0.6305,0.0005,1.5925000000000002,0.0,0.2625,0.8725,32.646
2024-11-14,28.6235,0.0005,0.1585,0.505,0.6305,0.0005,1.5904999999999998,0.0,0.2625,0.8725,32.644
2024-11-15,28.6235,0.0005,0.1585,0.13949999999999999,0.6305,0.0005,1.5890000000000002,0.0,0.385,0.8725,32.399499999999996
2024-11-18,28.6235,0.0005,0.1585,0.13949999999999999,0.6305,0.0005,1.603,0.0,0.385,0.8725,32.4135
2024-11-19,17.639499999999998,0.0005,4.96,6.141,0.6305,0.0005,1.6115000000000002,0.0,0.386,0.8725,32.242
2024-11-20,17.639499999999998,0.0005,4.96,6.141,0.6305,0.0005,1.6209999999999998,0.0,0.386,0.8725,32.2515
2024-11-21,17.632,0.0005,4.96,6.140000000000001,2.467,0.0005,1.4965,0.0,0.386,0.8725,33.955
2024-11-22,17.6235,0.0005,4.96,6.1405,2.467,0.0005,1.5065,0.0,0.386,0.8725,33.957
2024-11-26,17.6155,0.0005,4.96,6.1405,2.467,0.0005,1.5145,0.0,0.386,0.8725,33.957
2024-11-27,17.6155,0.0005,4.96,6.1405,2.467,0.0005,1.5615,0.0,0.386,0.8725,34.004
2024-11-28,17.4235,0.0005,4.96,6.1395,2.467,0.0005,1.5715,0.0,0.386,0.8725,33.821
2024-11-29,17.4235,0.0005,4.96,6.1395,2.467,0.0005,1.5709999999999997,0.0,0.386,0.8725,33.820499999999996
2024-12-02,17.4235,0.0005,4.96,6.0595,2.467,0.0005,1.5715,0.0,0.3055,0.8725,33.6605
2024-12-04,17.4235,0.0005,4.88,6.0595,2.467,0.0005,1.645,0.0,0.3055,0.8725,33.654
2024-12-05,17.332,0.0005,4.88,6.0595,2.467,0.0005,1.743,0.0,0.3055,0.8725,33.6605
2024-12-06,17.332,0.0005,4.88,6.0595,2.467,0.0005,1.7415,0.0,0.3055,0.8725,33.659
2024-12-09,17.333000000000002,0.07050000000000001,4.88,5.8095,2.467,0.0005,1.6675,0.0,0.3055,0.8725,33.406000000000006
2024-12-10,17.263,0.184,4.63,5.8095,2.467,0.0005,1.8724999999999998,0.0,0.5555,0.8725,33.6545
2024-12-11,17.238999999999997,0.4555,4.63,5.8095,2.467,0.0005,1.905,0.0,0.5555,0.8725,33.9345
2024-12-12,17.224,0.4555,4.63,5.8095,2.891,0.0005,1.7080000000000002,0.0,0.5555,0.8725,34.1465
2024-12-13,17.215,0.52747975,4.4799999999999995,5.3775,2.891,0.0005,1.5824999999999998,0.0,0.5545,0.8725,33.50097975
2024-12-16,17.215,0.52747975,4.4799999999999995,5.265000000000001,2.891,0.0005,1.6105,0.0,0.7244999999999999,0.8725,33.586479749999995
2024-12-17,17.115,0.52747975,4.3235,5.2535,2.891,0.0005,1.4829999999999999,0.0,0.7244999999999999,0.8725,33.19097975
2024-12-18,17.115,0.52747975,4.3235,4.83,2.891,0.0005,1.4529999999999998,0.0,0.7244999999999999,0.8725,32.73747975
2024-12-19,17.085,0.52747975,4.3235,4.83,3.2095,0.0005,1.448,0.0,0.7244999999999999,0.8725,33.02097975
2024-12-23,17.065,0.455,4.3235,4.83,3.2095,0.0005,1.468,0.0,0.7244999999999999,0.8725,32.948499999999996
2024-12-27,17.065,0.455,4.3235,4.83,3.6485,0.0005,1.4715,0.0,0.7244999999999999,0.8725,33.391
2024-12-30,11.0555,0.625,4.3235,8.9815,3.991,0.0005,1.4745,0.0,1.6039999999999999,0.8725,32.928000000000004
2025-01-02,11.057,0.625,4.3235,8.9815,4.0675,0.0005,1.3185,0.0,1.6039999999999999,0.8725,32.85
2025-01-03,11.0765,0.625,4.3235,8.9815,4.122,0.0005,1.2795,0.0,1.6039999999999999,0.8725,32.885
2025-01-06,11.0765,0.625,4.3235,8.9815,4.122,0.0005,1.2805,0.0,1.6039999999999999,0.8725,32.885999999999996
2025-01-08,11.075,0.625,4.3235,8.9815,4.122,0.0005,1.2925,0.0,1.6039999999999999,0.8725,32.8965
2025-01-09,11.075,0.8750000000000001,4.3235,8.9815,4.122,0.0005,1.6514999999999997,0.0,1.6039999999999999,0.8725,33.5055
2025-01-10,11.05,1.21,4.3235,8.9815,4.122,0.0005,1.6785,0.0,1.6039999999999999,0.8725,33.8425
2025-01-13,11.0325,1.21,4.3235,8.9815,4.122,0.0005,1.698,0.0,1.6039999999999999,0.8725,33.8445
2025-01-15,11.0325,1.21,4.1535,8.9815,4.122,0.212,1.6985000000000001,0.0,1.524,0.8725,33.8065
2025-01-16,11.0325,1.21,4.1535,8.5695,4.122,0.632,1.6920000000000002,0.0,1.524,0.8725,33.808
2025-01-17,11.0325,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.6995,0.0,1.524,0.8725,34.300000000000004
2025-01-20,11.0325,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.7045000000000001,0.0,1.4024999999999999,0.8725,34.1835
2025-01-21,11.0325,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.7094999999999998,0.0,1.3375,0.8725,34.1235
2025-01-22,8.0335,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.7125000000000001,2.4,1.3375,0.8725,33.527499999999996
2025-01-23,7.992000000000001,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.754,2.4,1.3485,0.8725,33.5385
2025-01-24,8.033,1.21,4.1535,8.2715,4.122,1.4144999999999999,1.7585,2.4,1.3485,0.8725,33.584
2025-01-27,8.032,1.21,4.154,8.2715,4.122,2.233,1.754,2.4,1.3485,0.8725,34.3975
2025-02-03,8.032,1.21,4.154,8.2715,2.891,3.7405,2.173,2.4,1.3655,0.8725,35.11
2025-02-04,8.053,1.4565,4.154,8.0915,2.891,3.7405,2.2025,2.4,1.717,0.8725,35.578500000000005
2025-02-05,8.053,1.5890000000000002,4.154,8.0915,2.891,3.7405,2.155,2.4,1.717,0.8725,35.6635
2025-02-06,8.053,1.5890000000000002,4.154,8.0915,2.891,3.7405,2.1555,2.4,1.717,0.8725,35.664
2025-02-07,8.053,1.6265,4.154,8.0265,2.891,3.7405,2.1285,2.4,1.7819999999999998,0.8725,35.674499999999995
2025-02-10,8.053,1.7815,4.154,7.912,2.891,3.7405,2.112,2.4,1.752,0.8725,35.668499999999995
2025-02-11,8.053,1.7815,4.154,7.912,2.891,3.7405,2.1165,2.4,1.752,0.8725,35.673
2025-02-12,8.0345,1.7815,4.154,7.912,2.891,3.7405,2.119,2.4,1.752,0.8725,35.657
2025-02-13,8.0345,1.7815,4.154,7.912,2.891,3.7405,2.1185,2.4,1.752,0.8725,35.6565
2025-02-14,8.0345,1.7815,4.154,7.9545,2.891,4.1925,1.7114999999999998,2.4,1.712,0.8725,35.704
