date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CHINA CONSTRUCTION BANK (ASIA),HANG SENG BANK LTD,DAH SING SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HO FUNG SHARES INVESTMENT LTD,HANG SENG SECURITIES LTD
2024-11-26,27.487196455928004,20.80989309296001,16.772207477029692,14.693124004900188,0.0,9.44196220947166,6.289009504867757,0.0,4.506607254842686
2024-12-13,27.5101663691412,20.803301133816817,16.766894537365083,14.688469657437011,0.0,9.438971274879234,6.287017332513864,0.0,4.505179694846792
2024-12-30,27.50919813569696,20.802568951697737,16.76630441850396,14.687952689732194,0.0,9.438639065777156,6.290315605696238,0.0,4.505021132895755
2025-01-02,26.179612227548343,19.79713061085507,15.955948479497309,13.978048503521833,0.0,8.98244687027751,5.98628947793033,4.8332412365858755,4.287282593783729
2025-01-07,26.168217875321048,19.788514154762858,15.949003850389905,13.971964730900796,0.0,8.978537371442567,5.987032001244726,4.871313408844584,4.2854166070935165
2025-01-21,26.167341797499933,19.787851661105616,15.9484698985324,13.971496967735705,0.0,8.97823678171595,5.990179432856354,4.871150323621986,4.285273136932057
2025-02-03,26.163838072735807,19.785202130005725,15.956376712681783,13.969626228235429,0.0,8.977034624049583,5.992724788039856,4.8704980919145875,4.284699352337231
2025-02-05,26.133220457525574,19.762048963257442,15.93770413868938,13.953278602199152,0.0,8.966529460736618,6.102734587496665,4.864798506248071,4.2796852838471
2025-02-17,25.9909075455477,19.79116457305458,15.994669607266948,13.973836096815612,0.0,8.979739931649767,6.111725802895203,4.871965858950869,4.285990583819322
2025-02-19,23.722142894589346,18.063579858824884,14.598483616257123,12.754050088220772,8.729070529693754,8.195892099632985,5.578228946978988,4.446688522940448,3.9118634428616996
2025-02-24,23.60168557151761,17.97185583184489,14.52435480482829,12.68928702112449,8.684745677862974,8.154274644292062,6.05768789937123,4.4241089356583325,3.891999613500113
2025-02-28,23.456264926766572,17.842733557764237,14.4109454324166,12.598118384342612,8.622348442862304,8.095688681028127,6.717540715914125,4.392323069362847,3.8640367895425736
2025-03-05,23.48888248676195,17.867545113829063,14.343318529232665,12.615636939982785,8.582947813636132,8.106946296513021,6.726881921259769,4.398430898622165,3.869410000162455
2025-03-10,23.59974145841787,17.841656357505617,14.322536117552309,12.597357811623313,8.57051175467736,8.095199928679017,6.717135165017282,4.39205789634264,3.863803510184591
2025-03-13,23.661557725829788,17.892967423773285,14.060998725679555,12.63358672717452,8.595159807962336,8.139671970120189,6.736453066935962,4.404689076388649,3.8749154761357185
2025-03-19,23.66617939931101,17.891884149729705,14.060147446258675,12.632821865972089,8.594639440753262,8.13917917900513,6.736045229343662,4.404422408192509,3.8746808814339597
2025-03-28,23.659733576997294,17.887011039282054,14.023028994456496,12.629381136325998,8.592298567824397,8.136962357190244,6.794735970443947,4.403222800779806,3.8736255566997615
2025-04-03,23.646137253949647,17.876732073981984,14.005896915772736,12.622123525192617,8.587360910066343,8.132286363334488,6.857370981088801,4.400692440940575,3.8713995356728086
2025-04-10,23.634534717431382,17.87024618059768,14.000815407934988,12.617544066982406,8.58424531225547,8.129335872041956,6.894187680593087,4.399095816799712,3.8699949453633207
2025-04-14,23.633105654940323,17.869165655898207,13.999968848424386,12.61678114699388,8.583726265735772,8.128844331628283,6.89981732491129,4.398829825406121,3.869760946061742
2025-04-17,23.62025186503671,17.85944681045964,13.992354417174333,12.609919016536242,8.579057670096212,8.12442314134024,6.950453504750113,4.396437349562148,3.867656225044364
2025-04-30,23.629533754670888,17.827168596258026,13.997852897468471,12.614874250598785,8.582428924006377,8.127615740613532,6.953184777164447,4.398164987628642,3.869176071590833
