date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,BOCI SECURITIES LTD
2025-03-20,74.94282571475624,12.473160712565603,5.670819052709098,3.1756586695170945,1.709013961090413,0.7929824779459517,0.7608219424963412,0.024159242813596292,0.2524679715247201,0.19809025458093424
2025-03-24,75.42638569008025,12.024259868741966,5.697369766321988,3.1905270691403134,1.717015546014846,0.8357963401033175,0.6317056286110984,0.024272356127755322,0.25365002384310226,0.19901771101535712
2025-03-25,74.97372591024694,11.931578004379144,5.662017865605414,3.1707300047390317,1.7090762146385656,0.8306102646954571,0.6277859260850714,0.6446168559047478,0.2520761378522958,0.1977828158533398
2025-03-26,74.9737453210827,11.931568750029085,5.662013474040831,3.1707275454628654,1.7090748890478045,0.8306096204589488,0.6277854391628287,0.6446163559281282,0.2520759423374343,0.1977826624493715
2025-03-27,72.68540818200981,12.9927308835443,6.179637839361584,3.4605971900424874,1.8653194491826368,0.9365960692424187,0.6851779270108583,0.7035475353826592,0.2751208627113034,0.21586406151194573
2025-03-28,72.68540818200981,12.98917547547234,6.179637839361584,3.4605971900424874,1.8653194491826368,0.9401514773143802,0.6851779270108583,0.7035475353826592,0.2751208627113034,0.21586406151194573
2025-03-31,72.67513983262394,12.975536694957562,6.177174915592713,3.459217952731919,1.8645760173299373,0.9609314841297376,0.6849048461206496,0.7117290166445247,0.275011211995566,0.21577802787344408
2025-04-02,72.71549007415304,12.921240424190895,6.175894552945606,3.4585009496495394,1.8641895407418687,0.977652567860814,0.6847628837197498,0.7115814943126779,0.2749542095489482,0.21573330287686707
2025-04-03,72.71555159245153,12.871674954780568,6.175899777836811,3.4585038755886135,1.8641911178717003,1.0271451945577632,0.6847634630385089,0.7115820963203482,0.2749544421639676,0.21573348539018997
2025-04-09,74.10993387760028,11.077958912730502,6.293266205160478,3.627680026207574,1.8996180935713856,1.068648327111908,0.6977766666379304,0.7251049596110244,0.28017965981878845,0.21983327155012633
2025-04-10,74.18303839911506,10.94689285815978,6.2987560388244965,3.6308445769004773,1.9012751961027092,1.0783815475784735,0.6983853613458285,0.7257374937336006,0.28042407022163857,0.25626445801792813
2025-04-11,74.2431268517583,10.875191382539695,6.303858047479277,3.633785570382575,1.9028152339206283,1.0788232683172412,0.6989510552917434,0.7263253429773726,0.2806512144425706,0.2564720328905952
2025-04-16,74.2431268517583,10.87432784034141,6.303858047479277,3.633785570382575,1.9028152339206283,1.079686810515526,0.6989510552917434,0.7263253429773726,0.2806512144425706,0.2564720328905952
2025-04-17,74.248127930304,10.868324261211477,6.304282680580996,3.634030345189703,1.9029434091315376,1.079759539113756,0.6989981372140079,0.7263742688543391,0.2806701193409348,0.2564893090592542
2025-04-22,74.24883326482039,10.82170628327052,6.3043425693391315,3.6340648673669955,1.9029614865121613,1.0797697964992763,0.74477603175316,0.726381169187828,0.28067278562126274,0.256491745629277
2025-04-23,74.24812159944727,10.822005354521117,6.304516797650919,3.63416529924864,1.9030140772087398,1.0797996372743761,0.7447966145608429,0.7264012436307108,0.28068054236117107,0.25649883409620866
2025-04-24,74.24812159944727,10.821141722083082,6.304516797650919,3.63416529924864,1.9038777096467743,1.0797996372743761,0.7447966145608429,0.7264012436307108,0.28068054236117107,0.25649883409620866
2025-04-25,74.2527387487606,10.802640806751953,6.304908846564429,3.6343912912798793,1.9039961030481212,1.0798667850492474,0.7577982221884425,0.7264464151842933,0.2806979965936218,0.2565147845794021
2025-04-28,74.30352349399047,10.74917863447766,6.304908846564429,3.6343912912798793,1.9039961030481212,1.0825442120936788,0.7577982221884425,0.7264464151842933,0.2806979965936218,0.2565147845794021
2025-04-29,74.31315097980612,10.629639675281037,6.305725771760369,3.634862198296936,1.9042428032665388,1.082684477030746,0.8658711662483005,0.726540540633924,0.28073436655097533,0.25654802112504516
2025-05-02,74.31315097980612,10.60458953180418,6.305725771760369,3.634862198296936,1.9042428032665388,1.1077346205076022,0.8658711662483005,0.726540540633924,0.28073436655097533,0.25654802112504516
