date,FUTU SECURITIES INTERNATIONAL,CAITONG INTERNATIONAL SECURITIES CO LTD,HAFOO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FORTUNE ORIGIN SECURITIES LTD,QUAM SECURITIES LTD
2024-06-18,46.21809013551844,0.0,17.979829814056096,0.0,0.0,12.700913961550583,12.503939489442168,10.597226599432712
2024-06-19,46.22656373089649,0.0,17.976997006459744,0.0,0.0,12.698912872223097,12.501969434378445,10.595556956042225
2024-06-20,46.55905511811024,0.0,17.968503937007874,0.0,0.0,12.385826771653544,12.496062992125983,10.590551181102361
2024-06-21,39.532085561497325,0.0,15.254010695187164,15.093582887700535,0.0,10.52139037433155,10.608288770053475,8.990641711229946
2024-06-24,39.52944321903616,0.0,15.252991110219904,15.092574025800415,0.0,10.527371165029075,10.60757970723882,8.990040772675624
2024-07-04,39.51887738055463,0.0,15.248914132976946,15.088539926495157,0.0,10.551286334781155,10.60474440360842,8.987637821583695
2024-07-08,39.502707038299576,0.0,15.252991110219904,15.092574025800415,0.0,10.554107345765658,10.60757970723882,8.990040772675624
2024-07-10,39.50006683598449,0.0,15.251971661542573,15.091565298756851,0.0,10.560085550060153,10.606870739205988,8.98943991444994
2024-07-11,39.502707038299576,0.0,15.252991110219904,15.085889980616269,0.0,10.560791390949802,10.60757970723882,8.990040772675624
2024-07-15,39.44207154297918,0.0,15.383075280298986,15.062733582487986,0.0,10.544580886278696,10.591297383876135,8.976241324079018
2024-07-17,39.43943943943944,0.0,15.38204871538205,15.06172839506173,0.0,10.55055055055055,10.59059059059059,8.975642308975642
2024-07-18,39.4368076871747,0.0,15.381022287468305,15.060723341785668,0.0,10.556519418123582,10.58988389163219,8.975043373815561
2024-08-05,39.43417628611463,0.0,15.379995996530326,15.059718422632947,0.0,10.56248748915727,10.589177286982052,8.974444518582771
2024-08-06,39.43154523618895,0.0,15.378969842540698,15.058713637576728,0.0,10.568454763811049,10.588470776621298,8.973845743261275
2024-08-07,39.42891453732737,0.0,15.377943825472013,15.057708986590166,0.0,10.574421242244313,10.587764360531056,8.973247047835079
2024-08-13,39.449846809644335,0.0,15.43226322099374,15.032636206207538,0.0,10.556813640602105,10.570134541094978,8.958305581457306
2024-08-14,39.21127506120558,0.0,15.331171838814267,14.934162641434526,0.0,10.487659630781447,10.500893270694105,9.534837557070071
2024-08-28,39.28312099808568,0.0,15.294738926661827,14.898673179747837,0.0,10.535348867912074,10.475939005874976,9.512179021717605
2024-09-04,38.190520507877416,0.0,15.402512796649603,15.003656185601278,0.0,11.274346872299407,10.549757362228279,9.579206275344013
2024-09-09,38.19305943358596,0.0,15.403536763728228,15.00465363648451,0.0,10.98923015556442,10.550458715596331,9.859061295040553
2024-09-10,37.82591519620753,0.0,15.255464840663683,14.860416117987885,0.0,11.84487753489597,10.449038714774822,9.764287595470108
2024-09-11,37.098024021697015,0.0,14.961901071935943,14.574454345860776,0.0,13.541263076327004,10.247965904688105,9.576391579491153
2024-09-12,37.70544222037475,0.0,14.817420221270064,14.433714906951462,0.0,13.410500735435186,10.149005563727059,9.483916352241478
2024-09-13,37.589697590978986,0.0,14.84495130702204,14.460533059969247,0.0,13.43541773449513,10.167862634546387,9.501537672988212
2024-09-16,37.729335805152466,0.0,14.811736879115259,14.428178738093717,0.0,13.405357028702936,10.145112830019817,9.480278718915809
2024-09-20,37.62167008196721,0.0,14.837346311475411,14.453125,0.0,13.428534836065573,10.16265368852459,9.496670081967213
2024-09-23,37.73331628739453,0.0,14.810790079263617,14.427256456149323,0.0,13.40450012784454,10.144464331373051,9.479672717974942
2024-09-27,37.729335805152466,0.0,14.811736879115259,14.428178738093717,0.0,13.405357028702936,10.145112830019817,9.480278718915809
2024-09-30,37.73331628739453,0.0,14.810790079263617,14.427256456149323,0.0,13.40450012784454,10.144464331373051,9.479672717974942
2024-10-02,37.6576,0.0,14.828800000000001,14.444799999999999,0.0,13.4208,10.1568,9.4912
2024-10-03,37.80291830044353,0.0,14.893617021276595,14.501510574018129,0.0,13.068072250433888,10.201195603265411,9.532686250562447
2024-10-04,38.184373602504316,0.0,14.802274324410655,14.412572669775761,0.0,12.987925637258032,10.138631572222577,9.474222193828659
2024-10-07,38.14485712459247,0.0,14.811736879115259,14.421786102410023,0.0,12.996228344946623,10.145112830019817,9.480278718915809
2024-10-08,38.17252396166134,0.0,14.805111821086262,14.415335463258785,0.0,12.99041533546326,10.140575079872205,9.476038338658146
2024-10-09,38.06232802201318,0.0,14.826902156523966,14.43655212132847,0.0,13.028732322262751,10.155500095987714,9.489985281883918
2024-10-10,37.97898244265026,0.0,14.846853774189414,14.4559784698193,0.0,13.046264257336922,10.169165705497885,9.502755350506217
2024-10-14,38.058364264687064,0.0,14.827851017534876,14.4374760015359,0.0,13.029566107769103,10.15615000639959,9.490592602073468
2024-10-15,38.06232802201318,0.0,14.826902156523966,14.43655212132847,0.0,13.028732322262751,10.155500095987714,9.489985281883918
2024-10-22,37.91134774520496,0.0,14.86304445442299,14.471742895631534,0.0,13.06049137212137,10.180255308230162,9.513118224388991
2024-10-23,38.06232802201318,0.0,14.826902156523966,14.43655212132847,0.0,13.028732322262751,10.155500095987714,9.489985281883918
2024-11-12,38.02266760581418,0.0,14.836396234872254,14.44579624767881,0.0,13.037074982390983,10.1620029455081,9.496061983735672
2024-11-18,37.54007951776324,0.0,14.858278825189174,14.467102731819931,0.0,13.447479799923048,10.176991150442479,9.510067974862126
2024-11-26,37.28705008325861,0.0,14.839246829768157,14.448571794543358,0.0,13.763289355706418,10.163955424618932,9.497886512104522
2024-12-03,37.289438288605645,0.0,14.840197271504515,14.44309229488247,0.0,13.764170883238327,10.164606417728814,9.498494844040223
2024-12-05,32.80300017046423,0.0,13.165520768225466,12.813228024319564,11.56315699755668,12.210921075061083,9.017557815784988,8.426615148587988
2024-12-17,32.80681818181818,0.0,13.164772727272728,12.812499999999998,11.5625,12.210227272727273,9.017045454545453,8.426136363636363
2024-12-20,32.80495426396228,0.0,13.164024771319813,12.811772058405774,11.561843077097892,12.21521504459974,9.016533151525481,8.42565763308903
2025-01-07,32.79368325380595,0.0,13.161781413315154,12.809588729834129,11.559872756191774,12.23585548738923,9.014996591683708,8.42422176778005
2025-01-10,32.731197455123834,0.0,13.161781413315154,12.809588729834129,11.559872756191774,12.298341286071347,9.014996591683708,8.42422176778005
2025-01-13,32.681073109863306,0.0,13.141625545913449,12.789972208042652,11.542170041404344,12.426975214111508,9.001191083886336,8.416992796778402
2025-01-21,32.677254679523536,0.0,13.142370958593308,12.790697674418606,11.542824730572887,12.427680090754397,9.001701644923427,8.41747022121384
2025-01-27,32.63098272444066,0.0,13.123760974228263,12.77258566978193,11.526479750778815,12.551685075049562,8.98895497026338,8.405550835457378
2025-02-10,32.621744054360136,0.0,13.12004530011325,12.768969422423556,11.523216308040771,12.576443941109853,8.986409966024915,8.403171007927519
2025-02-11,32.61251061420889,0.0,13.116331729408435,12.765355222190772,11.519954712708746,12.601188791395415,8.9838664024908,8.400792527596943
2025-02-13,32.61632514434507,0.0,13.115589267519528,12.764632627646327,11.519302615193027,12.60047548964112,8.983357862560851,8.400316993094078
2025-02-17,32.61251061420889,0.0,13.116331729408435,12.765355222190772,11.519954712708746,12.601188791395415,8.9838664024908,8.400792527596943
2025-02-18,32.61251061420889,0.0,13.116331729408435,12.765355222190772,11.51429380130201,12.606849702802151,8.9838664024908,8.400792527596943
2025-02-19,32.44052664293383,0.0,13.092614567440808,12.74227270158784,11.493473470079675,12.87223823246878,8.96762163078488,8.391252754704187
2025-02-20,32.41122339524643,0.0,13.080788121718513,12.730762716648789,11.483091514706713,12.950939987579742,8.959521255575002,8.383673008524813
2025-02-21,32.367367649546146,0.0,13.063088459153182,12.707898742741165,11.467553701302363,13.074364323166263,8.947398094378983,8.372329029711901
2025-02-27,32.39404869251578,0.0,13.057935076645627,12.702885482416592,11.463029756537422,13.069206492335436,8.943868349864744,8.3690261496844
2025-02-28,32.395874429352425,0.0,13.058671025193034,12.70360142027842,11.463675815814687,13.069943076142703,8.944372428563376,8.363861804655356
2025-03-03,32.346305696559504,0.0,13.068245910885503,12.712915961646926,11.472081218274113,13.079526226734348,8.950930626057529,8.369994359842076
2025-03-10,26.748798357366187,17.43431798030706,10.812450417658313,10.518456297540716,9.491810163796725,10.663120070931914,7.40585188296234,6.9251948294367445
2025-03-12,26.874208823667306,17.516057949270948,10.863144076140467,10.567771578601903,9.536312063387875,10.24426836701205,7.4405738665666465,6.957663275352806
2025-03-13,26.908271523800583,17.53825931837386,10.876912965918693,10.581166087691296,9.548399211341659,10.130504178011455,7.450004694394892,6.966482020467561
2025-03-19,26.913325194853975,17.522772091276178,10.878955770494882,10.583153347732182,9.550192506338623,10.132406798760448,7.4514038876889845,6.967790402854729
2025-03-20,26.905745399924896,17.517837025910627,10.904055576417575,10.580172737514083,9.547502816372512,10.129553135561396,7.449305294780323,6.965828013518588
2025-03-27,27.03263535182041,17.60045274476514,10.9554800980947,10.630069798151293,9.592529711375212,9.705715902659875,7.484436898698359,6.998679494435011
2025-04-03,27.06965761511216,17.6245572609209,10.970484061393153,10.644628099173554,9.605667060212514,9.582054309327038,7.4946871310507674,7.008264462809917
2025-04-08,27.066213280438273,17.625389628790025,10.971002172475677,10.645130820817984,9.606120714083309,9.582506848021158,7.495041088126948,7.008595447246623
2025-04-09,27.047322187588552,17.625389628790025,10.971002172475677,10.645130820817984,9.606120714083309,9.601397940870879,7.495041088126948,7.008595447246623
2025-04-16,26.62997057986144,17.718515706557845,11.023061592483629,10.785802410553288,9.65170352092626,9.618487235456012,7.530606434469014,7.041852519692513
2025-04-17,26.624270324142184,17.71629253476342,11.02463100944426,10.78733804755351,9.653077689715724,9.619856675051018,7.531678610412415,7.04285510891747
2025-04-22,26.621743463199355,17.70986570493048,11.023584681820338,10.819532102690648,9.652161533716129,9.599962036729465,7.530963792530726,7.042186684382859
2025-04-24,26.625225396222834,17.70902533928063,11.023061592483629,10.819018696023535,9.65170352092626,9.599506500901585,7.530606434469014,7.041852519692513
2025-04-25,26.432954383294486,17.751985920182655,11.049802597155496,10.859534795224278,9.675117728202446,9.62279408267136,7.548875041621082,7.058935451648194
2025-04-29,26.62491697504507,17.705664674067748,11.020969731473574,10.831198405920865,9.649871904355251,9.597684789828257,7.529177341303729,7.040516178005503
2025-04-30,26.633451957295375,17.70818505338078,11.022538552787662,10.81376037959668,9.651245551601424,9.599051008303677,7.530249110320285,7.041518386714116
2025-05-02,26.332841011958646,17.780742293582353,11.06770212968698,10.858068512077756,9.690790414026393,9.638382009624088,7.561103435132689,7.070370193911097
