date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB WING LUNG BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-07-25,59.71060805685312,7.823691460055096,6.939050584900388,2.4174711542300473,1.3739369984429273,1.3111350660757775,1.186154030422805,0.0,80.76204735098015
2024-07-26,59.70741406156426,7.823691460055096,6.940647582544816,2.4174711542300473,1.3739369984429273,1.3111350660757775,1.186154030422805,0.0,80.76045035333573
2024-07-31,59.70741406156426,7.824010859583982,6.940647582544816,2.4174711542300473,1.3739369984429273,1.3111350660757775,1.186154030422805,0.0,80.76076975286462
2024-08-02,59.70741406156426,7.824010859583982,6.941605781131472,2.4174711542300473,1.3739369984429273,1.3111350660757775,1.186154030422805,0.0,80.76172795145126
2024-08-05,59.70581706391983,7.824010859583982,6.943202778775902,2.4174711542300473,1.3739369984429273,1.3111350660757775,1.186154030422805,0.0,80.76172795145126
2024-08-06,59.706136463448715,7.824010859583982,6.943202778775902,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76172795145126
2024-08-14,59.70964985826646,7.824010859583982,6.943202778775902,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76524134626901
2024-08-16,59.706455862977606,7.824010859583982,6.946396774064759,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76524134626901
2024-08-19,59.70485886533318,7.824010859583982,6.947993771709187,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76524134626901
2024-08-20,59.70390066674651,7.824010859583982,6.948951970295844,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76524134626901
2024-08-21,59.702303669102086,7.824010859583982,6.950548967940271,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,0.0,80.76524134626901
2024-08-22,59.70262306863098,7.824010859583982,6.950548967940271,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-03,59.7019842695732,7.824010859583982,6.951187766998043,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-04,59.69974847287101,7.824010859583982,6.953423563700244,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-05,59.69815147522657,7.824010859583982,6.955020561344671,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-09,59.697193276639915,7.824010859583982,6.955978759931329,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-16,59.69559627899549,7.9214277158941195,6.86015890126562,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-17,59.69559627899549,8.041202539226253,6.740384077933485,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81252046153233
2024-09-24,59.697193276639915,8.041202539226253,6.740384077933485,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81411745917674
2024-09-25,59.69655447758214,8.041202539226253,6.741022876991257,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81411745917674
2024-09-26,59.69559627899549,8.041202539226253,6.741981075577913,2.4174711542300473,1.3736175989140416,1.3111350660757775,1.186154030422805,1.0469597157344193,81.81411745917674
2024-09-27,59.67164131432906,8.072503693057053,6.7400646784045986,2.4174711542300473,1.3736175989140416,1.3063440731424922,1.186154030422805,1.0469597157344193,81.81475625823452
2024-09-30,59.67228011338683,8.072503693057053,6.7400646784045986,2.4174711542300473,1.3736175989140416,1.3057052740847208,1.186154030422805,1.0469597157344193,81.81475625823452
2024-10-02,59.673557711502376,8.072503693057053,6.740384077933485,2.4171517547011616,1.3736175989140416,1.3050664750269494,1.186154030422805,1.0469597157344193,81.81539505729229
2024-10-03,59.665253323751344,8.07569768834591,6.759228650137741,2.4171517547011616,1.3736175989140416,1.3037888769114065,1.1845570327783768,1.0469597157344193,81.8262546412744
2024-10-04,59.655671337884776,8.080488681279196,6.765616640715455,2.4171517547011616,1.3736175989140416,1.3037888769114065,1.1845570327783768,1.0469597157344193,81.82785163891883
2024-10-07,59.65631013694255,8.080488681279196,6.767533037888769,2.4171517547011616,1.3732981993851558,1.3037888769114065,1.1845570327783768,1.0469597157344193,81.83008743562104
2024-10-08,59.64417295484489,8.080488681279196,6.767852437417655,2.4171517547011616,1.3732981993851558,1.3037888769114065,1.1845570327783768,1.0469597157344193,81.81826965305227
2024-10-09,59.63714616520941,8.096139258194594,6.776156825168683,2.4171517547011616,1.3611610172874995,1.3015530802092068,1.1845570327783768,1.0469597157344193,81.82082484928334
2024-10-10,59.63267457180501,8.096139258194594,6.780947818101968,2.4171517547011616,1.3608416177586138,1.3015530802092068,1.1845570327783768,1.0469597157344193,81.82082484928334
2024-10-15,59.6262865812273,8.096139258194594,6.797237194075138,2.4171517547011616,1.3586058210564138,1.3015530802092068,1.1845570327783768,1.0469597157344193,81.82849043797661
2024-10-22,59.6262865812273,8.113706232283308,6.797237194075138,2.4171517547011616,1.3474268375454146,1.3015530802092068,1.1845570327783768,1.0405717251567053,81.82849043797661
2024-11-11,59.61830159300515,8.113706232283308,6.797237194075138,2.4171517547011616,1.3442328422565577,1.301233680680321,1.1845570327783768,1.0392941270411626,81.81571445682117
2024-11-18,59.61830159300515,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.301233680680321,1.1845570327783768,1.0392941270411626,81.80996526530123
2024-11-19,59.61031660478301,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.301233680680321,1.1845570327783768,1.0392941270411626,81.8019802770791
2024-12-17,59.60552561184972,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.301233680680321,1.1845570327783768,1.0392941270411626,81.79718928414582
2025-02-18,59.5946660278676,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.301233680680321,1.1845570327783768,1.0383359284545055,81.78537150157703
2025-03-05,59.5946660278676,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.3025112787958637,1.1845570327783768,1.0383359284545055,81.78664909969258
2025-03-12,59.5946660278676,8.113706232283308,6.797237194075138,2.4171517547011616,1.3384836507366151,1.3034694773825208,1.1845570327783768,1.0373777298678484,81.78664909969258
2025-03-20,59.59530482692538,8.113706232283308,6.797237194075138,2.41651295564339,1.3384836507366151,1.3034694773825208,1.1845570327783768,1.0373777298678484,81.78664909969258
2025-04-01,59.59530482692538,8.113706232283308,6.797556593604025,2.4161935561145045,1.3384836507366151,1.3034694773825208,1.1845570327783768,1.0373777298678484,81.78664909969258
2025-04-15,59.59530482692538,8.113706232283308,6.797556593604025,2.412999560825648,1.3384836507366151,1.3034694773825208,1.1845570327783768,1.0373777298678484,81.78345510440373
2025-04-16,59.59530482692538,8.113706232283308,6.797556593604025,2.4513275042919314,1.3384836507366151,1.3034694773825208,1.1845570327783768,1.0373777298678484,81.82178304787
2025-04-25,59.59530482692538,8.113706232283308,6.797556593604025,2.4513275042919314,1.3384836507366151,1.3052261747913922,1.1845570327783768,1.0373777298678484,81.82353974527888
