date,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,FB SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-06-20,47.7749127424867,13.61605556679929,10.729014194834027,10.219552502074473,0.0,2.884105056318439,4.289691323666197,4.34713929400595,3.9342241823591513,2.2053051374557775
2024-06-21,44.2031296723998,12.598082032928115,9.926883765702959,9.45551082171548,7.474075302457872,2.67067952764233,3.9689822743717187,4.022135277413961,3.640090828223684,2.0404304971440803
2024-06-24,44.80967705938093,12.900116700871484,9.592380045525829,9.73738515609025,7.5220232537013505,2.267504049534288,4.047535831273296,3.7581465606723805,3.260831552303651,2.1043997906465406
2024-06-25,44.84697092130683,12.910786029308197,9.60036351964202,9.753102786887982,7.528283626795653,2.2583212748302985,4.050904484036216,3.761274362703742,3.183841769768916,2.10615122472015
2024-06-26,45.017539138691156,12.991318691384626,9.589535634446039,9.591721032932288,7.519792761770909,2.255774200081569,3.9932597640008476,3.7570321642800444,3.180250835624109,2.103775776788414
2024-06-27,44.987692133746116,12.98270533844168,9.583177692120044,9.629562199223493,7.514807076279421,2.2542786029211532,3.9906121993804056,3.754541220533864,3.1781423027226348,2.12448123463119
2024-06-28,44.9890600514702,12.98005944810982,9.583469082898196,9.629855000391608,7.515035575171122,2.2543471476165955,3.9907335398826307,3.754655382946688,3.178238938868642,2.1245458326445017
2024-07-02,44.989066017277,12.98006116933998,9.583470353721033,9.629856277365484,7.515036571707842,2.254347446555927,3.990734069076734,3.7546426202632563,3.178239360321312,2.1245461143714364
2024-07-03,44.98608331124379,12.979200611204666,9.582834984344126,9.629217832673024,7.514538336316299,2.2431482425596183,3.990469489532447,3.7543936932197015,3.1957082386817772,2.124405260224548
2024-07-04,44.993676766441446,12.971142844382985,9.5844525252093,9.630843202761257,7.515806757703267,2.2435268762264733,3.9911430634258824,3.7550274185455224,3.196247660332853,2.118132884971015
2024-07-05,44.70907102601907,12.889094388274073,9.523826446090672,9.569923681228445,7.468265816378307,2.642247561867043,3.9658972442723526,3.7312751396573347,3.3956639778589546,2.1047347183537495
2024-07-08,44.83508318373534,12.911752245702168,9.508164071223376,9.554185497317256,7.455983906424693,2.6379022630482947,3.9593751420819596,3.725138884413591,3.3111414216856185,2.101273384367702
2024-07-09,44.84786727980995,12.95930092725458,9.510875191050713,9.556909739509734,7.4581098758179,2.638654423935965,3.960504102454452,3.7262010555975817,3.2397048715232586,2.1018725330458636
2024-07-10,44.81346515520392,12.949360042384296,9.503579541708158,9.626287274041838,7.452388871880911,2.6366303518052177,3.957466059312171,3.723342742799294,3.2372197426322558,2.100260218231946
2024-07-11,44.81346515520392,12.942785028417045,9.503579541708158,9.626287274041838,7.452388871880911,2.6366303518052177,3.957466059312171,3.729917756766541,3.2372197426322558,2.100260218231946
2024-07-12,44.83115108187579,13.037786970522083,9.507330191436154,9.531422218586021,7.455330005816031,2.637670915191721,3.959027899136183,3.73138979316698,3.2078018246264994,2.101089099642541
2024-07-16,44.85475404401107,13.088524991932976,9.512335665288616,9.536440376547434,7.459255130814762,2.63905961133791,3.961112270903154,3.733354316715334,3.112968299338825,2.1021952931099173
2024-07-18,44.858690287533506,13.080898047190622,9.513170423397176,9.537277249972766,7.4599097201736075,2.6392912028720037,3.961459879598158,3.733681938437029,3.1132414788838916,2.102379771941242
2024-07-24,44.824271562962515,13.07086146734084,9.505871253704502,9.52995958383673,7.454185955695926,2.637266154071158,3.958420370517065,3.730817196523009,3.200732975165149,2.0876134801830997
2024-07-25,44.72712342634589,13.040519080339102,9.485269074416038,9.509305197645512,7.438030416512818,2.850295242897021,3.949841242523856,3.722731355391372,3.1937959913949183,2.083088972533474
2024-07-26,44.72712342634589,13.040519080339102,9.485269074416038,9.509305197645512,7.438030416512818,2.9356057401531195,3.949841242523856,3.722731355391372,3.10848549413882,2.083088972533474
2024-07-29,44.688022324746754,13.029118868959413,9.476976914282274,9.500992024783352,7.431527982179153,3.2849107429905877,3.9463882338818244,3.7194768895146835,2.841318112794871,2.0812679058670875
2024-07-31,15.492831799542985,4.517048117863513,3.285560686354657,3.2938864534905776,2.5764266810648393,1.1388413935132307,1.3681681565346178,1.289500560413643,0.9835374453820523,0.7215520382858782
2024-08-01,44.7163638038978,13.037382033932293,9.482987284167951,9.507017625232347,7.43624111300058,3.2869940580377155,3.948891062918198,3.721835809673444,2.779699347546345,2.082587861593327
2024-08-05,44.72516674623564,13.083695655043625,9.484854121789613,9.508889193509383,7.437705024556876,3.281079082632658,3.9496684485857294,3.7225684968428916,2.723375387286425,2.082997843517159
2024-08-07,44.690952535782806,13.07368678645332,9.477598323351149,9.50161500853238,7.4320152703645626,3.5408506554620507,3.946647000095988,3.7197207770635843,2.5355092674795396,2.0814043754146194
2024-08-09,44.690952535782806,13.07368678645332,9.477598323351149,9.50161500853238,7.4320152703645626,3.623906482338772,3.946647000095988,3.7197207770635843,2.452453440602819,2.0814043754146194
2024-08-12,44.45772911060805,12.911999526077953,9.428138694097719,9.452030046224685,7.393230685141912,3.698488587909136,3.926051096918918,3.700309107114821,2.9614807510512082,2.070542394855596
2024-08-15,44.454829401876,12.911157354457337,9.427523753644277,9.45141354748287,7.39274846942814,3.70476975294248,3.9257950243556996,3.700067758336018,2.9612875915766823,2.0704073459004975
2024-08-19,44.4538629163548,12.910876654996493,9.427318791318896,9.451208065773201,7.392587744835251,3.706863292543154,3.9257096742576048,3.6999873157392527,2.9612232106844405,2.070362333496902
2024-08-20,44.44420037198367,12.908070331532908,9.42526965812448,9.449153739977756,7.390980883194535,3.775613143899611,3.924856377346444,3.6513636211611975,2.960579555694999,2.0699123170843943
2024-08-22,44.44323434857037,12.907789766283532,9.425064793798196,9.44894835651552,7.390820235449256,3.7777046431246104,3.9247710680569834,3.651284256413514,2.9605152055853377,2.0698673262026808
2024-08-23,44.44130242772115,12.907228672372783,9.424655091861617,9.448537616374736,7.390498960908485,3.7818873688259425,3.924600460603095,3.6511255372679607,2.960386513757798,2.069777350306434
2024-08-26,44.407520980538294,12.897417419329921,9.417491069413803,9.44135543995311,7.384881174375139,3.855026248928971,3.92161722933103,3.648350184212191,2.9581362165074414,2.068204037410095
2024-08-27,44.370902081500624,12.88678207612911,9.40972530931181,9.433570001045453,7.378791525321137,3.9277983029428962,3.9183834233852264,3.6518517983727397,2.955696906925188,2.0664985750658125
2024-08-30,44.373092986393914,12.887418387598675,9.410189933925185,9.427525400303722,7.379155868386097,3.9279922460929804,3.902788523981153,3.6520321160944738,2.9732039245245883,2.06660061269921
2024-09-04,44.35576655215884,12.882386216250577,9.406515521661884,9.423844219032496,7.376274517318161,3.9655056401827387,3.9012645957592706,3.650606101137542,2.9720429727225235,2.0657936637759717
2024-09-05,44.211904097609754,12.84492828857617,9.37600664949283,9.395441394427403,7.35235048128011,4.06508106692196,3.8907735765811573,3.6387658107959493,3.1656551173327587,2.059093516981907
2024-09-09,44.21102012764019,12.797102895792396,9.375819186218362,9.395253542575894,7.352203478857033,4.127703816828495,3.89069578470428,3.638693057546147,3.165591823427761,2.0459162864094473
2024-09-10,44.27995470206067,12.817056356250664,9.390438122935482,9.407737202497415,7.363667159550322,4.008536210691606,3.8967622237356303,3.6443665696398404,3.1423751387630046,2.0491063138753685
2024-09-11,44.28858664174171,12.823886917419747,9.392268696069559,9.409571147916138,7.365102633709683,4.007151633888557,3.8975218590309453,3.6450770028960715,3.1213277004216033,2.0495057669059875
2024-09-16,44.284749808657395,12.820610137741136,9.391455019905962,9.38276620855816,7.364464576106198,4.043623316806219,3.897184206783505,3.644761220589612,3.1210572918514488,2.0493282130003605
2024-09-17,44.22992947472134,12.800754562398733,9.384837261712512,9.357744710412561,7.359275151710766,4.16413833695631,3.8944380271275136,3.6421403204695606,3.1188580157625365,2.0478841387281728
2024-09-19,44.12916028546342,12.713151749601714,9.375972772963895,9.32488220850193,7.352323916440396,4.363455946846456,3.8907595187942365,3.636537877786842,3.1678059227202544,2.045949800880858
2024-09-20,44.129178033214586,12.713156862544094,9.375976543768294,9.324845741018366,7.3523268733789475,4.363457701729845,3.8907610835698025,3.6365393403202084,3.1678071967402195,2.045950623715639
2024-09-23,44.13589982765933,12.710768194623723,9.377404700599099,9.305667813542811,7.353446786147236,4.364122347369003,3.8880696435851423,3.6370932611278306,3.1682897198636066,2.059237705482216
2024-09-24,44.13202186535548,12.7063675785597,9.376580763122377,9.286621935357454,7.352800681965574,4.361576514114572,3.8877280217405343,3.6151498565575366,3.2393699948567063,2.041782788370068
2024-09-25,44.13823296469631,12.70126106455978,9.391992518574146,9.300570023454657,7.364886064564925,4.36874539073579,3.8941180603961705,3.550360797668829,3.244694364095318,2.045138751254081
2024-09-26,44.17076114353702,12.710621405100397,9.398914055568142,9.307424185588548,7.370313702124435,4.332949378553846,3.9034904770884853,3.557312344634831,3.2015673680067094,2.046645939797584
2024-10-02,44.405612775971186,12.778209077600453,9.448887165650751,9.356910852948424,7.409500941820646,4.355987248141404,3.9242449555489403,3.5762196905258086,2.686899534984357,2.057527756808033
2024-10-09,44.5249504117809,12.81254980990599,9.474280528896752,9.382057034925612,7.429413567041871,4.367693723681626,3.934791147484092,3.585830583751325,2.4253759433294704,2.0630572492023638
2024-10-18,44.52495060634732,12.812549865894644,9.474280570297738,9.382057075923598,7.429413599507137,4.367693742767701,3.934790727695551,3.5858305994207917,2.425375953927948,2.063057258217571
2024-10-21,44.61220305661259,12.837657729120119,9.49284665926587,9.393573400145849,7.443972504834676,4.376252808547112,3.753407456450266,3.5928575023544256,2.43012879456927,2.067100088099821
