date,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-07-16,30.404579602274733,19.942192189414836,15.343281351008686,12.986356998956456,12.053805826979016,5.349518696426216,0.0,3.9202653349400567
2024-07-19,30.864016869259597,19.942192189414836,15.343281351008686,12.986356998956456,11.594368559994154,5.349518696426216,0.0,3.9202653349400567
2024-08-09,30.860498640189366,19.93991895321936,15.352931479499837,12.98487666738122,11.59304690297551,5.348908897893859,0.0,3.919818458840849
2024-08-12,30.8636650102546,19.941964842471275,15.34424646287071,12.986208950610333,11.594236380731733,5.349457710316283,0.0,3.920220642745067
2024-08-19,30.864016869259597,19.942192189414836,15.343281351008686,12.986356998956456,11.594368559994154,5.349518696426216,0.0,3.9202653349400567
2024-09-04,30.860498640189366,19.93991895321936,15.352931479499837,12.98487666738122,11.59304690297551,5.348908897893859,0.0,3.919818458840849
2024-09-05,30.88214846005826,19.95390756884644,15.363702148012557,12.99398605489133,11.60117986868379,5.28250753812819,0.0,3.9225683613794344
2024-09-24,30.88569624007865,19.95288334611636,15.36291353791682,12.993319080975274,11.600584386717351,5.282236390019794,0.0,3.9223670181757457
2024-09-27,30.921056515055668,19.95288334611636,15.36291353791682,12.957958805998263,11.600584386717351,5.282236390019794,0.0,3.9223670181757457
2024-10-02,30.922467388539314,19.953793761128267,15.35220745989493,12.965394291358109,11.601113701001877,5.282477409185923,0.0,3.9225459888915877
2024-10-03,30.90749268236726,19.958119367259442,15.355535528908298,12.968204944295147,11.603628603639152,5.28362255065338,0.0,3.923396322877319
2024-10-04,30.906082186433277,19.957208557492155,15.354834762895011,12.967613126623847,11.603099059844284,5.28794503215154,0.0,3.923217274559887
2024-10-07,30.7985945661645,19.887799797038063,15.310527969518908,12.92365026808349,11.562744883013904,5.269554198134164,0.3375555192280077,3.9095727988189624
2024-10-08,30.79569135668138,19.8749198150228,15.300612376697979,12.906190917930369,11.555256475665674,5.311589346932279,0.34869887797074844,3.9070408330987703
2024-10-09,30.79333950654598,19.88147070291035,15.305655546543365,12.878620869068872,11.559065154663548,5.3133400773322155,0.3601795267058031,3.9083286162298676
2024-10-10,30.79333950654598,19.88147070291035,15.305655546543365,12.92408373138579,11.559065154663548,5.267877215015295,0.3601795267058031,3.9083286162298676
2024-10-17,30.755049817318763,19.87582312909564,15.301307788735437,12.978361171795788,11.55578166147205,5.266380810354734,0.3600772133259725,3.9072184079016146
2024-10-18,30.7581952236617,19.877855886009147,15.30287269696546,12.979688505674067,11.556963504101194,5.247601214644542,0.3692049587123685,3.9076180102315226
2024-10-21,30.734227441749507,19.88734758525361,15.310179836430047,12.985886321992346,11.56248196758082,5.250106950311906,0.3602859943174065,3.90948390236436
2024-10-29,30.753774823616304,19.885651974202606,15.308874478336804,12.984779135010257,11.561496141184554,5.24965932202333,0.34661354896447555,3.9091505766616663
2024-10-31,6.888855606610392,4.4576056506688415,3.431666483379182,2.910692841250409,2.5916470124282576,1.176773640024237,0.07820721307511397,0.8762826445141558
2024-11-05,30.74051828452412,19.89141823180232,15.313313604291448,12.979447219417228,11.564848636997848,5.2511815697223625,0.3489883372225519,3.9102841160221224
2024-11-07,30.75030916035868,19.897753661943028,15.318190905016426,12.951731114586346,11.568532049099177,5.252854074598762,0.34909949024365033,3.911529544153928
2024-11-08,30.76360675757637,19.906358203521897,15.324815070376726,12.957331933190652,11.53029093626849,5.255125607459229,0.3492504540725326,3.913221037534108
2024-11-18,30.80691449329661,19.893906669583494,15.315229316267532,12.949227052495363,11.523078677378905,5.251838498175711,0.3490319960382992,3.9107732967640905
2024-11-25,30.803373168255234,19.89492484631812,15.316013154778199,12.949889798226263,11.523668432363456,5.252107289010093,0.3490498596114982,3.9109734514371413
2024-12-13,30.783298810622796,19.900696483675624,15.320456422313763,12.953646639144859,11.527011517885692,5.253630956923847,0.3491511210751593,3.912108048358261
2024-12-17,30.773320987997128,19.894246050248622,15.328000907657893,12.949447960201576,11.52327525566646,5.251928092063542,0.3490379503595361,3.930742795805241
2024-12-27,30.773320987997128,17.17950643634112,15.328000907657893,12.949447960201576,11.52327525566646,5.251928092063542,3.0637775642670393,3.930742795805241
2025-01-02,30.802642691462633,17.195875563144387,15.342605866853184,12.962128081544924,11.534254963060727,5.25693227988577,3.0666968194640565,3.8388637345843177
2025-01-20,30.848774285166865,17.220674328056397,15.353331695152175,12.98082121327138,11.550888909742522,5.264513483139336,3.050598918160881,3.730397167310451
2025-01-21,30.769367163422494,17.24101749085444,15.368044802901062,13.02811421567436,11.53371713213144,5.270732569151869,3.0542026580169086,3.734803967847426
2025-01-22,30.73630639991177,17.220576168425936,15.349824117313423,13.046868424841252,11.509782321416619,5.321484512450432,3.084782151981034,3.7303759036595365
2025-01-27,30.71179793903136,17.206844856280924,15.33758450208427,13.036465136292469,11.500604671828661,5.328632393912261,3.1506691173592234,3.7274013832108364
2025-02-03,30.711623019182138,17.206746854245555,15.337497146470188,13.036390886763979,11.50053916983366,5.328602044546954,3.1512207252588493,3.727380153698672
2025-02-04,30.69431581153111,17.197050175544497,15.328853863508712,13.029044367696713,11.494058163623508,5.325599167687693,3.262721987323405,3.668356463084362
2025-02-05,30.695104822331647,17.196854395667497,15.328679352119066,13.0288960384962,11.493927309478726,5.3255385383856115,3.2626848428536936,3.668314700667564
2025-02-07,30.691610734849622,17.194896842043818,15.326934456737531,13.038796139747152,11.492618931880285,5.324932321281948,3.262313444667136,3.667897128792507
2025-02-17,30.686545720736113,17.192059180770915,15.32440506393339,13.036644356739039,11.490722313368014,5.324053551588374,3.2782779944570994,3.6672918184070493
2025-02-18,30.686650497195338,17.19211788151567,15.324457387740603,13.036347428157718,11.490761547409175,5.324071730091909,3.2782891878434044,3.66730434004618
2025-02-19,30.667802254154736,17.18155820129762,15.315044855169289,13.02834029017731,11.483703733576188,5.320801598086348,3.4127681353738337,3.5899809321646763
2025-02-20,30.678052675857938,17.17901799309988,15.312780601716018,13.026414114657003,11.482005924912812,5.320014943949413,3.412263574524759,3.5894501712821776
2025-02-26,30.69061793780994,17.186054256562954,15.31905248283921,13.03174953497769,11.486708779220592,5.322193940839001,3.413661185582938,3.5499618821676724
2025-02-27,30.72907564947999,17.082281994495315,15.33824843727184,13.048079322380083,11.501102511375619,5.328863060386989,3.417938766369367,3.5544102582408006
2025-02-28,6.874075488140672,3.747395475235989,3.4311568241216053,2.918847389371633,2.5727896198979274,1.192063417751532,0.7951703736708557,0.7951194077450982
2025-03-06,30.804170197679166,16.79286301355495,15.375731466364616,13.079965723154318,11.529208468962365,5.341885533581421,3.5633247800330112,3.5128508166701544
2025-03-07,30.80157553700305,16.79113730377173,15.375293214884639,13.087185273727142,11.528023675884997,5.341336577508911,3.5629585968259723,3.5124898203935566
2025-03-12,30.801624775203063,16.791164145430397,15.375157937121548,13.087206194392234,11.52804210413503,5.341345115961705,3.5629642924329317,3.5124954353230953
2025-03-18,31.356858083898885,16.693760261798417,15.250209185774672,12.813762811697474,11.46116907127737,5.276304329646755,3.6558164594417706,3.4921197964646553
2025-03-19,31.279561865124517,16.69612945447901,15.252373508456548,12.88370336082713,11.462795650157673,5.277053147252994,3.655767612620427,3.4926154010816965
2025-03-20,31.421566200874373,16.690444521420066,15.247180165734694,12.873641635088159,11.45889263622159,5.275256341953154,3.5415923124565616,3.491426186251402
2025-03-21,31.428959744508994,16.688645099604575,15.245536344410478,12.872253708506978,11.45765723584837,5.274687608667961,3.5412104880863104,3.4910497703663337
2025-03-24,31.316299375097824,16.987283301298906,15.190887136469932,12.82611177858809,11.41658607386049,5.255779943274266,3.5285166514148556,3.478535739995635
2025-03-25,31.3302934263442,16.994874265678433,15.19767536040787,12.820530323679439,11.421687707634732,5.258128549442093,3.530093409966438,3.4467169568467972
2025-03-27,31.332951937604363,16.996316354457676,15.198964949066497,12.813132767626065,11.422656887366553,5.258574724451241,3.5303929537004253,3.4470094257271775
2025-03-31,7.057297991239425,3.8281764675618635,3.4233488442955338,2.885974367257949,2.5727896198979274,1.1844185288878846,0.7951703736708557,0.7533273486238251
2025-04-02,31.365777378408676,17.014122259802807,15.214321601183562,12.826556230950526,11.434623641990594,5.264083781934118,3.5340915105790875,3.346423595150631
2025-04-03,31.401341798184905,17.033413903012274,15.231572521302875,12.841099757947402,11.447588911439551,5.270052519233351,3.538098677769415,3.236831911110226
2025-04-07,31.401519822918537,17.033510471145966,15.23109194066975,12.841172558446779,11.447653811658775,5.2700823969278145,3.538118736436931,3.2368502617954444
2025-04-09,32.223557086255404,16.827445542327684,15.04683198545409,12.693665988298253,11.309164451416107,5.206326945235751,3.4953159221368755,3.1976920788758294
2025-04-11,32.22175242652756,16.82650313199069,15.04990960252064,12.694635218478027,11.308531088886129,5.206035368221365,3.49512016920172,3.197512994173872
2025-04-14,32.21940667105511,16.82527815635059,15.044893943666168,12.704911101145175,11.307707823647915,5.205656366924568,3.4948657231630555,3.1972802140474217
2025-04-15,32.15642993403927,16.80495078479713,15.026717533960879,12.689561729437514,11.29404647575142,5.199367180489326,3.4906434194707168,3.3382829420537474
2025-04-17,32.317211990961006,16.79490986552901,15.017739104951744,12.561734065070212,11.28729830907568,5.19626057061149,3.488557768092291,3.3362883257085674
2025-04-22,32.316833647422115,16.79500374826967,15.017823053393087,12.561804284561173,11.287361404531886,5.1962896174588655,3.4885772689629024,3.3363069754002996
2025-04-23,32.30850901928434,16.797069434145666,15.019670156581302,12.563349312003652,11.288749683056858,5.1969287302707015,3.4890063432816594,3.336717321375826
2025-04-24,32.299480281655555,16.792375428217913,15.015472851746416,12.587783821740084,11.285594998358023,5.195476428465221,3.4880313269836356,3.3357848628331515
2025-04-25,32.30023704006484,16.79218772254933,15.01530500834732,12.587643115120681,11.285468847643756,5.19541835327623,3.487992337666426,3.335747575331415
2025-04-28,32.30150077501931,16.79284471074916,15.010862166566833,12.58925344873896,11.285910387482696,5.195621622118127,3.4881288040902665,3.335878085234641
2025-04-29,32.260930154367166,16.771752931231685,14.992008553576428,12.706298049731954,11.271735306509406,5.1890959317066745,3.483747721258164,3.3244313516185215
2025-04-30,7.363603205042901,3.8281764675618635,3.4219472813371983,2.886214977393451,2.5727896198979274,1.1844185288878846,0.7951703736708557,0.7588061856427725
2025-05-02,32.2699370380697,16.776435413336706,14.996194151352537,12.681926643896247,11.274882246431646,5.1905446680994105,3.4847203438832457,3.325359494930503
