date,PHILLIP SECURITIES (HONG KONG) LTD,KOALA SECURITIES LTD,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,RUIBANG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-11-01,20.042835429045184,19.828658283819262,16.45018654138455,15.786928285201048,10.391046013541523,10.515406936575928,6.9849385104324995
2024-11-06,20.03868204738551,19.824549285072873,16.446777647302618,15.804379360364717,10.388892726393589,10.513227878704152,6.983491054776541
2024-11-08,20.042835429045184,19.828658283819262,16.45018654138455,15.814564045875363,10.391046013541523,10.487771175901617,6.9849385104324995
2024-11-11,20.0331468821214,19.819073268420688,16.442234652303018,15.85525861473655,10.386023064705476,10.482701470892893,6.981562046819971
2024-11-26,20.037297969332784,19.823179997237187,16.445641663213152,15.837822903715985,10.388175162315237,10.48487360132615,6.983008702859511
2024-11-28,20.026232224216482,19.81223250034516,16.4365594366975,15.884302084771504,10.382438216208753,10.479083252795803,6.979152284964793
2024-12-06,20.02071108042803,19.81360027614774,16.437694166379014,15.885398688298238,10.383154987918536,10.479806696582672,6.979634104245772
2024-12-09,20.03039093797486,19.823179997237187,16.445641663213152,15.844729935073905,10.388175162315237,10.48487360132615,6.983008702859511
2024-12-16,20.027624309392262,19.82044198895028,16.443370165745858,15.856353591160222,10.386740331491714,10.48342541436464,6.982044198895028
2024-12-23,20.016565433462176,19.809497515184983,16.434290447266704,15.55770292655991,10.726118166758697,10.477636664826063,6.978188845941469
2025-01-16,19.81686483531502,19.61186278529452,16.270329369960365,15.409320759874264,11.609949432827662,10.37310373103731,6.908569085690856
2025-02-07,19.81821909382902,19.61320303423768,16.27144126289893,15.403539943962278,11.610742841522587,10.373812615321533,6.909041208227978
2025-02-28,19.808743169398905,19.60382513661202,16.26366120218579,15.443989071038253,11.6051912568306,10.368852459016393,6.905737704918033
2025-03-10,19.80603742658107,19.601147384237123,16.261439694030873,15.455538860811366,11.603606064745254,10.36743614260347,6.904794426990849
2025-03-13,19.820928166222405,19.61588408174424,16.273665504750188,15.391975941494088,11.612329984279954,10.375230674595038,6.909985646914087
2025-03-19,19.80603742658107,19.601147384237123,16.261439694030873,15.455538860811366,11.603606064745254,10.36743614260347,6.904794426990849
2025-03-21,19.80739020558705,19.602486168977528,16.26255037224233,15.449764360357898,11.60439860665255,10.368144252441773,6.9052660337408645
2025-03-24,19.814156873462696,19.609182836840667,16.26810603990161,15.420880021863898,11.60836294069418,10.37168625307461,6.907625034162339
2025-03-26,19.81821909382902,19.61320303423768,16.27144126289893,15.42404154992141,11.610742841522587,10.3533110093624,6.909041208227978
2025-03-31,19.811449651591747,19.606503620713212,16.265883317393087,15.452930728241562,11.606776882087717,10.349774559366033,6.906681240606641
2025-04-03,19.823637979356075,19.618565862328254,16.275890354774763,15.455601886663475,11.613917561008954,10.301456012030897,6.910930343837583
2025-04-09,19.83448464537309,19.62930032145544,16.284795841597703,15.409342726215716,11.620272211203064,10.307092538130087,6.914711716024896
2025-04-30,19.837198166769273,19.631985771940624,16.287023736233667,15.404610438470485,11.621861960462413,10.301662220398113,6.915657705725425
