date,ZHONGTAI INTERNATIONAL SECURITIES LTD,ARTA GLOBAL MARKETS LTD,THE BANK OF EAST ASIA LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-04-15,0.0,0.0,0.0,34.0662861136999,15.269687791239514,28.023066169617895,11.550559179869525,2.2046831314072692,8.885717614165891
2024-04-17,55.83169322991034,0.0,0.0,15.046501755875429,6.744362546469597,12.377313832182045,5.101686412225524,0.9737712087883815,3.9246710145486823
2024-04-22,55.825230231002735,0.0,0.0,15.044759993826206,6.755157688943767,12.375881051602613,5.101095848124711,0.973658486391933,3.9242167001080417
2024-04-24,55.82738439771047,0.0,0.0,15.042768023667117,6.7554183548781275,12.376358608270628,5.100006431281755,0.9736960576242845,3.9243681265676247
2024-04-25,55.82882060121168,0.0,0.0,15.043155010740517,6.760737301107496,12.376676999858509,5.0924198963250715,0.9737211067234349,3.9244690840332894
2024-05-02,55.83743937425223,0.0,0.0,15.013315150969369,6.779791846238953,12.377301205439272,5.093206056785581,0.9738714283876446,3.9250749379269534
2024-05-03,55.81948659910489,0.0,0.0,15.040639950614743,6.777612017079068,12.373321672925561,5.091568496321827,0.9735583106126858,3.9238129533412214
2024-05-06,55.83959448332647,0.0,0.0,15.078221490325236,6.715726636475916,12.37906545903664,5.088256484149856,0.9739090160559901,3.925226430629889
2024-05-07,55.734189406099524,0.0,0.0,15.049759229534509,6.871268057784912,12.376243980738364,5.078651685393258,0.9720706260032103,3.917817014446228
2024-05-08,55.73490510311528,0.0,0.0,15.049952487351362,6.870072167860903,12.376402907260447,5.078716901661658,0.9720831086113465,3.917867324138994
2024-05-09,55.727748959991786,0.0,0.0,15.04802013250475,6.869190077551229,12.374813825689488,5.078064814339274,0.9847979045760362,3.9173642853474395
2024-05-10,55.71344218525365,0.0,0.0,15.044156911070036,6.867426576299035,12.369069624152804,5.076761141918258,1.012784966112138,3.9163585951940854
2024-05-13,55.714157349524406,0.0,0.0,15.050768263096415,6.859812844178016,12.369228399419791,5.076826309641477,1.012797966702181,3.916408867437711
2024-05-14,40.259908911295184,27.82750656265363,0.0,10.875917148237127,4.960716836569054,8.8454367527155,3.668592948509837,0.7318634225977905,2.830057417421874
2024-05-20,40.260282359052376,27.827764688421798,0.0,10.875090440235237,4.960762851789325,8.845518802293007,3.6686269780902734,0.7318702113054931,2.8300836688124966
2024-05-21,40.25654819321808,27.825183646212064,0.0,10.874081768939675,4.969577799213474,8.844698375009274,3.668286710692291,0.7318023298953773,2.8298211768197667
2024-05-22,40.25132152462209,27.82157099137531,0.0,10.872669943429472,4.981915978855606,8.8435500324585,3.6678104423629785,0.7317073170731708,2.829453769822869
2024-05-31,40.217753891771686,27.798369162342475,0.0,10.86360266864344,4.977761304670126,8.836174944403261,3.6647516679021495,0.8144922164566346,2.8270941438102297
2024-06-03,40.15375790992858,27.754135366169557,0.0,10.841690411871369,4.992043814528365,8.822114495059765,3.6191392517485106,0.9945231839544093,2.8225955667394445
2024-06-07,40.15487237369205,27.75490567957887,0.0,10.841991321966157,4.9921823682335855,8.81958386144751,3.619239700617084,0.994550786851576,2.8226739076131704
2024-06-11,40.15635842161262,27.75593283064255,0.0,10.842392561410001,4.988666327427488,8.819910255817181,3.6193736411157884,0.9945875930980248,2.8227783688763473
2024-06-14,40.16156045562639,27.759528458143258,0.0,10.843797133366028,4.976358134929814,8.821052826382655,3.6198425109418806,0.9947164364168001,2.823144044193169
2024-06-19,40.16156045562639,27.759528458143258,0.0,10.843797133366028,5.022624015693387,8.774786945619084,3.6198425109418806,0.9947164364168001,2.823144044193169
2024-06-21,40.18201007258184,27.773663161013186,0.0,10.849318619463782,4.974263072137461,8.779254925196266,3.6216856761961194,0.9952229299363057,2.8245815434750408
2024-06-24,40.163046998621226,27.760555951400516,0.0,10.845123858347137,4.971915570895833,8.775111736237704,3.666244089314962,0.9947532549251853,2.823248540257433
2024-06-27,40.167879023451235,27.763895829862843,0.0,10.846428637533085,4.960482721602162,8.776167471819646,3.6666851759305534,0.9948729339034186,2.823588205897052
2024-07-03,40.17345588167236,27.767750534529196,0.0,10.847934542156073,4.963022612204852,8.761650885328446,3.6671942539268225,0.9950110608206296,2.8239802293616196
2024-07-04,40.17345588167236,27.767750534529196,0.0,10.85163690889401,4.959320245466914,8.761650885328446,3.6671942539268225,0.9950110608206296,2.8239802293616196
2024-07-08,40.1753151785549,27.769035673954495,0.0,10.852139141381418,4.957698502323343,8.759279486087713,3.667363978006924,0.9950571116500362,2.824110928041172
2024-07-15,40.15858769973815,27.75747369979367,0.0,10.847620721879366,4.997270515086187,8.755632454038249,3.6658370266194176,0.9946428075759399,2.822935075269016
2024-07-17,40.15821613619541,27.757216876387865,0.0,10.847520355292376,4.998149518874907,8.755551443375277,3.6658031088082903,0.9946336047372316,2.8229089563286456
2024-07-18,40.161188837071585,27.759271596713305,0.0,10.84369679472944,4.9985195055148415,8.753423643496928,3.6660744688726035,0.99470723221556,2.8231179213857427
2024-07-19,40.16081722539395,27.759014740036825,0.0,10.843596457949719,4.999398554680632,8.753342648024946,3.66604054666753,0.994698028184653,2.8230917990617455
2024-07-23,40.140389168393014,27.74489493933116,0.0,10.838080793134065,5.04772121929565,8.748890204202427,3.664175791654336,0.9941920686593667,2.8216558153299793
2024-07-24,40.1496720720054,27.75131124945654,0.0,10.840587217746037,5.025762467276579,8.75091348066196,3.665023172344893,0.9944219864388593,2.82230835406973
2024-07-25,40.150414889779,27.75182468247287,0.0,10.840787781796653,5.025855449995837,8.749225261560948,3.665090979731917,0.9944403844552779,2.822360570207491
2024-08-01,40.14930067342559,27.751054540072523,0.0,10.840486938503663,5.028491082661142,8.748982461333531,3.664989269592245,0.994412787685932,2.8222822467253756
2024-08-05,40.09144651764271,27.711065952336966,0.0,10.824866063181231,5.165342693515611,8.736375392573434,3.6597081101053024,0.9929798632920748,2.8182154073526697
2024-08-12,40.09070588017957,27.710554026343498,0.0,10.824666087823982,5.167094640778851,8.736213999371895,3.6596405017457654,0.9929615192773087,2.818163344479134
2024-08-13,40.091816846636306,27.711321922426773,0.0,10.81942378924616,5.170008959994088,8.736456091410414,3.6597419152218293,0.992989035553626,2.818241439510803
2024-08-14,40.0881138645411,27.708762434307143,0.0,10.818424479767986,5.2609703608604494,8.65344650823412,3.6594038921574965,0.9928973205626727,2.8179811395690364
2024-08-15,40.08441156641639,27.706203418945503,0.0,10.817425354870288,5.259560949029821,8.662806268990293,3.6590659315287355,0.9928056225122139,2.817720887706758
2024-08-16,40.08256067378375,27.704924088507997,0.0,10.816925861623139,5.440323593513353,8.48601824831,3.6588969746222895,0.9927597798382032,2.8175907798012636
2024-08-21,40.077749152792784,27.701598382226656,0.0,10.815627395034026,5.500614052097473,8.436060094000757,3.6584577596794,0.9926406086964551,2.8172525554724506
2024-08-23,40.07811922878038,27.70185417743961,0.0,10.815727266011672,5.499741449361011,8.43613799216961,3.6584915417005246,0.992649774691586,2.8172785698456084
2024-08-27,40.08367118885123,27.705691672592607,0.0,10.817225552035907,5.486650474229089,8.437306637360201,3.6589983468937306,0.9927872849345684,2.817668843102668
2024-08-30,40.08256067378375,27.704924088507997,0.0,10.816925861623139,5.766318200288131,8.160023641535222,3.6588969746222895,0.9927597798382032,2.8175907798012636
2024-09-03,40.05223040437038,27.683959913626044,0.0,10.808740748943396,5.838547145783733,8.153848993226658,3.656128305926213,0.9910857649078125,2.8154587232157686
2024-09-05,40.0319126368508,27.669916344619583,0.0,10.641849826140692,6.047721382389021,8.149712694035289,3.6542736185794267,0.9905830051373811,2.8140304922478117
2024-09-09,40.03228186681424,27.670171555063643,0.0,10.64102564102564,6.048699501936912,8.149787862018078,3.654307323372072,0.9905921416712784,2.813134108098137
2024-09-12,40.0319126368508,27.669916344619583,0.0,10.640927495595871,6.049566043478662,8.149712694035289,3.6542736185794267,0.9905830051373811,2.813108161702991
2024-09-13,40.019362869392836,27.66124198976534,0.0,10.637591627864092,6.079940989350422,8.147157807385552,3.6531280254483427,0.9902724632335993,2.8113042275598175
2024-09-16,40.019362869392836,27.66124198976534,0.0,10.637591627864092,6.106680189940528,8.12410677239408,3.6531280254483427,0.9865842976349638,2.8113042275598175
2024-09-17,40.019362869392836,27.66124198976534,0.0,10.628371213867503,6.115900603937117,8.12410677239408,3.6531280254483427,0.9865842976349638,2.8113042275598175
2024-09-19,40.019731867888694,27.661497040219817,0.0,10.628469212753794,6.115956995592602,8.12325963081122,3.6531617091116972,0.9865933944345068,2.811330149187674
2024-09-20,40.03117419735665,27.669405937854513,0.0,10.631508074854965,6.089113933390516,8.125582210416608,3.6542062108593196,0.9868754784501443,2.8121339568172807
2024-09-23,40.040037269716514,27.67553206210389,0.0,10.61541158128765,6.08677201819205,8.12738124890451,3.655015267668521,0.9870939768817055,2.812756575245159
2024-09-25,40.03708247622386,27.673489719298573,0.0,10.591566965232872,6.116763677622294,8.12678148090068,3.6547455422620314,0.987021133321649,2.8125490051380444
2024-09-26,40.038190472676284,27.674255562525367,0.0,10.591860078963876,6.114165528947272,8.127006383528283,3.6548466846241836,0.9870484483967381,2.812626840337995
2024-09-27,40.03855981845521,27.674510853020674,0.0,10.591957787146113,6.112376963737166,8.12708135383707,3.6548803999889303,0.987980037452838,2.8126527863620012
2024-09-30,40.03043578510491,27.6688955499193,0.0,10.589808623472447,6.177542079778648,8.079317500576435,3.6541388056260087,0.9877795711321189,2.8120820843901315
2024-10-02,40.02600588360062,27.665833617676622,0.0,10.588636719938767,6.189769174728183,8.071968055184115,3.6537344264411598,0.9922812324206682,2.8117708900098672
2024-10-03,40.02046988529488,27.66200715523918,0.0,10.58717220521521,6.203666138014975,8.069929554088445,3.6532290783019215,0.992143989967912,2.811381993877476
2024-10-04,39.98544409334205,27.637797451795077,0.0,10.623969340470026,6.240614664615328,8.062866776603684,3.6500317834670697,0.9912756686043833,2.8080002211023793
2024-10-07,40.00571470707517,27.651808428271206,0.0,10.569442908232865,6.455775541053718,7.864174317000332,3.6518821664270176,0.9917781956273273,2.809423736312355
2024-10-08,40.001658940305795,27.64900509663327,0.0,10.56191994691391,6.480926794650839,7.854160714450292,3.6515119397620346,0.9916776494659133,2.8091389178179407
2024-10-09,39.99612967433974,27.645183287565196,0.0,10.560460015849905,6.412761016605541,7.850310547558931,3.651007206177777,1.0753976298862862,2.8087506220166243
2024-10-10,39.95599620720447,27.617443177110662,0.0,10.549863293656275,6.508510775405746,7.839671536542481,3.6473436622570814,1.076159702468079,2.8050116453552065
2024-10-14,39.92402082528469,27.59534190628622,0.0,10.541420608201335,6.606324852364922,7.8104016042092095,3.6444248210902,1.075298489614953,2.8027668929484704
2024-10-15,35.44230408048277,24.497595152742505,11.152938486538572,9.460154661484065,5.957815141146977,6.8111480389675085,3.2353157331721936,0.9545896244518663,2.4881390810135473
2024-10-16,35.442014665773875,24.497395110319935,11.152847413891656,9.460077411768548,5.958583070666819,6.811092420505953,3.2352893142362533,0.9545818294654668,2.488118763371495
2024-10-17,35.42697161140767,24.486997404378275,11.148113684966617,9.456062164324077,6.002579297059928,6.804120345429911,3.2339161238715572,0.9541766655239401,2.48706270303802
2024-10-18,35.364045236776064,24.443502916924682,11.128312094645242,9.632369716129453,6.000879966105009,6.76759117426588,3.228171951895186,0.9524818303294984,2.4826451129289837
2024-10-21,35.251453818914264,24.36568012735129,11.092881972645463,9.600077970176407,6.301777070270622,6.746044637925993,3.217894155485527,0.9494493356291218,2.4747409116013124
2024-10-22,35.238574641346446,24.356778085394865,11.088829169677435,9.596570565645576,6.347376369053902,6.732213462803141,3.216718492477815,0.9491024527275531,2.473836760873272
2024-10-23,35.23199558412884,24.352230664328854,11.086758880446784,9.594778881745567,6.346191311124098,6.749626599129814,3.216117929735697,0.948925254886681,2.473374894473667
2024-10-24,35.232281579011456,24.3524283429796,11.08684887694718,9.576186572071013,6.366536516466301,6.747246146228214,3.2161440364961726,0.9489329577647717,2.473394972035295
2024-10-29,35.1951411357352,24.326757000024326,11.075161570211076,9.566091744309565,6.371177658306371,6.834196933206835,3.2127537078032127,0.947932631100948,2.4707876193024707
2024-11-07,35.193714220845564,24.32577072150236,11.074712550475974,9.565703906718777,6.374973647081718,6.833919854694064,3.2126234532864117,0.9478941991145419,2.4706874462805897
2024-11-13,35.159502940557005,24.302124005638092,11.063946988966835,9.544254167814268,6.478136189102927,6.827276703983928,3.209500510344604,0.9469727654196977,2.468285728172642
2024-11-14,35.15580071116727,24.299565037785822,11.062781976202626,9.543249175839751,6.494463749098892,6.820077920605221,3.2091625559902477,0.9468730509723876,2.4680258223377805
2024-11-20,35.14697546360029,24.293465057899425,11.060004858693013,9.5408535104057,6.5179366750344165,6.818365859583772,3.2083569519799173,0.9466353550894809,2.4674062677139847
2024-11-21,35.14526786292673,24.292284770356932,11.059467513117834,9.540389972144848,6.522478460840837,6.818034592213514,3.208201075338472,0.9465893632182418,2.4672863898425863
2024-11-22,35.15238396060613,24.297203391889592,11.061706797547602,9.497776805889641,6.548096314114245,6.81941508532368,3.2088506612888854,0.9467810255039646,2.467785957836253
2024-11-25,35.10433516661275,24.263992235522487,11.046586865092204,9.484794564865739,6.675833063733419,6.8100938207699775,3.204464574571336,0.9454868974441928,2.4644128113879002
2024-11-26,35.06434751698564,24.23635291361356,11.0340036031378,9.47399035393154,6.863735145135361,6.721548541375494,3.200006463027444,0.944409885200475,2.461605577592684
2024-11-27,35.07766660739974,24.24555902177251,11.038194837312298,9.453343462589102,6.939887177332019,6.724101702038244,3.2012219761746974,0.9447686165484023,2.3752565988329803
2024-11-28,35.07624920194927,24.24457931614123,11.037748809995232,9.452961475363466,6.955769805800919,6.723829997009835,3.201092622374514,0.9447304406856366,2.3630383306798985
2024-11-29,35.05726701452272,24.23145889536856,11.031775519764793,9.447845823304203,7.034392517325492,6.720191266982215,3.199360289485162,0.9442191816228616,2.3334894916239923
2024-12-02,34.96548001707873,24.168016047562656,11.00289210592036,9.42310945694468,7.426025730881085,6.702596450524043,3.1909837188131895,0.9417470253200247,2.179149446955233
2024-12-04,34.96210015868797,24.165679901404026,11.001828536445874,9.422198593557429,7.435779705662019,6.701948559322717,3.1906752696487115,0.941655993491377,2.178133281779883
2024-12-06,34.951401583172945,24.15828508386951,10.998461922516327,9.419315354200723,7.473768128779764,6.699092453757016,3.1896989072402384,0.9413678421014487,2.16860872436202
2024-12-10,34.95055723764736,24.157701475230304,10.998196224956516,9.40700895445468,7.488082200605553,6.698930619081363,3.189621851446241,0.9413451008181408,2.1685563357598405
2024-12-11,34.94774304716814,24.155756316730276,10.99731065913007,9.405446317857544,7.496336376958629,6.698391226629306,3.1893650256856207,0.9412693044752565,2.1683817253651547
2024-12-12,34.951401583172945,24.15828508386951,10.998461922516327,9.406430935489327,7.487457823660624,6.698287177587553,3.1896989072402384,0.9413678421014487,2.16860872436202
2024-12-16,34.96012887635924,24.164317358034634,11.001208215867901,9.384615384615385,7.488521949254934,6.699959726137737,3.19049536850584,0.9416028997180829,2.1691502215062424
2024-12-17,34.96322670554781,24.16645856660679,11.002183036757183,9.385446958651189,7.489185509791444,6.691692377093419,3.190778079410983,0.9416863354787778,2.169342430662403
2024-12-18,34.96407166333699,24.167042598440418,11.002448926983309,9.385673777147645,7.492588773603146,6.686215118901849,3.19085519108075,0.9417090932525617,2.169394857253335
2024-12-19,34.96463499121917,24.167431968679008,11.00262619427393,9.385824995569305,7.49109832922487,6.68632284466786,3.1909066009312514,0.9417242657128587,2.1694298097217524
2025-01-06,34.964353325009064,24.16723728199138,11.00253755991461,9.385749385749385,7.490232408265195,6.687880130503081,3.1908808957989288,0.9417166794215975,2.1694123333467594
2025-01-07,34.96322670554781,24.16645856660679,11.002183036757183,9.38786360450785,7.485963315315895,6.692497925712307,3.190778079410983,0.9416863354787778,2.169342430662403
2025-01-08,34.96379000620282,24.16684791802605,11.002360295479994,9.395264908931262,7.486083923407204,6.692605750098682,3.1851905555958333,0.9417015072057484,2.1661551350524015
2025-01-10,34.96576170144204,24.168210746797712,11.002980745992105,9.395794731330056,7.484089261258359,6.692983162813179,3.1853701764279387,0.9417546121002176,2.163054861838395
2025-01-13,34.96717019133938,24.169184290030213,11.003423967774422,9.396173212487412,7.483585095669689,6.6932527693857,3.1854984894259823,0.941792547834844,2.1599194360523666
2025-01-14,34.99197820005321,24.18633149785951,11.011230519925506,9.40283947531785,7.491313075937018,6.697195191757298,3.187758491417883,0.9424607173665922,2.088892830365133
2025-01-17,34.99479951945948,24.188281583848678,11.012118329073509,9.401985051641981,7.49191708257073,6.697735170567699,3.1880155127512557,0.9425367057173034,2.0826110443693713
2025-01-22,34.99310667322406,24.187111494521616,11.011585626405877,9.401530237920554,7.49236090395298,6.673224061338515,3.187861294977949,0.9884466230761169,2.064773084582329
2025-01-23,34.99197820005321,24.18633149785951,11.011230519925506,9.401227053217992,7.492119286986948,6.673008860259438,3.187758491417883,0.9948644356119545,2.061481654667559
2025-01-24,34.99169609313275,24.186136506554444,11.01114174688402,9.401151260097713,7.467872748673794,6.639094471049195,3.187732791563876,1.0778954836421097,2.0372788984021026
2025-01-27,34.89295677270498,24.117888237705905,10.980070585019575,9.368995650740821,7.375250223090466,6.620360321250271,3.178737669729639,1.5539959321161838,1.911744607642155
2025-02-03,34.890432322063056,24.11614334635605,10.979276194151032,9.368317818614447,7.365070177977138,6.619881348574736,3.178507693049727,1.5739802890721717,1.908390810141642
2025-02-07,34.89155425502838,24.116918822451243,10.979629242567968,9.368619065228225,7.365307008376609,6.620094216762866,3.178609900799074,1.5740309018119842,1.9052365869736483
2025-02-10,34.889590919687144,24.11556177201148,10.97901142273776,9.368091896367392,7.372931085762977,6.619721706417151,3.178431041551113,1.5739423316532826,1.9027178238117055
2025-02-11,34.890432322063056,24.11614334635605,10.979276194151032,9.368317818614447,7.381147606874709,6.615861991350343,3.178507693049727,1.5739802890721717,1.896332738468464
2025-02-12,34.87865638058502,24.108003857280615,10.97557055609129,9.365155898424945,7.377852780456445,6.662648666023786,3.1774349083895856,1.5734490517518482,1.881227900996464
2025-02-13,34.872491202133986,24.10374250775337,10.973630505696518,9.363500506178593,7.376548665456123,6.684771255483602,3.176873262521894,1.5731709276727033,1.875271167103212
2025-02-14,34.872491202133986,24.10374250775337,10.973630505696518,9.363500506178593,7.376548665456123,6.687985087817968,3.176873262521894,1.5731709276727033,1.8720573347688452
2025-02-17,34.87361198155201,24.104517186520756,10.973983191116682,9.363801443057095,7.398479808449437,6.6841826158222055,3.1689405261212618,1.5732214883735878,1.8592617589869675
2025-02-19,34.87305158283786,24.104129840912744,10.973806845572875,9.361240559215812,7.379077615298088,6.6848786758798004,3.1688896030853284,1.6061385183994858,1.8487867587980071
2025-02-21,34.872491202133986,24.10374250775337,10.973630505696518,9.361090131927817,7.370924458870981,6.687985087817968,3.1688386816859766,1.6157542061030679,1.8455432180103162
2025-02-24,34.86492782494839,24.098514728208915,10.971250471929245,9.35905983661207,7.380571777426118,6.754010394492687,3.1681514029351994,1.615403770614271,1.7881097928331018
2025-02-25,34.86464776287252,24.098321150293195,10.96553940075508,9.358984657402202,7.38934854205157,6.753956141055506,3.1681259538918787,1.6153907944413206,1.7856855972367258
2025-02-26,34.86492782494839,24.098514728208915,10.965627485159331,9.35905983661207,7.3886046156688545,6.754010394492687,3.1681514029351994,1.615403770614271,1.7856999413602808
2025-02-27,34.861567376968864,24.096191998457844,10.964570565698267,9.358157765801078,7.398334149926507,6.812796684363981,3.1678460413972576,1.6256897534959558,1.71484566389025
2025-02-28,34.864087652218615,24.09793400379141,10.965363236191884,9.35883430260579,7.398869003630755,6.816502265205797,3.1616489412974325,1.625807280789127,1.71095331426919
2025-03-03,34.860447371591505,24.095417854704632,10.964218304485764,9.357857114172122,7.431830046986065,6.815790530500783,3.1613188225372477,1.6256375245974057,1.687482430424481
2025-03-05,34.869129296077894,24.10141877018494,10.96694892105982,9.360187669714156,7.417613316837252,6.817487989459646,3.162106142648264,1.6260423863618103,1.6790655076562175
2025-03-06,34.8744526133944,24.105098228275278,10.968623197139529,9.361616648587843,7.418745731388856,6.812904262584871,3.162588887549717,1.6262906271343056,1.669679803945201
2025-03-07,34.8775352769117,24.10722895438912,10.96959274854553,9.362444151586255,7.42663366654881,6.813506476808846,3.162868438815853,1.6264343801227863,1.6537559062710938
2025-03-10,34.865768038172966,24.099095480616295,10.965891746863102,9.359285381488682,7.514097970856161,6.787108590524235,3.1618013270568577,1.6258856417589125,1.6210658226627892
2025-03-11,34.84505459216442,24.084778420038536,10.95937700706487,9.353725112395633,7.263969171483622,6.783076429030187,3.159922928709056,2.132305716120745,1.4177906229929351
2025-03-12,34.84757248034941,24.086518775441384,10.960168926785013,9.354401008422252,7.260479642877216,6.783566571123475,3.1601512633379096,2.132459795585744,1.4146815360775908
2025-03-20,34.850090732443675,24.088259382377032,10.96096096096096,9.355077002135825,7.257792551910199,6.802524449583274,3.1603796309678662,2.13261389731978,1.3923013923013923
2025-03-21,34.83946058757425,24.08091186386258,10.957617595119602,9.352223470862096,7.255578744581795,6.800449510354792,3.1594156365387702,2.1664793706855034,1.3878632204206134
2025-03-24,34.82911641268848,24.0737620067888,10.954364171822464,9.349446704703212,7.259041703780383,6.838553327395139,3.1584775752906906,2.1658361218774327,1.371401975653402
2025-03-25,34.82995490073347,24.074341566758147,10.954627890927183,9.337634615693261,7.260821416534258,6.850755131847144,3.158553613558669,2.1658882629560083,1.3674226009918629
2025-03-26,34.840579244798356,24.081685075777035,10.95796943231441,9.340482918058052,7.244573593629592,6.855253018237863,3.1595170819419467,2.1665489339840738,1.3533907012586694
2025-03-27,34.853448968120134,24.09058058299205,10.95960812655585,9.343933188789851,7.227174174897614,6.857785272625071,3.160684172488557,2.1673492331165183,1.339436280414358
2025-03-28,34.85428862816899,24.091160953046327,10.959872156239209,9.344158294988235,7.224939169818594,6.857950484633854,3.160760317039678,2.1674014470757346,1.3394685489893758
2025-03-31,34.87081016807533,24.10258058296108,10.965067326541762,9.34858758877784,7.228363916830029,6.833081595269467,3.162258572484494,2.1684288331137322,1.3208214159462672
2025-04-01,34.90474237416262,24.12603440372506,10.97573725140132,9.357684544058161,7.263544757814825,6.75931063877697,3.165335713768728,2.1705388951884648,1.2770714211038465
2025-04-10,34.90474237416262,24.12603440372506,10.97573725140132,9.357684544058161,7.266761562401988,6.75931063877697,3.165335713768728,2.1705388951884648,1.273854616516683
2025-04-11,34.90277755440114,24.124676327259277,10.97511941714782,9.357157791466298,7.272785756791096,6.758930151020475,3.1651575341364167,2.1704167135757597,1.2729787542017144
2025-04-14,34.90249688392103,24.124482328816693,10.975031160789674,9.357082545937036,7.266294077439587,6.770938040287885,3.16513208154075,2.170399260182542,1.2681436210847976
2025-04-15,34.922154725027156,24.138069759021604,10.981212535704229,9.366375668825683,7.233374904453474,6.774751579032063,3.1669147523836343,2.1716216759866436,1.2455243995655148
2025-04-16,34.934241238872524,24.146423914618246,10.985013119556994,9.369617359669032,7.214146584890778,6.777096312036187,3.168010817597914,2.1723732715184885,1.2330773812398383
2025-04-17,34.934241238872524,24.146423914618246,10.985013119556994,9.372032002060495,7.214951465687931,6.7746816696447265,3.168010817597914,2.1723732715184885,1.2322725004426844
2025-04-22,34.94211602556877,24.15186693931441,10.987489332925435,9.377364870304476,7.201281659072246,6.772988552015071,3.1687249424380504,2.1728629623069864,1.2253047160545512
