date,SINO-RICH SECURITIES & FUTURES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,PRUDENTIAL BROKERAGE LTD,REALINK FINANCIAL TRADE LTD,MEGABASE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,PHILLIP SECURITIES (HONG KONG) LTD
2024-06-11,0.0,0.0,20.12113182695018,29.076665758398214,0.0,15.675147264996724,16.78094138144485,18.34611376821003,0.0,0.0
2024-06-17,0.0,0.0,20.128168694012054,29.0868346014486,0.0,15.680629259172191,16.78681009970036,18.317557345666792,0.0,0.0
2024-06-18,0.0,0.0,20.295416906570203,29.02592800876726,0.0,15.647794689430869,16.751659234397522,18.27920116083415,0.0,0.0
2024-06-25,0.0,0.0,20.730942494647472,26.358884058128375,0.0,14.48872699033624,15.510825780853747,16.92521920674535,0.0,5.985401469288823
2024-06-26,0.0,0.0,17.027595993993945,21.650169967439762,17.863859791274315,11.900481115242053,12.739993610893205,13.901721778286527,0.0,4.916177742870195
2024-06-28,0.0,0.0,17.027663785346387,21.650256162478883,17.86393091201359,11.900528494197362,12.740044332169266,13.901378998323569,0.0,4.916197315470941
2024-07-04,0.0,0.0,17.041232914271557,21.66750897653693,17.878166451586786,11.910011874151946,12.750196711628641,13.912456830623041,0.0,4.8404262412011025
2024-07-18,0.0,0.0,17.043722934085295,21.670674975554565,17.880778761912083,11.93831892465706,12.752059736598767,13.873311155730331,0.0,4.841133511461897
2024-07-23,0.0,0.0,17.065755901480166,21.66491930169782,17.876029674448297,11.935148138781415,12.74867282331949,13.869626441044906,0.0,4.839847719227905
2024-07-29,0.0,0.0,17.065959871797816,21.665178241325062,17.876243329177218,11.935290787953889,12.748825195758211,13.86859700878564,0.0,4.839905565202167
2024-07-31,0.0,0.0,17.175950427007283,21.63644498559808,17.852535115688564,11.919461711517675,12.731917176332386,13.850203901653579,0.0,4.833486682202435
2024-08-26,0.0,0.0,17.16229362069887,21.67224906049552,17.838340348695887,11.936488140319689,12.721793874710684,13.839191436706107,0.0,4.8296435183732385
2024-08-28,0.0,0.0,12.503104814841818,15.788705610415866,12.995619585110235,8.695991668592374,9.268104005427402,10.08215247390411,27.14782131589776,3.5185005258104343
2024-08-29,0.0,0.0,12.95439907964828,15.703804655101635,12.925737952954886,8.687639964011888,9.218266425107116,10.008732771060052,27.00183873687626,3.499580415239884
2024-09-02,0.0,0.0,12.955394298617337,15.705011096572447,12.926730970038946,8.688307390114431,9.218974616475291,10.001819210990986,27.00391314742554,3.4998492697650208
2024-09-09,0.0,0.0,15.98883991199582,15.157702086036009,12.476243142098042,8.385525756171,8.897699588748326,9.653262578826203,26.062845045375305,3.377881890749299
2024-09-11,0.0,0.0,16.174208653428078,15.157702086036009,12.476243142098042,8.385525756171,8.897699588748326,9.467893837393946,26.062845045375305,3.377881890749299
2024-09-16,0.0,0.0,16.671613859216443,15.154892842623232,12.473930865232841,8.383971629901762,8.896050539056183,8.984269706901824,26.0580147039854,3.3772558530823185
2024-09-24,0.0,0.0,16.70248964512871,15.149277478536597,12.469308881816184,8.380865104921162,8.892754272746108,8.980940752617508,26.048359390585478,3.3760044736482495
2024-09-26,0.0,0.0,16.733342558617842,15.143666274246373,12.464690322311094,8.37776088121814,8.889460448271786,8.977614264383813,26.03871122972944,3.374754021221513
2024-09-30,0.0,0.0,16.73861246063508,15.135467653588968,12.468615879709063,8.361873782964533,8.89226004347426,8.980441622238713,26.046911710676685,3.3758168467127017
2024-10-02,0.0,0.0,16.754034226785606,15.132664245555175,12.466306428905991,8.36032498746794,8.890613009248757,8.978778254923807,26.04208727292448,3.375191574188239
2024-10-03,0.0,0.0,16.754810062891405,15.133365000199678,12.466883711398227,8.360712132551546,8.891024710602704,8.974563296946075,26.043293214807083,3.375347870603286
2024-10-04,59.96799239384762,0.0,6.800195638669937,6.121054551595518,5.043149140587593,3.3895986579416224,3.5966296523022723,3.6304229850770287,10.085548983330956,1.3654079966474617
2024-10-07,60.13470998550301,0.0,6.841642357112773,6.138071754148025,5.057169647953518,3.3990221137281527,3.606628676944787,3.6405159588885807,9.813035525187274,1.369203980533883
2024-10-08,60.05799504628148,0.0,6.885443919664038,6.115232856303305,5.050718124993331,3.4247028165859983,3.6620614293094795,3.6358716867105247,9.800516857947091,1.367457262204754
2024-10-09,60.06227689382637,0.0,6.886310056817181,6.115668843131905,5.051078217017495,3.424946981502525,3.7073510722927603,3.6361309069566103,9.80121558788329,1.3150214405718603
2024-10-14,59.16535299816192,0.0,6.798260571260576,6.0243421434619595,4.9756492958042395,3.3738014547599446,3.651988339837002,3.5818317217296074,11.13338955423993,1.2953839207448152
2024-10-17,59.16535299816192,0.0,6.813045949154653,6.0243421434619595,4.9756492958042395,3.3664087658129063,3.651988339837002,3.5744390327825686,11.13338955423993,1.2953839207448152
2024-10-23,59.139121170517036,0.0,6.81002528523534,6.021671162951018,4.973443268659383,3.3649162190764774,3.650369177204866,3.617190720513267,11.12845340257192,1.2948095932706938
2024-10-24,59.14294519655287,0.0,6.811389368024664,6.02206053341934,4.973764859108661,3.357743910605753,3.650605215659577,3.6174246135982178,11.129172985391342,1.2948933176395736
2024-10-25,59.147316117619894,0.0,6.811892759345227,6.015115154658012,4.974132441979836,3.3579920624951756,3.650875011274109,3.61769195702184,11.129995479714186,1.2949890158917121
2024-10-28,59.13420529216974,0.0,6.891659576130722,6.013781820704219,4.973029856326024,3.357247716839544,3.650065744038416,3.6168900452717505,11.127528361380271,1.23559158713932
2024-10-29,59.11738824638424,0.0,6.889699672314357,6.010963570234713,4.971615587369955,3.356292956590575,3.649027709918666,3.6454082289918235,11.124363828213585,1.2352401999820828
2024-10-30,59.11302174730787,0.0,6.896576938926464,6.010519591438353,4.971248376376469,3.3560450557524346,3.648758187252025,3.645138973665479,11.123542165995039,1.23514896328587
2024-11-04,59.11411331160406,0.0,6.896704289160474,6.0106305799886535,4.971340174039229,3.3561070275287195,3.648825564185988,3.6433597121262764,11.12374757017024,1.2351717711963601
2024-11-06,62.796849716687156,0.0,7.044876567401925,6.08115045829936,5.029666550855926,3.7093463871158994,3.6916355042312268,3.686105523921245,6.710705835626805,1.2496634558604593
2024-11-07,62.73590285185612,0.0,7.135093248155144,6.075248457535449,5.024785057456127,3.705746317464524,3.6880526237030336,3.6825280104610494,6.704192826083652,1.2484506072848984
2024-11-08,62.726068686094905,0.0,7.148903833262614,6.074296132030338,5.023997397329737,3.705165423241307,3.6874745030545872,3.681950755823291,6.703888362739524,1.248254906423691
2024-11-12,62.49747688904741,0.0,7.487279876511923,6.052159653566045,5.005688508896687,3.6916627370344672,3.6740362876383075,3.6685326705272705,6.679457469489806,1.2437059072880892
2024-11-13,52.81367551354692,15.720965175596085,6.012901275613145,5.114395204578788,4.230071705136154,3.1196503859719673,3.192744114418195,3.1001042556651948,5.644495057399569,1.0509973120739817
2024-11-14,52.81367551354692,15.720965175596085,6.025471134331328,5.114395204578788,4.230071705136154,3.1196503859719673,3.192744114418195,3.1001042556651948,5.631925198681387,1.0509973120739817
2024-11-15,52.800401641768914,15.71701396269643,6.049090127602141,5.113109783227073,4.229008544337747,3.118866311793964,3.191941669301799,3.099325094094105,5.630509704451461,1.0507331607263648
2024-11-18,52.691146264661434,15.684492083428387,6.036573260258361,5.3094511490281295,4.220257816901294,3.112412707191584,3.185336856081803,3.092911924470296,5.6188589699505975,1.0485589680281093
2024-11-22,55.62489340361609,15.80542559544601,6.15262322390331,5.331432990037794,4.252797640103918,3.1364106152862075,3.209897037623936,3.116759473973194,2.313116256000359,1.0566437640091786
2024-11-26,55.39039673988877,15.738795003562814,6.54825358662371,5.308957382939041,4.2348692127921455,3.123188516683214,3.196365143894822,3.103620218262913,2.3033649016757813,1.0521892936767945
2024-11-29,55.400854300496725,15.741766446490349,6.555783124899371,5.309959700070978,4.235668744914429,3.123778166426231,3.1969686091917833,3.104206173562872,2.303799770885594,1.027214963061671
2024-12-02,55.69497850022608,15.556731053212289,6.578232021229509,5.2040092809447085,4.185880899651004,3.261199565188318,3.159390085465731,3.0677180188126507,2.276719932159188,1.0151406431105194
2024-12-03,55.14622749425385,16.388732968464762,6.513418073251169,5.1527352629828265,4.144638288262724,3.2290676461129557,3.1282612739580475,3.037492433056194,2.254287885559434,1.0051386740980361
2024-12-05,55.12585960939443,16.382679901169666,6.547946707812486,5.15083213518395,4.1431074942397235,3.2278750118928516,3.127105871887348,3.0363705558408527,2.253455279628269,1.004767432950418
2024-12-12,55.12670797087177,16.38293202303447,6.548047477683139,5.149372450369174,4.143171254747395,3.227924687396021,3.12715399660007,3.036417284179036,2.2534899592625406,1.0047828958563905
2024-12-16,55.12331468162349,16.381923582132856,6.553799852845684,5.1490554840417,4.142916224490919,3.2277259945565753,3.1269615066360403,3.0362303794553016,2.2533512471295047,1.0047210470879284
2024-12-20,55.12501127402808,16.382427787064703,6.55400156653282,5.149213962327622,4.14304373569448,3.2278253379186017,3.127057748655815,3.03324601619614,2.2534206010613724,1.004751970520365
2025-01-06,55.121618193648345,16.38141940823607,6.559753398170074,5.148897015510507,4.142788721135986,3.2276266573093784,3.1268652705401996,3.0330593124239935,2.2532818974665423,1.0046901255589056
2025-01-10,55.12246642458284,16.381671491305262,6.559854341972839,5.148976248556818,4.142852471832419,3.227676325168659,3.126913387847662,3.0315671508835673,2.2533165717644352,1.0047055860855014
2025-01-14,55.12246778177325,16.381671894644388,6.559854503485413,5.148973913195061,4.142852573835106,3.2276764046384585,3.126913464836541,3.031567225524891,2.2533166272441667,1.0047056108227252
2025-01-17,55.12280708147341,16.381772730049363,6.559894881878393,5.1483900691473155,4.142878074664309,3.2276962722111633,3.126932712175126,3.0315858859712037,2.2533304972628136,1.0047117951668996
2025-01-20,55.1262003082262,16.382781152378136,6.5910774844745,5.148706991594509,4.143133100223796,3.2525179944510025,3.1271251985939954,3.0317725030699383,2.2534692068411353,0.9432160601467813
2025-01-21,55.12450364263171,16.38227692569522,6.597030194123741,5.145470741091827,4.143005583519484,3.2524178889594975,3.1270289524224024,3.031679191648735,2.2533998499173835,0.9431870299900051
2025-02-06,55.11432584188757,16.379252217275784,6.601966597138814,5.144520717554615,4.142240648100123,3.264126249955965,3.1264515997843585,3.0311194437200677,2.252983798013896,0.9430128865688157
2025-02-10,55.110934076769254,16.378244229325535,6.601560308579998,5.144204120995487,4.141985732393049,3.2639253738790606,3.1262591962791313,3.0370869605427444,2.252845148184809,0.9429548530509251
2025-02-13,55.11101886580939,16.378269427512258,6.601570465184514,5.1442120354345535,4.1419921049033395,3.263930395479658,3.1262640060781464,3.036937781573768,2.252848614222554,0.9429563038018189
2025-02-14,55.131375783413795,16.384319235483517,6.622477962994436,5.072236171043557,4.143522074657716,3.2836050352279718,3.1274187860131044,3.0380595661725924,2.253680771830211,0.9433046131631062
2025-02-17,55.13171519278741,16.384420103482,6.622518733446203,5.072267397626917,4.143547583729674,3.283625250328944,3.1274380395730987,3.037462632194436,2.2536946463321303,0.9433104204991891
2025-02-18,55.13341230234337,16.384924462104426,6.641192284047788,5.072423536311172,4.143675133800905,3.283726329567474,3.1275343109291427,3.0344778520517925,2.253764021404303,0.924869767439627
2025-02-21,55.129814554119605,16.383855258686413,6.684221413650035,5.072092533712096,4.1434047369720135,3.2835120489692637,3.127330222690414,2.9973428651075236,2.2536169513216397,0.9248094147709987
2025-02-24,55.123027628518464,16.38183827372828,6.695709339952708,5.071468118140472,4.142894650371638,3.2831078221064116,3.1269452230722714,2.996973867983352,2.2533395128664995,0.9246955632599054
2025-02-25,55.123027628518464,16.38183827372828,6.738797167829687,5.071468118140472,4.142894650371638,3.2831078221064116,3.1269452230722714,2.996973867983352,2.2533395128664995,0.8816077353829253
2025-02-26,55.127269261177844,16.383098831125647,6.7454715855953795,5.058007635184273,4.143213439777979,3.283360452231455,3.1271858367241854,2.9972044805382976,2.253512903895288,0.8816755737496487
2025-02-28,55.113698333867674,16.379065730151627,6.768428471423703,5.056762482742092,4.142193486328891,3.2825521726517204,3.126416003350533,2.9964666452585127,2.25295814650895,0.8814585277162995
2025-03-03,55.10691537551629,16.377049924207896,6.792209885871922,5.04383292682415,4.14168369789606,3.282148182076846,3.126031228781217,2.996097863829021,2.2526808702285117,0.8813500447680901
2025-03-06,55.08657651427964,16.37100548235147,6.826611018586168,5.041971348884241,4.140155085208458,3.2809368067716145,3.1248774731236857,2.994992063979972,2.2518494507357345,0.8810247560790154
2025-03-07,55.06582940669416,16.364839715053574,6.824039930633187,5.040072404919351,4.138595789851791,3.279701116459772,3.1237005590145004,2.9938640682593998,2.2886640709944825,0.880692938119787
2025-03-12,55.06603256787138,16.36490009188141,6.823696165035892,5.040090999882037,4.138611058885268,3.2797132166668685,3.1237120836694396,2.99387511389251,2.2886725148459948,0.8806961873692037
2025-03-24,55.06433960386548,16.364396965261896,6.835784076572766,5.039936046052037,4.138483820382141,3.2919100853101355,3.123616047476603,2.972262092735192,2.2886021513204557,0.8806691110233
2025-03-26,55.06433960386548,16.364396965261896,6.848081777547084,5.02763834507772,4.138483820382141,3.2919100853101355,3.123616047476603,2.972262092735192,2.2886021513204557,0.8806691110233
2025-04-07,55.11178197891117,16.3784962146819,6.49088720810075,4.865808059600513,4.142049458378338,3.331671220982514,3.1263072949352884,2.999439529413456,2.290573966879753,1.262985068116328
2025-04-08,55.11178197891117,16.3784962146819,6.49088720810075,4.828883170290254,4.142049458378338,3.331671220982514,3.1263072949352884,3.036364418723715,2.290573966879753,1.262985068116328
2025-04-11,55.11178197891117,16.3784962146819,6.49088720810075,4.576563093336815,4.142049458378338,3.331671220982514,3.1263072949352884,3.036364418723715,2.5428940438331913,1.262985068116328
2025-04-25,55.11178197891117,16.3784962146819,5.752389421895563,4.564254796900062,4.142049458378338,3.3439795174192675,3.1263072949352884,3.036364418723715,2.5428940438331913,2.001482854321514
2025-04-30,54.93597821961894,16.32624965137541,6.120514152992787,4.482215373265962,4.128836532941889,3.3333123941826526,3.116334534929767,3.0266785718825258,2.534782342190905,1.9950982266191604
