date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,BOCI SECURITIES LTD
2024-05-27,22.185324049276915,0.0,24.242099625066952,24.574183181574718,24.006427423674346,0.0,0.0,0.0,4.99196572040707
2024-05-28,22.376576191493907,0.0,24.182517631972644,24.513784996794186,23.94742466338961,0.0,0.0,0.0,4.979696516349647
2024-05-29,22.45115832176791,0.0,24.159282587808264,24.490231664353583,23.924415501227713,0.0,0.0,0.0,4.974911924842532
2024-05-30,22.48425995091239,0.0,24.14897022729698,24.479778038629814,23.91420339344787,0.0,0.0,0.0,4.972788389712944
2024-05-31,19.97724471413672,0.0,21.456338295249832,22.88802503081445,21.24774817483645,0.0,5.650895989380866,4.3614297904617425,4.418318005119939
2024-06-03,20.242723049208305,0.0,21.456338295249832,22.622546695742866,21.24774817483645,0.0,5.650895989380866,4.3614297904617425,4.418318005119939
2024-06-04,20.325819283955298,0.0,21.433983709035804,22.598977078992235,21.225610911157418,0.0,5.645008524341731,4.3568857738208,4.413714718696723
2024-06-11,20.386144236229413,0.0,21.41775506341094,22.58186636380844,21.20954003407155,0.0,5.640734431194397,4.353586977096347,4.4103728941889075
2024-06-12,20.384215008990253,0.0,21.415728210466547,22.57972934607741,21.207532885397935,0.0,5.64966404845273,4.353174978707297,4.409955521907826
2024-06-13,20.628014754563512,0.0,21.403575144235315,22.349380497493616,21.195497966518488,0.0,5.665374066017213,4.350704624988177,4.407452946183675
2024-06-14,20.777872179741337,0.0,21.363164353818558,22.307183989426978,21.15548003398471,0.0,5.654677617294439,4.342490323798735,4.399131501935241
2024-06-17,20.912260861370278,0.0,21.326924889265854,22.269343134483083,21.119592875318066,0.0,5.645085288851192,4.335123927999246,4.391669022712279
2024-06-21,20.92716479788938,0.0,21.32290587015924,22.265146518420806,21.115612927541694,0.0,5.64402148308678,4.334306982003203,4.390841420898898
2024-06-24,20.91534042753555,0.0,21.31085789622375,22.309068650532065,21.103682079291836,0.0,5.640832470100763,4.3318579903945755,4.388360485921462
2024-07-04,20.84079555094731,0.0,21.33094542369686,22.330097087378643,21.123574323687436,0.0,5.646149495711188,4.3359411820152705,4.392496936563296
2024-07-08,16.934935388800724,19.60250887931686,17.10118642786972,17.902214161565784,16.934935388800724,0.0,4.526562381923978,3.4761580896244237,3.5214992820977855
2024-07-11,16.923425464431354,19.589185923576498,17.15752907415798,17.890046820721945,16.923425464431354,0.0,4.523485878266123,3.47379549916931,3.519105875245431
2024-07-16,16.91193117500566,19.643800467889218,17.145875782959777,17.877896007848467,16.91193117500566,0.0,4.520413553694061,3.4714361180288282,3.5167157195683343
2024-07-17,16.91959229898075,19.65269913174783,17.108342770856925,17.88599471498679,16.91959229898075,0.0,4.522461306153265,3.4730086825217064,3.518308795771989
2024-07-19,16.908103214124036,19.63935415723555,17.164629545797496,17.873849403953525,16.908103214124036,0.0,4.5193903727176705,3.4706503696997135,3.51591972234797
2024-07-24,16.627421192556017,19.772123053551084,17.280668439042916,17.71363463729586,17.022407899734144,0.0,4.549943030763388,3.4941131788834032,3.5396885681731862
2024-07-29,16.497906357061286,19.817282070803195,17.320137038446898,17.69318614389037,17.061286638751426,0.0,4.560334982870194,3.5020936429387133,3.5477731252379137
2024-08-01,16.490373639753443,19.808233772163458,17.35788752758542,17.685107678258884,17.05349668974964,0.0,4.558252796590823,3.500494635111483,3.5461532607868502
2024-08-12,16.491628614916287,19.809741248097414,17.359208523592084,17.67884322678843,17.054794520547944,0.0,4.558599695585997,3.50076103500761,3.5464231354642313
2024-08-14,16.500418792355138,19.76699916241529,17.36846112845504,17.68826619964974,17.06388487017437,0.0,4.561029467752989,3.502626970227671,3.5483134089697708
2024-08-15,16.50921834526893,19.724211488648482,17.377723602011276,17.69769922291635,17.072984915435015,0.0,4.563461831479506,3.504494895627,3.5502056986134387
2024-08-21,16.524455279597746,19.70897455431967,17.377723602011276,17.69769922291635,17.072984915435015,0.0,4.563461831479506,3.504494895627,3.5502056986134387
2024-08-29,16.593021484077404,19.556605211031542,17.377723602011276,17.781502361724822,17.072984915435015,0.0,4.563461831479506,3.504494895627,3.5502056986134387
2024-09-02,16.689623507805326,19.176614631160085,17.454851545760636,17.860422405876953,17.148760330578515,0.0,4.583715947352311,3.5200489745944292,3.5659626568717475
2024-09-11,16.726742848377942,19.219265281079835,17.493672827670835,17.677736022701126,17.18690083595368,0.0,4.593910575964415,3.527877904747297,3.57389370350487
2024-09-16,16.40655031905897,19.266548781425385,17.53671100176828,17.83654955024218,17.229184285384793,0.0,4.605212577842701,3.5365572384100865,3.5826862458676096
2024-09-17,16.424340333871836,19.27840603123317,17.54750365412724,17.778290637741364,17.239787675975073,0.0,4.608046772828679,3.538733748749904,3.584891145472729
2024-09-23,15.228065181811711,17.83249128300007,16.160250480324486,16.4448872126948,15.946772931046752,7.535757489504021,4.262435067245428,3.273322422258593,3.3160179321141396
2024-09-24,15.228065181811711,17.83249128300007,16.160250480324486,16.480466804241086,15.911193339500462,7.535757489504021,4.262435067245428,3.273322422258593,3.3160179321141396
2024-10-02,15.228065181811711,17.83249128300007,16.160250480324486,16.508930477478117,15.911193339500462,7.50729381626699,4.262435067245428,3.273322422258593,3.3160179321141396
2024-10-03,15.228065181811711,17.83249128300007,16.160250480324486,16.516046395787377,15.911193339500462,7.500177897957731,4.262435067245428,3.273322422258593,3.3160179321141396
2024-10-04,15.972172925392206,17.78945126712572,16.12124653936253,16.220628948676083,15.588840775182794,7.48207567260595,4.252147369915525,3.265422020302407,3.3080144814367856
2024-10-07,15.926948396687196,18.022226941318042,16.075599915056273,16.17470092730233,15.544701635166703,7.460890493381468,4.240107595384724,3.256176116656049,3.2986479790472147
2024-10-09,16.069775720897116,18.02064791740833,16.162335350658598,15.742257030971876,15.635457458170169,7.511569953720184,4.2648629405482374,3.2751868992524034,3.3179067283730865
2024-10-10,16.083119840592087,18.011670936521494,16.154284087674352,15.734415029888984,15.627668659265584,7.50782806717905,4.262738400227726,3.27355536578423,3.3447196128664958
2024-10-14,16.151985199943077,18.009107727337412,16.151985199943077,15.675252597125375,15.625444713248898,7.506759641383236,4.2621317774299134,3.273089511882738,3.344243631706276
2024-10-15,16.405307599517492,17.95927055985241,16.10728730575463,15.610586816149862,15.58220393102959,7.485985950471866,4.250337046760803,3.264031788831335,3.334989001632016
2024-10-16,16.426594763357695,17.95927055985241,16.10728730575463,15.603491094869792,15.58220393102959,7.485985950471866,4.236145604200667,3.264031788831335,3.334989001632016
2024-10-24,16.48343854174055,17.951627775019503,16.10043265479821,15.596850840485141,15.57557273565501,7.482800198595645,4.227250159585786,3.262642740619902,3.319384353500248
2024-10-25,16.504716646570678,17.951627775019503,16.10043265479821,15.57557273565501,15.57557273565501,7.482800198595645,4.227250159585786,3.262642740619902,3.319384353500248
2024-10-28,16.550794551645858,17.95544835414302,16.103859250851304,15.578887627695801,15.593076049943248,7.484392735527809,4.228149829738933,3.263337116912599,3.2420544835414304
2024-10-29,16.55671419450947,17.954174647088035,16.102716890118465,15.577782506916366,15.591969922678583,7.483861814570476,4.227849897141236,3.2631056253103496,3.241824501667021
2024-10-31,16.568550961061067,17.951627775019503,16.10043265479821,15.57557273565501,15.589758138875098,7.482800198595645,4.227250159585786,3.262642740619902,3.2413646357897723
2024-11-06,16.580310880829018,17.893392007949462,16.111860316559017,15.58662786571084,15.600823337355383,7.488111292497693,4.230250550074526,3.2649584782454397,3.2436652707786213
2024-11-07,16.667848783601674,17.880700758919073,16.10043265479821,15.547201929214838,15.589758138875098,7.482800198595645,4.227250159585786,3.262642740619902,3.2413646357897723
2024-11-11,16.679668108644776,17.8781646691724,16.098149067442023,15.544996808736968,15.587546982483511,7.481738883767108,4.2266505921565845,3.2621799872349477,3.2409049003616763
2024-11-12,16.744614512471657,17.86422902494331,16.08560090702948,15.532879818594104,15.575396825396826,7.475907029478458,4.223356009070295,3.259637188208617,3.238378684807256
2024-11-13,16.761162296243796,17.866761162296243,16.087880935506732,15.53508150248051,15.57760453579022,7.448618001417434,4.223954642097803,3.260099220411056,3.238837703756201
2024-11-14,16.80243677835234,17.857901820500103,16.079903662251187,15.527378338173833,15.569880286179782,7.444924559042289,4.221860168591061,3.2584826804561873,3.237231706453213
2024-11-15,16.73165544133286,17.873094647288195,16.093583835519322,15.54058844381425,15.583126550868487,7.451258419000355,4.2254519673874515,3.2612548741581002,3.239985820630982
2024-11-18,16.683154324477105,17.813736574335785,16.365178066704352,15.488976823063878,15.531373657433578,7.4265121537591865,4.211418880723572,3.2504239683436973,3.2292255511588466
2024-11-19,16.744383213225944,17.81121944326692,16.362865621025858,15.43733220291084,15.52917903066271,7.4254627667090585,4.210823795393528,3.2499646742970185,3.228769252508125
2024-11-26,16.72791519434629,17.81625441696113,16.360424028268554,15.441696113074205,15.53356890459364,7.42756183745583,4.212014134275618,3.2508833922261484,3.229681978798587
2024-11-27,16.73379973146774,17.81499540668504,16.35926789626175,15.44060490424705,15.53247120344852,7.427036958518833,4.211716486467387,3.2506536640520105,3.2294537488516712
2024-11-28,16.73968343697004,17.813736574335785,16.358111927642735,15.439513849632561,15.531373657433578,7.4265121537591865,4.211418880723572,3.2504239683436973,3.2292255511588466
2024-11-29,16.75729115175482,17.802415083680533,16.34771555681096,15.507379422357179,15.47913282960243,7.421792246310289,4.208742320457595,3.2483581667961303,3.227173222230068
2024-12-02,16.76904610605098,17.79990115088611,16.34540704652969,15.505189578479136,15.47694697451105,7.420744192614559,4.208147991244793,3.2478994563298738,3.226717503353809
2024-12-05,16.786672313991247,17.796131582662714,16.341945503317802,15.501905972045742,15.47366934914584,7.4191726669490325,4.207256812085275,3.247211633488635,3.2260341663137093
2024-12-10,16.798418972332016,17.793619424054206,16.339638622247318,15.499717673630716,15.471485036702429,7.418125352907961,4.206662902315076,3.2467532467532463,3.2255787690570297
2024-12-12,16.671372106154713,17.793619424054206,16.339638622247318,15.626764539808018,15.471485036702429,7.418125352907961,4.206662902315076,3.2467532467532463,3.2255787690570297
2024-12-13,16.68431081939445,17.7853059496083,16.338485425929846,15.62566165572729,15.470393111722775,7.4176018067612395,4.206366010304185,3.2465241019126263,3.225351118639283
2024-12-16,16.678430265386787,17.786561264822133,16.339638622247318,15.626764539808018,15.471485036702429,7.418125352907961,4.206662902315076,3.2467532467532463,3.2255787690570297
2024-12-17,16.70782473717632,17.780286460170746,16.33387426797432,15.621251675721442,15.466026952656458,7.415508360968037,4.2051788612149865,3.2456078459041837,3.224440838213505
2024-12-18,16.700754637139433,17.772762536145002,16.3269624091967,15.656957472318217,15.459482333027715,7.41237040693984,4.203399393469215,3.2442344312010722,3.2230763805628038
2024-12-23,16.71837540544352,17.769002961500494,16.32350867296573,15.653645466083768,15.456212099844874,7.410802425609927,4.202510224227895,3.2435481596389786,3.2223945846848117
2025-01-03,16.730145295528285,17.774016081252643,16.328113979404712,15.622795880942306,15.46057271829595,7.412893214839893,4.203695866835943,3.2444632529270696,3.223303709973198
2025-01-06,16.725451467268623,17.776523702031604,16.330417607223477,15.617945823927764,15.4627539503386,7.413939051918736,4.204288939051919,3.2449209932279914,3.2237584650112865
2025-01-22,16.732505643340858,17.776523702031604,16.330417607223477,15.617945823927764,15.4627539503386,7.406884875846501,4.204288939051919,3.2449209932279914,3.2237584650112865
2025-02-18,16.746613995485326,17.776523702031604,16.330417607223477,15.617945823927764,15.4627539503386,7.3927765237020315,4.204288939051919,3.2449209932279914,3.2237584650112865
2025-02-24,16.7524864216689,17.77526980320237,16.329265712068842,15.616844184242082,15.461663257388727,7.392255061014319,4.203992382027227,3.2446921069337655,3.2235310714537633
2025-02-25,17.120786516853933,17.696629213483146,16.257022471910112,15.547752808988763,15.393258426966291,7.359550561797752,4.185393258426966,3.2303370786516856,3.2092696629213484
2025-02-27,17.133628256442666,17.695386559932587,16.25588090723966,15.546661049083632,15.385155536830277,7.3590337757179975,4.18509936099993,3.23011024506706,3.2090443086861873
2025-02-28,17.352777002511864,17.58303097962601,16.152665364219928,15.824727881663412,15.21769466927156,7.312308121685739,4.15852637454647,3.2096008931063356,3.1886687133686857
2025-03-03,17.271965358290263,17.600223494901524,16.168459282022628,15.84020114541137,15.232574381896914,7.319458024863808,4.162592540857662,3.2127392093867857,3.1917865623690456
2025-03-04,17.329704075935233,17.587939698492463,16.1571747627024,15.829145728643216,15.221943048576215,7.314349525404802,4.1596873255164715,3.210496929089894,3.189558905639308
2025-03-05,17.365520128375078,17.5818042280053,16.15153840786995,15.816646898765088,15.216632944952208,7.311797948789507,4.158236238052047,3.209376962254936,3.188446242935882
2025-03-17,17.250279017857142,17.717633928571427,16.141183035714285,15.813337053571427,15.213448660714285,7.310267857142858,4.157366071428571,3.2087053571428568,3.1877790178571432
2025-03-21,17.358543221935392,17.721342356798996,16.144561501430267,15.691062582850765,15.216632944952208,7.311797948789507,4.158236238052047,3.209376962254936,3.188446242935882
2025-03-26,17.36430863680759,17.720106041579463,16.143435189060973,15.689967908469374,15.215571368773546,7.311287847076881,4.157946142039905,3.209153062648249,3.1882238035440214
2025-03-27,17.42767514813524,17.7065179505054,16.131056117113975,15.67793656326246,15.203903799233181,7.305681422098292,4.1547577553154404,3.206692227256884,3.185779017079122
2025-03-28,18.208810937715786,17.539013948349673,15.978456014362658,15.529622980251345,15.060074575334898,7.236569534594669,4.115453666620632,3.176356856787736,3.155641485982599
2025-04-01,18.967998355375865,17.405605427259648,15.856917700267251,15.274446652504626,14.94552182553279,7.181525388885082,4.084149934900295,3.152196258480093,3.1316384567943536
2025-04-02,18.367628780555172,17.518298577544538,15.978456014362658,15.391520508217097,15.060074575334898,7.236569534594669,4.115453666620632,3.176356856787736,3.155641485982599
2025-04-10,18.254186110348613,17.410101564644524,16.497392259127093,15.296458962393631,14.967060115289597,7.191874828438101,4.090035684875103,3.15673895141367,3.136151523469668
