date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,HANG SENG BANK LTD
2024-05-31,43.23425066606091,24.69140909545424,7.123975005243818,9.278552099516954,4.988962823980018,2.821823312356785,2.838585744791111,2.273802243855593,1.446905595600354,1.3017334131402143
2024-06-03,42.87705081695271,24.79023665409325,7.213394124465503,9.35617359582481,5.0379681252674375,2.8435590880328245,2.850586221897041,2.278955361297249,1.4451100222572613,1.306965989911917
2024-06-04,43.17423627994177,24.766849699054543,7.26344478602978,9.162766554910128,4.920461237745985,2.832976217103748,2.847888278133779,2.2819194458115732,1.443735047028032,1.3057224542406556
2024-06-05,43.087435977529545,24.770599295956675,7.290130456506966,9.238110000979127,4.907391098085541,2.826195378127213,2.848419583825051,2.282433866581894,1.4433657149335006,1.305918627474483
2024-06-06,43.136868550654185,24.772043711120986,7.347507569301312,9.187762659550296,4.837692709656691,2.8379816896424512,2.849497286137244,2.2811218095661454,1.4434915419672734,1.306032472403418
2024-06-07,43.092425642961686,24.765028866186906,7.404273969904959,9.16655776299169,4.828398060381172,2.8409917259106114,2.871388334975043,2.282193394613931,1.4430811139469628,1.3056611281270398
2024-06-11,43.117687190667986,24.781055333319703,7.446288106950647,9.018920589337485,4.859014497475163,2.8450771773852774,2.8963183262041428,2.2848954094699176,1.4441316994485918,1.3066116697410861
2024-06-12,43.05289286206384,24.77593629327554,7.501473717692253,9.038705766244156,4.8531329145660385,2.8496565508412384,2.870036938901254,2.2830439164230687,1.4687117043678968,1.3064093356247117
2024-06-13,43.10818955892077,24.855435225644264,7.578643328286157,8.72777096683544,4.91611860668736,2.8535360900256603,2.8821814626181554,2.293710333231806,1.4736901562755242,1.3107242714748584
2024-06-14,43.04495699979693,24.825957527171266,7.514416466754257,8.766818704764471,5.050270247334569,2.847902754513772,2.8673423341142925,2.3017253281862797,1.4713997796324951,1.3092098577316689
2024-06-17,43.05817034649312,24.853832949462547,7.496844097890959,8.800909637423675,5.05779043232686,2.8012200236739475,2.8705751415683998,2.276912713796903,1.4730587207777412,1.3106859365858436
2024-06-18,43.017913697130915,24.83058399205629,7.55179185634595,8.828161849792087,5.03015451152799,2.8231181348176255,2.876526668095532,2.2606616117792306,1.4716527419848322,1.3094349364695477
2024-06-19,42.998039917357644,24.771505827485026,7.574075113735214,8.892035989641009,4.999537844601872,2.871159557397446,2.8698205374124517,2.249480349592824,1.4681496170697603,1.3061952457067563
2024-06-20,43.24166324166007,24.686739605731052,7.639190196456676,8.687926109300498,4.97463580010974,2.9035373749101847,2.8597294240366935,2.241450535162571,1.4631257199810956,1.3020019926514148
2024-06-21,43.1131928361342,24.704282920055405,7.740097210759051,8.693391044839075,4.955993019218818,2.9201087887072177,2.8614929150958566,2.2443325742097042,1.4641739248646095,1.3029347661160624
2024-06-24,43.019772931382896,24.69282424256694,7.792119232149301,8.704787214043984,4.971335823064906,2.9496776588630045,2.860266059554293,2.243206175412472,1.4635023963469553,1.3025082666152532
2024-06-25,42.9733698376021,24.68747691919199,7.875030885419674,8.669778816657635,4.963839889047115,2.9605289044406393,2.859250703015325,2.2462896935942136,1.4631651950549533,1.3012691559763563
2024-06-26,42.783000306505954,24.758609846010966,7.963491207769034,8.69480279920485,4.917974718075971,2.9955222223744613,2.867634977518901,2.2465338936513346,1.4673971629970348,1.305032865891493
2024-06-27,42.864950737269936,24.73016093914709,7.9988445574955245,8.604660437772074,4.9276896785672815,2.9891635707394335,2.8636160042081484,2.2518028974524524,1.4657161261495835,1.3033950511984793
2024-06-28,42.985521612404135,24.677894796278526,8.087009335085853,8.53040726700556,4.865872153021303,2.986982348100857,2.8561928773767393,2.246883167196649,1.4626065752713604,1.3006298682590156
2024-07-02,42.92373469464385,24.61617352056517,8.48527597037827,8.397682902916415,4.842547175749972,2.9791434316641534,2.8483677281145514,2.1507348727718005,1.4589560669028587,1.2973836362929643
2024-07-03,42.88579347803152,24.652510881180095,8.67777082674887,8.172649081341794,4.853627057593129,2.9876217446086017,2.8526691748043103,2.1571361039453762,1.4610936887331623,1.2991279630131363
2024-07-04,43.1703793147085,24.62142363787409,8.734515374227056,7.957153893622329,4.765780989356534,3.001766747643869,2.847732886425919,2.144148814498799,1.4588546788130943,1.2982436628298046
2024-07-05,43.088660759788546,24.589728188220327,8.838122094556516,7.978829014907996,4.748520868845339,3.0247290088823076,2.843544873323585,2.1418719033212983,1.449429103830375,1.2965641843237115
2024-07-08,42.955719255786555,24.59485568466272,8.901712886740668,7.988982785143215,4.742219295264903,3.050135859932922,2.8871136982639665,2.1326474212289828,1.4497304559955053,1.2968826569805583
2024-07-09,42.91834343871962,24.57713381639939,8.958461290196118,7.938661890875818,4.8102106294891565,3.0713573224138546,2.841241259303444,2.1358351060995644,1.4528040679139929,1.2959511785890454
2024-07-10,42.794079500563626,24.548866217669545,8.99371719541415,8.061853697462796,4.8006951388913786,3.0654525190253397,2.8380340058523865,2.1516493318941308,1.4511641118401217,1.294488281386521
2024-07-11,42.727178258351415,24.537451368811695,9.046091223407867,8.059473515859162,4.82781295342843,3.0713086903457194,2.835812654937856,2.1511413163293214,1.4498675586908663,1.2938624598376658
2024-07-12,42.57946633221739,24.500990862006926,9.081277390917208,8.170802259890957,4.888341022839646,3.0570024151839092,2.8324225830194028,2.1500408948474012,1.4477148539320446,1.2919413851451134
2024-07-15,42.46535184271607,24.511753995812054,9.12859041675906,8.133601745496843,4.983517380446442,3.0578801587527895,2.8282506244910413,2.1502178181642724,1.448338283441967,1.292497733919461
2024-07-16,42.338147540990285,24.48937375065751,9.231039238715741,8.077549787258407,4.985926066026671,3.145982285794063,2.8608358484477283,2.1328155010077254,1.4470083720593863,1.291321609042478
2024-07-17,42.29246812277708,24.489180142329094,9.267483569695809,8.11329167667045,4.978747600953138,3.161037502911484,2.8255415699937148,2.1339462249838252,1.4469944261139236,1.2913091635714757
2024-07-18,42.18968832846247,24.475188645211205,9.411665568281414,8.057081817857966,4.973658790466575,3.1676225027261697,2.8542782017956094,2.1348005929939693,1.4455808600719497,1.2904346921326644
2024-07-19,41.92949418904541,24.439153091164663,9.423050411325084,8.31260483763209,5.088898006912147,3.1177004957121635,2.825271662321913,2.1317600073054175,1.4434948679920185,1.288572430589101
2024-07-22,43.71761978466508,23.663188688510523,9.142213394463008,8.096264081741339,4.927805562218037,3.01601318552693,2.7357516885784596,2.0645698989342094,1.3889361911509512,1.2476375242114561
2024-07-23,43.68825977499827,23.649110653608854,9.191425606815573,8.065691495935027,4.948838884335922,3.022139355201116,2.733546580915209,2.0659049341208466,1.3881507378009648,1.2469319762682145
2024-07-24,43.70465042686788,23.64808590910756,9.236374873390522,8.05923314607255,4.925204262158007,2.9884015025824504,2.733601957668734,2.0694854744736766,1.3880873819609765,1.2468750657176426
2024-07-25,43.74469823327426,23.643400955055387,9.25746800247467,8.022902704578312,4.918717759417465,2.9774268849753884,2.7330231557954634,2.0679051419850896,1.3878211997771865,1.2466359626667693
2024-07-26,43.82683037142331,23.64006544475556,9.283918890797342,8.019888342280504,4.873574172249394,2.9221983260847324,2.7323321850863267,2.0670459307063784,1.3876574580094339,1.2464888786070187
2024-07-29,43.63128599908712,23.72407568479708,9.446336791920624,8.063135723139204,4.858016568315365,2.8129977888618782,2.740081309714909,2.0804030391563986,1.3925807678405697,1.2510863271668564
2024-07-30,43.600537562930334,23.736972532929578,9.537911894872163,8.098935154118475,4.857522465602649,2.6965419444939345,2.7428838306606496,2.0836159075926517,1.393322516286076,1.2517561905134875
2024-07-31,43.56652095848003,23.75318076150424,9.606008686143465,8.113080657957381,4.860873388017637,2.6239933235045743,2.742996120515636,2.086330161984329,1.3942851833017424,1.2527307585909655
2024-08-01,43.54107922018407,23.765186729529088,9.657199017745883,8.065241767119842,4.863116550574094,2.6278999900667377,2.7432863237504543,2.088222953246711,1.395063215318306,1.2537042324648089
2024-08-02,43.59685423264671,23.72869091231019,9.71096225797513,8.030970210704497,4.85130729976709,2.6131855773930583,2.7392538044265358,2.0834236586524666,1.3930125291303008,1.252339516994017
2024-08-05,43.49495376661247,23.720823965015047,9.754744511861754,8.086312300137237,4.848610396269149,2.6083091558780422,2.7583208040088425,2.0835963758938196,1.3923915027708282,1.251937221552813
2024-08-06,43.45388299528834,23.71459939949954,9.79318009452324,8.119025516445838,4.847373553459328,2.6086485761324827,2.736330632722521,2.083327456750478,1.3920245188709046,1.2516072563073266
2024-08-07,43.480625531323064,23.703581422407247,9.85682567328338,8.035921416273354,4.8444978420980895,2.615279871316455,2.735150903862961,2.0856253273625724,1.3914243678955476,1.2510676441773292
2024-08-08,43.52249132907062,23.692784237799337,9.902535024172405,7.974187298859674,4.834375705997919,2.6138850018496846,2.733933648704059,2.084531619229662,1.3907841381689556,1.2504919961476835
2024-08-09,43.583176050064345,23.64846548091704,9.92803002075336,7.9591333750353295,4.820795784555268,2.614431470059675,2.7286151626626016,2.0810195221809016,1.388168968767265,1.2481641650042143
2024-08-12,48.54751951418748,21.57339111072472,9.098710369670341,7.224345199327691,4.388130103821789,2.3760100931733006,2.489179613888918,1.897718676774597,1.2663573614085148,1.1386379570226512
2024-08-13,48.52311497086844,21.57772238105399,9.109217115156989,7.2268867738914055,4.389556643205442,2.382641753178745,2.489625219430803,1.8957611425191276,1.266609412963048,1.1388645877320103
2024-08-14,48.512369135152866,21.567016497831094,9.109469190372465,7.253627321548602,4.389185104378016,2.380450657556742,2.488480753057533,1.8950331966737985,1.2660072929783115,1.1383608504505716
2024-08-15,48.46866775410707,21.572135901019944,9.133445771043077,7.263019494632449,4.389706391492475,2.3842429712003557,2.489033826139798,1.8948076290106086,1.266308538637345,1.1386317227168798
2024-08-16,48.428065343485585,21.569718212087473,9.139135774736621,7.2957501967940885,4.389080436730059,2.389347431874944,2.488772112007637,1.8953742081763973,1.2661695618471505,1.1385867222600443
2024-08-19,48.46475448281281,21.536075735336873,9.168085229565163,7.282757885197172,4.383134826211412,2.3922911210281765,2.484846831403853,1.88703030175532,1.264204195175502,1.1368193915137212
2024-08-20,48.40075168235646,21.527766941908506,9.220531628625961,7.303900937597699,4.38108916798473,2.397414481666855,2.4838700432025065,1.8847287704681188,1.263706239940507,1.1362401062486576
2024-08-21,48.13553252040135,21.58703904498483,9.321927456434683,7.352412034907379,4.40630419311489,2.403525074025948,2.49084073147099,1.888876589063356,1.2739586423973608,1.139583713199216
2024-08-22,48.13848139823532,21.575879655311102,9.325487380613751,7.3539529373133545,4.410208138225649,2.4092547058854183,2.4882914161210032,1.8861413330905301,1.2733044823734754,1.1389985528303967
2024-08-23,48.15559611383647,21.55895905652018,9.338085155963896,7.34743687399553,4.4105327829461265,2.407152276408281,2.4875153897546407,1.8843125239186358,1.2723051755307717,1.138104651125479
2024-08-26,48.10116491454748,21.5671017929018,9.355699238483545,7.355056832217613,4.426667470215769,2.409276233471016,2.487757554996986,1.8851924598589629,1.272782780781685,1.1393007225251428
2024-08-27,48.04416489036289,21.561534586805703,9.38266133061965,7.410654120289414,4.406288355493369,2.410315640482954,2.4871211238475524,1.8857935206093652,1.2724571708336718,1.1390092606554238
2024-08-28,47.973298676079,21.543865526884964,9.407833204606018,7.489418070221338,4.402317991814153,2.4071341385378733,2.4851346550858215,1.8815478325711426,1.2714408566717819,1.1380090475279119
2024-08-29,47.91402592370464,21.531149844822846,9.441430582461214,7.550287868658116,4.398999846498426,2.3971135339405634,2.4848212166806785,1.873943998771486,1.2707843429930237,1.1374428414690023
2024-08-30,47.89873590618717,21.52731080635976,9.469722579331572,7.553640849517658,4.392637113577664,2.394233204438326,2.4834946152205593,1.8715763306739779,1.2706017819411641,1.1380468127521501
2024-09-02,47.955713113259215,21.493409064347656,9.459232901103935,7.588976482312875,4.356816111070872,2.39245266250709,2.479562068672054,1.8690030319324598,1.2685898183872775,1.136244746406567
2024-09-03,47.81798564752021,21.544751136721604,9.537467739436407,7.5810673301958635,4.3213837932210275,2.4180680882500503,2.486231400777837,1.8906699562405722,1.2631206165397832,1.1392542910966403
2024-09-04,47.844506306721186,21.504649737385655,9.594342719004285,7.575712398422622,4.299474092044046,2.4168070447935004,2.483551965320603,1.8827085484588473,1.2606570703814295,1.137590117467824
2024-09-05,47.61204703890703,21.545354494387748,9.754502765029974,7.571445886064495,4.300933727023521,2.4302410936254426,2.4870668094113713,1.9003249781926794,1.2584026648073798,1.1396805425503571
2024-09-09,47.51615186185642,21.57674730536316,9.79690311716114,7.5835676038698026,4.315954923001069,2.4095281449677453,2.504394147621188,1.8950340826587586,1.2603104620199517,1.1414083514807623
2024-09-10,47.43131453506429,21.54588752645922,9.810320089431631,7.756237750255888,4.3119554414810795,2.3819297537808426,2.4858047131254595,1.9050439061017257,1.231736994897016,1.1397692894028497
2024-09-11,47.345611790775486,21.640441608668386,9.882627828233485,7.596338401233174,4.300116827799015,2.4477516027734625,2.497631210738545,1.923118386861301,1.2220433220577298,1.1443190208594098
2024-09-12,47.27367681171003,21.656655807265288,9.915740060604037,7.641850334903764,4.272581647175213,2.4454293689308617,2.4984402627661533,1.9273944109123358,1.2230568725770936,1.1451744231552214
2024-09-13,47.25501516173586,21.67073215846021,9.89335043518809,7.67276586393961,4.268811208794854,2.4393783701009855,2.503669555087458,1.9242603005017938,1.2238546596472353,1.1481622865438983
2024-09-16,47.19657123035312,21.688075073054456,9.938251233957176,7.6570578121402635,4.27055628160424,2.447473259925919,2.501653620126045,1.9264284150864897,1.2248432957731092,1.1490897779791727
2024-09-17,47.3050948185086,21.681678733374792,9.949929006743082,7.536448471291557,4.28184033259987,2.44339858114241,2.5049349291308123,1.9234517772007491,1.2244771100623644,1.148746239945768
2024-09-19,47.28955220830503,21.677060152679065,9.948073752144117,7.557915292043107,4.281537412926642,2.4429429872932786,2.5064258750060744,1.9237114786347147,1.2242487951881347,1.1485320457798338
2024-09-20,47.31413070634613,21.69429505735827,9.949209272496748,7.560579154975031,4.282639587236673,2.443221836400302,2.496081872325466,1.9235858703956523,1.187593497787136,1.1486631446785882
2024-09-23,47.305107070223926,21.689839331519316,9.972117264982648,7.54677389597039,4.283422562029892,2.436497534468761,2.5042235609252965,1.9227517384234734,1.1873427294945549,1.1519243119617475
2024-09-24,47.34202741569592,21.700085266786548,9.98960862698262,7.488067589139344,4.289002444019996,2.424807692623669,2.502231131050343,1.9236315085016715,1.1879625693364337,1.152575755863458
2024-09-25,47.372846892311635,21.672799587583818,9.967691182062634,7.474416510561226,4.326809071810106,2.4248327540202523,2.498843824210553,1.9208901740094209,1.189750803520382,1.1511191999099712
2024-09-26,47.42048808449521,21.592698929266433,9.919212932481697,7.681058728562992,4.242834657418594,2.3935088093491217,2.526044088873957,1.889121570878498,1.1877522859668135,1.1472799127066866
2024-09-27,47.53958490184174,21.507295392060406,9.85860535007836,7.640080401148186,4.385932237019307,2.3663866287223074,2.526199513037499,1.847427003112233,1.1832102280245962,1.145278344955363
2024-09-30,47.50144881539852,21.490585701553055,9.665558388633066,7.830747654050119,4.44852210117351,2.359786703168557,2.548941937520038,1.8302373111304604,1.178861204698981,1.145310182673695
2024-10-02,47.70745101617055,21.52536360439543,9.345216488725958,7.88477646463031,4.47356334253868,2.355438675378729,2.536903911748624,1.8215139163115648,1.2023306728882956,1.1474419072118582
2024-10-03,48.014632818455915,21.501891564104298,8.840736989973932,8.142674306772236,4.4631386589119035,2.3619528731275756,2.5316454419703973,1.7923796166155617,1.2047610074189903,1.146186722649192
2024-10-04,48.2438609510444,21.43958596107566,8.814253378825104,8.120985728087204,4.441094194930138,2.3548773271052577,2.525869321366848,1.720954127016731,1.2009662555460912,1.1375527550025644
2024-10-07,48.2718449313776,21.44013145334752,8.815577347817348,8.02231164786395,4.4379491291010575,2.355231047883142,2.6482043190559743,1.685462103549498,1.201167974852614,1.1221200451512992
2024-10-08,48.44294498256995,21.38351400203267,8.793384256993162,7.920605268503561,4.411296306275929,2.34930178715576,2.720668366065912,1.6743510451673171,1.194932371137078,1.1090016140986612
2024-10-09,48.51834760400371,21.343862393693225,8.7777428732581,7.8369362797022575,4.387125318728571,2.3451229261292847,2.7989066227173494,1.686009091405368,1.1987872271586062,1.1071596632035294
