date,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,QUAM SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FULBRIGHT SECURITIES LTD
2024-03-20,73.15701526519788,7.825681979160662,0.0,5.392135014989689,4.885432116642974,3.035135207838187,3.065961780641626,1.5822639706525767,1.0563746648763994,0.0
2024-03-21,73.12279635451193,7.825441868544638,0.0,5.397352446611196,4.885282219915993,3.064701725012767,3.0658677096106515,1.5822154230144645,1.0563422527783597,0.0
2024-03-22,73.04911992870377,7.82472541577432,0.0,5.394817287069046,4.882987581950726,3.1439136206921634,3.0644276584270624,1.5814722496591813,1.0585362577237274,0.0
2024-03-25,73.05057416718068,7.8248811879011,0.0,5.392933917400119,4.883084790903152,3.1439762087173126,3.06448866407114,1.5815037331020736,1.0585573307244243,0.0
2024-03-26,73.02743113614598,7.795616028371087,0.0,5.391225390965641,4.881537788923369,3.171487542561479,3.093477442565343,1.5810026995319213,1.058221970935179,0.0
2024-03-27,73.02546720771299,7.798095683050303,0.0,5.391080404613673,4.88140650961214,3.1714022516719766,3.0933942496033047,1.5809601815889245,1.0581935121466828,0.0
2024-03-28,73.01509941663137,7.7987094575288,0.0,5.390315005945558,4.8807134718978835,3.1813312251507844,3.0977413435209606,1.580735724759029,1.0553543545656114,0.0
2024-04-02,72.94504963562281,7.793776216205556,0.0,5.375887645877356,4.877626071666139,3.2755212679899866,3.097716598763601,1.5797357963938325,1.0546867674807274,0.0
2024-04-03,68.38514232458247,7.275720388569601,6.133626893391178,5.027680643899068,4.572894292721365,3.22104503365501,2.8848643029973764,1.4818575220283712,1.017168598155556,0.0
2024-04-15,68.3808330958463,7.275261915540093,6.133240388364391,5.027363829088562,4.572606135867056,3.2208420623757563,2.8846825158469533,1.4817641440986078,1.0234059129722932,0.0
2024-04-22,68.38169489814622,7.2753536055234935,6.133317685472856,5.026166890815399,4.572663764332609,3.2208826545851723,2.88471887144419,1.4817828187430881,1.023418810936966,0.0
2024-04-24,68.38665930233664,7.268621941094857,6.133762954752366,5.026531782677346,4.572995732576258,3.2211164856326633,2.884928297526344,1.4818903938601662,1.0234931095433566,0.0
2024-04-26,68.3873488599282,7.268695232194185,6.1338248028211755,5.025574144496541,4.573041843088976,3.2211489648522753,2.884957386887178,1.4819053360840058,1.0235034296474645,0.0
2024-04-29,68.39376241161614,7.269376910214355,6.134400049604001,5.01666718437292,4.573470715398265,3.221451052968352,2.885227946042149,1.4820443131993353,1.0235994165844968,0.0
2024-05-09,68.3937796539677,7.269353532439123,6.134401596111732,5.016668449095553,4.573471868389229,3.2214518651095423,2.885228673420098,1.4820446868288624,1.0235996746381613,0.0
2024-05-27,68.3937796539677,7.26683249090472,6.134401596111732,5.016668449095553,4.573471868389229,3.2214518651095423,2.885228673420098,1.4820446868288624,1.0261207161725632,0.0
2024-05-31,68.3941934730136,7.26687645913843,6.134438712531215,5.016093749000933,4.573499540346745,3.221471356620963,2.885246130600895,1.4820536539940252,1.0261269247531954,0.0
2024-07-22,67.7159567804444,7.255018759221973,6.073606042214,4.966351239276306,4.528146052803458,3.189525368706315,2.8566343480284617,1.4673567460044368,1.0159512519912173,0.9314534113094318
2024-08-02,67.71703854399976,7.253537156577347,6.073703068173295,4.966430576821387,4.52821839001327,3.189576321428049,2.8566799828105074,1.4673801870532828,1.0159674818296585,0.9314682912934382
2024-08-09,67.71876267610475,7.2511757545188695,6.073857709703419,4.966557026273235,4.528333682218489,3.1896575306931805,2.85675271625807,1.4674175477729055,1.0159933492064768,0.9314920072506083
2024-09-05,67.7191683670064,7.251219195005873,6.073894097090214,4.9659876980450735,4.528360810649398,3.189676639356547,2.856769830548696,1.4674263388069488,1.0159994358395108,0.9314975876513328
2024-09-09,67.71910075151857,7.251211954888561,6.073888032495471,4.965982739660485,4.528356289221675,3.18967345456342,2.8567669781526845,1.4674248736272937,1.0160982682919366,0.9314966575799022
2024-09-16,67.7200980936566,7.251318748085075,6.073977486496031,4.964583113426406,4.528422981196215,3.189720430906985,2.8568090515714726,1.4674464853239142,1.0161132330154503,0.9315103763218485
2024-10-15,67.72117998953216,7.249836995717089,6.074074524323439,4.964662427576053,4.528495327254241,3.1897713898612032,2.8568546919355176,1.467469929240045,1.0161294664342855,0.9315252581259592
2024-10-17,67.72226191997702,7.248355196003412,6.07417156525145,4.964741744259986,4.528567675623903,3.189822350443687,2.8569003337578867,1.4674933739052678,1.0161457003718188,0.9315401404055808
2024-11-18,67.70255592054232,7.275344310192086,6.072404087053919,4.9632970908294585,4.527249941255238,3.1888941676622427,2.8560690254884062,1.4670663588768749,1.0158500196601978,0.9312690784392526
2024-12-02,67.70296141728313,7.274788946437148,6.072440457025963,4.963326817931584,4.527277056702669,3.1889132671803364,2.8560861315882518,1.4670751457035904,1.0158561039780867,0.9312746561692361
2024-12-05,67.70377242533698,7.274876090519211,6.072513198277071,4.962188381654225,4.527331288571972,3.188951466902898,2.8561203444026804,1.4670927196727916,1.0158682728325157,0.9312858118296489
2024-12-06,67.70258971175187,7.276495900757267,6.072407117868283,4.9621016974503664,4.52725220086345,3.1888957592800122,2.8560704509889003,1.4670670911084145,1.0158505266839049,0.9312695432475325
2025-01-09,67.75290842734327,7.281904023685668,6.076920323759227,4.891466512068964,4.53061699853036,3.191265847919827,2.8581931732857018,1.4681574619793853,1.016605539069003,0.931961692358595
2025-01-16,67.75493897666699,7.279125269659438,6.077102448582206,4.891613108934672,4.5307527807645975,3.1913614899056792,2.858278833109756,1.4682014625427668,1.0166360066568565,0.9319896231770363
2025-03-27,67.75504050732809,7.2789863275859705,6.077111555109915,4.891620439008617,4.530759570089953,3.1913662721554577,2.858283116235738,1.4682036626401673,1.0166375300841877,0.9319910197619053
2025-04-24,67.75510819460455,7.278993599292344,6.07711762614355,4.891525425750095,4.53076409631816,3.191369460329938,2.858285971660191,1.4682051293754308,1.0166385457049447,0.93199195082081
